aX,aY,aZ,gX,gY,gZ,beat_change,beat,dynamic
0.068,-0.257,-0.924,3.78,12.255999999999998,91.159,None,3,f
0.075,-0.264,-0.924,4.085,12.134,91.402,None,3,f
0.07200000000000001,-0.257,-0.919,4.329,11.951,91.768,None,3,f
0.07200000000000001,-0.252,-0.918,4.817,11.22,91.829,None,3,f
0.079,-0.254,-0.92,5.0,10.61,92.073,None,3,f
0.08,-0.249,-0.922,5.4270000000000005,10.305,92.012,None,3,f
0.076,-0.245,-0.92,5.854,10.183,92.012,None,3,f
0.07200000000000001,-0.247,-0.919,6.28,10.305,91.951,None,3,f
0.076,-0.249,-0.919,6.462999999999999,10.549,91.707,None,3,f
0.08,-0.247,-0.918,6.9510000000000005,10.61,91.402,None,3,f
0.07400000000000001,-0.248,-0.919,7.0120000000000005,10.549,91.341,None,3,f
0.071,-0.244,-0.915,7.256,10.61,91.22,None,3,f
0.068,-0.243,-0.913,7.744,10.549,90.976,None,3,f
0.068,-0.245,-0.914,7.805,10.305,90.976,None,3,f
0.063,-0.248,-0.914,7.683,10.0,90.793,None,3,f
0.069,-0.246,-0.918,7.622000000000001,10.0,90.61,None,3,f
0.075,-0.248,-0.914,7.5,10.122,90.305,None,3,f
0.078,-0.244,-0.918,7.622000000000001,10.122,89.87799999999999,None,3,f
0.087,-0.241,-0.933,7.439,9.878,89.695,None,3,f
0.091,-0.242,-0.941,7.073,9.451,89.634,None,3,f
0.098,-0.246,-0.944,6.768,9.39,89.87799999999999,None,3,f
0.108,-0.247,-0.953,6.462999999999999,9.024,89.695,None,3,f
0.104,-0.247,-0.956,5.976,8.293,89.39,None,3,f
0.11,-0.249,-0.962,5.549,7.5,89.26799999999999,None,3,f
0.127,-0.253,-0.968,5.244,7.195,88.902,None,3,f
0.13,-0.254,-0.971,4.695,7.073,88.476,None,3,f
0.135,-0.259,-0.983,4.024,6.768,88.11,None,3,f
0.141,-0.262,-0.99,3.659,6.22,87.5,None,3,f
0.146,-0.264,-1.0,3.659,5.854,87.073,None,3,f
0.158,-0.266,-1.009,3.293,5.488,86.402,None,3,f
0.158,-0.271,-1.018,2.988,5.0,85.854,None,3,f
0.154,-0.277,-1.029,2.6830000000000003,4.695,85.54899999999998,None,3,f
0.163,-0.285,-1.038,2.134,4.634,84.87799999999999,None,3,f
0.175,-0.284,-1.0490000000000002,1.524,4.573,84.024,None,3,f
0.18,-0.28,-1.056,1.037,4.939,83.65899999999998,None,3,f
0.189,-0.284,-1.069,0.4270000000000001,5.671,83.23200000000001,None,3,f
0.198,-0.287,-1.082,-0.305,6.159,82.866,None,3,f
0.213,-0.287,-1.085,-0.6709999999999999,7.134,82.073,None,3,f
0.226,-0.285,-1.095,-1.098,8.171,81.46300000000002,None,3,f
0.234,-0.281,-1.09,-1.463,9.024,80.732,None,3,f
0.242,-0.278,-1.104,-1.707,9.939,79.878,None,3,f
0.247,-0.273,-1.112,-1.768,10.976,79.085,None,3,f
0.253,-0.274,-1.104,-1.951,11.768,78.293,None,3,f
0.257,-0.266,-1.118,-2.134,12.439,77.378,None,3,f
0.268,-0.272,-1.119,-2.622,13.11,76.707,None,3,f
0.272,-0.279,-1.123,-2.5,14.085,75.976,None,3,f
0.275,-0.28300000000000003,-1.122,-2.805,15.0,75.0,None,3,f
0.276,-0.285,-1.129,-3.5980000000000003,15.549,74.085,None,3,f
0.277,-0.28600000000000003,-1.124,-4.512,15.976,73.293,None,3,f
0.28800000000000003,-0.28800000000000003,-1.122,-5.3660000000000005,16.463,72.256,None,3,f
0.3,-0.28600000000000003,-1.128,-6.28,16.340999999999998,71.28,None,3,f
0.306,-0.282,-1.122,-7.073,16.098,70.305,None,3,f
0.317,-0.277,-1.127,-7.744,15.732,69.45100000000001,None,3,f
0.324,-0.275,-1.121,-8.537,15.244000000000002,68.171,None,3,f
0.337,-0.269,-1.123,-9.024,14.817,66.829,None,3,f
0.343,-0.266,-1.116,-9.817,14.39,65.732,None,3,f
0.35600000000000004,-0.267,-1.119,-10.61,13.415,64.45100000000001,None,3,f
0.366,-0.272,-1.132,-11.098,12.5,62.927,None,3,f
0.3670000000000001,-0.274,-1.137,-12.012,11.341,61.524,None,3,f
0.38,-0.269,-1.151,-12.744000000000002,10.488,59.93899999999999,None,3,f
0.39,-0.27,-1.162,-13.354,10.0,58.415,None,3,f
0.406,-0.275,-1.171,-13.659,10.305,56.89,None,3,f
0.416,-0.279,-1.171,-14.573,11.098,54.93899999999999,None,3,f
0.4320000000000001,-0.277,-1.175,-15.244000000000002,11.463,53.11,None,3,f
0.446,-0.273,-1.173,-15.671,11.159,51.585,None,3,f
0.465,-0.268,-1.175,-16.037,11.585,49.817,None,3,f
0.48,-0.26,-1.167,-16.463,12.5,47.744,None,3,f
0.498,-0.258,-1.166,-16.340999999999998,12.683,46.22,None,3,f
0.514,-0.252,-1.165,-16.402,12.683,44.817,None,3,f
0.531,-0.251,-1.151,-16.463,13.232,42.927,None,3,f
0.54,-0.247,-1.152,-16.951,14.024,41.037,None,3,f
0.541,-0.246,-1.156,-16.829,14.39,39.268,None,3,f
0.546,-0.244,-1.144,-16.524,14.695,37.744,None,3,f
0.5529999999999999,-0.241,-1.137,-16.22,14.695,35.854,None,3,f
0.5579999999999999,-0.238,-1.133,-15.793,14.512,34.451,None,3,f
0.562,-0.237,-1.122,-15.61,14.024,33.11,None,3,f
0.5670000000000001,-0.229,-1.115,-15.244000000000002,13.293,31.646,None,3,f
0.5710000000000001,-0.227,-1.105,-15.122,12.439,30.305,None,3,f
0.57,-0.224,-1.093,-14.755999999999998,11.402,29.024,None,3,f
0.563,-0.228,-1.069,-14.085,10.061,27.561,None,3,f
0.5589999999999999,-0.209,-1.061,-13.841,8.78,26.585,None,3,f
0.5579999999999999,-0.198,-1.047,-13.78,7.744,25.549,None,3,f
0.551,-0.203,-1.029,-13.171,7.073,24.512,None,3,f
0.5429999999999999,-0.198,-1.015,-12.561,6.402,23.659,None,3,f
0.539,-0.191,-1.008,-12.317,5.671,22.622,None,3,f
0.527,-0.19,-1.001,-12.255999999999998,5.122000000000001,21.768,None,3,f
0.516,-0.18,-0.986,-11.585,4.634,21.098000000000006,None,3,f
0.506,-0.17800000000000002,-0.979,-11.159,4.39,20.427,None,3,f
0.503,-0.17600000000000002,-0.971,-10.488,4.085,19.634,None,3,f
0.495,-0.174,-0.963,-10.122,4.207,19.085,None,3,f
0.486,-0.172,-0.953,-9.634,3.902,18.476,None,3,f
0.478,-0.16699999999999998,-0.947,-9.695,3.232,17.866,None,3,f
0.463,-0.163,-0.937,-9.329,2.6830000000000003,17.195,None,3,f
0.449,-0.162,-0.934,-8.78,2.317,16.646,None,3,f
0.434,-0.163,-0.93,-8.841000000000003,2.134,16.159000000000002,None,3,f
0.417,-0.158,-0.923,-8.476,2.073,15.122,None,3,f
0.407,-0.154,-0.914,-8.293,1.951,14.329,None,3,f
0.402,-0.153,-0.915,-8.049,1.402,13.78,None,3,f
0.388,-0.157,-0.908,-7.805,0.976,13.049,None,3,f
0.378,-0.158,-0.909,-7.439,1.159,12.134,None,3,f
0.371,-0.15,-0.897,-6.89,1.159,11.463,None,3,f
0.361,-0.153,-0.902,-6.159,0.732,10.549,None,3,f
0.354,-0.149,-0.905,-5.61,0.061,9.756,None,3,f
0.353,-0.14800000000000002,-0.899,-5.122000000000001,-0.488,8.841000000000003,None,3,f
0.35,-0.156,-0.894,-4.634,-1.28,8.049,None,3,f
0.358,-0.155,-0.898,-4.329,-2.012,7.134,None,3,f
0.35,-0.154,-0.898,-4.085,-2.378,6.462999999999999,None,3,f
0.34700000000000003,-0.155,-0.893,-3.78,-2.5610000000000004,5.792999999999998,None,3,f
0.35100000000000003,-0.159,-0.8909999999999999,-3.4760000000000004,-2.317,5.061,None,3,f
0.35100000000000003,-0.159,-0.879,-3.1710000000000003,-1.951,4.695,None,3,f
0.34700000000000003,-0.157,-0.889,-2.927,-1.951,4.207,None,3,f
0.342,-0.161,-0.893,-2.622,-2.012,3.537,None,3,f
0.334,-0.161,-0.887,-2.134,-1.829,3.232,None,3,f
0.324,-0.151,-0.89,-1.89,-1.707,2.988,None,3,f
0.322,-0.146,-0.89,-1.463,-1.646,2.439,None,3,f
0.319,-0.146,-0.884,-0.8540000000000001,-1.463,1.89,None,3,f
0.312,-0.14300000000000002,-0.879,-0.244,-1.159,1.646,None,3,f
0.311,-0.14300000000000002,-0.877,0.122,-1.098,1.28,None,3,f
0.302,-0.14300000000000002,-0.8759999999999999,0.8540000000000001,-1.22,1.28,None,3,f
0.292,-0.146,-0.882,1.341,-1.646,1.098,None,3,f
0.28,-0.152,-0.8859999999999999,1.585,-1.585,0.915,None,3,f
0.264,-0.151,-0.885,2.012,-1.341,0.6709999999999999,None,3,f
0.251,-0.153,-0.895,2.439,-1.89,0.6709999999999999,None,3,f
0.247,-0.151,-0.892,2.805,-2.195,0.244,None,3,f
0.232,-0.149,-0.893,3.049,-2.256,-0.244,None,3,f
0.227,-0.146,-0.884,3.11,-2.256,-0.366,None,3,f
0.223,-0.146,-0.882,3.415,-2.012,-0.61,None,3,f
0.217,-0.14400000000000002,-0.882,3.232,-1.707,-0.732,None,3,f
0.213,-0.142,-0.8759999999999999,2.988,-1.463,-0.915,None,3,f
0.205,-0.138,-0.868,3.049,-1.707,-0.976,None,3,f
0.209,-0.139,-0.871,2.866,-1.707,-1.22,None,3,f
0.202,-0.147,-0.8809999999999999,2.622,-1.585,-1.524,None,3,f
0.197,-0.149,-0.883,2.5610000000000004,-1.28,-1.951,None,3,f
0.188,-0.151,-0.889,2.5,-1.159,-2.195,None,3,f
0.183,-0.151,-0.8959999999999999,2.5610000000000004,-0.4270000000000001,-2.378,None,3,f
0.188,-0.149,-0.905,2.134,0.061,-2.622,None,3,f
0.184,-0.149,-0.908,2.134,-0.183,-2.744,None,3,f
0.182,-0.15,-0.917,2.073,-0.4270000000000001,-3.11,None,3,f
0.187,-0.15,-0.923,1.829,0.0,-3.415,None,3,f
0.18600000000000005,-0.156,-0.933,1.402,0.5489999999999999,-3.537,None,3,f
0.181,-0.156,-0.938,1.585,1.159,-4.146,None,3,f
0.177,-0.158,-0.946,1.463,1.89,-4.4510000000000005,None,3,f
0.17800000000000002,-0.158,-0.965,1.585,2.6830000000000003,-5.122000000000001,None,3,f
0.173,-0.163,-0.962,1.585,3.841,-5.549,None,3,f
0.16899999999999998,-0.16699999999999998,-0.967,1.402,4.207,-5.488,None,3,f
0.161,-0.16399999999999998,-0.976,0.915,4.085,-5.61,None,3,f
0.161,-0.157,-0.983,0.915,3.78,-5.732,None,3,f
0.157,-0.158,-0.979,1.159,3.841,-6.037000000000001,None,3,f
0.157,-0.159,-0.978,0.976,4.085,-6.341,None,3,f
0.161,-0.157,-0.98,1.28,3.72,-6.646,None,3,f
0.159,-0.156,-0.985,1.524,3.293,-6.707000000000002,None,3,f
0.147,-0.152,-0.981,1.402,3.415,-6.89,None,3,f
0.146,-0.151,-0.985,1.28,3.354,-7.134,None,3,f
0.146,-0.152,-0.994,1.646,2.927,-7.0120000000000005,None,3,f
0.135,-0.15,-0.998,1.341,2.256,-6.9510000000000005,None,3,f
0.132,-0.147,-0.992,1.707,1.28,-7.256,None,3,f
0.133,-0.147,-0.984,2.073,0.732,-7.317,None,3,f
0.139,-0.152,-0.978,2.073,0.732,-7.256,None,3,f
0.135,-0.151,-0.979,2.195,0.488,-7.256,None,3,f
0.135,-0.14400000000000002,-0.974,2.134,-0.305,-6.829,None,3,f
0.132,-0.14400000000000002,-0.97,2.317,-0.976,-6.462999999999999,None,3,f
0.121,-0.14400000000000002,-0.974,2.317,-1.585,-6.098,None,3,f
0.119,-0.13699999999999998,-0.971,2.134,-1.341,-6.22,None,3,f
0.122,-0.138,-0.965,2.5,-1.22,-6.037000000000001,None,3,f
0.111,-0.138,-0.963,2.5,-0.7929999999999999,-5.792999999999998,None,3,f
0.106,-0.138,-0.965,2.6830000000000003,0.366,-5.976,None,3,f
0.108,-0.136,-0.967,2.744,0.61,-5.915,None,3,f
0.102,-0.139,-0.969,2.5610000000000004,0.488,-5.549,None,3,f
0.091,-0.139,-0.98,2.439,0.7929999999999999,-5.549,None,3,f
0.08900000000000001,-0.13,-0.974,2.5610000000000004,0.5489999999999999,-5.4270000000000005,None,3,f
0.081,-0.136,-0.971,3.11,0.305,-5.0,None,3,f
0.075,-0.135,-0.971,3.354,-0.061,-4.817,None,3,f
0.08,-0.138,-0.96,3.11,-0.244,-5.0,None,3,f
0.073,-0.138,-0.959,3.4760000000000004,-0.488,-4.817,None,3,f
0.07200000000000001,-0.139,-0.964,3.659,-0.6709999999999999,-4.756,None,3,f
0.061,-0.142,-0.965,3.963,-0.4270000000000001,-4.695,None,3,f
0.054000000000000006,-0.14400000000000002,-0.97,4.024,-0.488,-4.512,None,3,f
0.069,-0.145,-0.958,3.963,-0.6709999999999999,-4.634,None,3,f
0.062,-0.151,-0.959,4.207,-0.976,-4.695,None,3,f
0.064,-0.151,-0.963,4.207,-1.341,-4.878,None,3,f
0.07,-0.149,-0.962,4.634,-1.707,-5.122000000000001,None,3,f
0.066,-0.15,-0.965,4.878,-2.073,-5.061,None,3,f
0.06,-0.146,-0.974,4.756,-2.744,-5.122000000000001,None,3,f
0.063,-0.145,-0.975,4.634,-3.537,-5.122000000000001,None,3,f
0.071,-0.145,-0.969,4.4510000000000005,-4.085,-5.244,None,3,f
0.067,-0.151,-0.97,4.329,-4.085,-5.488,None,3,f
0.067,-0.15,-0.985,4.329,-3.841,-5.854,None,3,f
0.069,-0.14800000000000002,-0.976,4.268,-3.963,-5.915,None,3,f
0.065,-0.153,-0.97,4.207,-3.963,-6.159,None,3,f
0.07200000000000001,-0.149,-0.972,3.902,-3.841,-6.462999999999999,None,3,f
0.073,-0.15,-0.983,3.293,-3.659,-6.768,None,3,f
0.066,-0.15,-0.989,3.4760000000000004,-3.354,-7.134,None,3,f
0.07200000000000001,-0.146,-0.992,3.415,-2.988,-7.317,None,3,f
0.073,-0.14300000000000002,-0.991,3.049,-2.622,-7.377999999999999,None,3,f
0.076,-0.13699999999999998,-0.995,3.1710000000000003,-2.317,-7.317,None,3,f
0.076,-0.141,-1.0,3.049,-1.89,-7.195,3beats_3,3,f
0.078,-0.142,-1.008,3.293,-1.768,-7.073,None,3,f
0.08,-0.141,-1.017,2.988,-2.256,-6.829,None,3,f
0.076,-0.145,-1.013,3.049,-2.744,-6.462999999999999,None,3,f
0.07200000000000001,-0.146,-1.022,3.11,-2.988,-5.976,None,3,f
0.075,-0.14300000000000002,-1.026,3.537,-2.988,-5.792999999999998,None,3,f
0.07,-0.147,-1.026,3.78,-2.6830000000000003,-5.488,None,3,f
0.068,-0.147,-1.028,4.146,-2.6830000000000003,-5.305,None,3,f
0.062,-0.14800000000000002,-1.024,4.329,-2.622,-5.122000000000001,None,3,f
0.049,-0.145,-1.021,4.4510000000000005,-2.622,-4.878,None,3,f
0.046,-0.14300000000000002,-1.023,4.268,-2.622,-4.573,None,3,f
0.032,-0.14300000000000002,-1.016,4.207,-2.5,-4.207,None,3,f
0.029,-0.142,-1.013,4.207,-2.378,-3.841,None,3,f
0.023,-0.146,-1.012,4.207,-2.195,-3.415,None,3,f
0.014,-0.149,-1.01,4.268,-2.622,-3.049,None,3,f
0.018000000000000002,-0.153,-1.007,3.902,-2.805,-2.6830000000000003,None,3,f
0.016,-0.15,-1.007,3.902,-3.232,-2.378,None,3,f
0.01,-0.151,-1.001,3.902,-3.72,-2.073,None,3,f
0.004,-0.15,-0.994,3.659,-3.963,-1.707,None,3,f
0.0,-0.145,-0.994,2.927,-3.78,-1.646,None,3,f
-0.008,-0.146,-0.996,2.256,-3.841,-1.585,None,3,f
-0.005,-0.146,-1.002,2.134,-3.659,-1.341,None,3,f
-0.004,-0.14800000000000002,-1.008,1.402,-3.293,-1.402,None,3,f
-0.001,-0.153,-1.007,0.5489999999999999,-3.049,-1.402,None,3,f
0.002,-0.15,-1.014,0.122,-2.866,-1.707,None,3,f
-0.002,-0.152,-1.017,-0.4270000000000001,-2.256,-1.829,None,3,f
0.006,-0.153,-1.03,-0.8540000000000001,-1.829,-2.134,None,3,f
0.009000000000000001,-0.152,-1.033,-1.341,-1.646,-2.256,None,3,f
0.009000000000000001,-0.146,-1.038,-1.341,-1.585,-2.5,None,3,f
0.015,-0.147,-1.046,-1.341,-1.524,-2.744,None,3,f
0.024,-0.154,-1.06,-1.28,-1.646,-2.988,None,3,f
0.029,-0.158,-1.065,-1.28,-1.951,-3.415,None,3,f
0.035,-0.161,-1.074,-1.22,-2.439,-3.354,None,3,f
0.043,-0.161,-1.077,-0.732,-3.11,-3.4760000000000004,None,3,f
0.045,-0.162,-1.077,-0.61,-3.354,-3.5980000000000003,None,3,f
0.054000000000000006,-0.162,-1.084,-0.5489999999999999,-3.1710000000000003,-3.841,None,3,f
0.065,-0.163,-1.082,-0.5489999999999999,-3.4760000000000004,-4.207,None,3,f
0.075,-0.158,-1.078,-0.244,-3.5980000000000003,-4.207,None,3,f
0.073,-0.158,-1.073,-0.183,-3.78,-4.4510000000000005,None,3,f
0.079,-0.153,-1.069,-0.061,-3.841,-4.695,None,3,f
0.08,-0.156,-1.061,0.305,-4.146,-4.878,None,3,f
0.078,-0.16,-1.052,0.6709999999999999,-4.512,-5.244,None,3,f
0.08199999999999999,-0.159,-1.055,0.7929999999999999,-4.939,-5.488,None,3,f
0.083,-0.154,-1.047,0.8540000000000001,-5.244,-5.732,None,3,f
0.086,-0.151,-1.041,0.5489999999999999,-5.3660000000000005,-6.098,None,3,f
0.086,-0.156,-1.039,0.915,-5.488,-6.646,None,3,f
0.083,-0.166,-1.039,0.8540000000000001,-5.732,-6.9510000000000005,None,3,f
0.08199999999999999,-0.16699999999999998,-1.031,0.732,-6.159,-7.134,None,3,f
0.086,-0.166,-1.033,0.8540000000000001,-6.707000000000002,-7.377999999999999,None,3,f
0.08800000000000001,-0.16399999999999998,-1.026,0.6709999999999999,-6.707000000000002,-7.5,None,3,f
0.08800000000000001,-0.158,-1.025,0.122,-6.585,-7.622000000000001,None,3,f
0.095,-0.158,-1.022,-0.244,-6.462999999999999,-8.11,None,3,f
0.096,-0.153,-1.03,-0.61,-6.402,-8.354,None,3,f
0.095,-0.152,-1.033,-1.22,-6.707000000000002,-8.293,None,3,f
0.099,-0.151,-1.039,-1.585,-7.256,-8.293,None,3,f
0.105,-0.154,-1.041,-1.951,-7.987999999999999,-8.354,None,3,f
0.104,-0.155,-1.043,-2.134,-8.537,-8.658999999999999,None,3,f
0.11,-0.155,-1.051,-2.378,-8.841000000000003,-8.78,None,3,f
0.108,-0.157,-1.062,-2.866,-9.085,-9.085,None,3,f
0.106,-0.159,-1.07,-2.988,-9.512,-9.024,None,3,f
0.11,-0.163,-1.079,-3.293,-9.817,-9.146,None,3,f
0.111,-0.165,-1.081,-4.024,-9.878,-8.963,None,3,f
0.113,-0.16699999999999998,-1.098,-4.329,-9.573,-9.085,None,3,f
0.111,-0.166,-1.103,-4.573,-9.329,-9.207,None,3,f
0.111,-0.16399999999999998,-1.105,-5.305,-9.207,-9.268,None,3,f
0.112,-0.16,-1.108,-5.854,-8.963,-9.512,None,3,f
0.114,-0.166,-1.12,-6.159,-8.78,-9.817,None,3,f
0.114,-0.16699999999999998,-1.121,-6.22,-8.72,-10.244000000000002,None,3,f
0.117,-0.168,-1.126,-6.098,-8.963,-10.549,None,3,f
0.119,-0.16699999999999998,-1.136,-6.524,-9.512,-11.098,None,3,f
0.116,-0.171,-1.141,-6.9510000000000005,-9.756,-11.829,None,3,f
0.119,-0.17,-1.146,-7.5,-10.305,-12.439,None,3,f
0.121,-0.175,-1.157,-8.11,-11.22,-13.049,None,3,f
0.119,-0.17800000000000002,-1.163,-8.78,-12.134,-13.902,None,3,f
0.125,-0.182,-1.173,-9.634,-12.683,-14.329,None,3,f
0.125,-0.188,-1.181,-10.61,-13.293,-14.939,None,3,f
0.134,-0.188,-1.185,-11.707,-13.293,-15.793,None,3,f
0.146,-0.187,-1.19,-12.744000000000002,-12.866,-16.524,None,3,f
0.149,-0.192,-1.198,-14.024,-11.402,-17.195,None,3,f
0.157,-0.19,-1.205,-15.061,-9.817,-17.988,None,3,f
0.158,-0.185,-1.206,-15.793,-9.39,-18.659,None,3,f
0.171,-0.184,-1.228,-16.951,-8.902000000000003,-19.39,None,3,f
0.184,-0.18600000000000005,-1.236,-18.232,-8.354,-20.061,None,3,f
0.192,-0.184,-1.257,-19.756,-8.171,-20.976,None,3,f
0.195,-0.187,-1.273,-20.61,-8.476,-21.646,None,3,f
0.201,-0.187,-1.293,-21.159,-8.415,-22.256,None,3,f
0.209,-0.185,-1.3090000000000002,-21.951,-8.476,-22.927,None,3,f
0.209,-0.188,-1.324,-22.988000000000003,-9.573,-23.293000000000006,None,3,f
0.217,-0.19,-1.338,-24.085,-10.61,-23.902,None,3,f
0.21600000000000005,-0.18600000000000005,-1.346,-24.756,-10.976,-24.573,None,3,f
0.215,-0.18,-1.352,-25.305,-11.524,-24.878,None,3,f
0.213,-0.18,-1.351,-25.427,-11.89,-25.0,None,3,f
0.211,-0.181,-1.352,-25.915,-11.646,-25.488000000000003,None,3,f
0.212,-0.188,-1.361,-26.463,-11.707,-25.976,None,3,f
0.21600000000000005,-0.193,-1.367,-26.707,-12.255999999999998,-26.037,None,3,f
0.212,-0.183,-1.369,-27.134,-11.951,-26.159,None,3,f
0.218,-0.175,-1.366,-27.561,-10.671,-26.585,None,3,f
0.224,-0.173,-1.371,-27.683000000000003,-9.268,-27.012,None,3,f
0.211,-0.16899999999999998,-1.364,-28.049,-9.085,-27.317,None,3,f
0.2,-0.171,-1.347,-28.598000000000006,-9.573,-27.439,None,3,f
0.204,-0.16899999999999998,-1.354,-29.451,-10.244000000000002,-27.561,None,3,f
0.202,-0.161,-1.351,-29.695,-11.098,-27.744,None,3,f
0.198,-0.16,-1.3430000000000002,-30.305,-11.951,-27.805,None,3,f
0.198,-0.159,-1.337,-30.915,-12.073,-27.988000000000003,None,3,f
0.184,-0.159,-1.33,-31.463,-12.195,-28.354,None,3,f
0.17800000000000002,-0.156,-1.318,-32.134,-12.683,-28.902,None,3,f
0.174,-0.155,-1.3259999999999998,-32.683,-13.415,-29.39,None,3,f
0.177,-0.149,-1.324,-33.537,-14.39,-30.122,None,3,f
0.177,-0.15,-1.329,-34.085,-15.549,-30.61,None,3,f
0.168,-0.151,-1.3230000000000002,-35.305,-16.340999999999998,-31.037,None,3,f
0.161,-0.157,-1.325,-36.22,-16.768,-31.768,None,3,f
0.171,-0.157,-1.342,-37.134,-16.707,-32.683,None,3,f
0.17800000000000002,-0.157,-1.351,-38.78,-16.340999999999998,-33.537,None,3,f
0.184,-0.153,-1.356,-40.183,-15.793,-34.39,None,3,f
0.189,-0.149,-1.365,-41.646,-15.61,-35.061,None,3,f
0.194,-0.15,-1.375,-43.354,-16.098,-35.427,None,3,f
0.198,-0.14800000000000002,-1.384,-45.549,-16.28,-36.037,None,3,f
0.207,-0.147,-1.394,-47.256,-16.340999999999998,-36.89,None,3,f
0.212,-0.14400000000000002,-1.405,-49.207,-16.22,-37.439,None,3,f
0.22,-0.136,-1.418,-51.28,-15.732,-38.171,None,3,f
0.229,-0.134,-1.431,-53.17100000000001,-15.244000000000002,-38.78,None,3,f
0.234,-0.139,-1.4480000000000002,-55.06100000000001,-14.939,-39.329,None,3,f
0.233,-0.13699999999999998,-1.463,-56.768,-14.573,-40.0,None,3,f
0.241,-0.14,-1.472,-58.841,-13.659,-40.671,None,3,f
0.238,-0.14400000000000002,-1.495,-60.61,-12.866,-41.463,None,3,f
0.237,-0.141,-1.507,-62.378,-12.683,-42.012,None,3,f
0.233,-0.142,-1.529,-64.024,-12.317,-42.378,None,3,f
0.237,-0.138,-1.5419999999999998,-65.671,-11.89,-42.683,None,3,f
0.23,-0.146,-1.546,-67.134,-11.524,-43.049,None,3,f
0.237,-0.14800000000000002,-1.5530000000000002,-68.232,-11.402,-43.17100000000001,None,3,f
0.233,-0.149,-1.554,-69.57300000000001,-11.402,-43.293,None,3,f
0.232,-0.146,-1.558,-70.671,-11.341,-43.415,None,3,f
0.22,-0.142,-1.554,-71.829,-11.585,-43.598,None,3,f
0.207,-0.141,-1.554,-72.5,-12.012,-43.537,None,3,f
0.207,-0.133,-1.555,-72.866,-12.439,-43.476000000000006,None,3,f
0.208,-0.128,-1.548,-73.232,-12.744000000000002,-43.293,None,3,f
0.193,-0.125,-1.54,-73.354,-12.622,-43.476000000000006,None,3,f
0.181,-0.118,-1.5219999999999998,-73.78,-11.951,-43.476000000000006,None,3,f
0.174,-0.107,-1.5119999999999998,-74.39,-11.646,-43.415,None,3,f
0.157,-0.109,-1.496,-74.756,-11.463,-43.17100000000001,None,3,f
0.151,-0.106,-1.477,-75.488,-11.341,-42.86600000000001,None,3,f
0.139,-0.104,-1.465,-76.03699999999998,-10.793,-42.805,None,3,f
0.136,-0.101,-1.446,-76.46300000000002,-10.183,-42.622,None,3,f
0.118,-0.101,-1.42,-76.89,-9.634,-42.5,None,3,f
0.109,-0.098,-1.403,-77.07300000000002,-9.756,-42.5,None,3,f
0.103,-0.09,-1.38,-77.317,-9.329,-42.317,None,3,f
0.099,-0.083,-1.361,-77.378,-8.841000000000003,-42.073,None,3,f
0.087,-0.076,-1.348,-77.622,-8.293,-42.073,None,3,f
0.08,-0.069,-1.336,-77.378,-7.622000000000001,-42.13399999999999,None,3,f
0.068,-0.07200000000000001,-1.331,-77.866,-7.5,-42.13399999999999,None,3,f
0.056,-0.077,-1.314,-77.805,-7.683,-42.13399999999999,None,3,f
0.05,-0.079,-1.3090000000000002,-77.805,-7.744,-42.43899999999999,None,3,f
0.054000000000000006,-0.085,-1.3030000000000002,-77.92699999999998,-7.866,-42.5,None,3,f
0.049,-0.086,-1.2919999999999998,-78.11,-8.415,-42.43899999999999,None,3,f
0.042,-0.08900000000000001,-1.276,-78.232,-9.207,-42.683,None,3,f
0.044,-0.08800000000000001,-1.267,-78.415,-10.183,-43.049,None,3,f
0.045,-0.08800000000000001,-1.258,-78.96300000000002,-11.22,-43.11,None,3,f
0.048,-0.09,-1.249,-79.329,-12.134,-43.415,None,3,f
0.046,-0.085,-1.237,-79.817,-12.805,-43.659,None,3,f
0.047,-0.078,-1.243,-80.305,-13.354,-43.902,None,3,f
0.051,-0.07400000000000001,-1.234,-80.915,-14.451,-44.207,None,3,f
0.053,-0.073,-1.229,-81.95100000000002,-15.427,-44.573,None,3,f
0.061,-0.07,-1.227,-82.195,-16.159000000000002,-45.06100000000001,None,3,f
0.071,-0.068,-1.22,-83.23200000000001,-16.89,-45.36600000000001,None,3,f
0.071,-0.062,-1.221,-84.39,-17.378,-45.732,None,3,f
0.07400000000000001,-0.058,-1.226,-85.305,-17.134,-46.28,None,3,f
0.08,-0.053,-1.232,-86.037,-16.585,-46.82899999999999,None,3,f
0.08800000000000001,-0.053,-1.235,-87.195,-15.671,-47.012,None,3,f
0.092,-0.047,-1.244,-88.23200000000001,-14.695,-47.256,None,3,f
0.101,-0.05,-1.253,-89.20700000000002,-13.963,-47.86600000000001,None,3,f
0.1,-0.05,-1.256,-90.061,-13.232,-48.232,None,3,f
0.109,-0.043,-1.263,-90.854,-12.866,-48.598,None,3,f
0.11,-0.04,-1.269,-91.707,-12.744000000000002,-48.841,None,3,f
0.115,-0.044,-1.274,-92.317,-12.622,-49.024,None,3,f
0.12,-0.044,-1.2819999999999998,-93.11,-12.378,-49.146,None,3,f
0.122,-0.047,-1.284,-93.78,-12.255999999999998,-49.512,None,3,f
0.122,-0.045,-1.287,-94.39,-12.012,-50.06100000000001,None,3,f
0.124,-0.043,-1.294,-94.817,-11.829,-50.427,None,3,f
