aX,aY,aZ,gX,gY,gZ,beat_change,beat,dynamic
-0.138,-0.042,-1.4340000000000002,-21.829,-4.329,-89.87799999999999,None,4,f
-0.131,-0.042,-1.429,-22.683000000000003,-5.122000000000001,-90.244,None,4,f
-0.132,-0.045,-1.43,-23.232,-6.159,-90.61,None,4,f
-0.127,-0.05,-1.4269999999999998,-24.146,-7.134,-90.854,None,4,f
-0.119,-0.052000000000000005,-1.421,-25.0,-8.11,-91.037,None,4,f
-0.114,-0.052000000000000005,-1.412,-25.671,-8.415,-90.915,None,4,f
-0.113,-0.047,-1.409,-26.524,-8.658999999999999,-90.732,None,4,f
-0.111,-0.042,-1.409,-27.439,-9.085,-90.671,None,4,f
-0.117,-0.043,-1.403,-28.537,-9.329,-90.488,None,4,f
-0.117,-0.05,-1.4,-29.39,-9.085,-90.061,None,4,f
-0.126,-0.056,-1.393,-30.244,-8.597999999999999,-89.45100000000002,None,4,f
-0.139,-0.062,-1.395,-31.463,-7.987999999999999,-88.72,None,4,f
-0.152,-0.065,-1.391,-32.378,-7.377999999999999,-87.988,None,4,f
-0.16699999999999998,-0.067,-1.384,-33.293,-6.768,-87.37799999999999,None,4,f
-0.181,-0.07,-1.378,-34.207,-5.671,-86.70700000000002,None,4,f
-0.202,-0.066,-1.383,-34.939,-4.512,-85.976,None,4,f
-0.222,-0.062,-1.383,-35.915,-2.866,-85.244,None,4,f
-0.246,-0.063,-1.39,-36.768,-1.341,-84.512,None,4,f
-0.272,-0.068,-1.381,-37.561,-0.6709999999999999,-83.902,None,4,f
-0.3,-0.069,-1.386,-38.476,-0.244,-83.23200000000001,None,4,f
-0.32,-0.067,-1.382,-39.329,-0.366,-82.256,None,4,f
-0.342,-0.07,-1.388,-40.244,-0.366,-81.646,None,4,f
-0.368,-0.067,-1.384,-40.793,-0.244,-81.22,None,4,f
-0.387,-0.065,-1.379,-41.707,0.0,-80.42699999999998,None,4,f
-0.41,-0.062,-1.374,-42.5,-0.244,-79.57300000000002,None,4,f
-0.423,-0.056,-1.381,-43.354,-0.4270000000000001,-78.902,None,4,f
-0.435,-0.061,-1.383,-44.024,-0.61,-78.293,None,4,f
-0.451,-0.059,-1.381,-44.93899999999999,-1.159,-77.378,None,4,f
-0.462,-0.051,-1.38,-46.22,-1.646,-76.707,None,4,f
-0.475,-0.05,-1.381,-47.317,-2.134,-75.976,None,4,f
-0.477,-0.048,-1.384,-48.293,-2.744,-75.0,None,4,f
-0.486,-0.046,-1.386,-49.512,-3.049,-74.329,None,4,f
-0.489,-0.048,-1.391,-50.427,-3.4760000000000004,-73.598,None,4,f
-0.4920000000000001,-0.048,-1.385,-51.585,-3.72,-72.92699999999998,None,4,f
-0.4970000000000001,-0.044,-1.39,-52.927,-4.268,-72.195,None,4,f
-0.501,-0.046,-1.39,-54.32899999999999,-4.268,-71.098,None,4,f
-0.508,-0.045,-1.391,-55.67100000000001,-3.415,-70.42699999999998,None,4,f
-0.511,-0.048,-1.4,-57.256,-2.5,-69.512,None,4,f
-0.516,-0.051,-1.402,-58.78,-1.707,-67.92699999999999,None,4,f
-0.524,-0.057,-1.409,-60.183,-0.732,-66.646,None,4,f
-0.529,-0.057,-1.413,-61.646,0.732,-65.244,None,4,f
-0.532,-0.061,-1.414,-63.293,2.378,-63.841,None,4,f
-0.534,-0.068,-1.418,-64.756,4.329,-62.256,None,4,f
-0.542,-0.07,-1.425,-66.585,6.22,-60.915,None,4,f
-0.555,-0.065,-1.4280000000000002,-68.04899999999999,8.049,-59.451,None,4,f
-0.563,-0.061,-1.436,-69.512,9.024,-57.805,None,4,f
-0.5770000000000001,-0.055,-1.446,-70.854,9.817,-56.098,None,4,f
-0.593,-0.054000000000000006,-1.4480000000000002,-71.95100000000002,10.427,-54.512,None,4,f
-0.61,-0.058,-1.454,-73.171,10.915,-52.86600000000001,None,4,f
-0.63,-0.06,-1.456,-74.512,11.22,-51.646,None,4,f
-0.655,-0.06,-1.4580000000000002,-75.61,11.768,-50.06100000000001,None,4,f
-0.6759999999999999,-0.061,-1.456,-76.768,11.951,-48.598,None,4,f
-0.6940000000000001,-0.061,-1.449,-77.561,12.134,-47.073,None,4,f
-0.705,-0.062,-1.4480000000000002,-78.598,12.255999999999998,-45.61,None,4,f
-0.721,-0.065,-1.4480000000000002,-79.634,12.622,-44.451,None,4,f
-0.732,-0.058,-1.444,-80.976,12.5,-43.354,None,4,f
-0.743,-0.056,-1.4469999999999998,-81.524,12.927,-42.378,None,4,f
-0.743,-0.051,-1.444,-82.31700000000002,12.683,-41.524,None,4,f
-0.743,-0.049,-1.431,-83.354,11.829,-40.61,None,4,f
-0.7440000000000001,-0.049,-1.426,-84.146,11.22,-39.878,None,4,f
-0.74,-0.04,-1.412,-84.87799999999999,10.732,-39.268,None,4,f
-0.7340000000000001,-0.038,-1.401,-85.54899999999998,10.488,-39.024,None,4,f
-0.7340000000000001,-0.039,-1.393,-86.34100000000002,10.122,-38.902,None,4,f
-0.73,-0.04,-1.376,-87.012,9.024,-38.354,None,4,f
-0.72,-0.038,-1.368,-87.927,8.171,-37.988,None,4,f
-0.7090000000000001,-0.038,-1.362,-88.537,7.622000000000001,-37.683,None,4,f
-0.6990000000000001,-0.04,-1.35,-89.20700000000002,6.341,-37.134,None,4,f
-0.693,-0.043,-1.341,-90.183,5.488,-36.707,None,4,f
-0.6729999999999999,-0.037000000000000005,-1.335,-90.732,5.122000000000001,-36.22,None,4,f
-0.659,-0.037000000000000005,-1.325,-90.549,4.512,-35.61,None,4,f
-0.64,-0.035,-1.306,-90.915,3.902,-34.878,None,4,f
-0.624,-0.031,-1.295,-91.402,3.659,-34.268,None,4,f
-0.608,-0.028,-1.281,-91.646,3.841,-33.72,None,4,f
-0.5920000000000001,-0.02,-1.267,-91.341,2.927,-32.927,None,4,f
-0.578,-0.019,-1.26,-91.524,1.89,-31.89,None,4,f
-0.575,-0.016,-1.257,-91.646,2.073,-31.402,None,4,f
-0.562,-0.013,-1.242,-91.524,1.951,-30.793000000000006,None,4,f
-0.556,-0.014,-1.226,-91.037,1.402,-29.878,None,4,f
-0.557,-0.014,-1.205,-90.61,0.976,-28.963,None,4,f
-0.551,-0.014,-1.195,-90.061,0.8540000000000001,-28.293000000000006,None,4,f
-0.5579999999999999,-0.008,-1.179,-89.39,0.7929999999999999,-27.683000000000003,None,4,f
-0.5589999999999999,-0.001,-1.159,-89.024,0.061,-26.89,None,4,f
-0.563,0.002,-1.141,-88.902,-0.244,-26.098000000000006,None,4,f
-0.563,0.005,-1.127,-88.65899999999998,-0.732,-25.244,None,4,f
-0.5710000000000001,0.011,-1.101,-88.29299999999998,-1.89,-24.39,None,4,f
-0.5770000000000001,0.009000000000000001,-1.094,-87.744,-2.317,-23.659,None,4,f
-0.564,0.015,-1.083,-87.31700000000002,-2.6830000000000003,-23.049,None,4,f
-0.573,0.017,-1.061,-87.256,-3.354,-22.378,None,4,f
-0.578,0.021,-1.04,-86.95100000000002,-3.902,-21.951,None,4,f
-0.5770000000000001,0.026,-1.032,-86.89,-4.207,-21.585,None,4,f
-0.5670000000000001,0.034,-1.021,-86.76799999999999,-4.268,-21.341,None,4,f
-0.5660000000000001,0.037000000000000005,-1.0,-86.524,-4.4510000000000005,-20.976,None,4,f
-0.564,0.042,-0.997,-86.34100000000002,-5.0,-20.427,None,4,f
-0.565,0.052000000000000005,-0.986,-86.22,-5.549,-20.0,None,4,f
-0.56,0.056,-0.98,-86.34100000000002,-5.792999999999998,-19.512,None,4,f
-0.563,0.054000000000000006,-0.966,-86.28,-6.402,-18.902,None,4,f
-0.555,0.056,-0.968,-86.585,-6.585,-18.476,None,4,f
-0.54,0.062,-0.965,-86.28,-6.159,-18.049,None,4,f
-0.532,0.066,-0.957,-85.854,-6.037000000000001,-17.622,None,4,f
-0.531,0.069,-0.96,-85.854,-6.098,-17.317,None,4,f
-0.52,0.081,-0.949,-85.73200000000001,-5.976,-17.073,None,4,f
-0.514,0.093,-0.95,-85.61,-5.976,-16.646,None,4,f
-0.509,0.097,-0.956,-85.671,-5.854,-15.976,None,4,f
-0.505,0.1,-0.95,-85.488,-5.976,-15.183,None,4,f
-0.505,0.105,-0.953,-85.061,-5.976,-14.573,None,4,f
-0.503,0.105,-0.953,-84.87799999999999,-6.22,-13.72,None,4,f
-0.498,0.107,-0.943,-84.512,-6.341,-13.11,None,4,f
-0.499,0.107,-0.936,-84.26799999999999,-6.646,-12.317,None,4,f
-0.4920000000000001,0.112,-0.934,-84.024,-6.524,-11.646,None,4,f
-0.493,0.124,-0.93,-83.598,-6.646,-10.488,None,4,f
-0.491,0.135,-0.924,-83.65899999999998,-5.549,-9.756,None,4,f
-0.487,0.138,-0.92,-83.171,-5.61,-8.841000000000003,None,4,f
-0.49,0.142,-0.911,-83.171,-6.462999999999999,-7.744,None,4,f
-0.494,0.149,-0.912,-83.171,-6.768,-6.768,None,4,f
-0.499,0.147,-0.91,-83.23200000000001,-7.683,-5.854,None,4,f
-0.506,0.151,-0.905,-82.927,-8.354,-4.878,None,4,f
-0.511,0.153,-0.906,-82.561,-8.476,-3.963,None,4,f
-0.51,0.156,-0.904,-82.37799999999999,-9.024,-3.293,None,4,f
-0.513,0.153,-0.906,-81.95100000000002,-10.183,-2.622,None,4,f
-0.514,0.161,-0.913,-81.829,-10.915,-2.195,None,4,f
-0.511,0.16399999999999998,-0.897,-81.768,-11.768,-1.585,None,4,f
-0.518,0.166,-0.895,-81.646,-12.5,-1.037,None,4,f
-0.518,0.173,-0.89,-81.46300000000002,-12.988,-0.61,None,4,f
-0.523,0.17,-0.88,-81.34100000000002,-13.415,-0.061,None,4,f
-0.52,0.168,-0.885,-81.402,-13.841,0.4270000000000001,None,4,f
-0.51,0.16399999999999998,-0.878,-81.402,-14.146,0.6709999999999999,None,4,f
-0.514,0.166,-0.879,-81.524,-13.963,0.7929999999999999,None,4,f
-0.506,0.166,-0.887,-81.585,-13.902,1.037,None,4,f
-0.5,0.16899999999999998,-0.878,-81.15899999999998,-14.268,1.28,None,4,f
-0.495,0.17800000000000002,-0.866,-81.15899999999998,-14.39,1.402,None,4,f
-0.483,0.183,-0.866,-81.15899999999998,-14.695,1.585,None,4,f
-0.467,0.185,-0.868,-80.793,-14.634,1.89,None,4,f
-0.455,0.196,-0.8740000000000001,-80.793,-14.573,2.012,None,4,f
-0.452,0.205,-0.868,-80.793,-13.72,2.195,None,4,f
-0.44,0.208,-0.8759999999999999,-80.732,-12.744000000000002,2.439,None,4,f
-0.4320000000000001,0.212,-0.8690000000000001,-80.732,-12.134,2.5610000000000004,None,4,f
-0.426,0.21,-0.866,-80.671,-11.463,2.927,None,4,f
-0.417,0.21,-0.868,-80.42699999999998,-10.671,3.232,None,4,f
-0.413,0.217,-0.86,-80.305,-9.634,3.537,None,4,f
-0.408,0.223,-0.862,-80.366,-8.354,3.841,None,4,f
-0.406,0.229,-0.862,-80.244,-7.622000000000001,4.146,None,4,f
-0.401,0.236,-0.865,-80.183,-7.256,4.817,None,4,f
-0.395,0.24,-0.862,-80.122,-6.585,5.4270000000000005,None,4,f
-0.395,0.247,-0.8590000000000001,-80.183,-5.732,5.732,None,4,f
-0.399,0.254,-0.863,-80.305,-4.878,5.976,None,4,f
-0.399,0.259,-0.8540000000000001,-80.183,-4.146,6.462999999999999,None,4,f
-0.405,0.26,-0.8540000000000001,-80.183,-3.78,6.89,None,4,f
-0.406,0.256,-0.847,-79.878,-4.024,7.317,None,4,f
-0.408,0.255,-0.84,-79.57300000000002,-4.4510000000000005,7.744,None,4,f
-0.413,0.263,-0.8420000000000001,-79.024,-4.817,7.987999999999999,None,4,f
-0.409,0.264,-0.845,-78.415,-5.0,8.537,None,4,f
-0.41,0.267,-0.8320000000000001,-77.622,-5.61,8.963,None,4,f
-0.412,0.264,-0.8170000000000001,-76.95100000000002,-6.524,9.207,None,4,f
-0.412,0.267,-0.813,-76.34100000000002,-7.439,9.695,None,4,f
-0.41,0.268,-0.81,-75.61,-8.476,10.122,None,4,f
-0.41,0.272,-0.805,-75.061,-8.841000000000003,10.366,None,4,f
-0.409,0.271,-0.795,-74.45100000000002,-8.963,10.671,None,4,f
-0.406,0.273,-0.782,-73.598,-9.085,10.976,None,4,f
-0.404,0.278,-0.774,-73.04899999999998,-9.329,11.159,None,4,f
-0.397,0.281,-0.764,-72.561,-9.756,11.28,None,4,f
-0.391,0.28600000000000003,-0.7559999999999999,-72.012,-10.366,11.402,None,4,f
-0.387,0.294,-0.753,-71.15899999999998,-10.671,11.585,None,4,f
-0.378,0.3,-0.7390000000000001,-70.793,-10.488,11.463,None,4,f
-0.377,0.301,-0.7240000000000001,-70.305,-10.366,11.28,None,4,f
-0.369,0.312,-0.722,-69.57300000000001,-10.061,11.28,None,4,f
-0.358,0.319,-0.723,-69.268,-10.061,11.402,None,4,f
-0.355,0.319,-0.713,-68.902,-9.878,11.341,None,4,f
-0.35200000000000004,0.322,-0.7140000000000001,-68.65899999999999,-9.817,11.402,None,4,f
-0.348,0.324,-0.7120000000000001,-68.415,-9.817,11.28,None,4,f
-0.344,0.325,-0.7070000000000001,-68.354,-9.695,11.28,None,4,f
-0.337,0.322,-0.7040000000000001,-68.293,-9.634,11.28,None,4,f
-0.334,0.329,-0.705,-68.11,-9.207,11.159,None,4,f
-0.332,0.338,-0.698,-68.04899999999999,-8.354,11.098,None,4,f
-0.313,0.339,-0.708,-68.354,-7.073,10.915,None,4,f
-0.304,0.345,-0.705,-68.232,-5.61,10.671,None,4,f
-0.311,0.349,-0.701,-67.866,-4.817,10.915,None,4,f
-0.307,0.35200000000000004,-0.7020000000000001,-67.805,-4.573,11.098,None,4,f
-0.301,0.354,-0.701,-67.683,-4.817,11.098,None,4,f
-0.301,0.353,-0.7070000000000001,-67.378,-5.122000000000001,11.22,None,4,f
-0.297,0.359,-0.71,-67.134,-5.061,11.341,None,4,f
-0.298,0.35700000000000004,-0.7140000000000001,-66.585,-4.573,11.463,None,4,f
-0.29600000000000004,0.362,-0.71,-66.34100000000001,-3.963,11.707,None,4,f
-0.297,0.363,-0.71,-65.61,-3.415,11.707,None,4,f
-0.294,0.366,-0.711,-65.122,-2.805,12.012,None,4,f
-0.29100000000000004,0.369,-0.706,-64.756,-2.5,12.073,None,4,f
-0.292,0.374,-0.7020000000000001,-63.659,-2.378,12.317,None,4,f
-0.298,0.376,-0.696,-63.11,-2.439,12.683,None,4,f
-0.304,0.38,-0.6859999999999999,-62.43899999999999,-2.866,12.866,None,4,f
-0.303,0.382,-0.679,-61.28,-3.415,13.171,None,4,f
-0.301,0.381,-0.6729999999999999,-60.122,-3.963,13.476,None,4,f
-0.304,0.385,-0.659,-59.024,-4.085,13.476,None,4,f
-0.308,0.387,-0.6559999999999999,-57.927,-4.146,13.476,None,4,f
-0.307,0.393,-0.647,-56.646,-4.878,13.537,None,4,f
-0.304,0.402,-0.634,-55.488,-6.037000000000001,13.415,None,4,f
-0.311,0.41,-0.62,-54.695,-7.0120000000000005,13.476,None,4,f
-0.312,0.409,-0.615,-53.963,-7.927,13.537,None,4,f
-0.316,0.415,-0.609,-52.805,-8.658999999999999,13.598,None,4,f
-0.314,0.415,-0.594,-51.89,-9.39,13.598,None,4,f
-0.313,0.417,-0.588,-51.037,-10.427,13.78,None,4,f
-0.309,0.416,-0.579,-50.122,-11.341,13.902,None,4,f
-0.303,0.417,-0.574,-49.451,-12.439,13.841,None,4,f
-0.29600000000000004,0.418,-0.562,-48.841,-13.11,13.659,None,4,f
-0.292,0.428,-0.56,-48.17100000000001,-13.354,13.598,None,4,f
-0.28600000000000003,0.434,-0.556,-47.5,-13.232,13.841,None,4,f
-0.282,0.4320000000000001,-0.551,-47.195,-12.927,14.024,None,4,f
-0.273,0.439,-0.55,-46.585,-12.683,14.146,None,4,f
-0.266,0.442,-0.555,-46.28,-12.255999999999998,14.268,None,4,f
-0.262,0.447,-0.5589999999999999,-46.098,-12.073,14.39,None,4,f
-0.257,0.449,-0.5579999999999999,-45.427,-11.829,14.634,None,4,f
-0.261,0.449,-0.5539999999999999,-44.93899999999999,-11.037,14.755999999999998,None,4,f
-0.258,0.447,-0.555,-44.695,-9.756,14.817,None,4,f
-0.254,0.448,-0.555,-44.512,-8.78,14.755999999999998,None,4,f
-0.25,0.453,-0.56,-43.963,-7.683,14.817,None,4,f
-0.246,0.457,-0.565,-43.293,-6.462999999999999,14.817,None,4,f
-0.253,0.459,-0.563,-42.744,-5.244,14.695,None,4,f
-0.262,0.458,-0.5660000000000001,-42.256,-4.085,14.634,None,4,f
-0.269,0.459,-0.563,-41.524,-3.232,14.817,None,4,f
-0.269,0.454,-0.56,-41.28,-2.439,14.755999999999998,None,4,f
-0.265,0.459,-0.5660000000000001,-40.488,-1.707,14.573,None,4,f
-0.27,0.456,-0.56,-39.878,-1.098,14.39,None,4,f
-0.275,0.462,-0.5589999999999999,-39.024,-0.5489999999999999,14.146,None,4,f
-0.272,0.47,-0.5579999999999999,-38.11,-0.4270000000000001,14.146,None,4,f
-0.274,0.473,-0.5529999999999999,-37.195,0.0,14.207,None,4,f
-0.271,0.477,-0.546,-36.524,0.183,13.963,None,4,f
-0.268,0.48,-0.541,-35.61,0.122,13.78,None,4,f
-0.264,0.481,-0.539,-34.878,0.4270000000000001,13.354,None,4,f
-0.266,0.482,-0.54,-33.902,0.4270000000000001,12.988,None,4,f
-0.265,0.485,-0.532,-32.927,-0.305,12.561,None,4,f
-0.263,0.49,-0.526,-31.768,-1.707,12.073,None,4,f
-0.259,0.489,-0.528,-30.671,-3.11,11.768,None,4,f
-0.252,0.489,-0.513,-29.39,-3.963,11.402,None,4,f
-0.25,0.49,-0.51,-28.354,-4.634,11.098,None,4,f
-0.242,0.493,-0.505,-27.134,-4.573,11.098,None,4,f
-0.237,0.4920000000000001,-0.495,-26.159,-4.268,10.976,None,4,f
-0.225,0.496,-0.485,-24.939,-4.146,10.854,None,4,f
-0.221,0.503,-0.481,-24.024,-3.841,10.793,None,4,f
-0.222,0.503,-0.472,-23.232,-3.232,11.098,None,4,f
-0.205,0.507,-0.464,-22.195,-2.439,11.402,None,4,f
-0.204,0.504,-0.455,-21.037,-1.585,11.524,None,4,f
-0.2,0.51,-0.456,-20.183,-0.915,11.524,None,4,f
-0.196,0.515,-0.453,-19.329,-0.4270000000000001,11.707,None,4,f
-0.187,0.525,-0.449,-18.354,-0.061,11.829,None,4,f
-0.19,0.527,-0.444,-17.561,0.5489999999999999,11.829,None,4,f
-0.199,0.529,-0.4370000000000001,-16.340999999999998,0.7929999999999999,12.073,None,4,f
-0.209,0.527,-0.433,-15.061,0.8540000000000001,12.073,None,4,f
-0.21600000000000005,0.522,-0.425,-14.024,1.159,12.012,None,4,f
-0.226,0.52,-0.422,-13.232,1.22,12.073,None,4,f
-0.234,0.515,-0.42,-12.134,1.341,12.134,None,4,f
-0.238,0.52,-0.417,-11.159,1.22,12.255999999999998,None,4,f
-0.247,0.518,-0.415,-10.488,1.646,12.073,None,4,f
-0.254,0.519,-0.408,-9.329,2.012,11.951,None,4,f
-0.257,0.522,-0.404,-8.171,2.439,11.951,None,4,f
-0.255,0.526,-0.413,-7.317,2.439,11.89,None,4,f
-0.25,0.527,-0.407,-6.402,2.317,11.829,None,4,f
-0.247,0.526,-0.404,-5.3660000000000005,2.073,11.524,None,4,f
-0.247,0.528,-0.406,-4.329,2.317,11.341,None,4,f
-0.241,0.529,-0.402,-3.1710000000000003,2.5,10.854,None,4,f
-0.233,0.532,-0.396,-2.195,2.6830000000000003,10.549,None,4,f
-0.23,0.536,-0.393,-1.098,2.866,10.122,4beats_1,4,f
-0.226,0.536,-0.396,0.0,3.5980000000000003,9.695,None,4,f
-0.22,0.535,-0.399,0.915,3.841,9.207,None,4,f
-0.211,0.529,-0.393,1.951,3.902,8.72,None,4,f
-0.206,0.532,-0.395,2.6830000000000003,4.268,8.354,None,4,f
-0.202,0.534,-0.389,3.841,4.39,7.805,None,4,f
-0.198,0.527,-0.395,4.756,4.268,7.134,None,4,f
-0.185,0.524,-0.395,5.4270000000000005,3.963,6.585,None,4,f
-0.179,0.523,-0.39,6.22,3.537,5.976,None,4,f
-0.16899999999999998,0.52,-0.392,7.134,3.415,5.183,None,4,f
-0.163,0.524,-0.39,8.11,3.4760000000000004,4.817,None,4,f
-0.158,0.526,-0.389,9.085,3.232,4.085,None,4,f
-0.154,0.523,-0.392,9.939,2.622,3.232,None,4,f
-0.142,0.522,-0.39,10.976,2.317,2.5610000000000004,None,4,f
-0.14,0.525,-0.391,12.073,2.073,1.951,None,4,f
-0.134,0.522,-0.395,12.866,1.768,1.585,None,4,f
-0.132,0.523,-0.398,13.841,1.463,1.037,None,4,f
-0.128,0.52,-0.394,15.183,1.159,0.5489999999999999,None,4,f
-0.117,0.514,-0.396,16.28,1.037,0.061,None,4,f
-0.112,0.52,-0.398,17.012,0.488,-0.244,None,4,f
-0.103,0.528,-0.4,17.866,-0.183,-0.5489999999999999,None,4,f
-0.101,0.523,-0.398,19.024,-0.4270000000000001,-0.976,None,4,f
-0.102,0.527,-0.396,20.122,-0.366,-1.463,None,4,f
-0.1,0.532,-0.391,21.341,-0.6709999999999999,-1.768,None,4,f
-0.094,0.539,-0.39,22.561,-1.341,-2.012,None,4,f
-0.091,0.5379999999999999,-0.39,23.841,-1.829,-2.195,None,4,f
-0.097,0.539,-0.384,25.061,-2.073,-2.5610000000000004,None,4,f
-0.101,0.5379999999999999,-0.385,26.463,-2.439,-2.866,None,4,f
-0.1,0.536,-0.38,27.622,-2.805,-3.049,None,4,f
-0.104,0.534,-0.37,29.024,-3.11,-3.293,None,4,f
-0.112,0.54,-0.368,30.427,-3.11,-3.537,None,4,f
-0.114,0.541,-0.365,31.829,-2.866,-3.78,None,4,f
-0.117,0.537,-0.359,33.293,-2.6830000000000003,-4.085,None,4,f
-0.122,0.5429999999999999,-0.36,34.817,-2.5610000000000004,-4.268,None,4,f
-0.125,0.54,-0.35200000000000004,36.037,-2.256,-4.573,None,4,f
-0.125,0.5379999999999999,-0.344,37.378,-2.195,-5.061,None,4,f
-0.127,0.541,-0.341,38.841,-2.317,-5.4270000000000005,None,4,f
-0.13,0.539,-0.34,40.244,-2.317,-6.159,None,4,f
-0.135,0.539,-0.338,41.402,-2.073,-6.462999999999999,None,4,f
-0.14300000000000002,0.542,-0.328,42.988,-2.134,-7.0120000000000005,None,4,f
-0.138,0.541,-0.332,44.268,-2.439,-7.561,None,4,f
-0.145,0.5429999999999999,-0.328,45.427,-2.5,-8.049,None,4,f
-0.152,0.542,-0.324,46.768,-2.744,-8.293,None,4,f
-0.151,0.535,-0.329,47.744,-2.927,-8.597999999999999,None,4,f
-0.14400000000000002,0.532,-0.334,48.598,-2.744,-9.024,None,4,f
-0.149,0.532,-0.332,49.756,-2.6830000000000003,-9.39,None,4,f
-0.15,0.534,-0.332,51.037,-2.378,-9.451,None,4,f
-0.14800000000000002,0.529,-0.334,52.073,-2.012,-9.878,None,4,f
-0.147,0.527,-0.334,52.988,-1.707,-10.183,None,4,f
-0.147,0.526,-0.344,53.598,-1.524,-10.427,None,4,f
-0.146,0.524,-0.349,54.756,-1.28,-10.854,None,4,f
-0.14800000000000002,0.522,-0.353,55.549,-1.28,-11.098,None,4,f
-0.147,0.516,-0.36,56.28,-0.976,-11.159,None,4,f
-0.14800000000000002,0.508,-0.368,57.073,-0.732,-11.22,None,4,f
-0.158,0.502,-0.375,58.17100000000001,-0.4270000000000001,-11.159,None,4,f
-0.162,0.498,-0.386,59.146,-0.122,-10.976,None,4,f
-0.165,0.4920000000000001,-0.393,59.695,0.4270000000000001,-11.037,None,4,f
-0.171,0.484,-0.399,60.67100000000001,0.732,-11.037,None,4,f
-0.174,0.483,-0.4,61.341,0.8540000000000001,-11.098,None,4,f
-0.17600000000000002,0.479,-0.411,62.012,0.6709999999999999,-10.915,None,4,f
-0.18600000000000005,0.475,-0.418,62.86600000000001,0.732,-10.671,None,4,f
-0.188,0.472,-0.426,63.659,0.976,-10.793,None,4,f
-0.192,0.467,-0.433,64.146,1.22,-10.549,None,4,f
-0.198,0.46,-0.438,64.695,1.524,-10.427,None,4,f
-0.201,0.458,-0.442,65.42699999999999,1.28,-10.366,None,4,f
-0.208,0.459,-0.451,66.22,1.159,-10.366,None,4,f
-0.213,0.455,-0.454,66.829,1.159,-10.122,None,4,f
-0.222,0.445,-0.46,67.805,1.098,-9.878,None,4,f
-0.226,0.446,-0.468,68.354,0.915,-9.634,None,4,f
-0.228,0.438,-0.467,69.39,0.7929999999999999,-10.0,None,4,f
-0.229,0.428,-0.469,70.122,0.61,-9.939,None,4,f
-0.231,0.4270000000000001,-0.478,70.793,0.244,-9.939,None,4,f
-0.228,0.424,-0.486,71.707,0.305,-10.122,None,4,f
-0.232,0.415,-0.491,72.317,0.6709999999999999,-10.427,None,4,f
-0.229,0.409,-0.499,73.476,1.341,-10.671,None,4,f
-0.233,0.403,-0.5,74.268,1.159,-10.915,None,4,f
-0.23,0.393,-0.507,75.183,1.951,-11.159,None,4,f
-0.223,0.385,-0.516,76.03699999999998,2.134,-11.341,None,4,f
-0.223,0.377,-0.509,76.768,2.744,-11.768,None,4,f
-0.222,0.369,-0.509,77.256,4.756,-12.5,None,4,f
-0.213,0.361,-0.519,78.04899999999998,5.976,-13.293,None,4,f
-0.209,0.353,-0.526,79.268,5.549,-13.78,None,4,f
-0.2,0.35200000000000004,-0.524,79.939,5.488,-14.512,None,4,f
-0.198,0.345,-0.526,80.305,5.305,-15.183,None,4,f
-0.192,0.339,-0.531,80.732,4.695,-15.671,None,4,f
-0.185,0.343,-0.535,81.402,4.085,-16.340999999999998,None,4,f
-0.179,0.332,-0.535,82.256,3.537,-17.073,None,4,f
-0.179,0.332,-0.54,82.744,2.805,-17.866,None,4,f
-0.163,0.328,-0.542,83.171,2.134,-18.415,None,4,f
-0.163,0.32299999999999995,-0.541,84.024,1.341,-19.085,None,4,f
-0.156,0.322,-0.542,85.0,0.183,-19.634,None,4,f
-0.141,0.317,-0.528,85.54899999999998,-1.037,-20.183,None,4,f
-0.151,0.312,-0.5429999999999999,86.15899999999998,-1.89,-20.671,None,4,f
-0.145,0.307,-0.557,86.95100000000002,-2.805,-21.28,None,4,f
-0.129,0.304,-0.556,87.68299999999998,-3.902,-21.646,None,4,f
-0.124,0.302,-0.562,88.29299999999998,-4.634,-22.073,None,4,f
-0.124,0.305,-0.5720000000000001,88.84100000000002,-5.61,-22.439,None,4,f
-0.115,0.298,-0.573,89.39,-6.402,-22.622,None,4,f
-0.115,0.292,-0.5760000000000001,89.756,-7.317,-22.439,None,4,f
-0.12,0.285,-0.58,90.305,-8.354,-22.317,None,4,f
-0.123,0.275,-0.5820000000000001,90.671,-9.512,-21.951,None,4,f
-0.132,0.267,-0.5920000000000001,91.098,-10.061,-21.585,None,4,f
-0.134,0.266,-0.588,92.073,-9.756,-21.341,None,4,f
-0.145,0.266,-0.598,92.866,-9.451,-20.854,None,4,f
-0.146,0.264,-0.601,93.232,-8.597999999999999,-20.244,None,4,f
-0.16,0.259,-0.604,93.598,-7.622000000000001,-19.634,None,4,f
-0.165,0.256,-0.61,94.512,-7.073,-19.085,None,4,f
-0.174,0.251,-0.62,95.0,-5.305,-18.537,None,4,f
-0.187,0.245,-0.628,95.793,-3.72,-17.805,None,4,f
-0.201,0.237,-0.626,96.341,-2.5,-16.768,None,4,f
-0.218,0.228,-0.628,96.402,0.61,-16.037,None,4,f
-0.227,0.223,-0.637,97.134,3.354,-15.244000000000002,None,4,f
-0.245,0.217,-0.634,98.415,4.573,-14.207,None,4,f
-0.257,0.208,-0.632,99.39,5.488,-13.232,None,4,f
-0.275,0.208,-0.64,100.061,6.402,-12.255999999999998,None,4,f
