,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,beat_change,beat,dynamic,x,y,z,dist
13761,-0.201,-0.107,-0.978,-0.061,-1.159,-14.450999999999999,None,3,n,2.188668665642364,0.22989985650570577,3.6999845157139233,2.7186066469667325
13762,-0.207,-0.10800000000000001,-0.986,0.0,-0.244,-14.695,None,3,n,2.20206052998304,0.23077545684085096,3.723728354916525,2.727413805319936
13763,-0.21,-0.105,-0.9890000000000001,-0.6709999999999999,0.915,-15.122,None,3,n,2.215493873460497,0.23165527898268937,3.747550066850204,2.73624334341044
13764,-0.215,-0.109,-0.993,-0.7929999999999999,2.256,-15.061,None,3,n,2.228969131854327,0.23253935234919132,3.771449967977926,2.745121943398374
13765,-0.221,-0.115,-0.9940000000000001,-0.8540000000000001,2.7439999999999998,-15.305,None,3,n,2.2424868391671002,0.23342769591307774,3.7954283923921497,2.7540559229433605
13766,-0.22699999999999998,-0.111,-0.995,-0.8540000000000001,2.6830000000000003,-15.549000000000001,None,3,n,2.2560472175924065,0.23432064022428517,3.819485674132789,2.763030975810664
13767,-0.23,-0.10800000000000001,-0.995,-0.915,2.5610000000000004,-15.366,None,3,n,2.2696503416340663,0.23521838610426518,3.843621972064448,2.7720241867696687
13768,-0.231,-0.106,-0.988,-1.28,2.622,-15.305,None,3,n,2.283296151607106,0.2361210738712177,3.8678372511505508,2.7810118954128393
13769,-0.228,-0.107,-0.981,-1.585,2.622,-15.122,None,3,n,2.2969844512356263,0.23702861290121155,3.892131258392929,2.7899676731170757
13770,-0.225,-0.10300000000000001,-0.983,-1.585,2.3169999999999997,-15.305,None,3,n,2.310714953331101,0.23794101703527945,3.916503849376298,2.7988968547274116
13771,-0.217,-0.10400000000000001,-0.985,-1.524,2.073,-15.061,None,3,n,2.3244872383297976,0.2388579730376248,3.94095460852254,2.8077682689693324
13772,-0.228,-0.1,-0.98,-1.7069999999999999,1.768,-15.0,None,3,n,2.3383017730227595,0.2397800149111302,3.9654840675503165,2.816710652862502
13773,-0.25,-0.095,-0.9790000000000001,-1.28,1.89,-15.0,None,3,n,2.3521596563041047,0.24070806097016126,3.990093404353821,2.825812549401307
13774,-0.259,-0.1,-0.9790000000000001,-1.341,2.134,-15.122,None,3,n,2.3660615566195884,0.241642267840075,4.014783102563654,2.8349898986593773
13775,-0.27,-0.10300000000000001,-0.983,-1.463,2.134,-15.0,None,3,n,2.3800082244272756,0.24258289983123507,4.039553802013622,2.844260682007599
13776,-0.27699999999999997,-0.105,-0.99,-1.159,1.646,-14.878,None,3,n,2.394000170695055,0.24353009738634204,4.06440596247038,2.853597068503615
13777,-0.28,-0.10800000000000001,-0.983,-0.915,1.22,-14.817,None,3,n,2.408037606915923,0.24448391065310937,4.089339659424597,2.8629506094369934
13778,-0.285,-0.10800000000000001,-0.985,-0.6709999999999999,0.6709999999999999,-14.573,None,3,n,2.4221208316322778,0.2454444995195522,4.114355186019608,2.8723448960864317
13779,-0.27699999999999997,-0.105,-0.9890000000000001,-0.4270000000000001,-0.122,-14.450999999999999,None,3,n,2.436249315543733,0.24641166062783415,4.139452155151003,2.8816788818808035
13780,-0.285,-0.10400000000000001,-0.982,-0.4270000000000001,-0.488,-14.329,None,3,n,2.450423434986051,0.24738573539222194,4.164630916378381,2.891062954273127
13781,-0.285,-0.106,-0.976,-0.732,-0.8540000000000001,-14.329,None,3,n,2.464643203349071,0.24836669496241529,4.1898913966864395,2.90044127568567
13782,-0.292,-0.106,-0.9740000000000001,-0.976,-1.524,-14.512,None,3,n,2.4789090041027535,0.24935478736607036,4.2152339510426815,2.909870201643035
13783,-0.299,-0.105,-0.98,-1.037,-1.9509999999999998,-14.450999999999999,None,3,n,2.49322124656349,0.2503502462404973,4.2406590306884775,2.9193593434530447
13784,-0.301,-0.10400000000000001,-0.975,-1.22,-1.7069999999999999,-14.573,None,3,n,2.5075799735633506,0.2513531962716534,4.266166682886812,2.9288551867457038
13785,-0.301,-0.10099999999999999,-0.9590000000000001,-1.28,-1.585,-14.695,None,3,n,2.5219849738248485,0.2523638159603179,4.291756714243805,2.9383245047828632
13786,-0.308,-0.102,-0.9590000000000001,-1.402,-2.195,-14.755999999999998,None,3,n,2.536436675194381,0.253382309818802,4.317429503627173,2.947848566220241
13787,-0.311,-0.1,-0.956,-1.402,-2.805,-14.695,None,3,n,2.550935161266598,0.25440885423335274,4.343185177397731,2.9573884141193787
13788,-0.31,-0.1,-0.9570000000000001,-1.402,-3.2319999999999998,-14.939,None,3,n,2.5654803730931053,0.25544340707646296,4.369023693008029,2.966921595874694
13789,-0.315,-0.102,-0.9570000000000001,-1.524,-3.659,-14.939,None,3,n,2.5800726518501556,0.256486073090475,4.394945322048396,2.9764955969169886
13790,-0.319,-0.106,-0.961,-1.585,-3.963,-15.0,None,3,n,2.5947123692052294,0.25753684031193247,4.420950329903769,2.986110965031514
13791,-0.32,-0.105,-0.9690000000000001,-1.646,-4.573,-15.244000000000002,None,3,n,2.60939959856254,0.25859572528755986,4.447038867254286,2.9957431877168594
13792,-0.321,-0.1,-0.972,-1.829,-5.305,-15.244000000000002,None,3,n,2.6241342560381007,0.2596628927401419,4.4732110252261075,3.0053798931182074
13793,-0.314,-0.10300000000000001,-0.972,-2.073,-5.7929999999999975,-14.939,None,3,n,2.638916015133503,0.2607380131920973,4.49946642380179,3.014966401651394
13794,-0.307,-0.106,-0.9840000000000001,-2.439,-6.585,-14.817,None,3,n,2.653744631262104,0.2618206925350741,4.5258048259628225,3.0245189357076208
13795,-0.309,-0.107,-0.991,-2.622,-7.377999999999999,-14.755999999999998,None,3,n,2.66862028411429,0.2629109258773089,4.552226424798934,3.0340971335401816
13796,-0.311,-0.10800000000000001,-0.985,-2.5610000000000004,-7.987999999999999,-14.450999999999999,None,3,n,2.6835430624005427,0.264008778568429,4.578731258967886,3.0436833387126314
13797,-0.315,-0.113,-0.978,-2.622,-8.049,-14.024000000000001,None,3,n,2.6985132842787087,0.2651142674653808,4.605319464262348,3.053297086042058
13798,-0.314,-0.11199999999999999,-0.986,-2.622,-7.8660000000000005,-13.78,None,3,n,2.71353090160648,0.2662273421770734,4.631991082844212,3.062912018477825
13799,-0.313,-0.11,-0.991,-2.622,-7.8660000000000005,-13.659,None,3,n,2.728595815335757,0.26734799877752957,4.658746120969972,3.0725226801401653
13800,-0.314,-0.105,-0.983,-2.6830000000000003,-7.805,-13.415,None,3,n,2.743707862651325,0.26847646035367484,4.685584538875507,3.0821227672968887
13801,-0.32299999999999995,-0.10300000000000001,-0.992,-2.622,-7.805,-13.11,None,3,n,2.758867551702971,0.26961303296152983,4.712506936145872,3.091801164723995
13802,-0.33,-0.107,-0.992,-2.805,-7.683,-12.744000000000002,None,3,n,2.7740753927396162,0.27075782472996923,4.739513695818938,3.101538400903171
13803,-0.337,-0.11,-0.995,-2.805,-6.768,-12.439,None,3,n,2.7893318875182724,0.2719109578773049,4.766605235986642,3.1113371685578546
13804,-0.344,-0.107,-0.998,-3.293,-4.817,-12.317,None,3,n,2.8046373596678857,0.2730727356863368,4.793781971748805,3.1211891517282004
13805,-0.345,-0.109,-0.995,-3.415,-2.988,-12.073,None,3,n,2.819991895817916,0.27424314692443613,4.821043916931244,3.1310466268951997
13806,-0.349,-0.10800000000000001,-0.995,-3.293,-2.073,-11.585,None,3,n,2.8353956886604594,0.2754223533695593,4.84839128435302,3.1409327701779794
13807,-0.35600000000000004,-0.106,-0.993,-3.537,-2.012,-11.22,None,3,n,2.8508490613121364,0.2766106563143788,4.875824426551275,3.1508666761225497
13808,-0.364,-0.109,-1.001,-4.024,-2.012,-10.671,None,3,n,2.8663526115584537,0.2778081875481539,4.903343868142827,3.1608761709482063
13809,-0.368,-0.11,-0.9990000000000001,-4.268,-1.341,-10.488,None,3,n,2.881906578137349,0.2790150608708744,4.9309497952666215,3.170914114129733
13810,-0.38299999999999995,-0.107,-0.998,-4.024,-0.7929999999999999,-10.061,None,3,n,2.897511726849078,0.28023186539248535,4.958643007574278,3.181061595561937
13811,-0.391,-0.10800000000000001,-0.998,-3.78,-0.8540000000000001,-9.756,None,3,n,2.9131685438981516,0.2814588348274576,4.98642393446068,3.1912713340769754
13812,-0.392,-0.113,-0.997,-4.024,-1.22,-9.267999999999999,None,3,n,2.9288772207632854,0.2826958593689266,5.014292610518654,3.2014931888006095
13813,-0.397,-0.11199999999999999,-0.998,-3.963,-1.89,-8.658999999999999,None,3,n,2.944638015482663,0.28394312782435144,5.042249313743031,3.211752767512085
13814,-0.39899999999999997,-0.111,-0.996,-3.659,-2.5610000000000004,-7.9270000000000005,None,3,n,2.9604509915096946,0.2852007457376699,5.070294124231656,3.222022980970603
13815,-0.39899999999999997,-0.11599999999999999,-0.9940000000000001,-3.659,-3.293,-7.5,None,3,n,2.976316273458985,0.28646857454847224,5.0984270135820875,3.2322964350870076
13816,-0.405,-0.114,-0.9890000000000001,-3.293,-4.085,-7.1339999999999995,None,3,n,2.99223410599636,0.28774689481525023,5.126648248447976,3.2426063479059968
13817,-0.41,-0.107,-0.9940000000000001,-3.2319999999999998,-5.122000000000001,-6.768,None,3,n,3.0082045934030712,0.2890360487419576,5.154958159950179,3.252951698253786
13818,-0.415,-0.11,-0.99,-2.988,-6.28,-6.037000000000001,None,3,n,3.0242280751166923,0.29033612844614903,5.183356975606458,3.2633340376726667
13819,-0.413,-0.11199999999999999,-0.99,-2.5610000000000004,-7.1339999999999995,-5.4879999999999995,None,3,n,3.040304480797141,0.2916470048925698,5.211844588626118,3.2737032733863534
13820,-0.413,-0.11599999999999999,-0.9940000000000001,-2.378,-7.317,-5.183,None,3,n,3.0564339421185283,0.29296853391966554,5.240421049384275,3.2840829327988574
13821,-0.413,-0.11199999999999999,-0.993,-2.195,-7.377999999999999,-5.183,None,3,n,3.0726163206715658,0.294300834371345,5.269086350074814,3.2944557423137226
13822,-0.413,-0.11199999999999999,-0.983,-2.073,-7.683,-5.0,None,3,n,3.088851536450098,0.2956439537284719,5.297840378051463,3.304815162554319
13823,-0.414,-0.105,-0.982,-2.256,-8.049,-4.6339999999999995,None,3,n,3.1051394196481557,0.29699813177397794,5.32668318115803,3.3151715314545784
13824,-0.413,-0.10099999999999999,-0.98,-2.439,-8.72,-4.268,None,3,n,3.121479765552655,0.2983634594255776,5.355614686139001,3.3255119971800595
13825,-0.41100000000000003,-0.099,-0.976,-2.805,-9.207,-3.9019999999999997,None,3,n,3.1378723563431508,0.29973994663926645,5.384634741079506,3.335828740544179
13826,-0.409,-0.10099999999999999,-0.968,-3.049,-9.634,-3.72,None,3,n,3.1543170652515413,0.30112750624552553,5.413743147160607,3.346121751109564
13827,-0.40700000000000003,-0.095,-0.9690000000000001,-3.1710000000000003,-10.244000000000002,-3.537,None,3,n,3.1708135877981007,0.30252624002864964,5.442939811236359,3.356392267714735
13828,-0.408,-0.096,-0.966,-3.4760000000000004,-11.097999999999999,-3.4760000000000004,None,3,n,3.1873619723551405,0.30393616114753064,5.4722247587498085,3.366667580671776
13829,-0.4,-0.095,-0.966,-3.72,-11.829,-3.3539999999999996,None,3,n,3.203961705424987,0.30535703385455837,5.501597554853938,3.3768789854161265
13830,-0.40399999999999997,-0.091,-0.9640000000000001,-4.207,-12.255999999999998,-3.5980000000000003,None,3,n,3.2206128656980804,0.30678911100615636,5.531058401599158,3.387113039675105
13831,-0.40299999999999997,-0.09300000000000001,-0.9670000000000001,-4.573,-12.622,-3.78,None,3,n,3.23731545129604,0.3082322799894736,5.560607283417024,3.3973453151803414
13832,-0.395,-0.09,-0.973,-4.756,-12.988,-4.024,None,3,n,3.25406892658841,0.30968633340201124,5.590243833106229,3.4075185739468963
