aX,aY,aZ,gX,gY,gZ,label
0.87,-1.436,1.547,12.512,-23.865,-3.2960000000000003,None
1.005,-1.6569999999999998,1.896,22.4,-36.926,-11.597,None
1.109,-1.814,2.055,29.236,-46.265,-16.907,None
1.265,-2.072,2.123,35.095,-75.5,-32.898,None
1.365,-2.175,1.922,36.499,-104.98,-55.359,None
1.4,-2.181,1.745,33.325,-127.197,-80.017,None
1.524,-2.028,1.477,41.077,-147.4,-106.445,None
1.531,-1.947,1.35,48.401,-155.09,-119.324,None
1.558,-1.633,1.023,53.772,-169.25,-146.72899999999996,None
1.449,-1.107,0.65,42.48,-181.824,-170.532,None
1.327,-0.7659999999999999,0.408,40.405,-185.364,-182.251,None
1.254,-0.616,0.336,40.649,-186.829,-190.735,None
1.128,-0.261,0.185,36.682,-189.331,-193.542,None
0.979,0.028,0.039,38.208,-192.261,-193.237,None
0.848,0.304,-0.4270000000000001,35.4,-196.838,-187.622,None
0.713,0.413,-1.075,12.024,-191.772,-175.293,None
0.49,0.654,-1.293,-0.305,-179.993,-166.138,None
0.257,0.893,-1.546,-16.418,-151.36700000000005,-142.7,None
-0.029,0.939,-1.719,-9.705,-114.319,-111.023,None
-0.109,0.894,-1.473,4.761,-69.275,-79.468,None
-0.159,0.789,-1.3019999999999998,6.287000000000001,-30.884,-47.974,None
-0.214,0.616,-0.957,0.6709999999999999,-15.869000000000002,-34.973,None
-0.21,0.5379999999999999,-0.638,-16.357,8.484,-10.62,None
-0.195,0.426,-0.406,-32.166,25.269,10.498,None
-0.166,0.295,-0.129,-42.236,41.687,27.771,None
-0.15,0.28,0.009000000000000001,-46.50899999999999,48.523,34.424,None
-0.119,0.472,0.295,-57.007,57.556,44.128,None
-0.045,0.642,0.655,-51.514,61.523,58.411,None
-0.001,0.7020000000000001,0.8,-44.128,60.364,66.589,None
0.085,0.7609999999999999,1.056,-33.63,52.307,85.266,None
0.199,0.868,1.238,-37.17,40.161,106.018,None
0.269,0.958,1.295,-41.44300000000001,32.898,117.371,None
0.4320000000000001,1.121,1.295,-45.593,15.869000000000002,144.34799999999996,None
0.731,1.151,1.259,-42.542,1.099,179.321,None
0.866,1.002,1.186,-41.26,-5.249,198.303,3beats_3
1.169,0.647,1.104,-30.334,-13.428,233.215,None
1.555,-0.034,1.212,4.089,-22.644,261.353,None
1.6840000000000002,-0.42,1.029,21.79,-33.569,270.447,None
1.881,-1.144,0.607,33.203,-52.124,279.236,None
1.93,-1.953,0.465,25.513,-54.993,276.367,None
1.946,-2.382,0.377,21.301,-55.603,268.86,None
1.795,-3.182,0.107,10.986,-52.673,238.953,None
1.744,-3.478,-0.083,1.77,-46.387,216.675,None
1.52,-3.878,-0.362,-6.104,-27.649,160.52200000000005,None
1.287,-3.59,0.151,-9.827,-21.118,97.717,None
1.145,-3.07,-0.171,-23.437,-6.836,47.363,None
1.132,-2.895,-0.446,-23.621,3.113,26.428,None
1.104,-2.505,-0.6759999999999999,-11.169,17.334,-12.695,None
1.0659999999999998,-1.825,-0.736,-37.598,34.973,-34.973,None
1.06,-1.456,-0.5720000000000001,-53.284,41.504,-39.856,None
0.999,-0.923,0.048,-60.669,43.274,-44.128,None
0.93,-0.785,0.024,-53.65,35.767,-40.527,None
0.926,-0.7959999999999999,-0.281,-51.636,35.156,-38.147,None
0.945,-0.83,-0.8690000000000001,-43.64,44.006,-38.452,None
0.936,-0.863,-0.948,-31.555,58.899,-40.955,None
0.994,-0.738,-0.959,-27.1,68.42,-44.8,None
1.042,-0.5579999999999999,-1.126,-22.888,90.759,-43.88399999999999,None
1.103,-0.532,-1.4509999999999998,-23.254,119.263,-42.114,None
1.238,-0.413,-1.396,-32.349000000000004,158.997,-39.49,None
1.306,-0.341,-1.276,-31.738000000000003,180.237,-36.743,None
1.473,-0.235,-0.894,-20.874,221.008,-29.785,None
1.611,-0.224,-0.256,-0.5489999999999999,254.578,-19.531,None
1.679,-0.329,0.158,10.315,267.639,-13.245,None
1.717,-0.49,0.975,13.55,275.696,-6.653,None
1.612,-0.604,1.756,-5.371,262.146,-4.7,3beats_1
1.534,-0.6459999999999999,2.071,-17.578,247.131,-5.005,None
1.348,-0.711,2.369,-33.142,204.285,-7.629,None
1.257,-0.736,2.3280000000000003,-36.682,180.054,-10.132,None
1.094,-0.892,2.042,-47.058,136.597,-15.015,None
1.0590000000000002,-0.991,1.801,-52.063,120.117,-19.104,None
1.101,-1.648,0.59,-56.519,106.75,-34.607,None
1.212,-1.466,0.943,-70.923,81.36,-47.974,None
0.991,-0.493,1.838,-78.857,70.49600000000002,-46.082,None
0.843,-0.565,1.389,-45.654,49.56100000000001,-33.63,None
0.775,-0.486,1.264,-48.828,40.039,-28.503,None
0.684,-0.41,1.454,-44.18899999999999,20.325,-19.775,None
0.642,-0.449,1.466,-33.508,8.85,-15.380999999999998,None
0.65,-0.647,1.07,-10.986,-10.681,-9.094,None
0.6559999999999999,-0.7040000000000001,0.863,-0.305,-18.555,-7.202000000000001,None
0.7,-0.8320000000000001,0.56,11.78,-20.691,-3.357,None
0.7240000000000001,-0.991,0.5479999999999999,15.198,-14.404000000000002,-0.244,None
0.775,-1.279,0.655,10.864,-12.329,-2.014,None
0.8959999999999999,-1.443,0.994,3.784,-7.4460000000000015,-6.957999999999998,None
0.999,-1.511,1.254,4.395,-7.629,-10.071,None
1.169,-1.864,1.796,14.526,-20.691,-18.616,None
1.211,-2.01,2.012,17.578,-34.668,-27.588,None
1.399,-2.4290000000000003,2.106,41.565,-64.758,-52.246,None
1.464,-2.484,2.042,52.368,-82.397,-87.28,None
1.582,-2.527,1.567,55.115,-114.319,-107.3,None
1.649,-2.185,1.217,40.649,-135.254,-143.188,None
1.6769999999999998,-1.991,1.05,35.767,-142.273,-158.997,None
1.644,-1.477,0.605,30.762,-156.799,-186.646,None
1.616,-1.2,0.341,31.006,-161.377,-197.632,None
1.505,-0.779,-0.155,29.114,-162.659,-211.914,3beats_2
1.411,-0.598,-0.333,24.963,-143.372,-218.872,None
1.22,-0.271,-0.478,16.724,-147.339,-218.75,None
1.04,-0.015,-0.5920000000000001,6.775,-137.756,-214.417,None
0.8809999999999999,0.14,-0.6579999999999999,1.526,-133.118,-210.266,None
0.708,0.486,-0.6629999999999999,-4.089,-120.667,-196.96,None
0.377,0.6609999999999999,-0.6459999999999999,-7.202000000000001,-109.009,-176.75799999999995,None
0.297,0.7609999999999999,-0.657,-12.878,-104.187,-164.24599999999995,None
0.163,1.042,-0.718,-28.015,-93.75,-135.986,None
-0.13699999999999998,1.001,-0.629,-30.151,-79.407,-103.455,None
-0.16899999999999998,1.061,-0.565,-31.616,-70.374,-88.56200000000003,None
-0.263,1.057,-0.317,-20.264,-54.01600000000001,-55.298,None
-0.28600000000000003,1.029,-0.005,-21.179,-43.091,-24.414,None
-0.264,1.035,0.095,-20.874,-40.955,-10.071,None
-0.226,1.136,0.096,-26.062,-41.199,16.968,None
-0.202,1.176,0.106,-28.076,-39.673,31.494,None
-0.062,1.219,0.249,-36.804,-33.386,62.622,None
0.006999999999999999,1.215,0.337,-47.852,-30.945,93.994,None
0.17600000000000002,1.233,0.5589999999999999,-53.528,-31.128,109.253,None
0.422,1.26,0.732,-57.007,-32.349000000000004,140.259,None
0.512,1.248,0.807,-53.467,-38.33,157.83700000000005,None
0.754,1.05,0.905,-42.175,-47.18,193.42,None
0.895,0.868,1.017,-39.551,-51.575,210.022,None
1.207,0.476,1.162,-43.396,-67.566,237.122,None
1.375,0.318,1.183,-50.293,-78.491,248.291,None
1.76,-0.017,0.943,-49.072,-102.173,271.24,None
1.909,-0.23,0.71,-14.771,-115.784,294.617,None
2.234,-1.01,0.281,6.897,-116.577,304.443,None
2.35,-2.216,-0.07400000000000001,32.043,-112.0,309.326,None
2.2880000000000003,-2.807,-0.199,35.156,-107.361,300.0490000000001,None
2.189,-3.862,-0.412,36.865,-91.492,259.277,None
1.964,-4.0,-0.455,24.597,-83.374,228.882,None
1.685,-4.0,-0.685,-3.235,-59.81399999999999,154.968,None
1.5119999999999998,-4.0,-0.921,-33.691,-29.053,80.75,None
1.305,-3.253,-0.934,-42.847,-9.399,50.78100000000001,None
1.126,-2.286,-1.052,-39.795,25.757,11.414,None
1.01,-1.808,-1.608,-11.597,75.5,-8.484,None
1.208,-1.7919999999999998,-1.6030000000000002,16.113,104.004,-15.503,None
1.075,-1.858,1.869,32.532,95.154,-35.156,None
1.0490000000000002,-1.591,2.111,20.02,70.679,-38.757,None
0.888,-1.307,1.436,-28.503,15.564,-42.786,None
0.907,-1.129,1.525,-51.08600000000001,-15.747,-46.57,None
0.8540000000000001,-0.745,0.879,-79.22399999999998,-69.275,-49.988,None
0.8170000000000001,-0.486,0.3,-88.196,-89.294,-42.48,None
0.82,-0.409,-0.952,-75.5,-87.15799999999999,-36.804,None
0.748,-0.45,-1.853,-56.274,-54.993,-27.527,None
0.6990000000000001,-0.494,-2.106,-50.293,-29.968000000000004,-20.996,None
0.815,-0.667,-2.55,-42.297,39.063,-20.447,None
0.982,-0.532,-2.5780000000000003,-64.575,104.736,-25.33,None
1.06,-0.476,-2.434,-67.688,136.597,-26.428,None
1.318,-0.302,-1.801,-57.312,199.585,-28.87,None
1.5219999999999998,-0.254,-0.965,-34.485,245.789,-26.794,None
1.606,-0.247,-0.513,-26.245,261.963,-26.062,None
1.709,-0.276,0.501,-9.705,279.907,-23.682,None
1.666,-0.326,1.335,-4.7,270.386,-21.79,None
1.586,-0.302,1.649,-9.46,258.728,-20.386,None
1.415,-0.294,2.019,-25.146,227.112,-17.334,None
1.315,-0.282,2.075,-33.63,208.008,-15.686,None
1.142,-0.324,2.146,-46.20399999999999,172.30200000000005,-9.338,None
1.089,-0.387,2.173,-55.359,138.306,-4.211,None
0.92,-0.468,2.199,-56.396,121.643,-2.258,3beats_3
0.758,-0.61,2.066,-58.472,89.661,2.502,None
0.6409999999999999,-0.7190000000000001,1.857,-55.847,73.914,2.6860000000000004,None
0.812,-1.079,1.007,-41.74800000000001,63.904,-0.916,None
0.7809999999999999,-1.615,0.638,-10.559,58.96,-12.207,None
0.851,-1.3630000000000002,1.257,-22.888,47.729,-28.015,None
0.858,-1.172,1.409,-26.428,41.44300000000001,-31.921,None
0.769,-0.996,1.415,-26.489,30.273000000000003,-34.058,None
0.7659999999999999,-0.976,1.4469999999999998,-29.785,19.531,-33.751999999999995,None
0.775,-0.8370000000000001,1.341,-33.875,10.559,-33.691,None
0.816,-0.8370000000000001,1.152,-30.334,0.305,-26.184,None
0.8540000000000001,-0.922,1.156,-21.79,-0.244,-21.057,None
0.974,-1.41,1.534,-2.6860000000000004,2.563,-11.047,None
1.088,-1.6769999999999998,1.787,-0.305,-0.977,-10.681,None
1.3119999999999998,-1.973,2.153,-16.296,-24.17,-22.217,None
1.395,-2.0340000000000003,2.235,-23.926,-41.077,-39.307,None
1.57,-2.1830000000000003,2.225,-22.705,-73.425,-48.462,None
1.645,-2.254,2.123,-4.944,-100.525,-69.885,None
1.756,-2.374,1.998,2.625,-114.38,-83.618,None
1.8,-2.33,1.724,12.146,-137.878,-115.417,None
1.801,-2.142,1.43,15.747,-150.635,-133.05700000000002,None
1.712,-1.595,0.851,15.808,-169.128,-165.649,None
1.635,-1.405,0.634,16.235,-172.97400000000005,-177.551,None
1.48,-0.957,0.23,11.597,-175.049,-196.594,None
1.378,-0.55,-0.014,6.165,-174.31599999999997,-208.069,None
1.136,0.047,-0.231,1.221,-169.00599999999997,-207.397,None
1.041,0.32,-0.179,5.859,-166.99200000000005,-203.003,None
0.812,0.526,-0.119,10.864,-166.138,-198.914,None
0.6409999999999999,0.915,-0.026,15.32,-164.368,-180.847,None
0.527,1.006,-0.042,13.611,-166.199,-168.213,None
0.359,1.244,-0.308,-6.042000000000002,-174.5,-138.489,3beats_1
0.266,1.224,-0.688,-11.536,-174.683,-99.365,None
0.08199999999999999,1.198,-1.376,-23.56,-162.476,-82.09200000000001,None
-0.281,0.8320000000000001,-1.643,-7.874,-125.427,-44.25,None
-0.138,0.778,-1.518,11.597,-77.148,-14.771,None
-0.382,0.379,-1.411,13.306,-58.228,-9.094,None
-0.3670000000000001,0.006,-0.954,14.16,-15.747,9.399,None
-0.34600000000000003,-0.142,-0.708,9.888,-0.488,13.428,None
-0.294,-0.3,-0.269,-9.094,19.287,15.808,None
-0.141,-0.276,-0.151,-23.682,23.437,14.404000000000002,None
-0.295,0.008,-0.141,-53.101000000000006,26.306,5.005,None
-0.078,0.211,-0.154,-66.589,33.081,5.4929999999999986,None
-0.243,0.726,-0.13,-89.05,41.504,7.996,None
-0.136,0.947,0.006999999999999999,-89.96600000000002,62.13399999999999,27.039,None
-0.087,1.277,0.597,-80.811,68.359,39.185,None
0.032,1.556,1.172,-61.34,69.214,68.42,None
0.156,1.661,1.375,-63.293,61.768,87.219,None
0.241,1.737,1.565,-54.932,42.969,129.944,None
0.482,1.617,1.734,-45.41,33.63,153.748,None
0.616,1.051,1.578,-41.74800000000001,7.263,197.876,None
0.902,0.82,1.471,-50.293,-5.066,215.332,None
1.022,0.54,1.349,-62.195,-17.212,243.042,None
1.2990000000000002,-0.068,1.237,-55.176,-24.658,253.601,None
1.518,-0.667,0.99,-38.452,-33.936,270.508,None
1.59,-0.925,0.805,-32.043,-37.231,273.80400000000003,None
1.7280000000000002,-1.564,0.5760000000000001,-7.141,-34.729,275.269,None
1.7819999999999998,-1.998,0.508,7.935,-31.982,272.217,None
1.769,-2.99,0.338,22.217,-26.978,250.61,None
1.686,-3.341,0.245,14.587,-23.865,204.712,None
1.558,-3.816,0.14300000000000002,-12.39,-12.268,177.979,None
1.46,-3.876,-0.054000000000000006,-35.034,-1.16,115.967,None
1.295,-3.769,-0.103,-43.701,7.568,85.022,None
1.1909999999999998,-3.167,-0.198,-53.284,24.78,25.94,None
1.17,-2.775,-0.2,-52.856,30.945,1.648,None
0.997,-2.106,-0.71,-51.147,41.199,-31.433000000000003,None
1.231,-1.832,-0.84,-34.18,72.876,-49.438,None
1.048,-1.749,-0.098,-13.916,68.90899999999999,-59.753,None
1.072,-1.379,-0.223,-23.926,78.369,-67.139,None
1.022,-0.7809999999999999,-0.21,-55.725,76.477,-66.895,None
0.985,-0.545,-0.199,-62.073,74.585,-64.148,None
0.969,-0.309,-0.353,-55.115,79.468,-55.237,None
0.973,-0.285,-0.603,-33.813,90.21,-45.166,None
1.024,-0.419,-0.794,-21.79,100.647,-40.283,None
1.115,-0.5720000000000001,-0.799,-19.165,127.808,-31.067,None
1.204,-0.953,-0.563,-22.461,159.241,-31.128,None
1.261,-1.067,-0.515,-30.029,172.791,-36.377,None
1.364,-0.963,-0.35,-41.62600000000001,194.763,-55.847,None
1.4409999999999998,-0.593,-0.006,-36.011,213.928,-71.35,None
1.474,-0.476,0.242,-23.621,223.022,-74.097,None
1.5,-0.306,0.777,-5.92,233.582,-73.242,None
1.459,-0.179,1.543,4.6389999999999985,221.61900000000003,-70.313,None
1.348,-0.081,1.87,4.883,207.947,-67.87100000000001,None
1.207,0.099,2.346,-0.4270000000000001,172.546,-55.786,None
1.107,0.1,2.498,-5.005,152.52700000000004,-46.082,None
0.994,-0.046,2.6830000000000003,-13.0,107.239,-26.001,None
0.956,-0.192,2.5780000000000003,-15.625,83.92299999999999,-17.273,None
0.8759999999999999,-0.451,2.231,-10.62,43.213,-4.6389999999999985,None
0.866,-0.581,2.028,-4.15,16.663,2.991,None
0.8540000000000001,-0.885,1.729,10.803,8.362,5.127000000000002,None
0.833,-1.031,1.6569999999999998,12.268,-5.127000000000002,3.967,3beats_2
0.841,-1.339,1.5630000000000002,15.076,-11.841,0.305,None
0.8290000000000001,-1.492,1.526,11.536,-24.475,-9.705,None
0.903,-1.699,1.4169999999999998,5.31,-33.264,-17.334,None
1.028,-1.836,1.306,1.038,-44.983,-34.302,None
1.115,-1.876,1.339,2.075,-48.584,-43.03,None
1.334,-2.176,1.439,6.5310000000000015,-55.664,-57.983,None
1.455,-2.361,1.39,2.869,-62.744,-67.383,None
1.594,-2.458,1.172,6.287000000000001,-75.562,-95.459,None
1.598,-2.44,1.13,7.751,-75.378,-123.535,None
1.604,-2.533,1.44,4.822,-74.402,-137.878,None
1.664,-2.188,1.832,-6.775,-92.834,-176.697,None
1.696,-1.861,1.945,-12.329,-110.046,-195.984,None
1.6969999999999998,-1.089,1.74,-17.334,-156.25,-226.135,None
1.706,-0.746,1.479,-18.738,-178.28400000000005,-234.253,None
1.611,0.004,0.6859999999999999,-19.409,-217.957,-243.225,None
1.526,0.29,0.332,-16.602,-228.21,-239.99,None
1.286,0.612,-0.42,-3.479,-235.779,-220.398,None
0.999,0.608,-1.009,11.719,-221.924,-192.993,None
0.825,0.626,-1.3,17.212,-211.487,-180.847,None
0.504,0.747,-1.6880000000000002,19.653,-180.725,-158.264,None
0.34,0.7609999999999999,-1.8,18.799,-161.987,-144.531,None
0.054000000000000006,0.797,-1.804,15.015,-121.155,-116.394,None
-0.043,0.787,-1.682,12.817,-101.501,-101.929,None
-0.219,0.74,-1.527,3.784,-66.711,-72.51,None
-0.275,0.721,-1.4069999999999998,-14.709,-36.255,-44.006,None
-0.363,0.6509999999999999,-1.175,-25.818,-23.193,-30.09,None
-0.416,0.596,-0.977,-48.95,-2.93,-5.188,None
-0.424,0.496,-0.669,-65.613,17.09,17.822,None
-0.4,0.268,-0.501,-71.22800000000002,24.78,25.574,None
-0.353,0.21600000000000005,-0.214,-71.35,36.865,32.715,3beats_3
-0.319,0.245,-0.027000000000000003,-70.12899999999999,42.297,34.79,None
-0.234,0.35,0.378,-65.979,48.95,37.109,None
-0.191,0.478,0.561,-68.542,49.744,39.124,None
-0.156,0.8420000000000001,0.85,-75.928,47.363,47.607,None
-0.08199999999999999,1.121,0.955,-77.332,44.922,54.749,None
0.006,1.592,1.223,-78.55199999999998,39.429,78.857,None
0.171,1.962,1.253,-78.613,34.546,112.915,None
0.415,2.564,1.349,-87.83,26.245,138.733,None
0.6459999999999999,2.65,1.338,-89.844,23.01,217.041,None
1.223,2.7030000000000003,1.104,-83.74,12.451,237.24400000000003,None
1.594,2.787,0.96,-64.209,8.85,318.97,None
2.605,1.6230000000000002,0.7659999999999999,-2.014,22.827,358.154,None
3.024,0.691,1.192,16.846,27.405,399.048,None
3.406,-2.138,2.066,24.963,12.085,446.594,None
3.362,-3.497,2.281,5.005,-11.78,442.932,None
2.9960000000000004,-4.0,1.669,-19.287,-60.852,371.582,None
2.665,-4.0,1.074,-22.522,-74.829,323.303,None
1.967,-4.0,-0.017,-64.63600000000001,-75.806,205.872,None
1.446,-4.0,-0.442,-86.182,-39.917,97.351,None
1.29,-4.0,-0.397,-86.304,-19.836,54.565,None
1.038,-3.317,-0.01,-67.993,4.333,-14.038,None
0.825,-2.053,-0.206,-52.795,22.949,-55.603,None
0.778,-1.382,-0.872,-40.1,40.1,-64.819,None
0.446,-1.159,0.691,39.368,36.133,-73.792,None
0.8270000000000001,-0.936,0.631,51.514,46.326,-66.711,None
0.725,-0.575,0.17,38.757,44.922,-61.157,None
0.684,-0.3720000000000001,0.139,7.5070000000000014,34.607,-46.93600000000001,None
0.674,-0.3670000000000001,0.204,-1.587,27.771,-39.368,None
0.705,-0.581,-0.26,-5.797999999999999,14.771,-24.902,None
0.708,-0.7190000000000001,-0.779,-2.563,11.902,-19.897,None
0.868,-0.975,-1.918,17.395,27.771,-18.738,None
1.023,-0.951,-2.6660000000000004,50.537,73.792,-22.705,None
1.229,-1.04,-2.801,53.04,119.507,-23.499,None
1.644,-1.23,-2.247,23.376,212.341,-32.654,None
1.818,-1.162,-1.561,7.385,251.648,-41.32100000000001,None
2.022,-1.075,0.029,14.893,303.223,-55.42,None
2.047,-1.11,0.7959999999999999,24.414,314.087,-69.39699999999999,None
1.861,-0.899,2.0580000000000003,24.597,305.3590000000001,-78.247,None
1.726,-0.7120000000000001,2.774,10.193,270.081,-89.6,None
1.361,-0.413,2.487,3.113,248.169,-93.018,None
1.5,-0.204,1.531,-0.183,225.46400000000003,-95.154,None
1.259,0.4320000000000001,3.229,-13.367,192.139,-87.34100000000002,None
0.948,1.032,4.0,-4.456,120.544,-52.795,None
0.816,0.856,3.914,6.409,76.233,-25.635,None
0.7559999999999999,0.214,2.9,-18.982,3.845,15.564,None
0.753,-0.014,2.46,-39.307,-22.217,27.527,None
0.7979999999999999,-0.562,1.526,-59.021,-49.011,45.227,None
0.769,-0.851,1.126,-48.157,-52.185,48.828,None
0.762,-1.398,0.665,0.977,-46.692,43.457,None
0.731,-1.85,0.583,23.499,-29.846,22.949,None
0.677,-1.956,0.615,17.151,-19.409,9.094,None
0.6559999999999999,-1.757,0.99,3.54,-2.38,-20.264,None
0.669,-1.604,1.345,4.089,1.3430000000000002,-32.166,None
0.813,-1.476,2.155,16.174,-6.287000000000001,-44.983,None
0.905,-1.471,2.57,21.729,-18.005,-48.706,None
1.2,-1.607,3.157,25.513,-57.983,-50.293,None
1.346,-1.707,3.261,38.086,-111.694,-53.772,None
1.614,-2.102,2.9810000000000003,45.349,-137.756,-57.37300000000001,None
1.808,-2.482,2.22,53.04,-182.43400000000003,-77.271,3beats_1
1.927,-2.533,1.779,55.42,-197.815,-93.628,None
1.95,-2.424,1.002,58.228,-213.806,-133.667,None
1.953,-2.151,0.7040000000000001,56.03,-215.637,-155.64,None
1.89,-1.429,0.194,44.922,-219.727,-194.641,None
1.84,-1.003,-0.021,43.945,-220.032,-221.985,None
1.656,-0.141,-0.545,49.805,-218.99400000000003,-229.797,None
1.5119999999999998,0.22,-1.164,50.293,-208.252,-229.797,None
1.164,0.858,-1.4369999999999998,47.18,-195.496,-223.389,None
0.726,1.384,-1.634,36.255,-159.424,-196.533,None
0.504,1.541,-1.618,28.748,-138.977,-176.392,None
0.146,1.558,-1.391,19.775,-100.464,-129.639,None
0.015,1.4469999999999998,-1.221,17.334,-82.52,-105.286,None
-0.142,1.016,-0.833,12.695,-54.01600000000001,-59.448,None
-0.202,0.74,-0.6609999999999999,8.911,-44.37300000000001,-26.062,None
-0.272,0.326,-0.466,-2.991,-30.823,-15.076,None
-0.325,0.16,-0.429,-18.25,-20.935,-1.2819999999999998,None
-0.353,0.127,-0.417,-24.719,-15.625,3.845,None
-0.415,0.201,-0.429,-34.119,-5.188,11.536,None
-0.456,0.202,-0.301,-35.767,5.371,16.296,None
-0.465,0.168,-0.189,-31.311,11.292,16.663,None
-0.449,0.285,0.044,-30.945,20.081,15.747,None
-0.4320000000000001,0.459,0.138,-38.208,23.193,16.785,None
-0.395,0.955,0.337,-51.758,30.212,22.949,None
-0.371,1.293,0.522,-59.326,34.302,38.452,None
-0.253,2.0340000000000003,0.962,-70.862,37.109,51.758,None
-0.124,2.406,1.307,-80.627,27.588,94.055,None
0.155,3.0210000000000004,1.366,-91.797,17.09,122.253,None
0.7170000000000001,3.136,1.07,-97.229,0.732,193.665,None
1.06,2.869,0.924,-98.755,-1.526,232.239,None
1.805,1.651,1.064,-79.163,4.0280000000000005,310.486,None
2.13,0.928,1.151,-60.303,2.869,338.6230000000001,None
2.62,-0.487,1.196,-16.541,-9.277,376.892,None
2.793,-1.378,1.139,11.475,-14.893,385.62,None
2.894,-2.98,0.998,62.195,-38.696,376.709,None
2.852,-3.705,0.934,67.688,-49.255,357.605,None
2.548,-4.0,0.256,51.697,-57.007,289.7340000000001,None
2.294,-4.0,-0.045,28.076,-51.08600000000001,193.848,None
1.775,-4.0,-0.244,-39.673,-34.241,142.578,None
1.4780000000000002,-3.577,-0.454,-77.515,-3.54,55.847,None
1.392,-2.992,-0.6,-75.562,15.32,29.114,None
1.23,-2.06,-0.951,-44.434,53.955,-4.761,None
1.321,-1.383,-2.109,-18.555,105.591,-13.916,None
1.449,-1.514,-0.409,11.108,118.408,-16.296,None
1.241,-1.51,0.588,42.297,112.061,-28.748,None
1.146,-1.378,0.504,17.456,96.13,-30.151,None
1.096,-0.937,0.439,-8.911,61.951,-37.537,None
1.178,-0.8320000000000001,0.081,-21.729,33.081,-35.339,None
1.175,-0.679,-0.269,-28.687,24.353,-36.255,None
1.194,-0.664,-1.319,-24.719,26.672,-33.203,None
1.198,-0.716,-1.87,-8.606,43.152,-32.227,None
1.36,-0.863,-2.107,29.297,102.844,-30.334,None
1.543,-1.079,-2.022,-0.4270000000000001,170.959,-30.273000000000003,None
1.649,-1.08,-1.735,-32.41,203.003,-33.936,None
1.869,-0.977,-0.816,-60.364,258.606,-48.035,None
1.947,-0.8009999999999999,0.22,-63.66,288.574,-61.523,None
1.962,-0.759,0.706,-53.772,296.082,-66.833,None
1.86,-0.517,1.693,-63.293,293.274,-77.82,None
1.745,-0.309,2.148,-73.36399999999998,281.921,-81.17699999999998,None
1.455,-0.016,2.748,-77.271,244.629,-78.55199999999998,None
1.272,0.11,2.225,-35.889,212.952,-60.425,3beats_2
1.379,-0.183,2.129,-20.813,190.186,-49.56100000000001,None
1.3230000000000002,-0.642,3.53,0.6709999999999999,123.169,-35.889,None
0.966,-0.65,3.631,4.578,90.271,-33.691,None
0.826,-0.826,2.805,-7.324,16.479,-23.56,None
0.765,-0.995,2.214,-3.723,-9.216,-22.827,None
0.696,-1.087,1.271,-29.358,-41.26,-26.428,None
0.662,-1.071,0.954,-38.879,-50.293,-29.785,None
0.5870000000000001,-1.048,0.633,-34.119,-54.26,-36.133,None
0.5760000000000001,-1.07,0.561,-13.184,-46.387,-41.382,None
0.586,-1.219,0.454,-7.568,-40.405,-43.823,None
0.679,-1.521,0.69,-13.611,-27.1,-49.255,None
0.745,-1.6230000000000002,0.907,-27.161,-25.696,-53.833,None
0.904,-1.754,1.4280000000000002,-41.565,-33.447,-64.27,None
1.004,-1.892,1.666,-35.583,-41.687,-68.115,None
1.179,-2.292,1.903,-6.287000000000001,-66.467,-78.979,None
1.336,-2.4330000000000003,1.874,5.066,-81.848,-104.614,None
1.439,-2.545,1.649,5.615,-112.488,-115.54,None
1.48,-2.489,1.3030000000000002,-0.732,-138.611,-145.935,None
1.485,-2.106,1.079,-0.244,-149.109,-160.217,None
1.484,-1.695,0.7340000000000001,7.324,-161.072,-184.082,None
1.455,-1.418,0.585,3.784,-167.725,-195.435,None
1.362,-0.865,0.38,-0.8540000000000001,-179.077,-212.219,None
1.3019999999999998,-0.604,0.271,-1.465,-183.533,-216.919,None
1.177,-0.115,-0.028,-2.991,-191.223,-220.337,None
1.082,0.394,-0.425,3.418,-192.627,-213.44,None
0.872,0.585,-0.631,11.841,-188.66,-205.078,None
0.62,0.947,-0.979,11.78,-175.415,-181.458,None
0.491,1.018,-1.074,15.259,-164.551,-166.016,None
0.269,1.086,-1.271,16.052,-140.381,-132.629,None
0.135,1.114,-1.4380000000000002,12.268,-128.601,-116.15,3beats_3
-0.086,1.127,-1.489,-3.113,-95.703,-80.383,None
-0.189,0.98,-1.314,-16.541,-58.35,-41.01600000000001,None
-0.237,0.889,-1.222,-19.287,-41.809,-23.315,None
-0.275,0.657,-0.971,-26.855,-13.977,4.944,None
-0.275,0.556,-0.625,-36.072,9.644,25.33,None
-0.236,0.43,-0.464,-41.565,18.799,32.898,None
-0.209,0.371,-0.129,-57.983,30.579,44.128,None
-0.18600000000000005,0.36,0.036000000000000004,-64.63600000000001,34.119,47.791,None
-0.145,0.461,0.38,-80.078,36.804,51.514,None
-0.113,0.622,0.535,-88.745,36.804,53.40600000000001,None
-0.039,1.091,0.789,-102.844,34.607,65.002,None
-0.002,1.336,0.919,-104.553,33.936,89.78299999999999,None
0.118,1.831,1.149,-104.065,29.663,107.117,None
0.237,2.011,1.231,-96.68,21.362,152.405,None
0.5479999999999999,2.073,1.25,-99.548,15.564,179.87099999999995,None
0.738,1.93,1.21,-97.656,6.897,235.413,None
1.237,1.439,1.098,-86.304,3.845,261.108,None
