aX,aY,aZ,gX,gY,gZ,label
2.169,-0.261,-0.8859999999999999,14.526,183.228,304.871,None
2.3080000000000003,-1.031,-0.574,13.428,195.007,316.589,None
2.295,-2.296,0.014,2.563,191.65,303.772,None
2.251,-2.549,0.28800000000000003,-30.09,179.26,258.911,None
2.09,-3.205,0.8909999999999999,-43.274,171.387,241.638,None
1.707,-3.762,1.157,-44.739,144.653,186.096,None
1.423,-3.4130000000000003,0.901,-35.767,135.254,154.541,None
1.528,-2.708,0.976,-11.841,108.154,134.52100000000002,None
1.356,-3.55,1.52,-37.72,84.839,103.455,None
1.279,-4.0,1.006,-13.0,54.077,43.274,None
1.248,-3.891,0.828,-17.944000000000006,40.588,10.254,None
1.069,-2.962,0.529,-27.954,13.733,-48.462,None
1.01,-2.551,0.13699999999999998,-34.302,-2.258,-83.801,None
0.895,-1.736,-0.16699999999999998,-31.067,-7.874,-92.102,None
0.812,-1.879,-0.5529999999999999,-20.691,-5.859,-91.309,None
0.81,-1.977,-0.698,-15.93,9.949,-102.051,None
0.925,-2.1630000000000003,-0.865,-3.6010000000000004,20.081,-106.445,None
1.162,-3.317,-0.745,-3.784,37.231,-117.737,None
1.287,-3.785,-0.674,-0.977,42.664,-139.58700000000002,None
1.645,-3.839,-0.546,9.277,44.678,-209.351,None
1.854,-3.46,-0.574,12.085,45.654,-276.79400000000004,None
1.969,-2.984,-0.568,16.541,49.194,-307.068,None
2.033,-2.227,-0.379,36.377,59.50899999999999,-348.389,None
1.984,-1.699,-0.28800000000000003,39.001,62.195,-363.708,None
1.817,-0.481,-0.051,48.767,62.86600000000001,-380.371,None
1.5930000000000002,-0.124,-0.002,63.354,63.599,-369.202,None
1.186,0.825,0.084,71.411,66.406,-358.88699999999994,None
1.196,1.159,-0.037000000000000005,81.116,66.04,-323.853,None
0.611,1.315,0.165,83.92299999999999,67.87100000000001,-310.608,None
0.316,1.385,0.021,94.177,62.5,-267.944,None
0.3670000000000001,1.625,0.132,77.57600000000002,63.538,-247.681,None
-0.029,1.833,-0.066,64.331,53.772,-196.289,None
-0.046,1.856,-0.106,52.368,54.504,-170.47099999999998,None
-0.206,1.495,-0.041,34.058,48.767,-116.943,None
-0.257,1.181,-0.06,22.705,43.091,-94.238,None
-0.331,1.342,-0.168,-7.202000000000001,38.269,-55.237,None
-0.332,1.501,-0.146,-16.418,37.537,-10.62,None
-0.304,1.394,-0.128,-10.986,35.461,13.977,None
-0.226,0.667,-0.107,-15.991,29.48,46.387,None
-0.205,0.503,-0.21,-16.296,28.503,55.603,3beats_1
-0.095,0.012,0.023,-17.639,25.146,68.48100000000001,None
-0.059,-0.47,0.08900000000000001,-14.832,27.039,67.688,None
-0.081,-0.262,0.123,-28.564,23.804,66.65,None
-0.108,-0.28300000000000003,0.279,-57.129,14.220999999999998,62.317,None
-0.153,0.14400000000000002,0.556,-66.16199999999999,9.766,66.956,None
-0.209,0.395,0.731,-74.707,-4.211,89.355,None
-0.273,0.5429999999999999,0.757,-78.918,-13.184,101.257,None
-0.228,1.004,0.75,-100.403,-26.001,130.127,None
-0.04,1.327,0.774,-111.633,-32.349000000000004,147.827,None
0.18600000000000005,1.592,1.135,-129.15,-39.124,192.2,None
0.4370000000000001,1.231,1.405,-118.408,-44.006,226.135,None
1.098,0.6509999999999999,1.594,-96.497,-59.265,281.555,None
1.355,-0.152,1.76,-45.166,-97.351,321.106,None
1.73,-1.865,1.706,-25.574,-122.253,321.35,None
1.837,-2.825,1.279,-16.296,-186.218,277.893,None
1.943,-2.692,0.735,-29.48,-212.524,250.671,None
2.02,-3.0660000000000003,0.086,-44.678,-243.896,215.576,None
1.992,-3.483,-0.256,-36.865,-254.883,194.336,None
1.794,-3.761,-1.134,-34.607,-263.916,131.531,None
1.591,-3.299,-2.201,-23.499,-250.183,65.247,None
1.4469999999999998,-2.839,-2.6210000000000004,-23.132,-231.384,36.804,None
1.113,-2.042,-2.998,-33.142,-176.88,0.977,None
0.943,-1.087,-2.9410000000000003,-52.673,-109.741,-9.155,None
0.8320000000000001,-0.396,-2.9410000000000003,-53.772,-72.815,-1.77,None
0.743,0.892,-4.0,19.897,18.25,42.969,None
1.189,-1.388,-2.064,44.739,70.435,70.007,None
1.3019999999999998,-2.364,-0.995,18.433,65.491,63.293,None
1.3019999999999998,-1.829,-1.1909999999999998,-41.32100000000001,74.46300000000002,43.518,None
1.212,-1.075,-1.4469999999999998,-71.83800000000002,74.34100000000002,32.349000000000004,None
1.234,-0.94,-1.099,-64.148,69.39699999999999,19.531,3beats_2
1.19,-1.114,-1.07,-47.668,68.237,12.573,None
1.218,-1.123,-0.98,-43.152,74.46300000000002,0.61,None
1.08,-0.568,-1.328,-39.307,89.355,-1.831,None
1.008,0.175,-2.092,-24.841,101.624,1.709,None
1.063,0.727,-1.998,-30.579,143.188,24.414,None
1.108,1.099,-1.995,-40.588,159.546,42.114,None
1.251,1.462,-1.474,-54.077,198.05900000000003,86.48700000000002,None
1.42,1.467,-0.999,-51.758,216.858,112.854,None
1.669,0.816,0.016,-21.484,231.93400000000003,168.945,None
1.7080000000000002,0.023,0.431,-3.723,230.225,193.237,None
1.6740000000000002,-1.731,1.209,9.094,210.327,205.872,None
1.6369999999999998,-2.315,1.348,8.423,191.65,193.054,None
1.446,-3.026,1.1740000000000002,-1.77,148.804,150.94,None
1.3330000000000002,-3.387,1.083,-5.249,131.226,127.869,None
1.062,-3.753,0.936,-3.967,103.21,69.39699999999999,None
0.98,-3.714,1.002,-2.258,93.14,37.537,None
0.877,-3.256,1.163,12.207,69.885,-18.433,None
0.8009999999999999,-2.984,1.17,23.193,38.81800000000001,-59.692,None
0.73,-2.5340000000000003,0.977,38.51300000000001,23.132,-72.998,None
0.6409999999999999,-2.378,0.617,34.485,-4.578,-91.98,None
0.6629999999999999,-2.239,0.433,36.804,-14.404000000000002,-101.563,None
0.726,-2.405,0.044,51.331,-27.405,-112.244,None
0.737,-2.5860000000000003,-0.202,60.852,-30.945,-120.483,None
0.8340000000000001,-3.0210000000000004,-0.722,67.87100000000001,-29.724,-144.531,None
0.866,-3.105,-0.931,59.448,-26.001,-185.425,None
1.117,-3.088,-1.225,54.01600000000001,-12.695,-202.881,None
1.289,-3.213,-1.344,68.176,9.033,-241.638,None
1.317,-2.673,-1.3330000000000002,83.13,21.667,-270.569,None
1.369,-1.722,-0.825,73.242,48.95,-312.683,None
1.337,-1.493,-0.665,70.374,56.152,-324.402,None
1.227,-0.674,-0.506,85.876,71.045,-341.37,None
1.237,-0.327,-0.362,89.539,79.102,-344.177,None
1.183,0.086,-0.006,103.027,89.478,-333.496,None
1.192,0.332,0.16699999999999998,106.567,90.759,-316.772,None
1.017,1.097,0.649,93.506,88.01299999999998,-304.565,None
0.797,1.227,0.695,98.816,80.811,-266.968,None
0.43,1.652,0.858,76.233,57.617,-243.469,None
0.339,1.99,0.983,55.298,40.894,-189.575,None
-0.055,1.862,0.586,51.941,9.277,-160.217,None
-0.07,2.066,0.441,31.799,-2.014,-101.074,None
-0.23,2.146,0.048,33.63,-9.277,-70.801,None
-0.294,1.527,-0.17,2.136,-18.86,-14.038,None
-0.244,0.294,-0.017,-7.568,-25.696,-4.272,None
-0.266,0.171,-0.669,-12.573,-13.245,14.709,None
-0.334,0.032,-0.509,-32.837,-0.4270000000000001,23.499,None
-0.32299999999999995,-0.602,-0.165,-38.757,3.052,24.719,None
-0.422,-1.014,0.201,-55.237,6.409,12.817,None
-0.487,-0.955,0.424,-76.965,4.272,0.916,None
-0.705,-0.234,0.626,-88.56200000000003,-5.4929999999999986,-12.939,None
-0.913,0.665,0.8420000000000001,-97.473,-19.043,-1.038,None
-0.909,0.955,0.8440000000000001,-94.299,-27.771,17.639,None
-0.769,0.8059999999999999,0.634,-71.71600000000002,-43.091,70.068,None
-0.665,0.586,0.552,-72.632,-49.133,107.788,None
-0.435,0.493,0.501,-109.68,-58.533,119.69,None
-0.312,0.815,0.609,-144.226,-62.86600000000001,142.395,None
-0.063,0.958,0.828,-147.339,-63.782,157.043,None
0.273,1.204,1.419,-145.08100000000005,-69.824,195.374,None
0.4970000000000001,1.123,1.413,-126.526,-82.214,222.046,None
1.267,0.05,1.366,-62.744,-100.342,283.386,None
1.483,-1.219,1.221,-48.462,-115.601,310.3640000000001,3beats_3
1.556,-3.2960000000000003,0.93,-99.854,-144.043,309.143,None
1.495,-3.811,0.74,-106.567,-161.987,239.258,None
1.489,-3.3710000000000004,0.422,-100.098,-169.55599999999995,199.646,None
1.436,-3.1,-0.085,-89.417,-177.30700000000004,150.81799999999996,None
1.3030000000000002,-2.507,-0.608,-79.22399999999998,-177.917,128.72299999999998,None
1.193,-0.277,-1.507,-60.852,-165.649,110.535,None
1.3430000000000002,-1.597,-0.565,-46.326,-165.16099999999997,108.337,None
1.378,-2.021,-0.581,-42.725,-166.44299999999996,96.497,None
1.46,-2.005,-0.915,-45.166,-163.81799999999996,61.34,None
1.54,-2.184,-1.328,-6.653,-148.92600000000004,40.527,None
1.504,-2.392,-1.538,14.587,-139.099,29.175,None
1.308,-1.852,-2.292,25.94,-113.403,1.16,None
1.209,-1.6669999999999998,-2.435,0.61,-72.021,-24.658,None
1.121,-1.266,-2.47,-12.329,-50.11,-32.104,None
1.016,-0.759,-2.286,-44.128,-6.165,-39.734,None
1.006,-0.477,-2.132,-57.739,15.869000000000002,-39.185,None
0.978,-0.006999999999999999,-1.942,-60.547,53.894,-30.823,None
0.985,0.33,-1.745,-55.481,87.402,-15.747,None
1.012,0.517,-1.57,-58.35,102.112,-6.653,None
1.055,0.943,-1.296,-57.983,125.793,15.808,None
1.109,1.125,-1.173,-62.5,133.423,30.212,None
1.168,1.412,-1.2819999999999998,-64.392,148.804,69.031,None
1.192,1.4780000000000002,-1.209,-65.063,156.494,120.422,None
1.379,1.198,-1.078,-63.477,175.415,130.737,None
1.519,0.904,-0.79,-61.035,190.552,165.222,None
1.712,0.118,-0.585,-62.13399999999999,197.815,176.88,None
1.7919999999999998,-0.7020000000000001,-0.42,-58.411,205.872,187.988,None
1.807,-1.24,-0.316,-49.377,211.06,189.88,None
1.7990000000000002,-1.938,-0.002,-28.381,223.877,177.49,None
1.761,-2.155,0.305,-18.433,225.159,163.696,3beats_1
1.6669999999999998,-2.617,0.8690000000000001,-5.005,211.914,135.254,None
1.582,-3.002,1.15,-1.892,198.425,116.394,None
1.426,-3.3360000000000003,1.789,-8.24,158.813,72.937,None
1.285,-3.142,1.966,-14.220999999999998,104.919,28.748,None
0.949,-2.387,1.499,-12.146,80.505,12.817,None
0.727,-1.891,0.8490000000000001,-2.869,46.448,-1.892,None
0.713,-1.847,0.647,3.113,37.842,-4.333,None
0.624,-1.837,0.311,14.099,24.963,-8.484,None
0.61,-1.908,0.254,14.954,20.386,-11.963,None
0.609,-1.939,0.128,6.775,9.949,-22.095,None
0.608,-1.998,0.06,2.38,5.92,-26.001,None
0.635,-2.102,0.008,8.484,-1.099,-41.931,None
0.67,-2.49,-0.234,20.63,-8.24,-58.96,None
0.757,-2.637,-0.457,22.278,-12.268,-72.083,None
0.963,-3.23,-0.809,15.442,-11.353,-95.947,None
1.116,-3.684,-0.949,17.212,-8.789,-111.511,None
1.469,-4.0,-1.17,22.949,1.77,-160.95,None
1.689,-4.0,-1.315,24.17,6.47,-201.904,None
2.072,-4.0,-1.431,7.935,21.79,-281.25,None
2.25,-3.626,-1.3730000000000002,6.226,43.57899999999999,-347.839,None
2.459,-2.37,-0.823,16.602,52.551,-373.108,None
2.516,-1.335,-0.201,15.991,56.213,-406.006,None
2.466,-0.737,-0.003,24.048,53.162,-419.067,None
2.216,0.393,0.059,46.692,48.218,-424.011,None
2.122,1.032,0.047,51.819,47.607,-415.161,None
1.4469999999999998,2.407,0.111,37.292,45.41,-375.427,None
1.054,2.942,0.116,18.677,41.26,-343.3230000000001,None
0.421,3.2060000000000004,0.183,4.761,29.419,-264.282,None
0.202,2.862,0.16,-4.578,20.569000000000006,-223.022,None
0.044,1.852,0.08,9.277,12.329,-150.513,3beats_2
-0.023,1.432,0.064,4.6389999999999985,10.803,-121.582,None
0.013,0.589,-0.087,-3.784,5.371,-81.848,None
0.025,0.287,-0.12,-18.555,0.183,-73.669,None
-0.042,-0.032,-0.16,-41.565,-5.676,-64.63600000000001,None
-0.105,0.214,-0.062,-54.382,-7.874,-60.242,None
-0.163,0.374,0.076,-55.176,-9.583,-54.26,None
-0.265,1.325,0.307,-66.833,-15.076,-32.837,None
-0.439,0.898,0.105,-56.091,-28.931,-17.273,None
-0.32299999999999995,0.015,0.14800000000000002,-24.109,-28.687,1.465,None
-0.254,-0.444,0.135,-28.32,-26.978,6.104,None
-0.266,-0.616,-0.12,-34.119,-26.428,6.836,None
-0.26,-0.08800000000000001,0.626,-51.88,-11.414,6.165,None
-0.361,-0.013,0.477,-55.42,-14.709,9.155,None
-0.327,0.71,0.8270000000000001,-75.012,-24.78,23.437,None
-0.271,1.026,1.042,-71.83800000000002,-26.489,35.522,None
-0.107,1.171,1.551,-58.838,-36.621,70.74,None
-0.018000000000000002,1.062,1.732,-47.54600000000001,-67.139,108.398,None
0.192,1.009,1.868,-46.81399999999999,-89.96600000000002,122.864,None
0.289,1.202,2.01,-61.157,-132.08,153.809,None
0.604,1.527,1.944,-65.918,-154.541,173.767,None
1.422,1.411,1.597,-20.02,-194.21400000000003,236.267,None
1.861,0.542,1.232,30.701,-219.788,273.682,None
2.345,-1.064,-0.032,84.71700000000001,-274.10900000000004,297.058,None
2.442,-1.664,-0.733,66.345,-291.931,290.649,None
2.266,-2.105,-2.079,-3.357,-298.767,254.944,None
2.114,-2.3,-2.58,-24.475,-260.803,221.741,None
1.706,-2.641,-3.319,-39.734,-226.562,205.505,None
1.365,-3.096,-3.257,-58.533,-150.33,177.429,None
1.204,-3.1910000000000003,-3.047,-72.998,-80.811,138.611,None
1.009,-2.9730000000000003,-2.306,-74.524,-51.941,120.728,None
0.8390000000000001,-2.427,-1.853,-80.383,-13.428,89.6,None
0.71,-1.794,-1.893,-71.777,23.56,76.721,None
0.7240000000000001,-0.84,-1.544,-64.148,38.025,81.97,None
0.84,-1.835,-0.487,-53.71100000000001,44.25,78.491,None
0.968,-2.423,-0.191,-53.772,41.26,68.604,None
0.964,-2.718,-0.17800000000000002,-44.556,28.687,33.447,None
0.956,-2.575,-0.274,-38.574,22.095,12.755999999999998,None
0.93,-2.297,-0.58,-30.09,16.174,-20.935,None
0.94,-2.108,-0.693,-13.0,21.912,-52.673,None
0.959,-1.394,-0.833,-9.827,25.513,-65.55199999999999,None
0.956,-0.359,-1.179,-5.31,33.203,-73.85300000000002,None
0.913,0.384,-1.681,1.587,46.082,-64.819,None
0.924,0.551,-1.796,1.709,59.81399999999999,-50.903,None
0.948,0.951,-1.986,4.578,88.806,-23.56,None
0.973,1.242,-2.102,9.277,105.164,-8.24,None
1.054,1.8,-2.291,-2.869,143.066,33.447,None
1.116,2.145,-2.342,-9.094,162.537,58.533,None
1.457,2.367,-1.886,-53.528,207.397,124.817,None
1.6740000000000002,2.217,-1.484,-66.467,227.051,161.987,None
2.039,1.047,-0.363,-72.998,249.756,227.112,None
2.137,0.1,0.301,-47.729,252.563,258.972,None
2.0980000000000003,-2.15,1.452,-32.654,245.178,256.897,None
1.81,-3.975,2.073,-35.217,206.36,213.745,None
1.569,-4.0,2.08,-28.931,176.575,173.34,None
1.079,-4.0,1.962,-22.217,118.469,83.49600000000002,None
0.913,-3.973,1.937,-17.7,93.628,41.565,None
0.611,-2.716,1.436,6.5310000000000015,43.823,-15.625,None
0.46,-2.149,1.013,20.569000000000006,23.499,-30.334,None
0.267,-1.396,0.228,24.17,-0.5489999999999999,-36.133,3beats_3
0.211,-1.229,-0.124,28.931,-1.77,-25.146,None
0.184,-1.215,-0.161,33.813,-1.038,-20.813,None
0.2,-1.325,-0.28300000000000003,29.846,-2.319,-14.465,None
0.208,-1.4380000000000002,-0.327,26.855,-2.6860000000000004,-13.184,None
0.262,-1.54,-0.417,24.475,-3.784,-18.005,None
0.273,-1.694,-0.52,20.081,-5.737,-19.47,None
0.301,-2.087,-0.653,14.16,-5.981,-26.001,None
0.313,-2.366,-0.6609999999999999,7.08,-5.066,-34.424,None
0.537,-3.1830000000000003,-0.6629999999999999,-11.536,-7.874,-38.452,None
0.866,-4.0,-0.977,-21.179,-13.916,-61.34,None
1.116,-4.0,-1.123,-23.743,-14.099,-87.402,None
1.679,-4.0,-1.356,-10.01,-11.108,-157.471,None
2.319,-4.0,-1.63,36.987,-0.5489999999999999,-257.202,None
2.605,-4.0,-1.891,63.599,10.498,-313.965,None
2.888,-2.229,-2.044,87.34100000000002,53.589,-408.081,None
2.8510000000000004,-0.812,-1.5659999999999998,65.613,77.82,-436.646,None
2.668,0.851,-0.602,19.287,104.187,-447.876,None
2.476,1.5619999999999998,-0.171,4.089,107.544,-410.034,None
1.815,2.715,0.6729999999999999,7.69,98.816,-379.333,None
1.35,3.373,1.317,9.338,71.22800000000002,-298.523,None
0.677,3.999,1.396,9.46,49.683,-248.535,None
0.425,3.825,1.295,23.132,8.423,-139.954,None
0.13,2.826,0.6890000000000001,23.743,-5.859,-96.741,None
0.128,1.737,0.256,13.855,-26.306,-38.269,None
0.154,1.17,0.062,6.653,-32.104,-16.602,None
0.1,0.345,-0.275,-17.639,-34.302,11.597,None
0.045,0.14800000000000002,-0.385,-35.95,-29.358,18.311,None
-0.13,0.514,-0.445,-70.923,-17.029,23.254,None
-0.327,0.6890000000000001,0.08199999999999999,-88.44,-7.69,48.218,None
-0.272,-0.124,0.37,-76.782,-21.118,46.93600000000001,3beats_1
-0.154,-0.487,0.461,-66.956,-15.808,46.631,None
-0.162,-0.516,0.524,-73.059,-18.494,45.837,None
-0.262,-0.35200000000000004,0.601,-76.233,-26.001,42.603,None
-0.28,-0.029,0.762,-84.9,-29.114,41.44300000000001,None
-0.193,0.75,1.287,-107.361,-41.32100000000001,58.594,None
-0.069,0.687,1.717,-107.239,-62.5,85.14399999999998,None
0.211,1.008,2.012,-112.976,-73.12,102.539,None
0.621,0.662,1.996,-100.037,-94.421,159.424,None
0.727,0.275,1.94,-87.09700000000002,-107.91,181.519,None
1.053,-0.068,2.205,-87.036,-136.292,201.172,None
1.267,0.018000000000000002,2.416,-93.994,-157.83700000000005,208.496,None
1.77,0.631,2.261,-90.515,-211.487,224.121,None
2.216,0.568,2.096,-70.923,-239.014,246.094,None
3.043,-1.419,0.637,-5.4929999999999986,-285.889,300.171,None
3.263,-2.844,0.17600000000000002,-2.441,-334.717,283.081,None
2.98,-3.992,-1.236,-19.165,-343.75,247.009,None
2.523,-3.557,-2.667,-8.24,-312.073,173.523,None
2.23,-3.612,-3.357,-3.235,-285.461,149.658,None
1.621,-3.714,-3.978,-13.489,-206.848,99.609,None
1.136,-2.702,-3.588,-31.86,-102.478,45.837,None
1.005,-1.977,-3.075,-36.133,-57.678,28.503,None
0.828,-1.38,-2.36,-13.733,9.216,15.503,None
0.7490000000000001,-1.045,-2.0580000000000003,1.648,59.937,18.86,None
0.7190000000000001,-0.685,-2.049,-2.136,77.637,25.879,None
0.785,-1.849,-0.483,12.939,81.055,22.156,None
0.78,-1.675,-0.59,-2.075,90.454,18.188,None
0.703,-0.705,-1.187,-34.668,98.938,14.220999999999998,None
0.789,-1.015,-0.568,-23.254,84.29,-5.371,None
0.8270000000000001,-2.172,1.004,-15.564,71.83800000000002,-20.447,None
0.826,-1.605,0.802,-28.931,35.583,-53.223,None
0.7929999999999999,-1.252,0.602,-33.691,15.991,-66.28399999999999,None
0.6459999999999999,-0.376,-0.242,-24.414,-8.789,-82.09200000000001,None
0.675,0.123,-0.593,-18.86,-9.338,-77.759,None
0.638,1.026,-1.29,-5.31,-4.211,-68.054,None
0.508,2.059,-2.167,10.742,15.076,-35.583,None
0.502,2.402,-2.472,23.437,36.56,27.527,None
0.754,3.049,-2.875,-5.981,98.938,67.627,None
1.111,2.8710000000000004,-2.9810000000000003,14.771,134.827,142.761,None
1.711,2.211,-2.668,-15.076,199.158,191.772,None
2.064,1.6969999999999998,-2.161,-22.644,231.262,238.831,None
2.649,0.49,-0.736,-24.353,277.466,267.273,None
2.822,-0.273,0.38,-11.047,283.142,285.339,None
2.861,-1.865,0.883,-14.771,274.719,278.992,None
2.628,-3.284,1.859,-46.57,241.15,239.38,None
2.407,-3.917,2.144,-71.71600000000002,214.661,206.299,None
2.012,-4.0,2.008,-78.613,151.97799999999995,118.042,None
1.8,-4.0,1.386,-77.087,123.901,72.51,None
1.538,-3.437,0.8340000000000001,-56.274,80.627,-11.353,None
1.3969999999999998,-2.748,0.7509999999999999,-50.659,66.04,-50.659,None
1.145,-1.669,0.6709999999999999,-49.194,48.218,-58.899,None
1.013,-1.164,1.133,-40.771,22.461,-49.683,None
0.7390000000000001,-0.953,0.935,-32.227,6.348,-39.246,None
0.696,-1.358,0.219,-11.841,-3.479,-21.362,None
0.7340000000000001,-1.673,-0.001,-0.305,-4.7,-17.761,None
0.821,-2.536,-0.25,4.211,-11.414,-27.344,None
0.8740000000000001,-2.72,-0.334,-3.174,-16.479,-54.688,None
1.062,-3.085,-0.449,-24.353,-21.423,-69.51899999999999,None
1.255,-3.685,-0.77,-26.917,-25.085,-103.516,None
1.4069999999999998,-4.0,-1.047,14.343,-12.207,-156.616,3beats_2
1.719,-4.0,-1.298,29.175,-0.305,-190.063,None
2.105,-4.0,-0.967,46.875,24.719,-258.118,None
2.271,-3.669,-0.88,56.03,31.677,-293.823,None
2.442,-2.693,-1.087,75.195,47.058,-353.271,None
2.448,-1.921,-1.139,79.102,60.913,-379.333,None
2.314,-0.355,-0.8959999999999999,76.355,88.867,-405.151,None
2.221,0.205,-0.746,81.36,98.694,-404.724,None
1.884,0.988,-0.4270000000000001,75.07300000000002,111.877,-385.193,None
1.707,1.261,-0.226,60.364,118.896,-352.6,None
1.211,1.914,0.337,41.44300000000001,117.615,-332.153,None
0.931,2.177,0.81,22.827,100.586,-280.396,None
0.401,2.615,0.956,10.071,85.93799999999997,-248.535,None
0.132,2.78,1.061,-8.545,51.08600000000001,-176.575,None
-0.217,2.6860000000000004,0.863,-8.423,32.532,-137.024,None
-0.316,2.065,0.607,-7.141,7.019,-69.092,None
-0.3,1.744,0.477,-5.31,-1.77,-41.74800000000001,None
-0.222,1.257,0.213,-4.883,-12.085,2.319,None
-0.149,1.05,0.059,-8.667,-14.771,21.423,None
-0.055,0.647,-0.157,-25.452,-17.395,50.354,None
0.037000000000000005,0.256,-0.21600000000000005,-42.114,-13.428,69.092,None
0.068,0.134,-0.124,-52.795,-10.681,73.792,None
0.125,0.005,0.264,-71.83800000000002,-6.836,76.721,None
0.12,-0.043,0.508,-82.397,-8.301,75.867,None
0.201,0.193,1.013,-96.802,-13.855,74.768,None
0.21600000000000005,0.277,1.347,-92.468,-20.691,77.02600000000002,None
0.282,0.607,1.832,-82.031,-40.71,89.478,None
0.344,0.799,2.0380000000000003,-82.336,-77.759,108.826,None
0.561,1.288,2.233,-90.759,-99.304,124.878,None
0.961,1.339,2.139,-83.31299999999997,-141.724,174.31599999999997,None
1.212,1.086,2.019,-72.876,-160.828,202.942,None
1.822,0.307,1.743,-40.588,-194.641,250.183,None
2.151,-0.316,1.531,-21.912,-213.623,269.043,None
2.627,-1.402,0.961,-9.46,-256.714,284.485,None
2.741,-1.91,0.622,-15.625,-275.33,283.936,None
2.76,-2.813,-0.231,-35.095,-304.321,265.625,None
2.732,-3.177,-1.222,-74.95100000000002,-304.626,238.525,None
2.597,-3.567,-1.719,-84.656,-293.579,225.952,None
2.155,-4.0,-2.507,-44.678,-244.263,179.93200000000004,None
1.722,-4.0,-2.569,-16.296,-181.03,97.412,None
1.5419999999999998,-3.993,-2.513,-3.967,-155.334,60.974,None
1.285,-2.695,-2.1,6.836,-113.831,2.441,None
0.985,-1.239,-1.689,2.991,-90.698,-21.484,None
0.879,-0.813,-1.833,4.517,-80.017,-18.005,None
0.378,0.8390000000000001,-3.643,27.161,-37.659,10.071,None
0.805,1.47,-3.999,46.20399999999999,21.851,48.584,None
0.918,-1.791,-2.739,104.004,67.688,59.753,None
1.17,-2.126,-2.2430000000000003,91.98,102.478,56.152,None
1.228,-1.995,-1.003,-10.681,112.122,23.987,None
1.189,-1.765,-0.486,-41.74800000000001,95.947,-11.353,None
1.173,-1.254,0.301,-36.804,87.09700000000002,-26.123,None
1.058,-0.196,-0.085,-13.062,73.486,-42.542,None
0.877,0.31,-0.255,-1.465,66.956,-40.1,None
0.7340000000000001,1.269,-0.51,-9.094,56.335,-14.587,None
0.765,1.579,-0.777,-18.372,60.608,30.518,None
0.731,2.131,-1.818,-13.184,67.749,56.824,None
0.857,2.362,-2.306,2.136,114.319,120.667,None
1.17,2.765,-2.757,5.5539999999999985,147.827,156.25,None
1.53,2.674,-2.289,-3.6010000000000004,239.502,238.831,None
2.4090000000000003,2.023,-0.443,20.935,267.822,279.358,None
2.887,-0.385,0.92,75.378,271.24,354.004,3beats_3
2.92,-2.222,1.547,56.702,254.517,368.103,None
2.7260000000000004,-3.606,2.123,-67.566,190.063,304.321,None
2.099,-4.0,2.088,-88.501,151.36700000000005,249.817,None
1.653,-4.0,1.599,-127.197,79.285,138.245,None
1.509,-4.0,1.49,-92.346,59.387,85.632,None
1.188,-3.1060000000000003,0.355,-92.773,12.512,-13.672,None
1.043,-2.354,-0.17800000000000002,-96.863,6.287000000000001,-40.161,None
0.8490000000000001,-1.181,-0.742,-69.458,21.606,-61.89,None
0.816,-0.833,-0.479,-46.875,51.392,-52.185,None
0.823,-0.918,-0.068,-37.781,59.753,-45.166,None
0.821,-1.376,0.486,-23.01,55.603,-36.926,None
0.8640000000000001,-1.693,0.45,-22.156,40.588,-42.419,None
0.902,-1.747,0.268,-27.344,28.076,-50.293,None
0.906,-1.779,-0.16399999999999998,-36.316,7.996,-64.392,None
0.918,-1.737,-0.383,-34.058,3.479,-72.266,None
0.982,-1.948,-0.551,-26.733,7.69,-81.78699999999998,None
1.109,-2.271,-0.392,-19.531,12.755999999999998,-94.543,None
1.154,-2.424,-0.333,-15.076,10.742,-103.699,None
1.25,-2.863,-0.269,-10.315,3.6010000000000004,-124.329,None
1.435,-3.1060000000000003,-0.5870000000000001,0.061,-6.409,-155.334,None
1.535,-3.318,-0.861,-7.751,-9.827,-170.227,None
1.707,-3.443,-1.454,-1.709,-2.869,-213.928,None
1.882,-2.924,-1.4480000000000002,16.785,28.748,-268.616,None
1.999,-2.492,-1.123,17.151,46.082,-291.87,None
2.0580000000000003,-1.595,-0.674,20.02,60.486,-322.51,None
2.0,-1.077,-0.518,20.691,61.646,-332.94699999999995,None
1.856,-0.354,-0.01,24.902,64.758,-339.417,None
1.75,0.076,0.17,25.94,59.143,-339.844,None
1.4280000000000002,0.974,0.262,17.578,39.49,-331.177,None
1.245,1.251,0.257,13.855,31.433000000000003,-299.072,3beats_1
0.836,1.77,0.1,10.254,15.198,-278.32,None
0.638,2.028,0.086,3.906,9.827,-226.074,None
0.3670000000000001,2.384,-0.093,-0.916,-3.174,-206.482,None
0.064,2.318,-0.452,-13.062,-10.193,-147.156,None
-0.13,1.776,-0.624,-5.31,-9.949,-116.638,None
-0.141,1.215,-0.6,-2.625,-2.869,-72.51,None
-0.121,0.688,-0.627,-16.418,-0.7929999999999999,-42.908,None
-0.235,0.422,-0.672,-25.146,1.404,-32.349000000000004,None
-0.156,0.219,-0.609,-41.565,9.521,-13.794,None
-0.215,0.196,-0.593,-62.622,13.977,-1.77,None
-0.293,0.03,-0.541,-68.298,14.282,4.0280000000000005,None
-0.254,-0.014,-0.343,-70.74,22.339,16.541,None
-0.237,0.045,-0.17800000000000002,-80.444,23.254,21.179,None
