aX,aY,aZ,gX,gY,gZ,beat_change,beat
-0.426,-1.034,0.344,-0.061,10.193,7.385,None,3
-0.422,-1.036,0.341,2.319,10.681,5.432,None,3
-0.418,-1.032,0.343,2.869,10.376,3.418,None,3
-0.414,-1.019,0.348,3.906,10.254,1.2819999999999998,None,3
-0.416,-1.012,0.34700000000000003,5.066,9.949,-0.6709999999999999,None,3
-0.412,-1.004,0.35200000000000004,5.249,9.399,-2.38,None,3
-0.416,-1.0,0.34600000000000003,4.578,8.728,-3.967,None,3
-0.417,-0.991,0.331,3.906,8.057,-5.31,None,3
-0.42,-0.971,0.321,2.6860000000000004,7.629,-6.409,None,3
-0.4270000000000001,-0.95,0.316,1.709,7.324,-7.202000000000001,None,3
-0.4270000000000001,-0.945,0.317,1.465,7.5070000000000014,-8.118,None,3
-0.428,-0.934,0.305,0.977,7.5070000000000014,-8.606,None,3
-0.4370000000000001,-0.912,0.303,0.488,7.69,-9.399,None,3
-0.435,-0.89,0.314,0.732,8.24,-10.071,None,3
-0.441,-0.866,0.32,1.2819999999999998,8.423,-10.254,None,3
-0.442,-0.855,0.32,2.563,8.179,-10.376,None,3
-0.447,-0.847,0.332,2.991,8.24,-10.62,None,3
-0.449,-0.831,0.33,2.8080000000000003,8.301,-10.254,None,3
-0.457,-0.825,0.341,2.502,8.118,-10.132,None,3
-0.455,-0.8240000000000001,0.366,2.136,7.812,-9.705,None,3
-0.453,-0.833,0.369,2.93,7.629,-9.094,None,3
-0.456,-0.8340000000000001,0.35,2.6860000000000004,6.775,-8.85,None,3
-0.456,-0.8220000000000001,0.328,1.404,6.104,-8.972000000000003,None,3
-0.459,-0.8029999999999999,0.32299999999999995,-0.488,5.615,-9.277,None,3
-0.464,-0.787,0.32299999999999995,-2.502,5.127000000000002,-9.46,None,3
-0.47,-0.767,0.319,-4.517,4.7,-9.277,None,3
-0.475,-0.742,0.32,-6.47,4.395,-8.606,None,3
-0.487,-0.72,0.33,-7.141,4.456,-7.812,None,3
-0.488,-0.7020000000000001,0.34600000000000003,-6.287000000000001,4.822,-6.714,None,3
-0.4920000000000001,-0.68,0.355,-4.761,4.822,-5.737,None,3
-0.4920000000000001,-0.6659999999999999,0.364,-3.418,4.761,-4.517,None,3
-0.5,-0.647,0.388,-2.136,4.7,-3.052,None,3
-0.496,-0.643,0.426,-0.4270000000000001,4.6389999999999985,-1.16,None,3
-0.4970000000000001,-0.643,0.442,0.732,3.723,0.916,None,3
-0.499,-0.636,0.441,0.61,2.075,2.38,None,3
-0.499,-0.619,0.435,-1.2819999999999998,0.0,4.089,None,3
-0.502,-0.604,0.43,-4.15,-1.831,5.737,None,3
-0.507,-0.595,0.422,-6.775,-3.723,7.751,None,3
-0.516,-0.59,0.422,-10.315,-4.944,9.705,None,3
-0.521,-0.569,0.418,-14.038,-6.226,11.597,None,3
-0.527,-0.532,0.418,-17.7,-7.263,13.184,None,3
-0.53,-0.4920000000000001,0.42,-20.264,-8.118,15.259,None,3
-0.53,-0.448,0.43,-21.729,-8.545,17.456,None,3
-0.525,-0.39,0.436,-22.705,-8.972000000000003,20.02,None,3
-0.517,-0.333,0.443,-23.743,-9.644,23.315,None,3
-0.5,-0.272,0.464,-26.245,-10.132,26.917,None,3
-0.49,-0.203,0.477,-28.564,-10.742,31.067,3beats_2,3
-0.488,-0.14300000000000002,0.491,-32.471,-11.658,36.316,None,3
-0.48,-0.068,0.495,-37.903,-12.755999999999998,42.358,None,3
-0.475,0.019,0.485,-43.57899999999999,-14.16,49.011,None,3
-0.462,0.101,0.46,-49.86600000000001,-15.564,56.64100000000001,None,3
-0.448,0.174,0.436,-55.786,-16.846,65.918,None,3
-0.415,0.234,0.412,-59.448,-17.273,75.98899999999998,None,3
-0.373,0.28,0.363,-63.293,-17.334,86.67,None,3
-0.326,0.335,0.331,-66.833,-16.357,97.778,None,3
-0.254,0.371,0.297,-67.932,-14.220999999999998,109.802,None,3
-0.207,0.42,0.276,-67.688,-10.864,121.155,None,3
-0.121,0.459,0.287,-68.42,-6.714,133.606,None,3
-0.055,0.504,0.316,-67.139,-2.014,146.97299999999996,None,3
0.023,0.5529999999999999,0.327,-64.27,2.441,160.339,None,3
0.133,0.599,0.365,-58.96,6.775,174.92700000000005,None,3
0.255,0.56,0.5710000000000001,-48.706,9.766,190.674,None,3
0.312,0.61,0.443,-40.955,10.742,205.75,None,3
0.531,0.47,0.496,-23.315,20.02,223.633,None,3
0.604,0.417,0.499,-11.597,16.907,236.938,None,3
0.7859999999999999,0.342,0.596,-5.4929999999999986,19.226,252.38,None,3
0.926,0.155,0.552,11.108,18.677,263.428,None,3
1.064,0.041,0.552,25.33,19.714,273.315,None,3
1.221,-0.08199999999999999,0.629,39.551,19.897,282.166,None,3
1.392,-0.315,0.7190000000000001,50.049,17.639,292.053,None,3
1.4880000000000002,-0.619,0.743,60.852,11.658,299.744,None,3
1.57,-1.044,0.726,73.73,5.127000000000002,304.138,None,3
1.611,-1.464,0.6779999999999999,70.19,-2.136,303.711,None,3
1.595,-1.798,0.633,54.993,-10.132,295.288,None,3
1.564,-2.02,0.5710000000000001,37.476,-16.907,281.982,None,3
1.496,-2.144,0.4970000000000001,17.578,-22.644,265.259,None,3
1.415,-2.121,0.407,-5.92,-26.733,246.948,None,3
1.329,-1.988,0.309,-25.635,-28.503,229.126,None,3
1.262,-1.751,0.239,-42.664,-28.137,212.891,None,3
1.237,-1.524,0.222,-46.20399999999999,-24.658,200.378,None,3
1.245,-1.4780000000000002,0.245,-33.63,-18.188,193.298,None,3
1.25,-1.539,0.29,-25.696,-12.512,188.171,None,3
1.223,-1.643,0.321,-21.729,-9.949,181.091,None,3
1.182,-1.703,0.336,-21.179,-9.033,170.593,None,3
1.14,-1.705,0.358,-25.818,-8.911,158.447,None,3
1.091,-1.645,0.418,-31.433000000000003,-8.301,146.606,None,3
1.071,-1.632,0.451,-32.898,-7.5070000000000014,135.74200000000002,None,3
1.029,-1.579,0.474,-37.354,-7.996,125.427,None,3
1.001,-1.483,0.511,-43.152,-8.118,115.295,None,3
1.008,-1.404,0.547,-41.565,-7.08,106.506,None,3
0.985,-1.3130000000000002,0.586,-40.039,-7.385,98.083,None,3
0.982,-1.275,0.647,-32.41,-7.385,91.492,None,3
0.969,-1.3090000000000002,0.695,-19.226,-7.202000000000001,85.632,None,3
0.963,-1.419,0.742,-9.033,-7.629,79.773,None,3
0.936,-1.529,0.787,-0.122,-9.338,72.14399999999998,None,3
0.915,-1.671,0.8079999999999999,5.92,-11.963,61.951,None,3
0.885,-1.724,0.812,8.789,-15.808,49.438,None,3
0.862,-1.776,0.812,3.357,-20.447,36.56,None,3
0.8320000000000001,-1.7380000000000002,0.795,-2.625,-25.208,22.522,None,3
0.8109999999999999,-1.645,0.769,-9.277,-29.297,9.338,None,3
0.787,-1.539,0.743,-14.220999999999998,-32.227,-1.892,None,3
0.7759999999999999,-1.416,0.7190000000000001,-17.761,-34.424,-11.658,None,3
0.75,-1.276,0.674,-22.095,-36.804,-20.508000000000006,None,3
0.715,-1.116,0.655,-25.33,-38.269,-28.259,None,3
0.7120000000000001,-1.005,0.625,-22.339,-38.635,-33.813,None,3
0.6709999999999999,-0.8959999999999999,0.6,-19.958,-39.673,-37.964,None,3
0.659,-0.8220000000000001,0.584,-18.616,-39.978,-40.466,None,3
0.626,-0.73,0.526,-17.029,-40.527,-42.664,None,3
0.604,-0.6409999999999999,0.488,-17.639,-40.161,-43.762,None,3
0.578,-0.5589999999999999,0.423,-15.93,-38.94,-43.701,None,3
0.561,-0.487,0.394,-15.076,-37.476,-42.847,None,3
0.537,-0.416,0.341,-13.489,-34.79,-40.833,None,3
0.523,-0.36,0.281,-12.573,-32.104,-38.269,None,3
0.513,-0.285,0.28600000000000003,-12.878,-28.442,-35.583,None,3
0.49,-0.224,0.258,-11.78,-24.658,-31.494,None,3
0.488,-0.177,0.245,-10.071,-19.348,-26.611,None,3
0.473,-0.141,0.245,-5.4929999999999986,-15.625,-21.729,None,3
0.476,-0.146,0.237,-0.305,-10.864,-16.174,None,3
0.451,-0.14400000000000002,0.173,2.319,-7.5070000000000014,-10.376,None,3
0.469,-0.154,0.24,3.723,-3.174,-4.944,None,3
0.448,-0.168,0.249,5.615,-1.038,0.122,None,3
0.463,-0.183,0.273,7.324,3.113,5.31,None,3
0.467,-0.219,0.305,10.01,6.5310000000000015,10.681,None,3
0.481,-0.269,0.343,12.817,10.376,15.686,None,3
0.5,-0.339,0.394,17.639,13.916,19.958,None,3
0.511,-0.413,0.448,20.447,16.785,23.254,None,3
0.525,-0.495,0.506,20.203,17.578,25.818,None,3
0.534,-0.563,0.53,18.982,17.273,27.039,None,3
0.544,-0.611,0.544,15.32,16.541,27.1,None,3
0.552,-0.638,0.562,11.414,15.198,26.794,None,3
0.569,-0.6659999999999999,0.574,8.179,14.16,26.062,None,3
0.5710000000000001,-0.687,0.56,5.859,12.817,25.024,None,3
0.584,-0.7020000000000001,0.581,4.211,12.573,23.804,None,3
0.5920000000000001,-0.718,0.5870000000000001,4.272,12.268,22.583,None,3
0.6,-0.747,0.5920000000000001,3.54,12.634,21.301,None,3
0.607,-0.76,0.619,2.319,12.695,19.409,None,3
0.609,-0.7609999999999999,0.633,0.61,11.963,17.09,None,3
0.612,-0.7609999999999999,0.637,-0.4270000000000001,11.169,14.771,None,3
0.615,-0.7490000000000001,0.653,-1.831,10.071,12.817,None,3
0.609,-0.742,0.653,-3.723,8.85,11.047,None,3
0.606,-0.726,0.657,-4.0280000000000005,7.69,9.216,None,3
0.607,-0.721,0.665,-3.479,6.5310000000000015,8.118,None,3
0.605,-0.73,0.657,-2.502,5.615,6.714,None,3
0.609,-0.735,0.638,-1.77,4.517,5.31,None,3
0.608,-0.737,0.624,-1.099,3.479,3.723,None,3
0.604,-0.731,0.62,-1.2819999999999998,3.052,2.014,None,3
0.609,-0.725,0.629,-1.892,2.747,0.61,None,3
0.605,-0.71,0.636,-2.563,2.258,-0.732,None,3
0.606,-0.6990000000000001,0.629,-2.502,1.587,-2.258,None,3
0.605,-0.672,0.638,-3.2960000000000003,0.977,-3.662,None,3
0.606,-0.652,0.6459999999999999,-3.662,0.061,-4.517,None,3
0.602,-0.642,0.636,-2.869,-0.916,-5.127000000000002,None,3
0.602,-0.639,0.627,-2.136,-2.014,-5.4929999999999986,None,3
0.597,-0.629,0.619,-2.747,-2.747,-5.737,None,3
0.593,-0.615,0.611,-3.2960000000000003,-3.6010000000000004,-6.104,None,3
0.586,-0.593,0.599,-4.0280000000000005,-4.272,-6.47,None,3
0.581,-0.565,0.589,-4.15,-5.066,-6.47,None,3
0.578,-0.552,0.579,-2.075,-5.127000000000002,-6.287000000000001,None,3
0.574,-0.5539999999999999,0.5760000000000001,-0.916,-5.066,-5.737,None,3
0.575,-0.563,0.5710000000000001,0.488,-4.883,-5.127000000000002,None,3
0.5710000000000001,-0.5820000000000001,0.57,3.479,-4.578,-4.517,None,3
0.5710000000000001,-0.608,0.575,5.797999999999999,-4.211,-3.906,None,3
0.573,-0.642,0.58,6.653,-4.089,-4.0280000000000005,None,3
0.5720000000000001,-0.654,0.573,5.31,-4.578,-4.883,None,3
0.569,-0.6459999999999999,0.5579999999999999,2.38,-5.31,-5.797999999999999,None,3
0.5670000000000001,-0.62,0.545,-1.16,-6.104,-6.226,None,3
0.563,-0.59,0.531,-4.333,-6.47,-6.775,3beats_3,3
0.56,-0.552,0.515,-7.08,-6.5310000000000015,-6.957999999999998,None,3
0.562,-0.515,0.5,-9.033,-6.5310000000000015,-6.5310000000000015,None,3
0.569,-0.487,0.485,-10.01,-6.104,-6.042000000000002,None,3
0.578,-0.465,0.472,-10.437,-5.249,-5.066,None,3
0.593,-0.457,0.461,-11.292,-4.395,-3.357,None,3
0.609,-0.47,0.431,-10.376,-3.906,-1.465,None,3
0.632,-0.504,0.388,-9.705,-3.54,0.5489999999999999,None,3
0.6579999999999999,-0.5589999999999999,0.332,-9.521,-2.869,2.014,None,3
0.687,-0.615,0.272,-13.489,-2.014,3.052,None,3
0.736,-0.685,0.201,-20.081,-1.526,3.6010000000000004,None,3
0.772,-0.742,0.104,-25.94,-1.038,2.6860000000000004,None,3
0.778,-0.787,-0.013,-30.823,0.244,0.8540000000000001,None,3
0.7859999999999999,-0.826,-0.086,-35.4,4.578,-1.465,None,3
0.7909999999999999,-0.862,-0.142,-37.842,11.902,-4.272,None,3
0.804,-0.894,-0.153,-40.71,19.836,-7.263,None,3
0.826,-0.895,-0.165,-42.542,28.259,-11.597,None,3
0.865,-0.892,-0.147,-43.64,37.354,-16.663,None,3
0.916,-0.885,-0.127,-47.058,45.898,-21.912,None,3
0.939,-0.851,-0.121,-53.589,52.124,-27.283,None,3
0.961,-0.8270000000000001,-0.117,-57.983,58.167,-32.349000000000004,None,3
0.977,-0.8109999999999999,-0.126,-62.56100000000001,63.232,-36.804,None,3
0.984,-0.8220000000000001,-0.191,-63.965,67.81,-41.13800000000001,None,3
0.981,-0.813,-0.212,-67.627,73.12,-45.776,None,3
0.989,-0.818,-0.228,-72.083,79.65100000000002,-50.598,None,3
0.998,-0.8,-0.244,-77.087,86.365,-55.542,None,3
1.008,-0.764,-0.241,-85.266,93.079,-61.218,None,3
1.033,-0.685,-0.226,-93.567,99.915,-66.956,None,3
1.075,-0.603,-0.193,-99.487,106.628,-72.449,None,3
1.127,-0.504,-0.138,-104.675,113.464,-76.965,None,3
1.145,-0.43,-0.095,-109.375,118.53,-80.139,None,3
1.172,-0.393,-0.043,-113.22,122.864,-82.275,None,3
1.198,-0.38,0.014,-117.859,127.075,-83.679,None,3
1.217,-0.387,0.027000000000000003,-122.437,129.333,-85.571,None,3
1.233,-0.385,0.05,-127.014,130.737,-88.257,None,3
1.2919999999999998,-0.388,0.109,-135.132,133.179,-91.003,None,3
1.294,-0.358,0.172,-146.97299999999996,133.72799999999998,-94.788,None,3
1.286,-0.34600000000000003,0.204,-154.724,132.996,-97.839,None,3
1.276,-0.344,0.222,-158.02,132.202,-101.257,None,3
1.268,-0.373,0.202,-157.043,131.34799999999998,-104.675,None,3
1.267,-0.389,0.166,-159.485,131.10399999999998,-108.459,None,3
1.277,-0.408,0.083,-161.92600000000004,130.859,-113.281,None,3
1.311,-0.419,0.01,-163.94,132.56799999999998,-118.591,None,3
1.35,-0.3670000000000001,-0.019,-165.894,136.414,-125.427,None,3
1.41,-0.287,0.011,-169.00599999999997,141.602,-131.592,None,3
1.4409999999999998,-0.192,0.098,-175.842,146.118,-136.414,None,3
1.44,-0.102,0.181,-176.88,148.68200000000004,-140.076,None,3
1.432,-0.038,0.259,-171.204,150.879,-143.066,None,3
1.4169999999999998,0.01,0.331,-169.739,151.428,-144.226,None,3
1.409,0.014,0.3720000000000001,-167.358,150.94,-144.165,None,3
1.395,-0.006,0.36,-157.959,150.391,-144.165,None,3
1.4,-0.019,0.373,-149.475,151.001,-144.531,None,3
1.3869999999999998,-0.018000000000000002,0.409,-148.254,151.55,-145.08100000000005,None,3
1.384,0.02,0.494,-144.165,153.137,-146.97299999999996,None,3
1.369,0.086,0.619,-141.113,154.236,-148.315,None,3
1.348,0.179,0.792,-144.836,153.809,-148.254,None,3
1.311,0.233,0.942,-146.72899999999996,150.635,-146.851,None,3
1.276,0.261,1.053,-143.67700000000005,146.05700000000004,-144.226,None,3
1.1740000000000002,0.369,1.112,-140.93,139.709,-140.686,None,3
1.167,0.57,1.551,-148.437,127.502,-134.705,None,3
0.999,0.778,2.02,-140.381,111.145,-129.7,None,3
0.924,0.706,2.053,-123.108,99.731,-119.385,None,3
0.89,0.477,2.147,-128.174,86.914,-110.84,None,3
0.821,0.179,2.064,-117.554,69.58,-105.591,None,3
0.807,0.18,1.972,-100.403,57.617,-99.792,None,3
0.74,0.277,1.6780000000000002,-79.956,42.114,-93.811,None,3
0.7340000000000001,0.233,1.192,-43.03,42.542,-87.76899999999998,None,3
0.725,0.215,0.894,-18.005,38.269,-79.22399999999998,None,3
0.6779999999999999,0.191,0.775,-13.428,30.884,-69.946,None,3
0.669,0.108,0.78,-14.16,29.358,-62.13399999999999,None,3
0.626,0.058,0.8390000000000001,-10.071,25.452,-55.603,None,3
0.589,0.084,0.94,-10.132,22.217,-49.744,None,3
0.53,0.188,1.021,-16.052,17.456,-42.358,None,3
0.488,0.29,1.057,-18.555,10.925,-33.691,None,3
0.46,0.33,1.057,-17.883,3.967,-24.109,None,3
0.45,0.247,1.041,-15.869000000000002,-3.052,-14.038,None,3
0.444,0.126,1.004,-13.184,-9.644,-5.31,None,3
0.456,0.001,0.931,-8.85,-14.648,2.258,None,3
0.4920000000000001,-0.132,0.7809999999999999,-0.8540000000000001,-17.395,7.69,None,3
0.544,-0.244,0.609,0.7929999999999999,-18.494,11.353,None,3
0.5870000000000001,-0.404,0.464,-8.972000000000003,-18.555,14.099,None,3
0.5770000000000001,-0.482,0.361,0.122,-16.907,11.597,None,3
0.594,-0.487,0.396,8.301,-16.357,14.343,None,3
0.555,-0.312,0.52,-9.827,-17.212,14.893,None,3
0.5479999999999999,-0.37,0.667,-10.376,-17.639,16.296,None,3
0.5539999999999999,-0.613,0.6,-3.113,-16.052,15.380999999999998,None,3
0.584,-0.8640000000000001,0.484,7.263,-14.038,12.634,None,3
0.598,-0.992,0.391,8.545,-12.817,8.85,None,3
0.621,-0.981,0.374,2.869,-10.681,4.333,None,3
0.636,-0.892,0.425,0.488,-9.216,0.061,None,3
0.653,-0.8240000000000001,0.462,-1.892,-7.5070000000000014,-3.723,None,3
0.672,-0.754,0.466,-2.93,-5.981,-6.409,None,3
0.6809999999999999,-0.6890000000000001,0.476,-4.0280000000000005,-5.676,-8.484,None,3
0.6779999999999999,-0.654,0.449,-4.578,-6.409,-9.583,None,3
0.6629999999999999,-0.61,0.417,-3.967,-7.629,-10.254,None,3
0.647,-0.585,0.408,-6.165,-8.179,-10.01,None,3
0.627,-0.545,0.421,-7.141,-7.5070000000000014,-9.399,None,3
0.611,-0.501,0.438,-7.202000000000001,-6.287000000000001,-8.301,None,3
0.605,-0.47,0.456,-7.751,-4.7,-7.4460000000000015,None,3
0.595,-0.426,0.478,-7.019,-3.662,-6.165,None,3
0.59,-0.373,0.498,-4.822,-2.38,-4.395,None,3
0.595,-0.358,0.521,-1.77,-0.977,-1.709,None,3
0.589,-0.354,0.52,1.465,-0.488,0.732,None,3
0.593,-0.339,0.536,1.404,0.5489999999999999,3.235,None,3
0.598,-0.33,0.545,0.916,0.916,6.104,None,3
0.602,-0.37,0.524,3.174,0.6709999999999999,9.583,None,3
0.601,-0.408,0.501,5.188,0.4270000000000001,12.207,None,3
0.598,-0.4270000000000001,0.499,5.797999999999999,0.8540000000000001,14.343,None,3
0.6,-0.465,0.487,6.5920000000000005,1.3430000000000002,16.052,None,3
0.6,-0.483,0.486,5.127000000000002,2.258,16.785,None,3
0.617,-0.501,0.491,5.066,3.235,17.334,None,3
0.626,-0.522,0.504,5.676,3.784,18.005,None,3
0.626,-0.5429999999999999,0.514,5.859,4.15,18.372,None,3
0.652,-0.5820000000000001,0.521,6.775,4.211,18.677,None,3
0.672,-0.601,0.5429999999999999,7.141,3.784,18.921,None,3
0.669,-0.619,0.5329999999999999,4.883,2.8080000000000003,18.921,None,3
0.688,-0.632,0.516,5.4929999999999986,1.465,18.555,None,3
0.696,-0.631,0.506,4.822,0.61,17.944000000000006,None,3
0.688,-0.639,0.494,5.981,0.488,16.907,None,3
0.6809999999999999,-0.642,0.501,5.859,1.2819999999999998,15.93,None,3
0.682,-0.662,0.513,4.089,1.77,14.954,None,3
0.674,-0.675,0.518,2.93,1.709,13.855,None,3
0.669,-0.684,0.526,2.869,1.77,12.39,None,3
0.66,-0.691,0.528,1.77,2.258,10.925,None,3
0.659,-0.684,0.5429999999999999,1.587,2.991,8.972000000000003,None,3
0.6559999999999999,-0.6890000000000001,0.5579999999999999,0.732,2.502,7.202000000000001,None,3
0.6509999999999999,-0.687,0.5660000000000001,-0.977,1.587,5.797999999999999,None,3
0.647,-0.6829999999999999,0.556,-1.587,0.244,4.456,None,3
0.645,-0.6759999999999999,0.514,-0.244,-1.16,3.235,None,3
0.64,-0.6579999999999999,0.476,-0.5489999999999999,-1.831,2.136,None,3
0.644,-0.644,0.464,-1.221,-1.831,1.099,None,3
0.6459999999999999,-0.627,0.456,-1.831,-1.526,0.122,None,3
0.6459999999999999,-0.606,0.462,-2.441,-0.977,-0.6709999999999999,None,3
0.652,-0.58,0.47,-1.892,0.244,-1.404,None,3
0.6579999999999999,-0.5529999999999999,0.485,-2.319,1.465,-1.709,None,3
0.6629999999999999,-0.539,0.475,-2.6860000000000004,1.892,-2.075,None,3
0.67,-0.517,0.469,-3.662,2.197,-2.6860000000000004,None,3
0.6779999999999999,-0.487,0.476,-4.7,2.869,-2.319,None,3
0.6859999999999999,-0.479,0.4920000000000001,-3.6010000000000004,3.662,-1.709,None,3
0.6940000000000001,-0.475,0.542,-3.418,4.578,-0.61,None,3
0.6940000000000001,-0.486,0.585,-3.357,4.6389999999999985,0.7929999999999999,None,3
0.7,-0.507,0.615,-1.526,4.089,1.526,None,3
0.7020000000000001,-0.529,0.639,0.8540000000000001,2.93,2.563,None,3
0.711,-0.5720000000000001,0.6409999999999999,4.089,2.014,2.869,None,3
0.7,-0.585,0.6459999999999999,4.822,1.038,2.319,None,3
0.7070000000000001,-0.584,0.698,5.371,0.61,1.099,None,3
0.7140000000000001,-0.562,0.728,8.667,0.122,0.0,None,3
0.701,-0.536,0.779,13.428,-0.61,-1.221,None,3
0.736,-0.5429999999999999,0.882,24.536,0.061,-1.16,None,3
0.75,-0.563,0.979,40.71,-0.61,-1.16,None,3
0.779,-0.612,1.083,53.894,-2.319,-1.3430000000000002,None,3
0.792,-0.634,1.169,61.707,-6.348,-2.6860000000000004,None,3
0.7959999999999999,-0.6659999999999999,1.248,63.965,-12.268,-4.211,None,3
0.7909999999999999,-0.685,1.278,61.279,-20.813,-5.797999999999999,None,3
0.775,-0.701,1.267,62.683,-30.396,-7.202000000000001,None,3
0.769,-0.732,1.263,66.345,-39.307,-8.606,None,3
0.762,-0.7979999999999999,1.253,70.12899999999999,-47.668,-9.705,None,3
0.758,-0.846,1.246,72.327,-55.908,-12.024,None,3
0.755,-0.88,1.25,73.85300000000002,-63.782,-15.380999999999998,None,3
0.757,-0.878,1.263,72.021,-71.777,-20.081,None,3
0.748,-0.85,1.255,67.627,-80.017,-24.414,None,3
0.746,-0.828,1.245,59.692,-88.196,-27.954,None,3
0.7290000000000001,-0.807,1.17,52.49,-97.534,-30.884,None,3
0.7240000000000001,-0.812,1.047,52.49,-105.225,-33.142,None,3
0.723,-0.8390000000000001,0.913,53.467,-111.145,-34.668,None,3
0.718,-0.8440000000000001,0.792,54.382,-114.502,-37.72,None,3
0.728,-0.8240000000000001,0.77,52.49,-115.417,-41.199,None,3
0.721,-0.763,0.79,51.025,-115.417,-44.495,None,3
0.7,-0.677,0.8390000000000001,52.368,-115.662,-47.54600000000001,None,3
0.701,-0.606,0.911,56.152,-116.577,-48.95,None,3
0.682,-0.5479999999999999,0.976,56.458,-118.591,-48.889,None,3
0.6920000000000001,-0.564,1.083,50.11,-122.498,-46.631,None,3
0.66,-0.629,1.035,50.17100000000001,-130.31,-44.067,None,3
0.669,-0.713,0.882,57.434,-137.512,-42.908,None,3
0.6859999999999999,-0.775,0.722,63.904,-142.21200000000005,-43.823,None,3
0.7020000000000001,-0.8370000000000001,0.629,65.247,-143.921,-45.288,None,3
0.69,-0.8029999999999999,0.552,68.054,-143.799,-48.584,None,3
0.688,-0.67,0.555,72.571,-141.968,-52.49,None,3
0.669,-0.526,0.615,80.688,-140.259,-55.115,3beats_1,3
0.672,-0.391,0.742,87.83,-138.916,-54.44300000000001,None,3
0.6559999999999999,-0.321,0.8109999999999999,101.501,-140.137,-51.08600000000001,None,3
0.634,-0.325,0.81,111.084,-143.67700000000005,-46.57,None,3
0.652,-0.418,0.757,111.084,-148.499,-41.44300000000001,None,3
0.657,-0.59,0.743,94.849,-152.832,-34.851,None,3
0.633,-0.818,0.68,87.219,-156.799,-30.029,None,3
0.615,-0.982,0.544,95.825,-159.30200000000005,-31.067,None,3
0.5820000000000001,-1.116,0.406,101.563,-159.79,-35.278,None,3
0.5720000000000001,-1.23,0.28300000000000003,105.103,-157.959,-40.466,None,3
0.55,-1.338,0.16,106.995,-154.114,-46.57,None,3
0.529,-1.412,0.077,102.844,-148.315,-54.13800000000001,None,3
0.501,-1.423,0.047,92.712,-141.66299999999995,-63.293,None,3
0.475,-1.36,0.051,74.158,-135.376,-72.632,None,3
0.451,-1.255,0.105,54.199,-130.493,-80.017,None,3
0.426,-1.171,0.172,40.161,-125.916,-85.083,None,3
0.39,-1.135,0.226,31.677,-122.742,-87.646,None,3
0.354,-1.108,0.26,31.616,-120.3,-90.576,None,3
0.327,-1.074,0.272,33.691,-118.225,-93.079,None,3
0.32,-1.074,0.261,39.49,-116.211,-95.032,None,3
0.298,-1.086,0.225,43.823,-114.502,-96.924,None,3
0.281,-1.101,0.199,48.645,-111.938,-99.426,None,3
0.265,-1.135,0.183,53.04,-108.521,-101.99,None,3
0.253,-1.133,0.165,52.795,-105.164,-105.164,None,3
0.232,-1.095,0.14,44.922,-102.783,-109.192,None,3
0.206,-1.015,0.13,32.471,-101.074,-112.793,None,3
0.173,-0.933,0.138,17.517,-99.67,-115.295,None,3
0.14300000000000002,-0.825,0.161,3.845,-98.389,-116.577,None,3
0.109,-0.7070000000000001,0.184,-8.118,-97.351,-116.699,None,3
0.076,-0.583,0.234,-18.555,-96.924,-115.662,None,3
0.049,-0.493,0.279,-24.109,-96.985,-112.732,None,3
0.025,-0.415,0.32299999999999995,-22.827,-96.985,-108.704,None,3
0.01,-0.383,0.35600000000000004,-20.935,-97.778,-103.638,None,3
-0.011,-0.395,0.35100000000000003,-19.409,-99.609,-97.351,None,3
-0.028,-0.43,0.284,-20.264,-101.99,-91.309,None,3
-0.061,-0.47,0.18,-26.428,-104.919,-85.815,None,3
-0.08800000000000001,-0.508,0.025,-36.316,-107.056,-80.994,None,3
-0.14,-0.499,-0.111,-51.636,-108.032,-77.271,None,3
-0.187,-0.464,-0.223,-68.78699999999999,-106.323,-73.792,None,3
-0.231,-0.402,-0.28,-83.31299999999997,-103.21,-69.214,None,3
-0.277,-0.354,-0.337,-89.111,-98.572,-64.209,None,3
-0.316,-0.339,-0.36,-88.01299999999998,-92.529,-57.739,None,3
-0.342,-0.35600000000000004,-0.378,-82.52,-84.77799999999998,-50.72,None,3
-0.35200000000000004,-0.358,-0.376,-72.083,-76.111,-44.128,None,3
-0.365,-0.37,-0.365,-63.049,-67.749,-38.025,None,3
-0.379,-0.384,-0.358,-58.105,-60.059,-31.616,None,3
-0.397,-0.38,-0.342,-54.13800000000001,-52.734,-26.123,None,3
-0.409,-0.376,-0.333,-48.462,-45.532,-20.752,None,3
-0.4320000000000001,-0.365,-0.33,-45.715,-39.001,-15.076,None,3
-0.453,-0.353,-0.299,-43.091,-32.166,-9.583,None,3
-0.456,-0.373,-0.262,-35.95,-25.024,-4.272,None,3
-0.466,-0.44,-0.225,-26.245,-18.127,1.892,None,3
-0.459,-0.5379999999999999,-0.17600000000000002,-14.709,-10.681,7.69,None,3
-0.454,-0.65,-0.157,-4.761,-4.15,12.268,None,3
-0.454,-0.735,-0.159,-0.183,1.16,14.526,None,3
-0.452,-0.763,-0.154,-1.2819999999999998,5.737,14.526,None,3
-0.453,-0.736,-0.133,-5.005,10.132,13.489,None,3
-0.464,-0.695,-0.079,-9.46,14.220999999999998,12.939,None,3
-0.461,-0.638,-0.027000000000000003,-11.108,18.005,12.817,None,3
-0.468,-0.59,0.017,-12.695,20.691,13.55,None,3
