0 , 0
1 , 3
2 , 0
3 , 0
4 , 1
5 , 0
6 , 0
7 , 2
8 , 0
9 , 3
10 , 0
11 , 0
12 , 1
13 , 0
14 , 0
15 , 2
16 , 0
17 , 0
18 , 3
19 , 0
20 , 1
21 , 0
22 , 0
23 , 2
24 , 0
25 , 0
26 , 3
27 , 0
28 , 0
29 , 1
30 , 0
31 , 0
32 , 2
33 , 0
34 , 3
35 , 3
36 , 0
37 , 1
38 , 1
39 , 0
40 , 2
41 , 0
42 , 0
43 , 3
44 , 0
45 , 0
46 , 1
47 , 0
48 , 0
49 , 2
50 , 0
51 , 0
52 , 3
53 , 0
54 , 0
55 , 1
56 , 0
57 , 2
58 , 2
59 , 0
60 , 0
61 , 3
62 , 0
63 , 0
64 , 1
65 , 0
66 , 0
67 , 2
68 , 0
69 , 0
70 , 3
71 , 0
72 , 0
73 , 1
74 , 0
75 , 0
76 , 2
77 , 0
78 , 3
79 , 0
80 , 0
81 , 1
82 , 0
83 , 0
84 , 2
85 , 0
86 , 0
87 , 0
88 , 0
89 , 1
90 , 0
91 , 0
92 , 2
93 , 0
94 , 0
95 , 3
96 , 0
97 , 0
98 , 1
99 , 0
100 , 0
101 , 2
102 , 0
103 , 0
104 , 3
105 , 0
106 , 0
107 , 1
108 , 0
109 , 0
110 , 2
111 , 0
112 , 0
113 , 3
114 , 0
115 , 0
116 , 1
117 , 0
118 , 2
119 , 2
120 , 0
121 , 3
122 , 0
123 , 0
124 , 1
125 , 1
126 , 0
127 , 0
128 , 0
129 , 0
130 , 3
131 , 0
132 , 0
133 , 1
134 , 0
135 , 0
136 , 2
137 , 0
138 , 0
139 , 3
140 , 0
141 , 0
142 , 0
143 , 0
144 , 2
145 , 0
146 , 0
147 , 3
148 , 0
149 , 0
150 , 1
151 , 0
152 , 0
153 , 2
154 , 0
155 , 0
156 , 3
157 , 0
158 , 0
159 , 1
160 , 0
161 , 0
162 , 2
163 , 0
164 , 0
165 , 3
166 , 0
167 , 0
168 , 1
169 , 0
170 , 0
171 , 2
172 , 0
173 , 0
174 , 3
175 , 0
176 , 0
177 , 1
178 , 0
179 , 0
180 , 2
181 , 0
182 , 0
183 , 3
184 , 0
185 , 0
186 , 1
187 , 0
188 , 0
189 , 2
190 , 0
191 , 3
192 , 0
193 , 0
194 , 1
195 , 0
196 , 0
197 , 2
198 , 0
199 , 0
200 , 3
201 , 0
202 , 0
203 , 1
204 , 0
205 , 0
206 , 2
207 , 0
208 , 0
209 , 3
210 , 0
211 , 0
212 , 1
213 , 0
214 , 0
215 , 0
216 , 0
217 , 0
218 , 0
219 , 0
