aX,aY,aZ,gX,gY,gZ,,,,
-0.316,0.075,0.755,5.432,146.606,-8.24,,,,
-0.328,0.066,0.827,4.211,145.874,-5.981,,,,
-0.341,0.046,0.964,6.714,145.752,-3.662,,,,
-0.335,0.03,1.158,13.55,144.775,-1.16,,,,
-0.29,0.014,1.339,21.973,141.296,1.038,,,,
-0.307,0.022,1.5,27.222,134.277,2.441,,,,
-0.34,0.029,1.698,34.302,126.099,3.723,,,,
-0.32,0.02,1.873,43.213,116.638,5.554,,,,
-0.32,-0.022,1.956,48.157,102.905,7.324,,,,
-0.356,-0.083,1.947,45.41,86.487,8.85,,,,
-0.393,-0.151,1.914,35.767,70.068,9.46,,,,
-0.422,-0.201,1.881,24.414,54.932,8.484,,,,
-0.431,-0.245,1.831,12.939,40.833,6.958,,,,
-0.443,-0.274,1.746,2.075,27.71,4.761,,,,
-0.454,-0.281,1.653,-7.751,15.625,2.197,,,,
-0.462,-0.265,1.553,-14.038,5.188,-0.305,,,,
-0.473,-0.24,1.456,-16.541,-2.747,-2.441,,,,
-0.482,-0.213,1.354,-16.235,-8.545,-4.15,,,,
-0.486,-0.188,1.263,-15.259,-12.512,-5.066,,,,
-0.487,-0.178,1.174,-13.855,-15.564,-5.371,,,,
-0.493,-0.159,1.099,-14.038,-17.578,-5.615,,,,
-0.501,-0.142,1.041,-13.611,-18.127,-5.554,,,,
-0.501,-0.116,1.006,-12.878,-17.944,-5.31,,,,
-0.5,-0.094,0.977,-10.925,-17.761,-4.944,,,,
-0.499,-0.072,0.968,-9.338,-17.456,-4.089,,,,
-0.483,-0.052,0.958,-7.385,-17.09,-3.052,,,,
-0.473,-0.044,0.94,-4.517,-17.395,-1.587,,,,
-0.473,-0.041,0.926,-1.343,-17.944,0,,,,
-0.468,-0.044,0.941,3.052,-17.456,1.587,,,,
-0.453,-0.046,0.957,7.874,-17.029,2.869,,,,
-0.449,-0.054,0.993,12.451,-17.151,4.028,,,,
-0.431,-0.059,1.029,16.113,-17.944,5.249,,,,
-0.428,-0.071,1.06,18.433,-19.836,5.859,,,,
-0.448,-0.078,1.126,20.142,-22.095,6.226,,,,
-0.436,-0.085,1.209,21.912,-24.414,6.653,,,,
-0.432,-0.092,1.272,24.475,-28.442,6.775,,,,
-0.434,-0.1,1.34,26.245,-34.241,6.531,,,,
-0.426,-0.101,1.407,24.719,-40.527,6.409,,,,
-0.429,-0.098,1.461,21.057,-48.523,6.47,,,,
-0.428,-0.105,1.484,18.616,-57.556,6.531,,,,
-0.427,-0.122,1.495,16.968,-67.078,6.409,,,,
-0.425,-0.152,1.48,16.296,-76.843,6.531,,,,
-0.427,-0.186,1.472,15.381,-86.121,6.226,,,,
-0.423,-0.211,1.458,14.099,-94.727,5.432,,,,
-0.41,-0.235,1.42,13.306,-103.516,4.333,,,,
-0.397,-0.261,1.348,12.573,-112.671,3.235,,,,
-0.403,-0.292,1.249,10.437,-121.826,1.465,,,,
-0.415,-0.3,1.164,6.47,-129.028,-0.854,,,,
-0.425,-0.278,1.093,2.991,-134.033,-3.113,,,,
-0.435,-0.252,1.029,1.465,-137.634,-4.822,,,,
-0.437,-0.23,0.96,1.221,-140.808,-5.798,,,,
-0.447,-0.212,0.876,1.038,-143.311,-6.165,,,,
-0.465,-0.204,0.788,-0.305,-145.081,-6.287,,,,
-0.481,-0.212,0.707,-2.625,-145.874,-6.226,,,,
-0.498,-0.221,0.633,-4.639,-145.691,-6.226,,,,
-0.504,-0.233,0.562,-6.165,-144.836,-6.348,,,,
-0.515,-0.237,0.473,-9.46,-143.921,-6.531,,,,
-0.527,-0.236,0.358,-13.672,-142.761,-7.019,,,,
-0.55,-0.232,0.24,-18.188,-140.503,-7.507,,,,
-0.575,-0.223,0.138,-23.071,-136.658,-7.568,,,,
-0.597,-0.206,0.04,-27.71,-131.592,-7.446,,,,
-0.624,-0.189,-0.055,-29.846,-125.488,-7.202,,,,
-0.661,-0.169,-0.141,-30.64,-117.859,-6.836,,,,
-0.683,-0.152,-0.205,-29.846,-108.887,-6.287,,,,
-0.702,-0.144,-0.25,-26.001,-98.877,-5.554,,,,
-0.724,-0.132,-0.278,-20.996,-88.501,-4.7,,,,
-0.746,-0.124,-0.299,-15.747,-77.759,-3.662,,,,
-0.762,-0.116,-0.306,-11.78,-67.261,-2.686,,,,
-0.778,-0.114,-0.309,-8.301,-56.946,-1.709,,,,
-0.789,-0.11,-0.293,-5.981,-46.936,-0.549,,,,
-0.791,-0.098,-0.265,-4.272,-37.17,0.061,,,,
-0.799,-0.098,-0.251,-2.869,-28.564,0.977,,,,
-0.805,-0.1,-0.234,-3.052,-20.569,1.953,,,,
-0.81,-0.094,-0.205,-4.028,-12.939,2.563,,,,
-0.81,-0.09,-0.151,-3.601,-5.737,3.296,,,,
-0.807,-0.087,-0.075,-0.854,1.587,4.333,,,,
-0.805,-0.085,-0.002,2.625,7.935,5.005,,,,
-0.81,-0.089,0.056,4.883,12.939,5.92,,,,
-0.813,-0.091,0.123,5.615,16.968,6.531,,,,
-0.812,-0.093,0.183,7.263,20.569,7.141,,,,
-0.816,-0.101,0.24,8.789,23.132,7.812,,,,
-0.817,-0.111,0.288,9.216,24.902,8.301,,,,
-0.82,-0.124,0.325,8.24,25.818,8.484,,,,
-0.82,-0.132,0.352,6.042,26.306,8.667,,,,
-0.825,-0.133,0.37,3.174,26.55,8.484,,,,
-0.828,-0.127,0.383,0.671,26.55,8.423,,,,
-0.831,-0.122,0.39,-0.488,26.55,8.301,,,,
-0.828,-0.128,0.391,-0.366,26.611,8.606,,,,
-0.826,-0.137,0.383,-0.061,26.489,8.667,,,,
-0.821,-0.153,0.365,-0.305,26.489,8.667,,,,
-0.814,-0.169,0.333,-1.465,26.306,8.545,,,,
-0.813,-0.187,0.286,-2.258,26.733,8.118,,,,
-0.806,-0.21,0.23,-2.319,27.832,7.69,,,,
-0.801,-0.234,0.163,-2.625,30.09,7.08,,,,
-0.799,-0.255,0.094,-4.211,33.264,5.859,,,,
-0.79,-0.274,0.017,-7.324,37.537,4.578,,,,
-0.779,-0.285,-0.054,-11.719,42.725,2.869,,,,
-0.765,-0.295,-0.117,-15.503,49.133,1.038,,,,
-0.75,-0.298,-0.147,-19.287,57.19,-0.854,,,,
-0.724,-0.269,-0.13,-22.522,66.223,-3.235,,,,
-0.689,-0.235,-0.092,-22.888,75.745,-5.127,,,,
-0.658,-0.211,-0.062,-20.447,84.534,-6.042,,,,
-0.621,-0.207,-0.051,-16.663,92.468,-6.287,,,,
-0.584,-0.223,-0.061,-13.062,99.915,-6.348,,,,
-0.55,-0.233,-0.072,-11.963,107.666,-6.775,,,,
-0.507,-0.241,-0.076,-12.268,115.723,-7.812,,,,
-0.459,-0.26,-0.079,-13.55,123.84,-8.911,,,,
-0.417,-0.283,-0.072,-14.526,132.507,-10.376,,,,
-0.377,-0.268,-0.032,-15.015,142.09,-12.939,,,,
-0.325,-0.233,0.055,-14.771,152.1,-15.381,,,,
-0.276,-0.176,0.171,-14.038,161.255,-17.578,,,,
-0.26,-0.102,0.326,-10.986,169.006,-19.592,,,,
-0.257,-0.004,0.543,-4.761,175.842,-20.569,,,,
-0.226,0.109,0.808,6.226,181.396,-19.958,,,,
-0.2,0.197,1.063,23.743,182.8,-17.09,,,,
-0.193,0.256,1.265,38.513,179.199,-12.329,,,,
-0.22,0.298,1.425,43.823,171.265,-6.287,,,,
-0.24,0.301,1.551,46.875,161.804,0.427,,,,
-0.256,0.262,1.622,48.401,150.818,8.118,,,,
-0.315,0.206,1.695,48.767,139.16,15.381,,,,
-0.345,0.105,1.786,54.016,128.357,21.851,,,,
-0.332,0.015,1.884,60.73,117.615,26.672,,,,
-0.328,-0.089,1.93,68.115,104.797,29.968,,,,
-0.336,-0.219,1.924,72.021,89.905,31.555,,,,
-0.346,-0.352,1.87,69.336,74.28,31.311,,,,
-0.358,-0.469,1.788,60.181,58.899,29.053,,,,
-0.365,-0.56,1.714,45.41,45.105,25.024,,,,
-0.382,-0.609,1.626,26.062,32.715,19.714,,,,
-0.397,-0.614,1.532,7.019,22.095,13.672,,,,
-0.414,-0.574,1.456,-9.216,13.367,7.141,,,,
-0.436,-0.505,1.417,-19.775,6.714,1.465,,,,
-0.442,-0.426,1.399,-23.437,1.831,-2.991,,,,
-0.439,-0.356,1.362,-20.691,-2.686,-5.676,,,,
-0.446,-0.301,1.305,-17.09,-7.141,-7.019,,,,
-0.45,-0.26,1.252,-15.32,-10.864,-7.629,,,,
-0.451,-0.222,1.202,-14.587,-13.977,-8.057,,,,
-0.452,-0.199,1.157,-13.489,-16.602,-7.812,,,,
-0.448,-0.19,1.116,-12.146,-18.555,-7.019,,,,
-0.443,-0.188,1.08,-10.437,-20.02,-6.287,,,,
-0.437,-0.182,1.052,-8.728,-21.179,-5.859,,,,
-0.43,-0.188,1.026,-6.531,-21.973,-5.249,,,,
-0.424,-0.194,1,-4.578,-23.132,-4.944,,,,
-0.417,-0.202,0.966,-3.54,-24.475,-4.517,,,,
-0.408,-0.209,0.935,-3.967,-25.33,-4.15,,,,
-0.409,-0.201,0.915,-5.493,-26.123,-4.333,,,,
-0.403,-0.197,0.895,-6.836,-26.306,-4.211,,,,
-0.4,-0.19,0.875,-7.874,-26.367,-4.028,,,,
-0.407,-0.19,0.863,-8.667,-26.367,-3.967,,,,
-0.409,-0.187,0.859,-8.85,-26.123,-3.662,,,,
-0.412,-0.19,0.849,-8.179,-25.635,-3.418,,,,
-0.41,-0.193,0.829,-8.118,-25.757,-3.296,,,,
-0.417,-0.201,0.798,-7.263,-25.818,-3.235,,,,
-0.435,-0.201,0.797,-6.409,-25.391,-3.357,,,,
-0.434,-0.191,0.806,-3.662,-23.682,-3.845,,,,
-0.435,-0.186,0.81,0.183,-22.339,-4.456,,,,
-0.446,-0.178,0.833,3.357,-21.362,-4.883,,,,
-0.452,-0.164,0.878,6.592,-20.264,-5.188,,,,
-0.453,-0.154,0.95,9.949,-19.592,-5.493,,,,
-0.449,-0.15,1.005,12.024,-20.142,-5.493,,,,
-0.463,-0.144,1.043,12.573,-22.644,-5.493,,,,
-0.473,-0.131,1.091,12.451,-25.208,-5.493,,,,
-0.471,-0.11,1.143,11.047,-28.625,-5.493,,,,
-0.485,-0.104,1.189,8.972,-32.959,-5.066,,,,
-0.499,-0.097,1.244,6.531,-37.415,-4.15,,,,
-0.505,-0.079,1.322,4.883,-41.809,-3.845,,,,
-0.505,-0.069,1.389,6.47,-47.241,-2.808,,,,
-0.507,-0.068,1.455,9.644,-53.589,-1.77,,,,
-0.497,-0.073,1.498,13.916,-61.34,-0.549,,,,
-0.491,-0.092,1.519,17.395,-70.74,0.366,,,,
-0.489,-0.115,1.51,18.066,-80.627,1.16,,,,
-0.48,-0.118,1.501,16.785,-90.454,1.16,,,,
-0.473,-0.121,1.468,15.869,-100.098,1.465,,,,
-0.476,-0.124,1.473,15.198,-108.704,1.587,,,,
-0.444,-0.138,1.452,16.541,-116.699,2.136,,,,
-0.436,-0.162,1.401,18.372,-126.221,2.319,,,,
-0.419,-0.2,1.313,19.531,-134.766,2.136,,,,
-0.403,-0.237,1.179,17.029,-143.25,1.648,,,,
-0.406,-0.267,1.03,11.23,-151.062,0.427,,,,
-0.41,-0.285,0.871,2.869,-156.921,-0.854,,,,
-0.421,-0.297,0.708,-5.798,-160.645,-2.197,,,,
-0.439,-0.29,0.558,-14.648,-162.231,-3.479,,,,
-0.455,-0.273,0.413,-22.766,-161.499,-4.333,,,,
-0.486,-0.267,0.266,-28.503,-159.302,-4.578,,,,
-0.509,-0.259,0.141,-32.959,-155.212,-4.395,,,,
-0.533,-0.258,0.017,-35.339,-149.414,-3.784,,,,
-0.573,-0.254,-0.083,-37.231,-142.09,-3.479,,,,
-0.604,-0.249,-0.17,-37.476,-133.606,-3.113,,,,
-0.626,-0.247,-0.243,-36.316,-124.512,-2.563,,,,
-0.644,-0.242,-0.307,-35.767,-114.38,-2.441,,,,
-0.666,-0.24,-0.368,-35.034,-104.004,-2.136,,,,
-0.696,-0.234,-0.417,-34.363,-93.079,-2.319,,,,
-0.729,-0.228,-0.446,-33.691,-81.238,-2.258,,,,
-0.747,-0.214,-0.452,-31.311,-69.092,-2.075,,,,
-0.76,-0.201,-0.434,-27.71,-56.519,-1.953,,,,
-0.767,-0.183,-0.402,-22.339,-44.189,-1.953,,,,
-0.778,-0.159,-0.364,-15.625,-32.715,-1.709,,,,
-0.789,-0.142,-0.317,-8.545,-21.667,-1.282,,,,
-0.788,-0.128,-0.263,-3.174,-11.78,-0.732,,,,
-0.788,-0.116,-0.215,0.549,-3.662,-0.122,,,,
-0.789,-0.114,-0.173,3.113,3.967,0.732,,,,
-0.793,-0.106,-0.119,4.272,11.169,1.465,,,,
-0.79,-0.104,-0.052,5.676,18.066,2.258,,,,
-0.792,-0.103,0.017,7.874,23.987,3.052,,,,
-0.796,-0.099,0.092,10.742,28.931,3.906,,,,
-0.792,-0.099,0.165,13.611,33.081,4.822,,,,
-0.789,-0.107,0.231,15.747,35.889,5.798,,,,
-0.789,-0.123,0.276,16.785,37.72,6.836,,,,
-0.791,-0.141,0.301,16.296,38.635,7.385,,,,
-0.794,-0.166,0.318,15.259,38.94,7.751,,,,
-0.793,-0.184,0.33,13.55,39.429,7.69,,,,
-0.791,-0.201,0.345,11.353,40.222,7.69,,,,
-0.788,-0.208,0.347,8.667,41.077,7.263,,,,
-0.785,-0.219,0.323,5.615,41.382,6.531,,,,
-0.782,-0.237,0.283,1.587,41.748,6.165,,,,
-0.776,-0.249,0.233,-2.991,42.847,5.371,,,,
-0.764,-0.258,0.177,-8.24,44.739,4.089,,,,
-0.762,-0.257,0.114,-12.878,47.302,2.808,,,,
-0.759,-0.257,0.071,-15.564,51.514,1.404,,,,
-0.738,-0.266,0.03,-16.846,57.129,0.183,,,,
-0.717,-0.276,-0.019,-17.517,63.232,-1.038,,,,
-0.697,-0.291,-0.076,-19.165,69.946,-2.258,,,,
-0.677,-0.296,-0.108,-22.705,77.759,-4.028,,,,
-0.641,-0.279,-0.108,-28.137,86.426,-5.859,,,,
-0.602,-0.243,-0.088,-33.02,95.459,-7.935,,,,
-0.566,-0.205,-0.043,-35.767,104.675,-10.01,,,,
-0.524,-0.166,0.015,-36.011,113.708,-11.292,,,,
-0.475,-0.13,0.065,-33.508,121.887,-12.024,,,,
-0.445,-0.106,0.113,-31.677,129.333,-12.024,,,,
-0.407,-0.084,0.158,-30.273,136.536,-11.841,,,,
-0.365,-0.081,0.206,-27.466,143.005,-11.414,,,,
-0.36,-0.089,0.306,-19.958,150.085,-10.864,,,,
-0.329,-0.05,0.512,-9.827,158.325,-11.353,,,,
-0.285,0.004,0.734,1.343,164.062,-10.925,,,,
-0.258,0.036,0.896,14.465,165.955,-8.911,,,,
-0.285,0.049,1.06,25.635,164.246,-6.531,,,,
-0.318,0.081,1.313,32.532,161.621,-4.578,,,,
-0.313,0.123,1.59,39.612,156.494,-1.404,,,,
-0.313,0.115,1.804,47.424,146.667,3.052,,,,
-0.344,0.079,1.942,50.293,132.141,7.751,,,,
-0.393,0.03,2.045,50.232,115.784,11.536,,,,
-0.408,-0.021,2.138,50.476,99.304,14.587,,,,
-0.412,-0.1,2.154,51.208,81.299,16.418,,,,
-0.434,-0.199,2.09,47.607,62.073,17.273,,,,
-0.46,-0.297,1.992,38.391,43.884,16.785,,,,
-0.476,-0.365,1.879,25.635,27.466,14.282,,,,
-0.489,-0.404,1.741,11.78,12.939,10.986,,,,
-0.512,-0.416,1.59,-0.549,0.732,7.324,,,,
-0.527,-0.407,1.458,-8.911,-7.874,3.662,,,,
-0.538,-0.395,1.333,-12.939,-14.16,0.549,,,,
-0.55,-0.373,1.221,-14.954,-18.799,-2.38,,,,
-0.56,-0.332,1.122,-17.09,-21.484,-4.7,,,,
-0.563,-0.281,1.046,-18.86,-23.071,-5.981,,,,
-0.564,-0.232,0.988,-18.738,-23.926,-6.592,,,,
-0.561,-0.189,0.933,-17.395,-24.353,-6.653,,,,
-0.553,-0.151,0.893,-16.541,-24.597,-6.287,,,,
-0.542,-0.127,0.858,-14.282,-24.292,-5.676,,,,
-0.528,-0.109,0.829,-10.742,-23.315,-4.333,,,,
-0.512,-0.107,0.795,-5.798,-22.339,-2.625,,,,
-0.5,-0.112,0.757,-2.014,-21.606,-1.099,,,,
-0.493,-0.127,0.725,-0.244,-20.386,0.244,,,,
-0.486,-0.146,0.698,0.427,-18.86,1.465,,,,
-0.474,-0.159,0.677,0.977,-17.09,2.014,,,,
-0.471,-0.167,0.659,2.319,-15.686,2.136,,,,
-0.469,-0.179,0.661,3.845,-13.855,2.258,,,,
-0.458,-0.195,0.667,4.639,-11.658,2.319,,,,
-0.453,-0.197,0.669,5.005,-9.888,1.648,,,,
-0.459,-0.196,0.673,5.188,-8.484,0.671,,,,
-0.457,-0.188,0.698,4.639,-6.897,-0.122,,,,
-0.448,-0.183,0.717,3.601,-5.615,-0.61,,,,
-0.46,-0.175,0.723,1.221,-5.249,-1.282,,,,
-0.475,-0.164,0.748,-0.488,-4.883,-1.831,,,,
-0.478,-0.148,0.777,-0.244,-4.211,-2.197,,,,
-0.494,-0.137,0.806,1.709,-3.906,-2.258,,,,
-0.5,-0.136,0.836,3.906,-3.662,-2.014,,,,
-0.516,-0.13,0.889,6.592,-3.845,-1.892,,,,
-0.525,-0.135,0.956,10.071,-3.906,-1.343,,,,
-0.533,-0.14,1.04,13.916,-4.272,-1.099,,,,
-0.539,-0.15,1.142,19.043,-6.165,-1.099,,,,
-0.542,-0.165,1.252,23.743,-9.216,-0.916,,,,
-0.543,-0.184,1.36,27.588,-13.855,-0.793,,,,
-0.54,-0.203,1.474,30.334,-20.142,-1.099,,,,
-0.531,-0.209,1.574,30.457,-28.137,-1.343,,,,
-0.529,-0.237,1.643,31.006,-38.391,-2.075,,,,
-0.524,-0.263,1.697,30.09,-49.744,-2.869,,,,
-0.511,-0.287,1.737,27.771,-61.829,-4.211,,,,
-0.486,-0.303,1.708,24.475,-74.951,-5.676,,,,
-0.49,-0.329,1.622,20.874,-88.867,-6.958,,,,
-0.49,-0.331,1.536,15.076,-101.135,-8.728,,,,
-0.481,-0.321,1.442,9.155,-111.511,-11.047,,,,
-0.495,-0.305,1.363,4.272,-120.178,-13,,,,
-0.49,-0.281,1.306,1.099,-126.709,-14.709,,,,
-0.474,-0.247,1.227,-0.305,-132.69,-16.052,,,,
-0.48,-0.229,1.111,-1.221,-138.855,-16.785,,,,
-0.479,-0.215,0.993,-4.456,-144.226,-16.785,,,,
-0.487,-0.2,0.887,-10.559,-148.132,-16.785,,,,
-0.501,-0.183,0.814,-15.076,-150.635,-16.418,,,,
-0.487,-0.159,0.736,-16.663,-151.733,-15.686,,,,
-0.491,-0.141,0.644,-18.372,-153.137,-14.526,,,,
-0.497,-0.137,0.545,-20.081,-153.625,-12.878,,,,
-0.501,-0.133,0.435,-22.949,-153.625,-11.292,,,,
-0.52,-0.132,0.334,-25.085,-152.527,-9.949,,,,
-0.536,-0.138,0.24,-25.33,-149.963,-8.423,,,,
-0.554,-0.149,0.139,-24.414,-146.362,-6.897,,,,
-0.577,-0.164,0.031,-24.353,-141.846,-5.92,,,,
-0.609,-0.175,-0.064,-24.963,-136.536,-5.066,,,,
-0.631,-0.182,-0.142,-25.757,-129.883,-4.333,,,,
-0.649,-0.189,-0.205,-26.489,-122.192,-4.089,,,,
-0.673,-0.187,-0.263,-26.184,-114.075,-3.662,,,,
-0.697,-0.191,-0.311,-23.254,-104.98,-3.479,,,,
-0.717,-0.184,-0.347,-21.301,-95.398,-3.54,,,,
-0.744,-0.178,-0.377,-19.348,-85.632,-3.418,,,,
-0.764,-0.17,-0.398,-16.602,-75.5,-3.296,,,,
-0.791,-0.16,-0.406,-13.123,-65.308,-3.296,,,,
-0.804,-0.151,-0.404,-9.033,-54.626,-3.052,,,,
-0.816,-0.145,-0.389,-5.432,-44.312,-2.625,,,,
-0.827,-0.143,-0.376,-2.075,-34.485,-1.892,,,,
-0.836,-0.144,-0.361,0.549,-25.696,-1.709,,,,
-0.843,-0.144,-0.343,2.014,-17.151,-1.282,,,,
-0.85,-0.146,-0.328,2.869,-9.277,-1.221,,,,
-0.855,-0.146,-0.296,2.319,-1.892,-1.16,,,,
-0.854,-0.14,-0.255,0.854,5.554,-1.038,,,,
-0.852,-0.133,-0.209,1.221,12.634,-0.793,,,,
-0.848,-0.129,-0.163,2.747,18.799,-0.366,,,,
-0.845,-0.126,-0.113,4.822,24.658,-0.122,,,,
-0.839,-0.116,-0.053,6.958,29.968,0.122,,,,
-0.837,-0.098,0.013,10.803,35.034,0.427,,,,
-0.831,-0.09,0.075,16.968,39.307,1.16,,,,
-0.828,-0.093,0.115,22.644,42.175,2.319,,,,
-0.823,-0.103,0.136,25.452,44.495,3.479,,,,
-0.823,-0.119,0.133,25.696,46.143,4.395,,,,
-0.822,-0.134,0.115,22.888,47.607,5.188,,,,
-0.825,-0.144,0.089,18.555,49.622,5.432,,,,
-0.817,-0.157,0.055,14.709,52.124,5.676,,,,
-0.809,-0.173,0.012,10.62,55.237,5.737,,,,
-0.799,-0.195,-0.047,6.531,58.533,5.615,,,,
-0.792,-0.215,-0.106,2.014,62.866,4.944,,,,
-0.777,-0.236,-0.157,-1.831,68.298,3.906,,,,
-0.754,-0.251,-0.194,-5.981,75.012,2.93,,,,
-0.729,-0.256,-0.219,-10.376,82.703,1.343,,,,
-0.696,-0.255,-0.24,-15.747,91.125,-0.366,,,,
-0.659,-0.262,-0.264,-21.912,99.915,-1.587,,,,
-0.62,-0.272,-0.288,-28.015,109.375,-3.357,,,,
-0.578,-0.284,-0.295,-33.447,119.202,-5.127,,,,
-0.533,-0.282,-0.25,-38.33,130.493,-7.08,,,,
-0.473,-0.252,-0.16,-40.344,142.761,-10.193,,,,
-0.413,-0.208,-0.03,-40.466,154.602,-13,,,,
-0.367,-0.151,0.105,-37.231,164.062,-15.442,,,,
-0.307,-0.076,0.242,-30.212,171.875,-17.334,,,,
-0.275,-0.04,0.348,-19.836,177.185,-17.456,,,,
-0.253,-0.024,0.472,-10.498,181.335,-16.724,,,,
-0.211,-0.008,0.599,-5.066,184.265,-15.625,,,,
-0.189,0.011,0.703,-5.432,184.631,-14.465,,,,
-0.204,0.035,0.826,-7.935,184.143,-13.062,,,,
-0.222,0.078,1.041,-7.935,183.594,-11.902,,,,
-0.238,0.149,1.353,-3.967,182.068,-10.193,,,,
-0.256,0.231,1.718,8.789,177.49,-7.324,,,,
-0.257,0.297,2.043,25.085,167.908,-2.991,,,,
-0.285,0.325,2.209,40.649,151.001,3.174,,,,
-0.336,0.263,2.237,51.819,129.883,10.315,,,,
-0.376,0.151,2.204,52.612,108.521,16.357,,,,
-0.409,0.027,2.139,47.363,87.769,20.264,,,,
-0.449,-0.103,2.075,40.161,68.787,22.339,,,,
-0.468,-0.233,2.008,29.968,51.88,22.583,,,,
-0.482,-0.31,1.917,18.738,36.316,20.63,,,,
-0.503,-0.354,1.803,8.301,21.973,17.395,,,,
-0.523,-0.359,1.669,0,8.85,13.306,,,,
-0.541,-0.357,1.548,-6.226,-1.587,9.644,,,,
-0.544,-0.351,1.426,-10.925,-9.277,6.348,,,,
-0.562,-0.34,1.318,-14.465,-15.137,3.418,,,,
-0.568,-0.307,1.235,-17.334,-19.287,0.732,,,,
-0.564,-0.271,1.159,-18.066,-22.095,-1.343,,,,
-0.57,-0.233,1.096,-17.822,-24.17,-3.052,,,,
-0.578,-0.196,1.063,-16.235,-25.208,-3.967,,,,
-0.567,-0.159,1.035,-13.855,-25.391,-4.333,,,,
-0.558,-0.128,1,-11.292,-26.245,-4.211,,,,
-0.551,-0.106,0.965,-9.094,-27.283,-3.723,,,,
-0.541,-0.084,0.929,-7.629,-28.015,-2.808,,,,
-0.531,-0.072,0.893,-5.859,-28.381,-1.953,,,,
-0.52,-0.064,0.858,-4.15,-28.381,-0.977,,,,
-0.511,-0.063,0.821,-3.357,-28.198,0.366,,,,
-0.506,-0.071,0.796,-2.93,-27.832,1.648,,,,
-0.5,-0.069,0.782,-2.747,-27.1,2.686,,,,
-0.493,-0.064,0.778,-2.686,-26.184,3.479,,,,
-0.494,-0.063,0.77,-1.343,-25.269,4.395,,,,
-0.496,-0.064,0.779,0.854,-24.17,5.127,,,,
-0.498,-0.06,0.819,4.7,-22.766,5.737,,,,
-0.498,-0.055,0.891,9.888,-21.423,6.47,,,,
-0.496,-0.054,0.984,14.954,-20.813,7.141,,,,
-0.484,-0.053,1.063,19.348,-22.217,7.69,,,,
-0.495,-0.059,1.13,22.888,-25.452,7.996,,,,
-0.497,-0.071,1.203,24.841,-29.785,8.484,,,,
-0.496,-0.08,1.278,25.879,-34.912,8.667,,,,
-0.487,-0.096,1.328,26.306,-41.87,8.728,,,,
-0.496,-0.122,1.338,23.865,-50.232,9.033,,,,
-0.511,-0.146,1.353,20.447,-58.594,8.972,,,,
-0.496,-0.175,1.345,19.165,-66.589,8.606,,,,
-0.505,-0.205,1.295,18.25,-75.5,7.812,,,,
-0.514,-0.24,1.229,16.785,-83.679,6.714,,,,
-0.521,-0.27,1.141,12.878,-90.332,5.493,,,,
-0.543,-0.284,1.069,7.874,-96.13,3.845,,,,
-0.543,-0.277,1.012,3.479,-99.976,1.648,,,,
-0.554,-0.264,0.936,0.427,-103.699,-0.183,,,,
-0.563,-0.259,0.839,-1.709,-106.75,-1.648,,,,
-0.573,-0.246,0.734,-4.822,-109.009,-2.686,,,,
-0.589,-0.237,0.636,-8.057,-109.68,-3.418,,,,
-0.599,-0.229,0.542,-10.925,-108.582,-3.784,,,,
-0.61,-0.218,0.452,-13.733,-106.628,-4.089,,,,
-0.629,-0.208,0.374,-16.052,-103.699,-4.395,,,,
-0.649,-0.187,0.348,-17.883,-99.121,-4.395,,,,
-0.655,-0.152,0.342,-17.09,-93.75,-4.272,,,,
-0.656,-0.128,0.325,-13.794,-88.684,-3.784,,,,
-0.668,-0.124,0.29,-10.254,-84.045,-2.563,,,,
-0.677,-0.135,0.247,-7.751,-79.834,-1.343,,,,
-0.682,-0.146,0.201,-7.385,-75.439,-0.366,,,,
-0.693,-0.157,0.152,-7.568,-70.923,0.366,,,,
-0.706,-0.161,0.114,-7.69,-65.735,0.671,,,,
-0.715,-0.157,0.105,-6.897,-59.631,0.977,,,,
-0.715,-0.149,0.107,-5.615,-53.345,1.282,,,,
-0.734,-0.14,0.13,-3.906,-47.485,1.587,,,,
-0.734,-0.122,0.187,-0.671,-41.382,1.892,,,,
-0.732,-0.112,0.228,3.357,-36.194,2.441,,,,
-0.743,-0.121,0.242,6.592,-32.654,3.296,,,,
-0.752,-0.131,0.282,7.385,-29.053,3.967,,,,
-0.757,-0.128,0.352,7.507,-25.452,4.333,,,,
-0.752,-0.126,0.406,8.972,-23.132,4.456,,,,
-0.759,-0.147,0.407,9.399,-22.888,4.944,,,,
-0.77,-0.177,0.359,7.202,-23.682,5.249,,,,
-0.786,-0.207,0.287,3.052,-23.743,4.822,,,,
-0.799,-0.227,0.216,-3.296,-22.949,4.15,,,,
-0.809,-0.24,0.16,-8.972,-20.569,2.869,,,,
-0.818,-0.24,0.123,-12.817,-16.785,1.465,,,,
-0.826,-0.228,0.102,-14.404,-11.78,0.244,,,,
-0.831,-0.208,0.102,-13.611,-6.958,-0.61,,,,
-0.836,-0.184,0.135,-10.254,-1.343,-1.221,,,,
-0.823,-0.155,0.195,-6.042,4.395,-1.526,,,,
-0.813,-0.141,0.24,-2.075,8.728,-1.526,,,,
-0.809,-0.133,0.272,0.61,11.841,-1.099,,,,
-0.802,-0.137,0.29,1.221,13.977,-0.244,,,,
-0.8,-0.147,0.303,0,15.625,0.122,,,,
