aX,aY,aZ,gX,gY,gZ,
-0.298,-0.148,1.344,18.799,-14.893,5.676,
-0.305,-0.156,1.347,16.418,-20.691,6.775,
-0.298,-0.167,1.348,13.489,-26.367,7.812,
-0.291,-0.208,1.322,11.597,-31.738,9.521,
-0.302,-0.256,1.292,9.277,-37.231,10.803,
-0.304,-0.3,1.279,8.85,-41.87,10.925,
-0.295,-0.318,1.27,8.179,-45.654,10.62,
-0.3,-0.329,1.269,8.118,-49.561,9.766,
-0.297,-0.338,1.276,9.766,-53.65,9.033,
-0.29,-0.335,1.28,11.902,-57.8,8.24,
-0.3,-0.321,1.289,15.076,-62.256,7.141,
-0.298,-0.307,1.31,18.921,-66.528,6.165,
-0.289,-0.286,1.333,21.301,-70.984,5.981,
-0.279,-0.279,1.337,23.804,-76.477,6.104,
-0.265,-0.271,1.33,23.56,-82.581,6.47,
-0.259,-0.276,1.29,20.935,-89.539,7.08,
-0.265,-0.287,1.246,17.822,-96.069,7.568,
-0.252,-0.321,1.193,15.808,-101.318,7.935,
-0.251,-0.372,1.126,13.977,-105.774,8.545,
-0.27,-0.416,1.057,12.146,-109.924,8.301,
-0.274,-0.465,1.01,12.939,-112.305,7.446,
-0.275,-0.486,0.966,13,-113.77,5.798,
-0.294,-0.503,0.935,14.099,-115.234,3.418,
-0.289,-0.506,0.912,15.869,-115.967,0.977,
-0.292,-0.501,0.855,16.357,-117.371,-1.343,
-0.324,-0.486,0.814,15.93,-118.896,-3.906,
-0.333,-0.473,0.798,14.404,-119.141,-5.798,
-0.326,-0.445,0.759,11.047,-119.629,-6.958,
-0.339,-0.421,0.689,5.249,-120.911,-8.301,
-0.359,-0.393,0.607,-2.136,-122.253,-9.033,
-0.387,-0.375,0.536,-7.385,-122.131,-9.094,
-0.404,-0.372,0.473,-10.864,-120.544,-8.606,
-0.419,-0.369,0.386,-14.648,-118.042,-7.751,
-0.445,-0.372,0.292,-18.25,-115.479,-6.897,
-0.485,-0.376,0.208,-19.653,-111.328,-6.531,
-0.51,-0.374,0.138,-18.677,-105.774,-6.348,
-0.54,-0.357,0.09,-18.799,-99.304,-6.348,
-0.555,-0.34,0.055,-17.151,-92.041,-6.104,
-0.573,-0.318,0.031,-14.709,-84.473,-5.737,
-0.592,-0.297,0.012,-12.695,-76.721,-5.188,
-0.612,-0.277,-0.003,-11.597,-69.153,-4.15,
-0.622,-0.255,-0.024,-10.925,-61.646,-2.808,
-0.633,-0.246,-0.054,-10.559,-54.626,-1.038,
-0.646,-0.246,-0.086,-10.986,-47.607,0.854,
-0.66,-0.24,-0.106,-12.085,-40.466,2.808,
-0.668,-0.248,-0.117,-11.841,-32.41,5.005,
-0.677,-0.254,-0.114,-10.742,-24.353,6.47,
-0.684,-0.268,-0.097,-7.874,-15.93,8.179,
-0.681,-0.273,-0.057,-4.395,-7.69,9.46,
-0.675,-0.272,-0.017,-1.282,0.061,10.498,
-0.668,-0.265,0.014,0.977,6.897,11.658,
-0.663,-0.256,0.035,1.831,12.756,12.634,
-0.663,-0.251,0.054,1.77,17.944,13.611,
-0.66,-0.25,0.073,1.343,22.644,14.771,
-0.659,-0.245,0.097,0.793,27.344,15.808,
-0.647,-0.241,0.124,0.549,32.349,16.785,
-0.637,-0.226,0.144,-0.122,36.865,18.066,
-0.633,-0.22,0.159,-0.305,41.077,19.47,
-0.633,-0.211,0.172,-1.77,45.227,20.996,
-0.631,-0.196,0.19,-4.639,49.5,22.644,
-0.603,-0.173,0.193,-6.775,53.711,24.414,
-0.61,-0.157,0.208,-10.01,57.678,26.489,
-0.597,-0.137,0.216,-12.695,62.317,28.809,
-0.576,-0.122,0.222,-17.151,66.772,31.433,
-0.567,-0.105,0.219,-22.034,71.167,34.119,
-0.547,-0.084,0.211,-27.649,75.623,36.804,
-0.528,-0.057,0.209,-33.63,80.444,39.734,
-0.518,-0.022,0.221,-36.316,85.938,42.847,
-0.491,0.006,0.262,-35.217,92.346,46.387,
-0.462,0.036,0.322,-32.349,99.06,50.476,
-0.435,0.064,0.391,-27.405,104.919,55.115,
-0.395,0.077,0.466,-21.24,110.229,60.364,
-0.349,0.086,0.546,-15.93,114.258,65.674,
-0.298,0.073,0.613,-12.024,117.065,71.533,
-0.274,0.042,0.685,-11.597,118.164,77.454,
-0.241,-0.031,0.741,-10.071,118.713,83.496,
-0.202,-0.116,0.78,-7.08,118.591,88.318,
-0.193,-0.214,0.835,-5.188,117.981,92.041,
-0.185,-0.328,0.927,0.427,117.798,94.421,
-0.174,-0.475,1.046,11.719,117.92,96.008,
-0.141,-0.624,1.167,24.475,116.455,96.13,
-0.107,-0.805,1.294,39.001,113.037,93.933,
-0.088,-0.975,1.384,47.546,106.873,89.722,
-0.096,-1.114,1.443,46.997,97.595,82.825,
-0.123,-1.236,1.509,38.391,86.853,73.853,
-0.143,-1.321,1.575,26.428,76.05,63.416,
-0.151,-1.358,1.615,13,65.308,52.002,
-0.158,-1.355,1.629,-4.028,53.65,39.978,
-0.171,-1.31,1.621,-20.935,41.443,28.076,
-0.184,-1.242,1.599,-33.691,30.273,16.846,
-0.198,-1.165,1.575,-41.992,20.203,6.714,
-0.193,-1.084,1.527,-47.791,11.414,-1.831,
-0.189,-0.996,1.467,-52.734,2.991,-8.423,
-0.198,-0.914,1.395,-55.786,-4.395,-14.648,
-0.204,-0.828,1.318,-56.213,-9.949,-19.897,
-0.203,-0.745,1.243,-54.871,-14.465,-23.926,
-0.209,-0.674,1.167,-53.162,-18.494,-26.733,
-0.212,-0.617,1.088,-50.598,-21.545,-28.564,
-0.218,-0.568,0.998,-47.424,-23.804,-29.175,
-0.218,-0.542,0.919,-43.518,-24.841,-29.48,
-0.227,-0.532,0.851,-38.33,-24.475,-29.358,
-0.224,-0.535,0.791,-32.898,-23.071,-29.053,
-0.214,-0.558,0.733,-27.893,-20.935,-28.931,
-0.212,-0.59,0.682,-24.536,-18.738,-29.053,
-0.208,-0.627,0.637,-22.278,-15.869,-30.029,
-0.209,-0.65,0.604,-22.705,-12.695,-32.166,
-0.207,-0.651,0.58,-23.499,-9.521,-34.668,
-0.202,-0.647,0.561,-23.193,-6.226,-37.781,
-0.203,-0.633,0.545,-23.193,-2.502,-40.771,
-0.212,-0.61,0.54,-21.484,1.465,-44.006,
-0.206,-0.589,0.549,-18.677,5.859,-46.997,
-0.194,-0.581,0.556,-15.198,10.254,-49.683,
-0.194,-0.579,0.557,-10.925,13.977,-52.063,
-0.195,-0.564,0.569,-7.141,17.883,-55.054,
-0.176,-0.556,0.578,-3.784,21.851,-57.861,
-0.176,-0.569,0.6,-3.662,25.269,-60.181,
-0.157,-0.565,0.596,-5.005,28.015,-63.171,
-0.154,-0.563,0.587,-8.057,30.212,-66.833,
-0.143,-0.57,0.579,-11.475,32.959,-70.374,
-0.155,-0.582,0.569,-14.526,35.889,-74.341,
-0.156,-0.542,0.58,-17.7,39.246,-78.735,
-0.147,-0.479,0.596,-20.386,42.664,-83.191,
-0.156,-0.386,0.634,-23.193,45.532,-86.975,
-0.176,-0.262,0.679,-23.071,48.34,-89.722,
-0.18,-0.144,0.752,-19.165,51.208,-91.003,
-0.183,-0.036,0.837,-12.756,53.528,-90.149,
-0.193,0.052,0.911,-5.249,54.871,-87.708,
-0.207,0.133,0.986,1.77,54.81,-84.229,
-0.228,0.2,1.066,7.812,53.894,-79.773,
-0.24,0.254,1.136,13.306,52.185,-74.768,
-0.251,0.295,1.199,15.137,49.255,-68.909,
-0.266,0.325,1.24,12.39,44.861,-62.866,
-0.28,0.348,1.259,7.019,39.307,-56.519,
-0.305,0.352,1.269,1.892,33.752,-49.683,
-0.315,0.347,1.276,-0.488,29.114,-42.786,
-0.324,0.329,1.28,0.183,25.391,-36.316,
-0.324,0.306,1.294,4.456,22.095,-30.029,
-0.31,0.271,1.312,10.437,19.531,-24.109,
-0.301,0.229,1.321,15.015,16.174,-18.616,
-0.302,0.174,1.321,17.395,12.268,-13.855,
-0.301,0.121,1.325,16.174,8.301,-10.132,
-0.3,0.071,1.316,13.123,3.845,-7.263,
-0.302,0.032,1.297,9.644,-0.61,-5.554,
-0.309,-0.001,1.278,6.653,-4.822,-3.967,
-0.308,-0.02,1.27,4.639,-8.179,-2.747,
-0.306,-0.028,1.252,3.601,-11.475,-1.587,
-0.308,-0.03,1.237,4.272,-14.832,-0.427,
-0.31,-0.037,1.23,6.287,-18.005,0.916,
-0.306,-0.041,1.231,9.338,-20.813,2.38,
-0.299,-0.051,1.235,13,-23.376,3.967,
-0.283,-0.077,1.229,15.442,-26.489,5.737,
-0.284,-0.107,1.205,15.442,-30.212,7.263,
-0.29,-0.131,1.189,14.893,-33.691,8.118,
-0.3,-0.155,1.187,14.282,-36.499,8.85,
-0.302,-0.166,1.205,15.076,-38.757,9.46,
-0.293,-0.185,1.231,16.052,-41.199,10.01,
-0.298,-0.196,1.269,17.395,-44.25,10.315,
-0.295,-0.196,1.312,19.165,-47.852,10.559,
-0.292,-0.19,1.357,22.4,-52.307,10.315,
-0.293,-0.185,1.396,25.208,-57.678,10.559,
-0.282,-0.184,1.438,27.954,-63.416,10.864,
-0.253,-0.207,1.448,29.419,-70.251,11.719,
-0.232,-0.231,1.407,26.672,-78.43,12.451,
-0.237,-0.289,1.336,22.034,-87.158,12.878,
-0.242,-0.346,1.252,16.235,-94.421,12.817,
-0.258,-0.388,1.171,12.268,-99.67,11.78,
-0.247,-0.414,1.085,10.071,-103.088,10.071,
-0.257,-0.422,0.991,8.057,-106.018,8.179,
-0.274,-0.42,0.905,5.554,-108.093,6.165,
-0.302,-0.41,0.839,3.113,-108.582,4.089,
-0.324,-0.393,0.811,3.113,-107.727,2.258,
-0.322,-0.367,0.792,5.737,-106.14,1.099,
-0.327,-0.353,0.758,9.033,-104.919,0.061,
-0.339,-0.35,0.713,10.193,-104.431,-0.549,
-0.342,-0.352,0.654,9.155,-103.943,-1.038,
-0.361,-0.37,0.594,6.775,-103.027,-1.648,
-0.373,-0.381,0.526,3.113,-101.624,-2.38,
-0.388,-0.392,0.455,-1.526,-99.426,-3.235,
-0.412,-0.393,0.376,-6.104,-96.375,-4.333,
-0.444,-0.398,0.294,-9.949,-92.59,-5.188,
-0.467,-0.396,0.245,-14.099,-87.402,-5.859,
-0.496,-0.378,0.201,-16.418,-81.177,-6.47,
-0.51,-0.353,0.178,-17.883,-74.463,-7.202,
-0.536,-0.33,0.176,-19.165,-67.444,-7.69,
-0.545,-0.299,0.179,-19.226,-60.669,-7.874,
-0.552,-0.278,0.175,-19.836,-54.626,-7.446,
-0.562,-0.268,0.159,-21.24,-49.255,-6.592,
-0.581,-0.248,0.133,-22.217,-43.823,-6.042,
-0.592,-0.231,0.111,-20.447,-37.842,-5.31,
-0.601,-0.214,0.093,-18.25,-31.433,-3.845,
-0.613,-0.202,0.081,-15.076,-24.719,-2.38,
-0.628,-0.18,0.083,-11.841,-17.395,-0.732,
-0.627,-0.164,0.112,-8.484,-10.132,1.282,
-0.621,-0.156,0.152,-5.066,-3.357,3.54,
-0.621,-0.155,0.181,-1.648,3.235,5.615,
-0.617,-0.158,0.217,0.916,9.888,7.751,
-0.604,-0.17,0.259,2.38,15.93,9.766,
-0.595,-0.177,0.295,3.113,20.996,11.414,
-0.587,-0.18,0.326,4.028,25.635,13.123,
-0.583,-0.185,0.367,5.432,30.09,14.465,
-0.575,-0.19,0.412,6.592,33.997,15.869,
-0.565,-0.196,0.455,8.423,37.17,17.09,
-0.56,-0.205,0.502,8.667,39.612,18.311,
-0.552,-0.215,0.538,7.996,41.321,19.348,
-0.548,-0.226,0.551,6.287,41.931,20.264,
-0.546,-0.234,0.552,3.662,42.297,20.447,
-0.545,-0.236,0.545,1.77,42.908,20.752,
-0.551,-0.229,0.536,-0.427,43.945,20.935,
-0.536,-0.212,0.518,-2.075,45.41,21.301,
-0.544,-0.19,0.511,-4.395,46.997,21.667,
-0.54,-0.171,0.499,-6.531,49.5,22.705,
-0.528,-0.144,0.484,-9.521,52.185,23.804,
-0.533,-0.109,0.473,-11.108,55.298,25.33,
-0.536,-0.069,0.483,-11.414,59.082,27.283,
-0.513,-0.035,0.501,-9.46,63.599,29.785,
-0.484,-0.004,0.508,-6.409,67.322,33.203,
-0.468,0.025,0.512,-5.066,70.557,36.621,
-0.438,0.041,0.51,-3.54,73.853,40.71,
-0.426,0.047,0.523,-3.296,76.965,45.288,
-0.401,0.016,0.56,-1.77,80.811,50.415,
-0.36,-0.025,0.603,-1.099,84.29,55.542,
-0.326,-0.076,0.625,-0.916,86.609,60.364,
-0.292,-0.149,0.634,0,88.44,64.148,
-0.278,-0.243,0.67,-4.333,89.783,66.956,
-0.283,-0.357,0.744,-6.775,91.675,68.42,
-0.26,-0.474,0.838,-2.502,93.567,68.298,
-0.224,-0.562,0.954,1.953,94.666,66.101,
-0.197,-0.647,1.048,6.592,93.445,62.988,
-0.201,-0.741,1.141,8.85,89.783,58.899,
-0.192,-0.817,1.236,8.789,85.083,53.162,
-0.184,-0.883,1.323,8.484,79.285,46.692,
-0.175,-0.919,1.392,6.409,72.876,39.246,
-0.18,-0.922,1.448,1.648,65.491,31.311,
-0.187,-0.902,1.5,-4.517,57.739,23.743,
-0.192,-0.856,1.547,-10.986,49.744,16.541,
-0.193,-0.798,1.564,-15.442,41.138,9.644,
-0.206,-0.739,1.561,-18.738,32.288,4.028,
-0.22,-0.682,1.545,-20.935,23.499,-0.61,
-0.222,-0.623,1.516,-21.912,15.381,-4.15,
-0.225,-0.577,1.468,-22.644,7.507,-6.348,
-0.232,-0.538,1.406,-23.01,0.488,-8.118,
-0.237,-0.501,1.338,-22.949,-5.554,-9.644,
-0.225,-0.479,1.255,-21.851,-10.193,-10.559,
-0.227,-0.487,1.167,-20.142,-14.16,-10.62,
-0.226,-0.512,1.076,-18.738,-16.907,-10.864,
-0.23,-0.545,0.989,-17.883,-18.311,-11.414,
-0.238,-0.564,0.913,-16.479,-18.311,-13,
-0.235,-0.576,0.86,-14.893,-17.395,-14.954,
-0.22,-0.593,0.815,-13.672,-15.686,-16.846,
-0.216,-0.607,0.77,-13.367,-14.038,-18.982,
-0.225,-0.617,0.741,-13.123,-12.268,-21.667,
-0.226,-0.617,0.721,-12.573,-9.888,-24.536,
-0.214,-0.615,0.709,-12.634,-7.385,-27.649,
-0.205,-0.603,0.7,-14.16,-5.188,-30.884,
-0.206,-0.581,0.681,-14.526,-2.991,-34.058,
-0.209,-0.559,0.67,-13.428,-0.916,-37.109,
-0.213,-0.533,0.669,-12.024,1.709,-40.283,
-0.213,-0.511,0.668,-10.986,4.578,-42.725,
-0.212,-0.482,0.667,-10.376,7.08,-45.166,
-0.219,-0.459,0.668,-8.911,9.399,-47.302,
-0.221,-0.433,0.681,-7.385,11.719,-49.133,
-0.217,-0.426,0.687,-6.226,14.099,-50.72,
-0.224,-0.409,0.692,-5.798,15.808,-52.307,
-0.222,-0.384,0.698,-5.188,17.761,-53.955,
-0.226,-0.356,0.708,-5.798,19.531,-55.725,
-0.239,-0.308,0.731,-7.141,21.179,-57.373,
-0.25,-0.246,0.762,-7.935,22.888,-58.472,
-0.26,-0.169,0.81,-7.996,24.475,-58.899,
-0.259,-0.094,0.867,-5.676,26.123,-58.472,
-0.271,-0.024,0.924,-3.235,26.733,-56.885,
-0.283,0.03,0.972,-0.671,26.672,-54.688,
-0.298,0.067,1.013,1.404,25.513,-51.514,
-0.309,0.092,1.052,2.563,24.109,-47.852,
-0.309,0.112,1.079,3.296,22.217,-43.884,
-0.309,0.123,1.095,2.258,19.836,-39.673,
-0.311,0.12,1.102,1.648,17.151,-35.4,
-0.311,0.109,1.102,1.038,14.832,-31.311,
-0.31,0.093,1.098,0.793,12.756,-27.405,
-0.312,0.066,1.085,0.427,10.864,-23.865,
-0.321,0.047,1.08,0.183,9.399,-20.874,
-0.324,0.039,1.084,0,8.179,-18.127,
-0.328,0.044,1.098,1.465,7.202,-15.869,
-0.33,0.034,1.112,3.723,5.981,-13.489,
-0.332,0.029,1.125,5.005,4.15,-10.986,
-0.33,0.027,1.13,5.615,1.953,-8.728,
-0.339,0.013,1.129,5.31,-0.549,-6.714,
-0.341,0.004,1.13,5.432,-2.869,-4.883,
-0.34,-0.014,1.136,6.47,-5.005,-2.625,
-0.342,-0.03,1.147,8.606,-6.775,-0.671,
-0.331,-0.049,1.16,11.108,-8.545,1.099,
-0.322,-0.074,1.169,13,-10.803,2.808,
-0.328,-0.101,1.175,13.733,-13.672,4.211,
-0.326,-0.125,1.18,14.282,-16.602,5.249,
-0.325,-0.145,1.184,14.526,-19.47,5.737,
-0.326,-0.166,1.187,14.465,-22.461,6.104,
-0.331,-0.182,1.19,14.526,-25.513,6.531,
-0.341,-0.198,1.203,16.235,-28.259,6.531,
-0.345,-0.215,1.229,18.433,-30.884,6.897,
-0.344,-0.233,1.256,20.752,-33.813,6.958,
-0.337,-0.236,1.267,22.522,-37.537,6.714,
-0.335,-0.238,1.27,22.705,-41.992,6.165,
-0.34,-0.238,1.271,20.63,-46.814,6.165,
-0.345,-0.232,1.276,18.738,-51.514,6.226,
-0.334,-0.243,1.281,18.25,-55.847,7.019,
-0.322,-0.288,1.264,18.433,-60.425,8.362,
-0.313,-0.332,1.21,18.311,-65.857,8.606,
-0.32,-0.38,1.134,17.212,-71.716,7.996,
-0.331,-0.412,1.066,14.526,-76.904,6.348,
-0.34,-0.42,1.009,11.475,-80.627,4.15,
-0.353,-0.403,0.966,10.071,-82.703,2.136,
-0.356,-0.377,0.946,11.047,-83.74,0.427,
-0.343,-0.338,0.928,13.245,-84.045,-1.038,
-0.354,-0.296,0.897,13.916,-85.022,-1.831,
-0.357,-0.268,0.861,12.39,-86.67,-1.831,
-0.36,-0.253,0.816,8.606,-88.013,-1.404,
-0.359,-0.259,0.747,4.15,-89.417,-0.305,
-0.36,-0.291,0.678,1.77,-90.332,1.404,
-0.376,-0.374,0.606,3.113,-89.478,3.113,
-0.385,-0.446,0.547,4.517,-87.585,3.662,
-0.39,-0.496,0.476,5.554,-85.144,2.93,
-0.405,-0.529,0.398,4.883,-82.275,0.977,
-0.427,-0.549,0.337,1.892,-78.796,-1.587,
-0.457,-0.547,0.286,-3.296,-74.28,-4.15,
-0.483,-0.523,0.249,-7.324,-69.031,-6.653,
-0.497,-0.493,0.228,-9.583,-62.561,-8.972,
-0.509,-0.453,0.214,-11.353,-55.664,-10.864,
-0.526,-0.409,0.214,-12.39,-48.645,-12.146,
-0.541,-0.361,0.229,-12.939,-41.382,-13.062,
-0.541,-0.31,0.248,-13,-34.485,-13.367,
-0.543,-0.26,0.295,-12.268,-27.771,-13.184,
-0.557,-0.229,0.37,-8.057,-21.057,-11.902,
-0.559,-0.219,0.462,0.061,-14.404,-10.254,
-0.56,-0.22,0.518,8.789,-10.01,-8.179,
-0.568,-0.222,0.535,13.794,-8.179,-6.714,
-0.579,-0.238,0.53,13.611,-7.751,-5.798,
-0.587,-0.256,0.516,8.972,-7.69,-5.005,
-0.599,-0.266,0.489,3.967,-7.324,-4.517,
-0.596,-0.281,0.475,1.16,-5.92,-4.517,
-0.582,-0.288,0.47,-0.671,-3.479,-4.517,
-0.569,-0.284,0.467,-2.075,-0.549,-4.883,
-0.557,-0.267,0.467,-4.028,2.014,-5.31,
-0.553,-0.239,0.463,-6.287,4.395,-5.859,
-0.559,-0.208,0.454,-8.362,6.531,-6.104,
-0.566,-0.173,0.44,-10.01,8.667,-6.104,
-0.57,-0.135,0.422,-11.78,11.108,-5.859,
-0.57,-0.097,0.399,-14.16,13.428,-5.249,
-0.567,-0.055,0.381,-17.334,16.479,-4.089,
-0.571,-0.005,0.374,-19.531,20.569,-2.319,
-0.569,0.046,0.384,-20.447,25.757,0.183,
-0.558,0.101,0.398,-20.081,31.372,3.113,
-0.544,0.16,0.413,-19.226,36.682,6.958,
-0.519,0.201,0.415,-18.311,41.504,11.597,
-0.523,0.241,0.428,-19.531,45.776,16.663,
-0.524,0.26,0.464,-19.531,50.537,22.278,
-0.515,0.286,0.523,-16.968,55.542,28.259,
-0.484,0.292,0.573,-11.841,59.631,34.424,
-0.464,0.296,0.609,-6.897,62.561,41.077,
-0.454,0.285,0.638,-1.892,64.392,47.791,
-0.438,0.248,0.667,3.662,66.04,54.138,
-0.414,0.194,0.706,7.385,67.2,60.486,
-0.405,0.13,0.761,10.01,67.871,65.979,
-0.37,0.042,0.82,14.099,68.604,70.862,
-0.337,-0.057,0.861,17.212,68.237,74.707,
-0.32,-0.164,0.902,17.944,66.711,77.454,
-0.312,-0.311,0.951,19.226,65.186,78.613,
-0.294,-0.468,0.992,20.935,63.354,78.491,
-0.289,-0.601,1.034,20.508,61.401,75.684,
-0.301,-0.699,1.087,17.944,58.838,70.923,
-0.294,-0.788,1.148,14.954,55.908,64.819,
-0.281,-0.849,1.209,10.559,51.941,58.044,
-0.283,-0.899,1.272,5.92,47.241,50.537,
-0.277,-0.914,1.343,0.549,42.053,42.358,
-0.268,-0.909,1.393,-3.906,35.889,34.424,
-0.281,-0.879,1.41,-7.935,28.503,26.367,
-0.284,-0.834,1.42,-11.475,21.301,19.043,
-0.287,-0.79,1.41,-15.32,14.038,13.184,
-0.297,-0.735,1.388,-18.005,7.385,7.69,
-0.305,-0.688,1.362,-18.921,1.709,3.479,
-0.316,-0.654,1.323,-18.433,-3.418,0.366,
-0.327,-0.631,1.269,-17.212,-7.996,-2.014,
-0.337,-0.619,1.21,-15.198,-12.146,-4.089,
-0.342,-0.605,1.157,-13.062,-15.625,-5.981,
-0.336,-0.604,1.102,-10.742,-18.188,-7.69,
-0.326,-0.588,1.036,-10.071,-20.752,-9.827,
-0.333,-0.567,0.972,-10.376,-23.071,-12.024,
-0.324,-0.545,0.914,-10.315,-24.353,-13.977,
-0.319,-0.536,0.844,-10.132,-24.719,-15.259,
-0.334,-0.531,0.783,-9.644,-24.353,-16.235,
-0.354,-0.519,0.745,-7.446,-22.278,-17.578,
-0.364,-0.502,0.729,-3.54,-19.165,-18.555,
-0.352,-0.482,0.727,-0.061,-15.808,-19.226,
-0.338,-0.477,0.719,4.089,-12.817,-19.531,
-0.338,-0.494,0.709,8.301,-10.681,-19.653,
-0.341,-0.522,0.696,11.719,-8.789,-20.264,
-0.343,-0.54,0.683,14.282,-6.775,-21.301,
-0.342,-0.54,0.673,15.625,-4.761,-22.888,
-0.346,-0.532,0.666,17.212,-2.747,-24.841,
-0.349,-0.521,0.665,18.799,-0.732,-26.672,
-0.346,-0.515,0.657,19.409,1.16,-28.198,
-0.349,-0.511,0.636,19.165,2.441,-29.785,
-0.355,-0.52,0.609,18.677,3.906,-31.616,
-0.357,-0.541,0.579,17.456,5.92,-33.264,
-0.368,-0.556,0.549,14.587,8.057,-35.4,
-0.377,-0.555,0.523,11.108,10.62,-37.964,
-0.398,-0.535,0.517,8.057,13.855,-40.771,
-0.419,-0.497,0.531,5.493,17.639,-43.945,
-0.423,-0.435,0.559,4.211,21.484,-46.631,
-0.417,-0.368,0.588,4.028,24.719,-48.645,
-0.403,-0.313,0.608,3.967,27.283,-49.561,
-0.415,-0.274,0.627,2.93,29.724,-50.171,
-0.423,-0.233,0.656,1.77,32.227,-50.293,
-0.425,-0.179,0.698,0.793,34.912,-50.354,
-0.443,-0.115,0.753,0.488,37.231,-49.988,
-0.468,-0.049,0.826,1.282,39.001,-48.584,
-0.487,0.011,0.901,1.953,39.612,-46.143,
-0.509,0.067,0.965,2.808,38.513,-42.969,
-0.522,0.11,1.02,4.517,36.255,-38.818,
-0.524,0.132,1.066,6.836,33.264,-34.485,
-0.538,0.137,1.102,9.399,29.48,-29.419,
-0.547,0.132,1.128,11.536,25.269,-24.658,
-0.546,0.116,1.128,12.817,20.813,-20.081,
-0.543,0.094,1.103,12.939,15.381,-15.747,
-0.532,0.052,1.055,12.695,9.888,-11.78,
-0.534,-0.005,0.995,11.23,5.371,-8.911,
-0.529,-0.05,0.925,8.911,1.77,-6.958,
-0.518,-0.078,0.867,6.836,-0.244,-6.226,
-0.497,-0.086,0.832,5.493,-0.488,-5.92,
-0.483,-0.092,0.819,3.967,0.183,-5.493,
-0.474,-0.091,0.824,2.563,1.465,-4.7,
-0.474,-0.082,0.839,2.808,3.113,-4.089,
-0.472,-0.075,0.867,3.357,4.15,-3.052,
-0.472,-0.07,0.897,3.723,4.7,-1.831,
-0.464,-0.068,0.922,4.028,4.822,-0.305,
-0.462,-0.079,0.941,4.944,3.967,1.343,
-0.457,-0.1,0.947,6.104,2.93,2.869,
-0.447,-0.12,0.955,7.263,2.075,3.967,
-0.437,-0.162,0.953,7.385,0.61,5.31,
-0.43,-0.223,0.938,5.432,-1.404,6.348,
-0.43,-0.281,0.909,1.465,-3.418,6.47,
-0.432,-0.32,0.887,-3.052,-4.822,5.493,
-0.429,-0.357,0.864,-6.531,-6.226,4.028,
-0.427,-0.374,0.839,-9.216,-7.202,1.831,
-0.418,-0.381,0.81,-10.498,-7.69,-0.488,
-0.421,-0.391,0.787,-11.23,-8.057,-2.258,
-0.427,-0.41,0.77,-10.803,-7.568,-3.967,
-0.424,-0.42,0.764,-9.644,-6.409,-5.554,
-0.412,-0.428,0.758,-8.728,-5.005,-6.775,
-0.408,-0.436,0.747,-8.484,-3.784,-8.423,
-0.415,-0.445,0.744,-9.46,-2.686,-10.315,
-0.424,-0.446,0.756,-10.559,-0.977,-12.756,
-0.423,-0.422,0.798,-10.071,1.465,-15.381,
-0.415,-0.372,0.849,-8.85,3.723,-17.7,
-0.418,-0.311,0.907,-6.958,4.883,-19.775,
-0.416,-0.264,0.962,-4.333,5.188,-21.057,
-0.424,-0.216,1.006,-2.258,4.7,-21.484,
-0.44,-0.169,1.063,0.854,3.601,-21.24,
-0.454,-0.131,1.146,5.981,2.502,-20.386,
-0.459,-0.108,1.23,12.817,1.099,-18.616,
-0.463,-0.099,1.295,19.775,-1.953,-16.541,
-0.484,-0.09,1.383,26.611,-5.798,-14.709,
-0.474,-0.1,1.492,35.278,-9.644,-12.329,
-0.44,-0.124,1.582,42.48,-15.137,-10.071,
-0.401,-0.173,1.619,44.678,-23.56,-7.935,
-0.387,-0.239,1.616,40.405,-34.18,-6.592,
-0.376,-0.305,1.586,33.997,-44.495,-6.409,
-0.358,-0.353,1.542,27.527,-53.833,-6.958,
-0.345,-0.383,1.489,21.667,-62.195,-8.301,
-0.334,-0.391,1.426,17.944,-69.885,-10.01,
-0.326,-0.387,1.366,17.334,-76.599,-11.902,
-0.323,-0.371,1.306,17.7,-82.397,-13.733,
-0.317,-0.341,1.238,17.7,-87.646,-15.503,
-0.304,-0.299,1.153,17.029,-92.59,-16.846,
-0.291,-0.279,1.052,15.747,-97.229,-17.273,
-0.301,-0.287,0.952,12.756,-100.769,-16.907,
-0.305,-0.289,0.857,10.559,-102.661,-16.724,
-0.308,-0.285,0.768,9.521,-103.027,-16.357,
-0.321,-0.279,0.695,9.399,-102.112,-16.174,
-0.335,-0.27,0.631,10.071,-100.159,-15.869,
-0.342,-0.259,0.571,11.23,-97.595,-15.32,
-0.36,-0.258,0.511,11.963,-94.91,-14.465,
-0.379,-0.275,0.448,11.292,-91.736,-13.306,
-0.397,-0.285,0.382,10.437,-88.196,-12.695,
-0.416,-0.289,0.33,9.705,-83.557,-12.573,
-0.428,-0.287,0.294,8.545,-78.186,-12.207,
-0.445,-0.279,0.256,6.531,-72.815,-11.78,
-0.467,-0.271,0.222,4.517,-67.444,-11.353,
-0.485,-0.271,0.182,1.831,-62.073,-10.498,
-0.507,-0.275,0.134,-0.61,-56.702,-9.216,
-0.529,-0.286,0.086,-0.916,-51.147,-8.301,
-0.541,-0.31,0.044,-0.183,-45.227,-7.385,
-0.562,-0.337,0.003,0.305,-38.879,-6.653,
-0.582,-0.355,-0.03,0.122,-32.166,-6.714,
