aX,aY,aZ,gX,gY,gZ
0.108,0.095,2.236,-17.517,-66.772,80.933
0.085,0.164,2.081,-19.531,-79.651,78.125
0.061,0.226,1.936,-18.188,-90.088,76.782
0.032,0.279,1.816,-14.709,-97.656,76.599
0.021,0.309,1.722,-10.376,-103.271,77.698
0.016,0.316,1.63,-5.432,-108.093,80.017
0.019,0.282,1.55,0.427,-112,82.825
0.034,0.197,1.498,6.409,-114.99,85.815
0.046,0.102,1.457,12.39,-117.432,87.402
0.049,0.024,1.414,17.395,-120.422,87.158
0.057,-0.027,1.38,20.691,-122.925,85.388
0.047,-0.055,1.353,20.081,-125.793,83.008
0.042,-0.063,1.317,17.212,-128.906,80.261
0.012,-0.05,1.264,14.587,-132.446,77.881
-0.02,-0.036,1.215,14.648,-135.193,76.172
-0.042,-0.038,1.178,15.686,-137.207,75.317
-0.055,-0.067,1.166,15.808,-138.672,75.134
-0.046,-0.123,1.155,14.282,-140.625,74.89
-0.036,-0.175,1.107,12.024,-143.494,74.036
-0.051,-0.218,1.037,9.827,-146.912,72.571
-0.071,-0.255,0.967,9.338,-149.963,70.801
-0.091,-0.279,0.907,10.559,-151.794,68.115
-0.089,-0.286,0.843,13.428,-152.649,65.247
-0.097,-0.296,0.761,16.663,-153.687,62.5
-0.119,-0.311,0.68,18.616,-154.297,59.57
-0.138,-0.336,0.601,19.165,-154.236,56.396
-0.159,-0.365,0.526,18.433,-153.687,53.284
-0.172,-0.386,0.452,17.7,-152.649,49.744
-0.187,-0.411,0.37,16.968,-151.306,46.387
-0.214,-0.436,0.294,16.174,-149.109,42.786
-0.236,-0.446,0.216,15.198,-146.301,38.391
-0.253,-0.44,0.141,14.404,-142.944,34.058
-0.276,-0.424,0.063,14.465,-139.038,30.029
-0.301,-0.411,-0.01,15.869,-135.254,26.489
-0.329,-0.395,-0.081,18.25,-130.798,23.437
-0.352,-0.373,-0.147,20.752,-125.977,20.508
-0.375,-0.357,-0.213,22.339,-120.178,18.005
-0.39,-0.343,-0.264,23.01,-114.258,15.869
-0.406,-0.341,-0.32,24.048,-108.276,14.221
-0.415,-0.344,-0.373,25.452,-102.173,12.756
-0.414,-0.366,-0.426,26.794,-95.703,11.414
-0.425,-0.379,-0.49,28.992,-88.989,9.521
-0.443,-0.395,-0.557,30.334,-82.092,6.897
-0.458,-0.405,-0.612,29.358,-74.524,4.517
-0.471,-0.412,-0.663,27.405,-66.345,1.892
-0.475,-0.413,-0.707,23.56,-57.495,-0.977
-0.471,-0.409,-0.755,17.944,-48.157,-3.54
-0.479,-0.396,-0.793,11.658,-38.147,-5.676
-0.488,-0.387,-0.847,7.874,-27.283,-8.118
-0.491,-0.358,-0.901,4.761,-15.503,-10.742
-0.485,-0.322,-0.961,0.244,-3.784,-13.611
-0.468,-0.281,-1.004,-4.822,9.277,-15.564
-0.455,-0.245,-1.066,-7.629,23.254,-17.456
-0.442,-0.199,-1.154,-6.714,38.147,-19.287
-0.433,-0.158,-1.234,-5.066,54.932,-20.508
-0.427,-0.112,-1.335,-3.784,72.632,-21.118
-0.393,-0.095,-1.41,-3.418,92.041,-20.569
-0.338,-0.088,-1.467,-4.15,113.464,-19.653
-0.245,-0.107,-1.492,-4.517,136.047,-18.433
-0.135,-0.138,-1.49,-5.127,159.79,-17.273
-0.008,-0.178,-1.454,-4.211,184.204,-16.724
0.125,-0.223,-1.386,-1.77,208.984,-16.479
0.267,-0.24,-1.291,0.244,233.093,-17.212
0.407,-0.257,-1.178,0,255.92,-18.616
0.566,-0.25,-1.027,-3.845,278.198,-20.081
0.727,-0.229,-0.839,-9.521,299.072,-22.217
0.845,-0.209,-0.626,-15.198,318.97,-24.292
0.951,-0.157,-0.355,-23.865,337.036,-26.855
1.082,-0.104,-0.042,-36.438,352.905,-29.846
1.214,-0.004,0.364,-57.678,365.295,-32.959
1.355,0.088,0.829,-73.853,373.962,-36.194
1.415,0.207,1.328,-78.186,378.113,-38.94
1.43,0.312,1.848,-72.937,377.38,-40.771
1.372,0.422,2.398,-67.871,369.995,-41.199
1.282,0.539,2.95,-66.956,355.652,-40.833
1.114,0.659,3.45,-67.627,333.313,-40.039
0.935,0.774,3.873,-69.214,304.81,-38.147
0.78,0.876,4,-68.359,270.386,-35.034
0.598,0.887,4,-60.791,232.056,-29.846
0.437,0.793,4,-51.086,191.772,-23.437
0.34,0.625,4,-43.579,150.94,-17.517
0.287,0.384,4,-36.743,111.572,-14.099
0.24,0.053,3.919,-33.264,74.463,-13.733
0.241,-0.46,3.127,-31.738,45.044,-19.043
0.282,-1.494,1.606,-30.212,31.86,-35.156
0.485,-1.621,0.64,-26.428,37.231,-60.791
0.501,-0.143,1.316,-15.259,34.058,-72.144
0.096,1.293,2.017,-2.563,25.879,-71.594
-0.062,2.166,2.701,3.357,23.376,-59.082
-0.051,2.525,3.28,9.766,11.108,-33.875
-0.045,2.347,3.483,9.521,-11.597,-3.296
0.015,1.994,3.457,-3.479,-39.551,26.611
0.103,1.55,3.307,-18.494,-66.406,51.208
0.222,1.082,2.973,-25.635,-90.393,69.153
0.293,0.625,2.589,-26.978,-109.68,80.078
0.343,0.243,2.274,-21.851,-124.084,84.473
0.364,-0.049,1.982,-8.911,-134.155,83.313
0.362,-0.309,1.67,4.578,-140.015,76.538
0.33,-0.465,1.354,12.817,-143.738,65.613
0.283,-0.472,1.064,10.559,-144.47,53.223
0.229,-0.335,0.835,3.54,-142.273,41.809
0.179,-0.135,0.747,6.653,-138.489,32.288
0.157,0.002,0.855,24.414,-134.949,25.269
0.137,0.02,1.049,47.18,-133.911,20.874
0.114,-0.027,1.182,64.636,-134.644,18.005
0.11,-0.078,1.206,69.092,-136.292,15.442
0.11,-0.115,1.201,63.904,-139.648,12.756
0.107,-0.125,1.157,57.129,-143.982,10.254
0.103,-0.102,1.077,49.011,-147.766,7.69
0.108,-0.076,0.994,41.016,-150.94,6.104
0.095,-0.053,0.868,30.396,-153.931,5.981
0.078,-0.031,0.713,15.808,-155.579,6.226
0.048,-0.008,0.535,2.38,-156.616,6.714
0.012,0.008,0.396,-4.944,-155.945,7.263
-0.017,0.003,0.286,-9.399,-152.771,8.301
-0.06,-0.019,0.198,-10.254,-148.621,9.033
-0.107,-0.049,0.106,-7.935,-143.555,9.46
-0.161,-0.076,0.033,-3.54,-137.329,9.399
-0.212,-0.104,-0.022,1.587,-130.371,8.789
-0.263,-0.121,-0.053,8.179,-122.314,7.69
-0.297,-0.135,-0.066,14.343,-113.586,6.592
-0.328,-0.148,-0.083,20.325,-105.164,4.7
-0.353,-0.165,-0.1,25.024,-96.924,2.625
-0.378,-0.185,-0.11,26.917,-88.928,0.427
-0.402,-0.193,-0.126,26.794,-81.36,-2.502
-0.427,-0.186,-0.153,25.146,-74.463,-5.493
-0.462,-0.165,-0.185,22.705,-67.627,-8.179
-0.491,-0.135,-0.218,20.142,-60.547,-10.925
-0.515,-0.094,-0.251,17.761,-52.917,-13.367
-0.533,-0.05,-0.27,15.869,-44.617,-14.893
-0.564,-0.022,-0.292,15.686,-35.828,-15.686
-0.584,0.005,-0.314,16.357,-26.489,-16.052
-0.59,0.03,-0.331,15.93,-16.602,-15.991
-0.59,0.051,-0.355,14.709,-7.019,-15.381
-0.581,0.066,-0.363,14.038,3.357,-14.526
-0.572,0.087,-0.385,13.916,14.526,-13.184
-0.553,0.108,-0.399,12.756,26.184,-12.268
-0.536,0.128,-0.41,9.766,38.208,-11.169
-0.525,0.143,-0.403,5.493,51.086,-9.705
-0.506,0.161,-0.378,2.014,64.575,-8.423
-0.475,0.183,-0.329,-2.625,77.82,-7.202
-0.439,0.2,-0.269,-7.751,90.637,-6.226
-0.421,0.228,-0.201,-12.085,102.966,-5.676
-0.381,0.265,-0.122,-15.686,114.38,-4.578
-0.333,0.315,-0.037,-19.165,125.488,-3.296
-0.295,0.364,0.028,-19.897,135.498,-1.404
-0.276,0.424,0.11,-17.09,145.081,0.732
-0.237,0.484,0.214,-16.113,154.907,3.723
-0.156,0.547,0.321,-19.287,163.086,7.202
-0.088,0.611,0.415,-22.705,169.495,11.536
-0.051,0.67,0.479,-22.705,175.415,16.846
-0.013,0.714,0.541,-22.949,180.42,23.01
-0.007,0.75,0.63,-22.583,185.425,29.968
0.038,0.762,0.748,-22.827,190.674,36.926
0.09,0.771,0.865,-24.475,195.068,43.823
0.154,0.797,1.004,-27.344,198.242,50.842
0.224,0.819,1.134,-27.527,199.768,58.228
0.286,0.824,1.235,-22.095,199.28,66.223
0.34,0.828,1.346,-10.62,195.19,74.524
0.379,0.846,1.534,0.671,188.477,82.52
0.382,0.844,1.811,12.634,178.528,90.759
0.342,0.803,2.112,21.729,165.405,98.755
0.321,0.707,2.355,28.137,150.879,106.506
0.329,0.564,2.51,27.222,134.094,113.525
0.33,0.385,2.599,18.005,115.234,119.507
0.334,0.207,2.654,7.812,95.215,123.047
0.335,0.034,2.707,-0.61,74.402,124.207
0.331,-0.109,2.744,-6.653,53.223,123.352
0.318,-0.229,2.751,-10.742,32.837,120.422
0.303,-0.33,2.72,-11.78,12.878,116.76
0.282,-0.413,2.662,-10.132,-5.615,111.816
0.262,-0.46,2.564,-5.981,-22.888,105.774
0.254,-0.48,2.438,-2.686,-39.063,99.182
0.237,-0.492,2.305,-3.296,-53.589,92.712
0.222,-0.48,2.165,-5.92,-66.345,86.304
0.223,-0.476,2.021,-10.742,-77.637,80.322
0.218,-0.502,1.911,-19.653,-87.219,75.623
0.201,-0.509,1.79,-28.687,-96.13,70.19
0.174,-0.498,1.673,-35.034,-103.455,64.453
0.151,-0.471,1.587,-39.307,-109.07,59.143
0.148,-0.431,1.523,-41.443,-113.159,54.26
0.151,-0.386,1.459,-39.185,-116.699,50.049
0.138,-0.358,1.379,-29.541,-119.751,47.058
0.119,-0.342,1.308,-15.076,-121.765,43.884
0.108,-0.339,1.238,0.122,-122.62,40.71
0.102,-0.345,1.176,11.78,-123.596,37.17
0.093,-0.347,1.11,16.846,-124.756,33.447
0.088,-0.349,1.03,18.066,-126.343,29.785
0.085,-0.353,0.94,12.695,-128.174,26.184
0.067,-0.368,0.842,4.089,-130.188,22.827
0.035,-0.382,0.745,-2.319,-130.859,19.653
0,-0.407,0.648,-4.639,-129.883,16.418
-0.038,-0.411,0.556,-4.944,-127.808,12.634
-0.059,-0.413,0.476,-5.005,-124.146,8.911
-0.081,-0.418,0.404,-5.31,-119.263,5.798
-0.109,-0.425,0.342,-3.113,-113.77,2.258
-0.129,-0.434,0.279,3.601,-107.3,-1.099
-0.146,-0.454,0.222,12.756,-100.342,-4.456
-0.166,-0.484,0.171,20.691,-92.834,-7.629
-0.19,-0.511,0.127,25.635,-85.388,-11.658
-0.207,-0.532,0.088,26.245,-78.308,-16.357
-0.222,-0.533,0.05,22.766,-71.228,-21.545
-0.245,-0.531,0.001,18.555,-64.453,-26.611
-0.267,-0.514,-0.048,14.526,-57.312,-31.738
-0.299,-0.494,-0.09,10.132,-49.438,-36.316
-0.321,-0.482,-0.109,6.348,-40.71,-40.161
-0.342,-0.475,-0.12,2.808,-31.555,-43.64
-0.356,-0.46,-0.113,1.953,-21.484,-47.241
-0.348,-0.438,-0.097,3.845,-10.742,-50.659
-0.331,-0.431,-0.068,5.676,-0.244,-53.589
-0.311,-0.434,-0.025,6.47,10.864,-56.335
-0.284,-0.436,0.023,7.874,21.545,-59.204
-0.259,-0.438,0.077,8.484,31.494,-62.256
-0.229,-0.435,0.138,8.789,41.26,-65.552
-0.185,-0.447,0.203,10.437,50.781,-68.726
-0.144,-0.48,0.271,10.071,59.509,-72.144
-0.11,-0.514,0.342,9.277,67.139,-76.172
-0.08,-0.549,0.425,5.615,73.975,-81.299
-0.052,-0.583,0.512,0.488,79.59,-87.28
0.005,-0.599,0.608,-6.165,84.473,-94.482
0.07,-0.6,0.679,-11.108,87.891,-102.295
0.126,-0.583,0.731,-15.015,89.233,-110.596
0.141,-0.535,0.789,-17.822,89.844,-119.202
0.157,-0.491,0.863,-14.954,90.881,-127.563
0.174,-0.41,0.956,-12.817,91.614,-135.925
0.202,-0.3,1.067,-10.559,92.285,-144.47
0.231,-0.167,1.216,-8.728,91.919,-151.672
0.243,-0.017,1.361,-4.822,89.478,-157.776
0.235,0.142,1.493,0.549,84.778,-161.926
0.221,0.302,1.627,3.662,77.881,-164.124
0.197,0.449,1.751,4.028,69.214,-163.94
0.175,0.572,1.854,3.54,58.838,-162.109
0.134,0.683,1.924,2.625,47.119,-158.691
0.083,0.768,1.964,4.456,35.217,-154.114
0.059,0.84,2,9.033,24.048,-148.926
0.057,0.897,2.015,14.404,13.306,-143.005
0.045,0.94,2.008,19.592,2.258,-137.085
0.033,0.964,1.986,23.56,-8.423,-130.981
0.02,0.974,1.94,25.818,-19.287,-124.878
0.003,0.982,1.88,27.405,-30.09,-119.019
-0.008,0.992,1.812,27.893,-39.673,-113.342
-0.026,0.997,1.747,27.466,-48.157,-107.788
-0.042,0.996,1.688,27.1,-55.786,-102.356
-0.057,0.994,1.625,28.137,-62.683,-97.351
-0.078,0.988,1.557,28.687,-69.153,-92.224
-0.093,0.977,1.494,28.564,-75.378,-86.975
-0.11,0.97,1.427,26.855,-81.238,-81.787
-0.136,0.954,1.359,22.644,-86.914,-76.416
-0.146,0.932,1.279,20.691,-91.98,-71.411
-0.158,0.913,1.194,19.409,-96.558,-66.162
-0.167,0.89,1.112,16.968,-100.037,-61.035
-0.178,0.871,1.029,14.526,-103.088,-56.213
-0.191,0.842,0.959,13.672,-105.103,-51.147
-0.198,0.8,0.892,13.855,-106.018,-46.082
-0.206,0.76,0.832,15.564,-106.262,-41.809
-0.214,0.718,0.765,17.395,-106.201,-38.147
-0.226,0.671,0.703,17.212,-105.774,-34.729
-0.248,0.633,0.65,15.869,-105.164,-31.86
-0.261,0.602,0.592,16.357,-103.882,-29.663
-0.273,0.582,0.532,17.212,-102.051,-27.771
-0.276,0.571,0.481,17.334,-99.67,-26.184
-0.281,0.571,0.427,15.93,-97.168,-24.658
-0.294,0.577,0.369,15.625,-94.36,-23.254
-0.319,0.595,0.303,15.808,-91.064,-21.79
-0.343,0.608,0.244,15.381,-87.158,-19.47
-0.363,0.627,0.185,14.038,-82.52,-16.541
-0.375,0.633,0.124,12.207,-77.209,-13.367
-0.384,0.63,0.059,9.583,-71.35,-9.521
-0.412,0.609,-0.005,4.761,-65.247,-5.371
-0.438,0.577,-0.064,0.793,-58.228,-1.099
-0.458,0.546,-0.115,-1.465,-50.049,3.235
-0.477,0.513,-0.161,-2.808,-41.077,7.141
-0.487,0.48,-0.197,-3.54,-31.372,10.315
-0.498,0.447,-0.224,-2.808,-20.996,13.367
-0.501,0.427,-0.24,-1.648,-10.376,15.442
-0.487,0.406,-0.262,-0.183,0.183,17.273
-0.48,0.387,-0.28,2.319,11.841,18.921
-0.472,0.37,-0.306,4.517,23.254,20.142
-0.457,0.354,-0.324,5.615,35.4,21.057
-0.44,0.334,-0.331,5.554,47.913,22.034
-0.419,0.318,-0.327,5.493,61.157,22.339
-0.379,0.314,-0.316,4.578,74.829,22.827
-0.352,0.309,-0.277,1.343,88.623,23.499
-0.32,0.317,-0.205,-2.991,102.905,23.804
-0.292,0.33,-0.105,-6.042,116.577,24.048
-0.246,0.347,0.009,-6.348,129.578,24.78
-0.207,0.371,0.142,-3.235,141.907,25.513
-0.152,0.373,0.315,1.77,153.503,27.344
-0.095,0.402,0.503,8.057,163.086,29.419
-0.041,0.406,0.712,16.235,170.471,31.738
0.016,0.433,0.954,22.339,174.866,34.485
0.079,0.419,1.2,29.48,176.392,38.269
0.081,0.402,1.422,34.851,172.974,41.687
0.068,0.373,1.662,35.767,166.504,45.166
0.056,0.365,1.896,32.837,157.104,47.668
0.057,0.345,2.105,28.442,144.714,49.805
0.031,0.347,2.297,20.02,129.639,51.636
0.003,0.362,2.462,12.878,113.22,53.284
-0.003,0.356,2.582,12.695,95.276,55.542
-0.007,0.334,2.646,15.015,75.745,58.105
-0.026,0.295,2.639,19.043,54.932,60.425
-0.038,0.261,2.619,19.775,34.79,61.707
-0.022,0.244,2.576,14.282,15.381,62.439
-0.021,0.248,2.492,6.165,-3.235,62.439
-0.027,0.274,2.397,-0.793,-20.142,62.439
-0.032,0.292,2.309,-7.324,-35.522,63.11
-0.022,0.309,2.215,-13.55,-49.438,64.331
-0.013,0.313,2.11,-17.822,-62.012,65.613
-0.014,0.309,2,-20.508,-73.486,67.139
-0.017,0.306,1.9,-21.484,-83.313,68.359
-0.016,0.299,1.791,-19.592,-91.37,69.397
-0.021,0.296,1.69,-14.709,-98.145,70.435
-0.025,0.293,1.591,-7.446,-103.21,71.045
-0.021,0.301,1.53,-1.465,-106.873,71.289
-0.017,0.31,1.484,2.136,-110.352,71.838
-0.014,0.314,1.44,2.747,-113.647,72.754
-0.022,0.31,1.397,1.892,-117.31,74.463
-0.029,0.303,1.358,2.441,-120.789,76.111
-0.029,0.279,1.328,2.808,-123.962,78.43
-0.025,0.232,1.299,4.395,-126.77,80.444
-0.013,0.179,1.276,5.92,-129.395,82.153
-0.013,0.126,1.236,8.85,-132.202,83.374
-0.019,0.081,1.19,14.465,-134.644,83.679
-0.014,0.04,1.141,18.86,-136.78,83.374
-0.015,-0.007,1.091,19.104,-139.709,83.008
-0.03,-0.034,1.015,15.869,-143.127,81.848
-0.045,-0.065,0.944,11.719,-145.935,80.811
-0.047,-0.095,0.884,4.456,-148.071,79.712
-0.058,-0.131,0.806,-3.418,-150.391,78.735
-0.08,-0.162,0.717,-10.132,-152.222,77.82
-0.095,-0.193,0.619,-13.245,-153.015,76.599
-0.119,-0.227,0.525,-12.39,-152.222,74.89
-0.141,-0.26,0.439,-8.057,-150.085,73.303
-0.169,-0.289,0.354,-0.061,-146.729,70.984
-0.196,-0.318,0.273,11.292,-142.334,68.359
-0.208,-0.347,0.201,22.034,-137.573,65.002
-0.224,-0.365,0.129,27.405,-133.24,61.035
-0.247,-0.375,0.05,29.968,-129.517,56.641
-0.266,-0.384,-0.023,28.503,-125.549,52.551
-0.29,-0.385,-0.098,24.231,-121.46,48.767
-0.308,-0.393,-0.168,20.996,-116.699,45.227
-0.331,-0.405,-0.232,18.127,-111.694,42.175
-0.354,-0.423,-0.276,15.991,-106.018,39.246
-0.375,-0.441,-0.312,16.724,-99.915,36.194
-0.387,-0.457,-0.344,18.433,-93.628,32.898
-0.392,-0.463,-0.369,19.592,-87.402,29.541
-0.398,-0.47,-0.394,22.217,-81.238,26.611
-0.412,-0.476,-0.417,26.001,-74.951,23.865
-0.423,-0.484,-0.435,29.724,-68.665,20.874
-0.431,-0.492,-0.462,31.555,-62.378,17.7
-0.443,-0.503,-0.488,31.006,-56.702,14.954
-0.451,-0.515,-0.513,28.015,-50.537,12.085
-0.453,-0.531,-0.535,23.865,-44.25,8.85
-0.45,-0.544,-0.564,19.714,-37.537,5.554
-0.449,-0.566,-0.608,13,-30.884,2.014
-0.442,-0.581,-0.659,5.676,-24.048,-1.648
-0.441,-0.607,-0.71,-0.183,-16.724,-5.066
-0.441,-0.627,-0.793,-3.784,-8.789,-8.972
-0.435,-0.641,-0.892,-9.705,0,-13.977
-0.425,-0.637,-0.994,-14.587,10.925,-19.47
-0.414,-0.612,-1.103,-19.104,23.621,-25.635
-0.407,-0.592,-1.218,-22.827,38.391,-31.189
-0.377,-0.591,-1.328,-24.719,55.786,-35.95
-0.348,-0.602,-1.438,-27.527,74.89,-41.016
-0.319,-0.57,-1.551,-29.785,95.337,-46.57
-0.254,-0.563,-1.629,-30.64,118.774,-51.636
-0.168,-0.56,-1.687,-30.823,144.775,-57.19
-0.061,-0.553,-1.667,-28.564,172.18,-62.378
0.105,-0.521,-1.582,-28.564,200.745,-68.359
0.273,-0.466,-1.434,-31.25,228.882,-74.219
0.405,-0.408,-1.193,-33.142,256.042,-80.078
0.517,-0.316,-0.813,-41.443,282.349,-86.548
0.652,-0.13,-0.277,-63.416,305.969,-93.384
0.769,0.109,0.306,-77.271,324.402,-100.037
0.902,0.422,1.034,-80.261,337.83,-103.76
0.974,0.673,1.743,-53.711,344.91,-103.455
0.959,0.886,2.45,-27.527,341.736,-97.595
0.851,1.035,3.052,-17.273,326.904,-88.196
0.676,1.138,3.529,-22.4,301.575,-78.186
0.474,1.226,3.91,-39.368,269.653,-68.909
0.321,1.264,4,-56.458,234.558,-60.486
0.16,1.264,4,-60.242,196.411,-51.88
0.025,1.17,4,-49.255,158.142,-42.053
-0.072,0.993,4,-34.79,122.192,-32.776
-0.13,0.814,3.999,-22.766,88.501,-25.574
-0.173,0.649,3.731,-15.625,56.702,-20.203
-0.21,0.565,3.36,-14.465,27.161,-16.785
-0.24,0.504,2.936,-18.738,2.258,-14.587
-0.279,0.333,2.353,-23.376,-16.174,-13.794
-0.307,-0.219,1.315,-26.123,-24.048,-16.052
-0.282,-1.261,-0.653,-28.992,-11.841,-28.076
-0.069,-0.44,-0.738,-30.273,15.015,-44.006
-0.208,0.852,0.259,-11.963,14.587,-38.391
-0.538,1.698,0.745,-6.165,27.588,-36.194
-0.45,2.229,1.585,-16.052,34.546,-14.893
-0.397,2.295,2.465,-2.136,23.865,9.521
-0.411,1.965,2.944,19.836,6.104,38.696
-0.305,1.413,2.981,30.762,-14.038,61.829
-0.151,0.907,2.856,29.358,-32.41,77.454
-0.06,0.456,2.534,24.78,-54.565,85.815
-0.016,0.103,2.196,20.874,-73.242,87.585
0.003,-0.163,1.904,13.55,-88.135,84.29
0.02,-0.335,1.634,5.615,-98.633,77.026
0.003,-0.463,1.372,2.869,-106.018,66.589
-0.038,-0.518,1.106,2.625,-110.229,54.443
-0.088,-0.473,0.851,-3.906,-110.657,42.603
-0.144,-0.33,0.616,-13.367,-108.093,32.288
-0.197,-0.125,0.423,-15.93,-102.661,23.804
-0.243,0.052,0.317,-2.319,-94.727,18.066
-0.268,0.141,0.356,30.579,-86.365,14.038
-0.265,0.119,0.507,70.679,-79.224,11.23
-0.243,0.037,0.621,98.694,-73.608,9.399
-0.246,-0.036,0.723,99.548,-70.984,8.362
-0.267,-0.077,0.777,90.881,-71.106,6.531
-0.263,-0.088,0.813,81.055,-71.838,4.211
-0.266,-0.072,0.819,67.932,-73.303,1.831
-0.286,-0.046,0.81,51.27,-75.195,0.244
-0.299,-0.011,0.772,36.743,-77.271,-0.671
-0.314,0.037,0.69,19.47,-78.857,-0.732
-0.333,0.087,0.564,2.38,-78.918,0.122
-0.355,0.137,0.428,-11.414,-77.82,2.014
-0.374,0.174,0.3,-19.165,-75.317,4.211
-0.394,0.192,0.178,-19.043,-71.106,6.775
-0.415,0.194,0.087,-14.771,-65.369,9.521
-0.433,0.169,0.017,-8.118,-58.35,12.146
-0.455,0.132,-0.019,-1.038,-50.781,14.099
-0.474,0.099,-0.036,5.371,-43.152,15.503
-0.492,0.069,-0.043,11.169,-35.706,16.235
-0.507,0.036,-0.047,16.846,-28.381,16.907
-0.522,0.008,-0.043,18.738,-20.813,17.151
-0.531,-0.016,-0.039,16.907,-13.55,17.212
-0.533,-0.037,-0.035,14.343,-6.775,16.846
-0.531,-0.051,-0.04,11.292,-0.183,16.113
-0.526,-0.064,-0.042,7.263,6.592,15.442
-0.519,-0.079,-0.049,3.235,13.367,14.709
-0.506,-0.089,-0.052,-0.305,20.142,13.916
-0.494,-0.099,-0.054,-3.235,26.978,13.184
-0.481,-0.1,-0.049,-5.432,34.485,11.963
-0.461,-0.101,-0.044,-6.775,42.358,10.742
-0.44,-0.106,-0.043,-7.568,50.659,9.644
-0.414,-0.106,-0.044,-7.996,58.96,8.301
-0.378,-0.098,-0.041,-9.46,67.749,6.409
-0.349,-0.08,-0.022,-12.573,76.721,4.517
-0.322,-0.042,-0.012,-15.259,85.693,2.014
-0.297,0.004,0.003,-19.043,94.543,-0.305
-0.269,0.054,0.029,-25.635,103.76,-1.77
-0.24,0.107,0.047,-31.921,112.976,-2.808
-0.178,0.175,0.068,-38.94,122.192,-3.296
-0.146,0.219,0.097,-43.518,131.775,-2.991
-0.135,0.276,0.122,-44.556,141.357,-2.441
-0.109,0.337,0.197,-46.082,151.794,-1.526
-0.061,0.417,0.285,-44.25,161.926,-0.305
-0.034,0.488,0.405,-41.443,171.265,1.709
-0.018,0.569,0.566,-38.574,179.687,4.517
0.056,0.638,0.758,-37.109,186.279,8.301
0.139,0.697,0.94,-36.194,189.636,12.939
0.184,0.757,1.057,-33.325,188.965,18.372
0.198,0.808,1.186,-29.846,186.34,24.597
0.221,0.863,1.317,-22.156,182.19,31.128
0.251,0.888,1.496,-11.78,177.124,38.879
0.26,0.881,1.68,-0.366,170.593,47.058
0.27,0.814,1.866,10.315,162.537,55.42
0.29,0.717,2.032,15.259,152.832,63.11
0.297,0.613,2.152,13.733,141.052,69.214
0.298,0.512,2.234,8.85,127.258,73.792
0.29,0.436,2.295,1.526,112.366,76.721
0.271,0.385,2.341,-4.761,96.619,78.369
0.25,0.343,2.373,-8.484,81.055,79.59
0.247,0.281,2.399,-7.996,66.467,80.811
0.239,0.198,2.4,-2.258,52.002,81.36
0.22,0.125,2.39,3.967,37.292,80.994
0.204,0.069,2.365,5.432,22.888,79.712
0.195,0.04,2.314,1.526,8.118,77.332
0.186,0.03,2.234,-6.348,-6.653,75.195
0.179,0.046,2.111,-14.893,-20.813,73.181
0.173,0.074,1.976,-23.621,-33.63,72.144
0.171,0.101,1.843,-31.616,-44.373,72.144
0.165,0.103,1.719,-37.354,-52.673,73.181
0.172,0.089,1.61,-39.795,-59.204,74.341
0.187,0.05,1.519,-38.513,-63.843,75.806
0.189,-0.002,1.43,-31.494,-67.078,77.026
0.172,-0.072,1.355,-21.24,-69.275,77.332
0.158,-0.145,1.312,-10.498,-70.129,76.599
0.152,-0.208,1.295,-3.418,-70.374,74.28
0.145,-0.241,1.286,-0.061,-71.35,70.19
0.132,-0.245,1.287,0.549,-72.937,65.613
0.139,-0.225,1.29,0,-75.439,61.34
0.146,-0.225,1.299,-3.052,-78.369,57.8
0.129,-0.246,1.302,-7.08,-82.581,55.359
0.12,-0.251,1.298,-11.536,-87.097,52.612
0.12,-0.256,1.274,-13.245,-91.98,49.683
0.124,-0.267,1.245,-13,-96.375,47.424
0.121,-0.314,1.208,-8.24,-99.976,45.593
0.101,-0.351,1.155,1.16,-103.149,42.969
0.088,-0.395,1.102,11.23,-105.774,39.063
0.084,-0.427,1.059,15.259,-107.971,34.302
0.09,-0.447,1.01,13.794,-110.474,28.809
0.102,-0.471,0.948,8.85,-113.708,23.682
0.107,-0.525,0.88,1.221,-116.699,19.043
0.095,-0.59,0.809,-8.118,-119.446,13.916
0.08,-0.654,0.734,-16.846,-121.155,7.874
0.049,-0.724,0.664,-24.963,-121.704,1.343
0.021,-0.77,0.593,-31.067,-120.972,-6.042
-0.009,-0.788,0.527,-33.203,-118.652,-13.794
-0.041,-0.809,0.45,-28.809,-114.929,-22.461
-0.062,-0.799,0.39,-21.912,-110.107,-31.86
-0.074,-0.789,0.346,-17.273,-104.248,-41.077
-0.08,-0.769,0.294,-15.869,-98.755,-50.293
-0.086,-0.749,0.243,-19.287,-93.506,-59.082
-0.096,-0.698,0.173,-23.376,-88.623,-67.932
-0.107,-0.647,0.11,-26.245,-82.703,-76.172
-0.102,-0.581,0.051,-27.771,-76.233,-83.557
-0.113,-0.529,-0.01,-28.137,-68.359,-89.966
-0.117,-0.451,-0.056,-26.428,-59.265,-96.436
-0.132,-0.385,-0.101,-23.621,-49.133,-101.563
-0.152,-0.327,-0.132,-20.508,-38.086,-106.018
-0.16,-0.275,-0.153,-17.212,-26.55,-109.68
-0.161,-0.239,-0.171,-12.024,-14.221,-113.159
-0.146,-0.211,-0.157,-6.287,-1.16,-116.028
-0.116,-0.189,-0.127,-2.075,12.329,-119.202
