aX,aY,aZ,gX,gY,gZ,,,,
0.75,-0.73,1.324,81.543,-75.684,-67.322,,,,
0.721,-0.778,1.22,87.097,-79.956,-67.932,,,,
0.684,-0.917,1.079,93.567,-83.008,-69.336,,,,
0.688,-1.1,0.993,97.046,-82.764,-71.045,,,,
0.734,-1.291,0.959,101.44,-81.848,-74.89,,,,
0.731,-1.447,0.928,109.802,-80.75,-81.97,,,,
0.765,-1.648,0.94,119.141,-78.247,-90.576,,,,
0.832,-1.856,1.035,124.268,-76.782,-101.624,,,,
0.874,-2.014,1.107,128.479,-77.82,-115.967,,,,
0.921,-2.096,1.122,131.042,-80.261,-132.507,,,,
0.989,-2.11,1.156,126.221,-83.008,-149.902,,,,
1.052,-2.043,1.203,112.854,-86.548,-167.419,,,,
1.065,-1.919,1.228,96.802,-92.773,-184.509,,,,
1.096,-1.741,1.239,82.886,-100.159,-200.623,,,,
1.115,-1.498,1.225,69.641,-107.422,-214.966,,,,
1.096,-1.273,1.183,62.012,-115.295,-226.135,,,,
1.066,-1.07,1.155,59.448,-121.216,-233.398,,,,
1.026,-0.878,1.156,65.674,-125.122,-238.159,,,,
1.013,-0.743,1.15,81.97,-127.747,-240.295,,,,
0.983,-0.627,1.103,106.384,-129.517,-241.516,,,,
0.949,-0.505,1.064,130.188,-130.249,-242.859,,,,
0.925,-0.403,1.012,145.142,-130.188,-243.042,,,,
0.889,-0.307,0.943,152.161,-130.859,-243.225,,,,
0.845,-0.227,0.87,147.522,-131.958,-242.615,,,,
0.789,-0.148,0.809,137.146,-133.545,-241.15,,,,
0.701,-0.103,0.707,131.165,-134.888,-239.197,,,,
0.66,-0.038,0.638,124.329,-135.62,-236.572,,,,
0.628,0.003,0.543,117.981,-136.292,-233.521,,,,
0.568,0.061,0.46,113.525,-136.658,-229.431,,,,
0.497,0.085,0.35,114.38,-136.475,-224.915,,,,
0.422,0.132,0.242,116.943,-134.705,-220.276,,,,
0.361,0.177,0.151,116.028,-131.348,-214.966,,,,
0.298,0.231,0.074,115.662,-127.991,-210.205,,,,
0.234,0.281,0.012,115.662,-124.084,-204.834,,,,
0.16,0.333,-0.051,114.136,-119.568,-198.669,,,,
0.073,0.401,-0.109,109.924,-114.563,-191.833,,,,
-0.01,0.46,-0.162,107.361,-109.436,-184.57,,,,
-0.101,0.512,-0.215,107.178,-103.516,-176.575,,,,
-0.188,0.552,-0.258,105.53,-96.802,-167.664,,,,
-0.298,0.513,-0.328,105.774,-89.172,-157.471,,,,
-0.4,0.54,-0.373,94.299,-81.238,-146.851,,,,
-0.485,0.522,-0.416,83.069,-73.364,-135.498,,,,
-0.528,0.507,-0.451,75.317,-64.27,-123.352,,,,
-0.587,0.494,-0.476,66.833,-56.091,-110.168,,,,
-0.668,0.498,-0.552,65.247,-48.218,-96.863,,,,
-0.713,0.487,-0.589,61.279,-39.49,-82.764,,,,
-0.751,0.448,-0.547,61.279,-31.555,-70.862,,,,
-0.764,0.363,-0.562,58.838,-24.292,-58.044,,,,
-0.78,0.329,-0.504,56.274,-16.907,-46.936,,,,
-0.777,0.225,-0.396,49.438,-13.123,-36.133,,,,
-0.751,0.105,-0.336,44.678,-8.545,-26.917,,,,
-0.718,0.009,-0.312,42.053,-4.761,-18.677,,,,
-0.697,-0.07,-0.297,33.752,-2.197,-12.329,,,,
-0.675,-0.131,-0.254,19.653,-1.099,-7.874,,,,
-0.653,-0.161,-0.196,3.784,-0.366,-5.066,,,,
-0.64,-0.178,-0.169,-5.798,0.61,-2.258,,,,
-0.615,-0.174,-0.166,-12.39,1.526,-0.244,,,,
-0.623,-0.139,-0.182,-16.724,2.563,0.671,,,,
-0.651,-0.09,-0.209,-17.09,4.028,1.831,,,,
-0.641,-0.01,-0.204,-19.287,5.737,3.784,,,,
-0.61,0.058,-0.226,-17.151,7.08,7.202,,,,
-0.651,0.146,-0.234,-15.93,7.812,11.719,,,,
-0.715,0.195,-0.266,-12.024,8.728,17.639,,,,
-0.671,0.301,-0.241,5.127,12.024,23.071,,,,
-0.702,0.32,-0.337,19.043,14.343,30.457,,,,
-0.687,0.422,-0.336,-1.77,17.334,38.635,,,,
-0.679,0.556,-0.4,-22.705,19.653,48.584,,,,
-0.687,0.673,-0.464,-43.396,24.414,60.12,,,,
-0.658,0.786,-0.489,-68.176,30.884,74.646,,,,
-0.597,0.873,-0.51,-81.299,39.429,89.966,,,,
-0.519,0.987,-0.557,-84.473,49.744,106.689,,,,
-0.442,1.111,-0.629,-85.205,62.012,124.573,,,,
-0.357,1.289,-0.716,-98.022,74.951,144.409,,,,
-0.176,1.394,-0.689,-117.92,90.881,167.358,,,,
-0.003,1.481,-0.643,-130.981,106.873,190.674,,,,
0.253,1.514,-0.576,-137.634,123.657,216.003,,,,
0.51,1.565,-0.531,-150.146,138.916,240.112,,,,
0.775,1.59,-0.452,-155.273,154.114,263.733,,,,
1.034,1.67,-0.484,-151.306,168.64,286.743,,,,
1.316,1.797,-0.578,-147.705,182.434,311.34,,,,
1.684,1.895,-0.655,-131.531,198.914,338.257,,,,
2.116,1.869,-0.716,-98.206,217.468,367.371,,,,
2.57,1.788,-0.772,-65.674,235.046,398.01,,,,
3.034,1.533,-0.73,-35.583,250.854,429.443,,,,
3.481,1.201,-0.716,-6.104,264.343,456.787,,,,
3.944,0.992,-1.035,-24.841,280.823,482.849,,,,
4,0.609,-0.781,-38.94,302.307,498.108,,,,
4,0.352,0.248,-64.392,300.537,505.981,,,,
4,0.068,0.929,-110.413,306.885,510.132,,,,
4,-0.408,1.733,-176.147,319.885,509.521,,,,
4,-0.72,2.483,-257.69,328.003,503.784,,,,
4,-1.435,3.319,-318.726,326.111,496.155,,,,
4,-2.215,4,-309.753,310.608,477.6,,,,
3.744,-3.425,3.98,-236.816,277.1,447.144,,,,
3.17,-4,3.221,-145.081,235.84,400.574,,,,
2.707,-4,1.954,-95.337,205.2,340.393,,,,
2.402,-4,1.734,-94.727,192.871,270.447,,,,
2.058,-4,2.422,-106.445,167.236,198.792,,,,
1.738,-3.944,3.2,-82.214,141.846,131.104,,,,
1.572,-3.109,3.761,-46.753,104.919,85.815,,,,
1.457,-2.582,4,-36.255,60.974,51.025,,,,
1.37,-2.231,3.991,-34.607,18.188,20.996,,,,
1.296,-1.995,3.805,-50.659,-20.874,-6.531,,,,
1.322,-1.65,3.475,-79.285,-53.467,-27.893,,,,
1.353,-1.376,2.868,-97.595,-79.956,-42.236,,,,
1.354,-1.149,2.309,-100.342,-102.417,-51.575,,,,
1.301,-0.93,1.746,-91.98,-117.554,-55.786,,,,
1.215,-0.762,1.252,-79.59,-123.047,-55.664,,,,
1.132,-0.714,0.861,-67.81,-121.887,-54.26,,,,
1.047,-0.786,0.6,-60.364,-116.76,-52.795,,,,
0.977,-0.842,0.501,-54.199,-109.497,-51.086,,,,
0.913,-0.916,0.5,-45.593,-100.647,-49.683,,,,
0.871,-0.981,0.543,-31.311,-91.675,-49.622,,,,
0.836,-1.006,0.596,-13.062,-84.106,-50.842,,,,
0.811,-0.988,0.657,3.784,-78.186,-53.772,,,,
0.822,-0.938,0.786,17.7,-73.608,-56.824,,,,
0.825,-0.873,0.888,33.02,-70.984,-60.486,,,,
0.824,-0.863,0.969,49.622,-68.848,-64.575,,,,
0.796,-0.9,1.003,64.819,-67.81,-68.909,,,,
0.828,-0.972,1.039,73.303,-68.115,-73.12,,,,
0.837,-1.099,1.018,71.899,-70.496,-78.064,,,,
0.848,-1.23,1.027,69.092,-73.669,-85.815,,,,
0.864,-1.305,1.064,68.542,-76.66,-95.093,,,,
0.839,-1.332,1.165,70.374,-79.712,-104.431,,,,
0.847,-1.314,1.321,74.89,-82.031,-113.403,,,,
0.881,-1.285,1.468,84.167,-85.51,-121.643,,,,
0.902,-1.279,1.584,99.548,-91.37,-130.615,,,,
0.932,-1.279,1.673,113.098,-97.107,-139.587,,,,
0.96,-1.258,1.744,119.202,-104.187,-148.926,,,,
0.997,-1.21,1.787,117.493,-112.61,-158.386,,,,
1.081,-1.131,1.762,105.469,-123.535,-166.443,,,,
1.094,-1.044,1.65,84.412,-137.268,-173.462,,,,
1.1,-0.907,1.503,60.669,-151.978,-179.321,,,,
1.082,-0.76,1.31,46.875,-164.551,-183.716,,,,
1.041,-0.635,1.113,45.898,-173.523,-185.974,,,,
0.997,-0.525,0.94,51.147,-178.406,-186.707,,,,
0.936,-0.435,0.792,67.627,-180.054,-186.646,,,,
0.842,-0.364,0.673,88.318,-178.467,-185.974,,,,
0.781,-0.305,0.601,106.689,-174.377,-184.937,,,,
0.728,-0.262,0.578,119.568,-168.945,-182.861,,,,
0.675,-0.214,0.559,129.883,-164.612,-180.359,,,,
0.664,-0.211,0.501,136.353,-161.072,-177.185,,,,
0.595,-0.21,0.434,132.202,-158.63,-172.363,,,,
0.548,-0.237,0.305,128.723,-156.067,-167.358,,,,
0.512,-0.235,0.202,122.803,-152.832,-163.086,,,,
0.416,-0.228,0.081,109.314,-149.597,-158.264,,,,
0.305,-0.234,-0.027,94.543,-145.569,-152.527,,,,
0.192,-0.256,-0.089,82.52,-139.954,-146.606,,,,
0.112,-0.282,-0.108,71.167,-132.996,-139.771,,,,
0.086,-0.314,-0.097,62.622,-125.854,-133.24,,,,
0.085,-0.353,-0.096,55.908,-119.934,-126.831,,,,
0.034,-0.395,-0.15,56.213,-115.601,-121.338,,,,
-0.025,-0.44,-0.187,63.843,-110.229,-117.371,,,,
-0.072,-0.45,-0.259,71.472,-104.065,-114.502,,,,
-0.114,-0.449,-0.294,70.618,-95.825,-110.596,,,,
-0.153,-0.462,-0.293,60.303,-88.806,-106.812,,,,
-0.18,-0.491,-0.244,50.72,-82.214,-103.699,,,,
-0.211,-0.51,-0.197,47.485,-76.538,-100.464,,,,
-0.244,-0.538,-0.163,43.274,-71.716,-96.863,,,,
-0.27,-0.568,-0.118,32.288,-67.749,-92.712,,,,
-0.292,-0.614,-0.072,23.987,-64.636,-88.623,,,,
-0.295,-0.662,-0.049,24.658,-61.584,-85.571,,,,
-0.304,-0.689,-0.041,27.222,-58.96,-84.167,,,,
-0.337,-0.675,-0.116,33.264,-57.007,-84.29,,,,
-0.384,-0.576,-0.091,38.208,-53.223,-83.984,,,,
-0.382,-0.716,0.015,40.955,-49.255,-84.412,,,,
-0.44,-0.66,-0.163,41.809,-50.354,-84.717,,,,
-0.443,-0.526,-0.153,44.922,-38.818,-80.322,,,,
-0.466,-0.562,-0.203,47.119,-39.551,-80.139,,,,
-0.469,-0.656,-0.118,52.307,-34.607,-77.759,,,,
-0.489,-0.738,-0.166,58.289,-31.494,-76.294,,,,
-0.486,-0.77,-0.131,59.448,-27.344,-76.355,,,,
-0.5,-0.775,-0.074,56.03,-26.489,-77.271,,,,
-0.504,-0.758,-0.118,56.396,-22.949,-78.308,,,,
-0.518,-0.762,-0.166,61.951,-18.921,-80.627,,,,
-0.511,-0.779,-0.152,57.373,-16.724,-82.214,,,,
-0.496,-0.775,-0.05,44.617,-15.991,-83.74,,,,
-0.511,-0.764,0.026,35.706,-16.479,-86.67,,,,
-0.535,-0.705,0.082,28.625,-16.296,-88.989,,,,
-0.552,-0.617,0.116,18.433,-17.578,-90.21,,,,
-0.57,-0.509,0.121,12.451,-18.921,-90.881,,,,
-0.578,-0.428,0.104,12.024,-19.958,-90.393,,,,
-0.586,-0.348,0.075,12.573,-20.874,-88.806,,,,
-0.593,-0.249,0.031,13.611,-21.606,-86.67,,,,
-0.61,-0.143,-0.029,15.015,-21.851,-83.679,,,,
-0.645,-0.046,-0.099,15.625,-22.217,-79.651,,,,
-0.663,0.035,-0.158,12.512,-21.606,-74.524,,,,
-0.689,0.122,-0.186,5.92,-20.264,-68.542,,,,
-0.682,0.209,-0.199,-0.549,-18.494,-62.134,,,,
-0.688,0.274,-0.207,-8.789,-16.724,-55.237,,,,
-0.686,0.328,-0.218,-16.174,-14.526,-47.607,,,,
-0.679,0.397,-0.208,-28.32,-12.207,-39.917,,,,
-0.678,0.454,-0.202,-39.612,-10.01,-31.555,,,,
-0.673,0.521,-0.188,-49.377,-7.812,-22.705,,,,
-0.667,0.588,-0.18,-56.213,-5.859,-13.672,,,,
-0.656,0.643,-0.171,-60.791,-4.028,-4.272,,,,
-0.64,0.7,-0.153,-62.744,-2.136,5.798,,,,
-0.602,0.743,-0.148,-60.791,-0.366,16.663,,,,
-0.564,0.762,-0.174,-56.091,0.916,28.015,,,,
-0.56,0.763,-0.23,-50.171,2.502,39.246,,,,
-0.558,0.757,-0.304,-40.771,5.737,49.988,,,,
-0.534,0.745,-0.396,-30.762,11.169,60.913,,,,
-0.503,0.747,-0.494,-25.513,18.372,71.777,,,,
-0.461,0.765,-0.58,-25.452,27.71,82.764,,,,
-0.409,0.799,-0.671,-30.701,38.147,94.482,,,,
-0.358,0.835,-0.76,-43.152,49.988,107.544,,,,
-0.301,0.921,-0.834,-63.354,63.293,120.3,,,,
-0.218,1.019,-0.88,-87.036,78.064,134.46,,,,
-0.11,1.125,-0.906,-106.018,94.36,150.024,,,,
0.032,1.187,-0.952,-115.784,110.84,166.199,,,,
0.143,1.246,-1.033,-122.986,127.502,183.35,,,,
0.313,1.316,-1.133,-123.962,147.583,201.782,,,,
0.536,1.357,-1.23,-128.113,169.434,220.947,,,,
0.83,1.416,-1.32,-135.986,193.726,241.455,,,,
1.208,1.456,-1.428,-146.301,220.032,263,,,,
1.644,1.527,-1.497,-152.527,249.023,284.668,,,,
2.078,1.455,-1.593,-149.658,279.236,307.739,,,,
2.565,1.432,-1.609,-150.635,313.171,329.346,,,,
3.048,1.386,-1.478,-154.724,350.098,348.694,,,,
3.514,1.226,-1.133,-162.659,385.864,366.333,,,,
3.957,0.947,-0.663,-198.669,419.556,382.263,,,,
4,0.659,-0.024,-256.836,449.463,390.686,,,,
4,0.441,0.786,-314.941,476.257,389.465,,,,
4,0.378,1.946,-353.394,497.009,379.456,,,,
4,0.337,3.251,-330.566,504.883,367.371,,,,
4,0.268,4,-231.873,490.234,359.619,,,,
4,-0.239,4,-85.022,449.524,364.136,,,,
3.68,-0.902,4,36.194,390.381,376.099,,,,
3.395,-1.368,4,90.271,331.36,388.916,,,,
3.043,-0.695,4,56.274,258.606,386.841,,,,
2.94,-1.801,4,6.042,182.678,372.192,,,,
2.385,-3.611,4,-23.621,105.103,307.678,,,,
2.063,-4,4,-58.96,62.866,261.23,,,,
1.841,-4,4,-118.408,19.531,206.543,,,,
1.629,-4,3.809,-122.498,-20.386,146.118,,,,
1.448,-4,2.897,-95.154,-51.392,90.271,,,,
1.407,-4,2.087,-62.927,-65.43,41.016,,,,
1.353,-3.841,1.436,-28.137,-73.303,-6.165,,,,
1.317,-3.214,1.025,0.427,-71.96,-48.279,,,,
1.28,-2.559,0.822,17.273,-64.514,-83.618,,,,
1.198,-1.886,0.797,26.489,-55.237,-109.314,,,,
1.096,-1.334,0.838,34.851,-47.485,-124.695,,,,
1.001,-0.892,0.914,40.71,-41.992,-130.859,,,,
0.903,-0.581,0.973,43.701,-39.978,-129.517,,,,
0.798,-0.387,1.001,44.006,-40.588,-122.864,,,,
0.726,-0.295,1.017,43.701,-42.358,-112.915,,,,
0.692,-0.274,1.009,42.297,-45.593,-101.685,,,,
0.699,-0.336,0.989,41.809,-48.157,-90.881,,,,
0.705,-0.463,0.963,37.537,-51.636,-81.909,,,,
0.713,-0.602,0.961,34.18,-55.481,-75.684,,,,
0.715,-0.726,0.983,34.424,-58.167,-72.876,,,,
0.734,-0.845,1.019,36.987,-59.143,-72.754,,,,
0.732,-0.946,1.072,43.274,-60.364,-74.219,,,,
0.757,-1.032,1.165,49.927,-60.669,-77.698,,,,
0.812,-1.132,1.26,53.284,-61.707,-82.092,,,,
0.785,-1.199,1.327,56.091,-65.796,-88.501,,,,
0.796,-1.259,1.429,59.204,-69.092,-95.459,,,,
0.856,-1.336,1.526,59.204,-73.12,-102.783,,,,
0.895,-1.392,1.575,56.396,-80.261,-111.023,,,,
0.914,-1.437,1.607,52.368,-89.05,-119.934,,,,
0.914,-1.444,1.62,47.791,-98.206,-129.333,,,,
0.906,-1.434,1.639,50.415,-107.117,-138.306,,,,
0.944,-1.437,1.661,58.716,-115.234,-146.973,,,,
0.959,-1.405,1.639,72.693,-123.962,-155.884,,,,
0.984,-1.348,1.603,90.149,-132.385,-164.795,,,,
1.018,-1.284,1.549,108.521,-138.489,-173.279,,,,
1.048,-1.239,1.492,122.314,-143.494,-180.603,,,,
1.085,-1.201,1.432,131.592,-148.682,-188.049,,,,
1.134,-1.181,1.319,135.742,-153.625,-194.702,,,,
1.131,-1.122,1.2,132.751,-158.325,-201.721,,,,
1.136,-1.06,1.077,128.479,-161.499,-208.374,,,,
1.163,-0.983,0.958,118.408,-163.086,-213.989,,,,
1.132,-0.852,0.811,104.431,-164.917,-219.116,,,,
1.074,-0.711,0.66,97.168,-165.161,-223.083,,,,
1,-0.5,0.507,91.919,-163.208,-225.769,,,,
0.901,-0.272,0.39,92.163,-159.607,-226.44,,,,
0.78,-0.059,0.326,94.91,-154.053,-224.304,,,,
0.676,0.083,0.308,99.365,-147.949,-219.788,,,,
0.582,0.183,0.362,96.497,-142.761,-213.196,,,,
0.494,0.217,0.448,96.375,-139.099,-205.566,,,,
0.428,0.2,0.51,94.971,-137.085,-197.51,,,,
0.364,0.165,0.561,89.233,-136.292,-189.453,,,,
0.318,0.136,0.572,83.618,-136.658,-181.824,,,,
0.26,0.1,0.532,81.604,-137.573,-174.5,,,,
0.191,0.075,0.483,79.224,-138.611,-167.664,,,,
0.151,0.043,0.407,76.294,-138.794,-161.133,,,,
0.11,0.04,0.33,68.42,-138.489,-154.724,,,,
0.06,0.028,0.249,60.12,-137.756,-148.682,,,,
0.008,0.037,0.165,54.443,-136.169,-143.311,,,,
-0.048,0.044,0.087,49.805,-133.972,-138.428,,,,
-0.095,0.077,0.027,47.485,-130.92,-133.911,,,,
-0.156,0.097,-0.044,49.744,-126.587,-129.761,,,,
-0.195,0.138,-0.106,49.133,-121.826,-125.061,,,,
-0.243,0.18,-0.188,47.607,-117.249,-119.324,,,,
-0.31,0.226,-0.27,46.143,-111.572,-113.22,,,,
-0.385,0.264,-0.354,48.157,-104.492,-106.445,,,,
-0.448,0.305,-0.421,48.157,-96.558,-99.243,,,,
-0.52,0.293,-0.475,46.387,-87.463,-90.515,,,,
-0.554,0.359,-0.494,38.757,-77.698,-81.909,,,,
-0.576,0.377,-0.521,29.724,-69.092,-72.632,,,,
-0.598,0.416,-0.523,20.569,-59.631,-62.439,,,,
-0.624,0.45,-0.539,11.414,-51.514,-52.002,,,,
-0.635,0.486,-0.54,2.502,-43.274,-41.687,,,,
-0.644,0.508,-0.538,-7.629,-35.339,-30.823,,,,
-0.638,0.532,-0.526,-17.883,-27.649,-19.836,,,,
-0.621,0.554,-0.504,-27.832,-20.02,-9.155,,,,
-0.604,0.578,-0.478,-36.072,-12.634,0.916,,,,
-0.592,0.595,-0.463,-42.175,-6.287,11.597,,,,
-0.576,0.61,-0.451,-45.471,0.305,22.034,,,,
-0.541,0.615,-0.453,-48.401,6.897,32.593,,,,
-0.514,0.613,-0.469,-53.284,13.245,43.091,,,,
-0.468,0.618,-0.51,-59.753,19.958,53.65,,,,
-0.453,0.644,-0.571,-69.885,26.611,64.026,,,,
-0.405,0.711,-0.619,-79.041,34.607,74.585,,,,
-0.357,0.789,-0.677,-80.322,44.006,85.938,,,,
-0.316,0.851,-0.758,-83.008,53.65,98.267,,,,
-0.251,0.924,-0.87,-91.675,64.148,111.572,,,,
-0.17,0.996,-0.996,-104.431,76.599,125.671,,,,
-0.04,1.108,-1.163,-120.056,91.919,140.564,,,,
0.087,1.244,-1.336,-139.954,109.985,156.738,,,,
0.268,1.34,-1.437,-152.527,132.141,174.133,,,,
0.518,1.4,-1.478,-161.194,158.386,192.688,,,,
0.793,1.492,-1.484,-171.57,186.584,211.06,,,,
1.123,1.545,-1.422,-175.842,216.248,230.164,,,,
1.481,1.587,-1.388,-168.03,245.667,248.779,,,,
1.874,1.612,-1.365,-156.372,274.658,268.555,,,,
2.321,1.636,-1.339,-148.315,304.077,289.49,,,,
2.762,1.565,-1.284,-142.7,333.13,311.768,,,,
3.134,1.39,-1.11,-145.569,363.098,333.801,,,,
3.543,1.163,-0.689,-167.419,394.836,353.76,,,,
3.962,0.933,-0.081,-201.538,425.842,368.103,,,,
4,0.699,0.588,-230.652,447.876,376.038,,,,
4,0.468,1.435,-251.892,463.379,377.808,,,,
4,0.23,2.516,-254.578,470.337,375.671,,,,
4,-0.056,3.558,-203.308,462.28,370.972,,,,
3.991,-0.515,4,-104.431,432.922,367.432,,,,
3.663,-1.193,4,-12.817,387.817,367.065,,,,
3.352,-1.877,4,31.738,335.022,366.455,,,,
2.94,-2.297,4,32.349,273.682,355.53,,,,
2.527,-1.621,4,-0.061,205.139,332.153,,,,
2.387,-1.895,4,-38.147,134.033,309.753,,,,
2.004,-3.429,4,-63.232,53.467,258.118,,,,
1.777,-4,4,-91.125,3.967,210.266,,,,
1.689,-4,3.982,-117.432,-28.931,163.574,,,,
1.535,-4,3.188,-117.126,-62.5,109.009,,,,
1.387,-4,2.245,-85.693,-85.938,57.678,,,,
1.353,-3.955,1.511,-53.284,-91.309,10.193,,,,
1.304,-3.431,1.019,-28.381,-89.05,-34.546,,,,
1.254,-2.8,0.748,-11.658,-80.811,-74.097,,,,
1.209,-2.141,0.664,-0.61,-69.702,-105.225,,,,
1.134,-1.548,0.651,9.827,-59.448,-125.854,,,,
1.013,-1.021,0.712,17.395,-52.063,-136.414,,,,
0.909,-0.604,0.767,22.705,-46.997,-139.221,,,,
0.834,-0.299,0.745,27.161,-44.067,-135.193,,,,
0.752,-0.087,0.755,30.823,-43.274,-126.099,,,,
0.673,-0.006,0.722,34.851,-44.128,-113.159,,,,
0.64,-0.012,0.685,39.49,-43.213,-99.426,,,,
0.624,-0.084,0.669,40.771,-43.396,-86.243,,,,
0.616,-0.222,0.664,39.429,-44.067,-74.341,,,,
0.621,-0.373,0.673,38.33,-44.556,-65.063,,,,
0.621,-0.521,0.649,36.987,-44.8,-58.96,,,,
0.61,-0.632,0.654,34.851,-44.25,-55.603,,,,
0.589,-0.717,0.652,36.255,-43.03,-54.871,,,,
0.589,-0.795,0.674,40.039,-40.466,-55.725,,,,
0.595,-0.847,0.725,43.03,-36.926,-57.922,,,,
0.588,-0.879,0.803,46.509,-34.119,-61.401,,,,
0.586,-0.881,0.909,50.476,-31.738,-65.491,,,,
0.597,-0.88,1.002,56.213,-31.128,-69.58,,,,
0.638,-0.915,1.089,58.167,-31.799,-73.059,,,,
0.67,-0.97,1.156,53.833,-34.851,-76.233,,,,
0.658,-1.027,1.229,49.988,-39.063,-79.956,,,,
0.665,-1.096,1.29,47.668,-43.274,-84.29,,,,
0.669,-1.159,1.357,44.312,-48.279,-88.806,,,,
0.655,-1.229,1.408,43.762,-54.138,-93.811,,,,
0.657,-1.291,1.461,46.692,-60.181,-99.243,,,,
0.651,-1.374,1.489,56.091,-66.528,-104.919,,,,
0.681,-1.48,1.498,68.054,-72.876,-111.023,,,,
0.751,-1.601,1.502,77.82,-79.041,-119.08,,,,
0.801,-1.691,1.46,81.238,-86.426,-128.662,,,,
0.823,-1.722,1.36,79.651,-94.604,-140.442,,,,
0.834,-1.7,1.227,75.195,-101.746,-153.442,,,,
0.847,-1.639,1.109,67.627,-106.628,-165.649,,,,
0.85,-1.538,1.003,62.256,-109.863,-177.246,,,,
0.848,-1.432,0.919,58.899,-110.962,-187.317,,,,
0.824,-1.296,0.873,59.387,-110.291,-195.984,,,,
0.809,-1.125,0.868,64.27,-108.032,-203.308,,,,
0.79,-0.933,0.872,71.289,-105.957,-208.435,,,,
0.749,-0.755,0.87,78.735,-104.797,-211.182,,,,
0.688,-0.574,0.875,83.313,-104.126,-212.097,,,,
0.622,-0.381,0.883,85.022,-104.187,-211.487,,,,
0.617,-0.229,0.923,83.069,-104.248,-207.947,,,,
0.621,-0.114,0.958,73.059,-106.567,-201.965,,,,
0.53,-0.033,0.941,59.631,-112.488,-194.336,,,,
0.475,-0.007,0.903,48.279,-119.934,-186.523,,,,
0.381,-0.022,0.861,41.626,-127.197,-179.26,,,,
0.307,-0.092,0.851,41.809,-132.202,-172.607,,,,
0.256,-0.155,0.854,48.95,-134.705,-167.175,,,,
0.24,-0.223,0.86,58.96,-135.864,-162.598,,,,
0.228,-0.259,0.832,67.688,-136.292,-159.241,,,,
0.197,-0.256,0.768,74.463,-137.573,-157.288,,,,
0.174,-0.251,0.707,76.599,-138.855,-156.006,,,,
0.168,-0.234,0.662,78.064,-139.404,-154.785,,,,
0.15,-0.248,0.574,83.252,-139.709,-153.503,,,,
0.142,-0.205,0.478,78.796,-140.076,-152.649,,,,
0.111,-0.145,0.377,66.345,-140.625,-151.245,,,,
0.031,-0.104,0.295,53.772,-139.832,-148.56,,,,
-0.024,-0.054,0.197,48.462,-137.695,-145.63,,,,
-0.079,-0.001,0.12,45.227,-134.216,-142.273,,,,
-0.147,0.078,0.049,47.058,-129.822,-138.611,,,,
-0.208,0.138,-0.013,51.147,-124.634,-134.094,,,,
-0.27,0.188,-0.073,53.65,-119.446,-128.479,,,,
-0.326,0.215,-0.13,55.176,-113.708,-121.094,,,,
-0.374,0.237,-0.177,56.519,-107.483,-113.464,,,,
-0.422,0.261,-0.224,58.167,-101.563,-105.591,,,,
-0.479,0.273,-0.291,60.73,-95.642,-97.412,,,,
-0.541,0.274,-0.363,60.242,-89.233,-88.745,,,,
-0.599,0.282,-0.41,53.04,-81.604,-79.468,,,,
-0.654,0.286,-0.437,44.373,-73.73,-69.763,,,,
-0.684,0.3,-0.441,35.645,-65.613,-59.692,,,,
-0.708,0.306,-0.441,28.198,-57.983,-49.316,,,,
-0.741,0.29,-0.446,20.813,-51.147,-38.879,,,,
-0.766,0.275,-0.427,12.39,-44.006,-28.381,,,,
-0.767,0.244,-0.374,5.066,-36.804,-18.005,,,,
-0.753,0.184,-0.302,1.099,-30.396,-7.812,,,,
-0.743,0.103,-0.249,1.953,-25.391,0.854,,,,
-0.737,0.036,-0.201,2.93,-21.667,8.24,,,,
-0.72,-0.035,-0.147,1.77,-18.738,14.404,,,,
-0.714,-0.112,-0.11,1.77,-16.602,19.531,,,,
-0.704,-0.19,-0.077,2.686,-14.893,23.865,,,,
-0.693,-0.256,-0.053,4.822,-13.611,26.978,,,,
-0.676,-0.334,-0.048,9.033,-12.634,28.748,,,,
-0.657,-0.394,-0.067,13.306,-11.597,29.602,,,,
-0.639,-0.436,-0.089,14.893,-10.803,30.029,,,,
-0.636,-0.45,-0.122,13,-10.132,29.846,,,,
-0.637,-0.427,-0.144,7.874,-9.155,29.297,,,,
-0.635,-0.378,-0.16,0.671,-8.118,28.809,,,,
-0.629,-0.315,-0.179,-6.104,-7.263,28.87,,,,
-0.627,-0.239,-0.209,-13.245,-6.104,29.968,,,,
-0.623,-0.159,-0.233,-20.569,-4.272,32.104,,,,
-0.61,-0.087,-0.251,-28.076,-2.197,35.278,,,,
-0.585,-0.022,-0.257,-35.889,0.732,39.307,,,,
-0.56,0.043,-0.258,-43.03,4.211,43.823,,,,
-0.521,0.097,-0.245,-47.668,7.874,48.767,,,,
-0.48,0.141,-0.23,-53.406,11.841,54.321,,,,
-0.442,0.172,-0.21,-58.411,15.686,59.998,,,,
-0.406,0.207,-0.2,-63.538,18.982,65.247,,,,
-0.368,0.233,-0.19,-68.604,22.705,70.679,,,,
-0.328,0.262,-0.18,-72.388,26.733,76.416,,,,
-0.289,0.298,-0.176,-75.684,31.189,82.397,,,,
-0.247,0.336,-0.184,-78.674,35.706,88.867,,,,
-0.184,0.375,-0.206,-79.407,40.588,95.825,,,,
