aX,aY,aZ,gX,gY,gZ,,,,
1.575,-0.249,4,16.724,247.314,192.627,,,,
1.364,-1.408,4,21.118,184.631,177.185,,,,
1.149,-2.153,4,28.137,132.874,158.325,,,,
1.006,-2.398,3.853,1.282,95.947,138.977,,,,
0.876,-2.404,3.355,-19.409,58.35,110.474,,,,
0.823,-2.354,2.916,-17.517,28.809,80.933,,,,
0.802,-2.344,2.551,-9.338,5.798,52.002,,,,
0.779,-2.238,2.245,-4.211,-10.986,23.682,,,,
0.753,-2.019,1.959,-3.723,-24.231,-1.465,,,,
0.714,-1.71,1.701,-5.981,-32.837,-21.79,,,,
0.66,-1.412,1.482,-4.456,-37.659,-37.109,,,,
0.607,-1.141,1.293,-0.488,-40.649,-47.607,,,,
0.555,-0.916,1.149,4.211,-41.748,-54.199,,,,
0.495,-0.739,1.038,7.385,-41.687,-57.8,,,,
0.443,-0.589,0.97,10.071,-40.405,-59.021,,,,
0.406,-0.467,0.904,11.475,-37.903,-58.228,,,,
0.369,-0.358,0.845,12.085,-35.4,-56.213,,,,
0.348,-0.286,0.815,13.855,-32.471,-52.795,,,,
0.333,-0.24,0.812,16.785,-28.748,-48.34,,,,
0.326,-0.212,0.837,20.386,-24.963,-43.823,,,,
0.338,-0.205,0.885,26.184,-21.362,-39.124,,,,
0.348,-0.23,0.959,33.752,-18.188,-34.546,,,,
0.337,-0.27,1.075,40.894,-15.32,-30.212,,,,
0.332,-0.33,1.252,47.424,-13.062,-26.306,,,,
0.338,-0.42,1.434,55.42,-13.062,-23.254,,,,
0.36,-0.521,1.563,63.538,-17.578,-21.729,,,,
0.378,-0.635,1.627,64.88,-25.879,-20.935,,,,
0.38,-0.774,1.699,58.289,-35.339,-21.606,,,,
0.423,-0.886,1.801,53.955,-43.274,-24.475,,,,
0.471,-0.979,1.905,52.002,-51.758,-29.297,,,,
0.515,-1.085,2.045,49.744,-62.012,-34.729,,,,
0.578,-1.207,2.176,46.387,-73.853,-41.504,,,,
0.615,-1.288,2.304,41.504,-88.013,-49.988,,,,
0.654,-1.365,2.378,40.588,-104.126,-59.692,,,,
0.679,-1.385,2.409,45.532,-121.399,-70.679,,,,
0.762,-1.385,2.458,56.946,-136.536,-82.153,,,,
0.87,-1.375,2.44,69.397,-152.649,-93.445,,,,
0.922,-1.376,2.362,78.125,-171.021,-104.98,,,,
1.037,-1.371,2.319,74.768,-188.293,-116.272,,,,
1.144,-1.351,2.235,61.829,-205.872,-126.77,,,,
1.181,-1.288,2.055,50.72,-226.013,-137.085,,,,
1.298,-1.208,1.739,40.1,-245.117,-147.461,,,,
1.264,-1.123,1.448,21.179,-261.353,-155.334,,,,
1.247,-1.011,1.181,10.071,-270.386,-161.926,,,,
1.192,-0.86,0.941,9.888,-275.757,-168.274,,,,
1.151,-0.706,0.738,16.968,-276.978,-172.974,,,,
1.08,-0.531,0.56,22.278,-276.55,-176.697,,,,
0.982,-0.37,0.44,25.208,-274.78,-178.589,,,,
0.942,-0.251,0.378,23.01,-270.874,-178.223,,,,
0.858,-0.139,0.324,14.16,-267.944,-176.086,,,,
0.754,-0.039,0.254,3.418,-266.968,-173.035,,,,
0.685,0.025,0.195,-6.836,-265.381,-168.152,,,,
0.6,0.037,0.099,-16.052,-263.794,-161.316,,,,
0.515,0.041,-0.002,-20.874,-260.986,-154.297,,,,
0.421,0.042,-0.118,-18.494,-256.226,-147.827,,,,
0.336,0.056,-0.214,-13.672,-249.207,-142.151,,,,
0.26,0.099,-0.282,-10.681,-240.417,-136.719,,,,
0.157,0.142,-0.369,-6.287,-231.812,-131.592,,,,
0.063,0.181,-0.444,1.282,-222.168,-126.404,,,,
-0.025,0.19,-0.512,7.935,-211.182,-120.422,,,,
-0.117,0.2,-0.572,12.756,-199.158,-115.051,,,,
-0.188,0.223,-0.62,15.137,-187.012,-109.253,,,,
-0.256,0.237,-0.701,18.738,-174.561,-103.271,,,,
-0.343,0.272,-0.789,19.836,-161.133,-97.351,,,,
-0.44,0.329,-0.876,17.944,-147.766,-91.553,,,,
-0.511,0.405,-0.949,15.442,-133.728,-84.534,,,,
-0.592,0.478,-1.01,10.62,-119.141,-76.721,,,,
-0.659,0.555,-1.065,3.662,-103.882,-67.444,,,,
-0.716,0.622,-1.076,-2.93,-87.708,-56.946,,,,
-0.754,0.681,-1.046,-7.202,-71.472,-45.593,,,,
-0.783,0.701,-0.988,-6.592,-55.908,-33.997,,,,
-0.794,0.675,-0.899,-2.625,-41.565,-22.095,,,,
-0.798,0.596,-0.797,1.221,-29.114,-11.475,,,,
-0.795,0.477,-0.692,6.287,-19.287,-3.357,,,,
-0.776,0.309,-0.593,15.869,-10.925,3.113,,,,
-0.759,0.103,-0.521,29.785,-3.296,7.935,,,,
-0.735,-0.054,-0.462,38.879,3.967,11.597,,,,
-0.735,-0.196,-0.456,44.495,11.841,13.794,,,,
-0.729,-0.255,-0.423,39.429,18.799,14.709,,,,
-0.726,-0.302,-0.405,32.532,23.865,13.733,,,,
-0.731,-0.295,-0.391,26.489,28.992,12.634,,,,
-0.74,-0.276,-0.371,19.348,33.63,11.841,,,,
-0.743,-0.237,-0.345,14.465,38.208,10.681,,,,
-0.748,-0.2,-0.35,9.766,42.297,10.193,,,,
-0.743,-0.146,-0.338,8.057,47.302,10.254,,,,
-0.746,-0.101,-0.348,7.019,52.368,11.719,,,,
-0.733,-0.05,-0.335,5.005,57.678,13.611,,,,
-0.731,0.008,-0.333,3.052,62.683,16.296,,,,
-0.723,0.071,-0.353,2.258,67.444,19.47,,,,
-0.726,0.155,-0.399,3.479,72.388,23.193,,,,
-0.71,0.22,-0.451,3.357,77.881,28.259,,,,
-0.701,0.296,-0.508,0.183,84.106,34.241,,,,
-0.684,0.35,-0.59,0.549,91.614,41.565,,,,
-0.657,0.398,-0.645,-0.488,101.013,49.622,,,,
-0.605,0.41,-0.681,-1.892,112.122,59.082,,,,
-0.565,0.401,-0.723,-3.723,123.901,69.397,,,,
-0.493,0.378,-0.713,-4.822,137.573,79.773,,,,
-0.396,0.345,-0.685,-5.31,151.917,89.844,,,,
-0.299,0.326,-0.669,-7.263,165.833,99.548,,,,
-0.196,0.297,-0.64,-12.39,179.199,109.253,,,,
-0.081,0.259,-0.631,-13.916,192.444,118.347,,,,
0.043,0.22,-0.628,-14.282,205.933,126.709,,,,
0.187,0.191,-0.612,-17.334,219.971,134.338,,,,
0.345,0.188,-0.595,-21.423,233.643,141.479,,,,
0.5,0.164,-0.619,-24.048,246.643,149.231,,,,
0.663,0.106,-0.604,-29.053,261.047,156.555,,,,
0.841,0.047,-0.531,-38.818,277.405,163.147,,,,
1.027,-0.014,-0.406,-50.232,294.495,168.457,,,,
1.189,-0.053,-0.285,-56.03,310.608,171.814,,,,
1.334,-0.09,-0.132,-59.814,324.951,174.438,,,,
1.468,-0.133,0.213,-70.129,340.088,176.636,,,,
1.645,-0.185,0.6,-74.158,352.173,177.612,,,,
1.72,-0.18,0.931,-66.895,356.323,177.124,,,,
1.739,-0.196,1.176,-38.147,353.638,174.927,,,,
1.739,-0.18,1.341,-12.024,347.412,174.438,,,,
1.707,-0.219,1.566,-0.488,339.294,176.392,,,,
1.687,-0.258,1.765,-0.977,331.787,180.298,,,,
1.63,-0.292,2.025,-2.136,321.106,182.556,,,,
1.555,-0.35,2.372,0.183,307.373,184.692,,,,
1.499,-0.43,2.693,3.235,290.649,185.913,,,,
1.453,-0.563,3.045,8.728,268.005,186.218,,,,
1.351,-0.824,3.242,16.785,236.023,182.434,,,,
1.258,-1.21,3.367,19.409,201.05,174.072,,,,
1.148,-1.626,3.36,17.7,163.818,159.851,,,,
1.017,-1.938,3.181,9.033,128.601,141.602,,,,
0.904,-2.066,2.921,-4.456,98.511,120.667,,,,
0.855,-2.094,2.698,-17.7,73.425,97.961,,,,
0.798,-2.071,2.483,-25.391,48.828,73.059,,,,
0.769,-1.996,2.273,-29.541,28.87,49.072,,,,
0.74,-1.847,2.097,-32.41,14.038,28.32,,,,
0.702,-1.661,1.943,-32.471,2.502,10.315,,,,
0.653,-1.439,1.801,-30.64,-7.019,-4.944,,,,
0.607,-1.216,1.688,-28.381,-15.015,-16.907,,,,
0.561,-1.027,1.589,-23.437,-22.156,-25.574,,,,
0.518,-0.887,1.479,-16.724,-28.503,-30.762,,,,
0.488,-0.794,1.344,-10.925,-33.936,-33.569,,,,
0.477,-0.734,1.209,-6.042,-37.842,-34.912,,,,
0.468,-0.708,1.072,-2.075,-39.978,-35.4,,,,
0.456,-0.696,0.926,-0.244,-41.26,-35.95,,,,
0.423,-0.668,0.781,1.648,-41.443,-37.17,,,,
0.397,-0.656,0.68,4.211,-39.124,-37.72,,,,
0.388,-0.649,0.622,8.667,-34.119,-37.903,,,,
0.37,-0.644,0.619,14.832,-27.954,-37.964,,,,
0.361,-0.655,0.665,21.606,-21.545,-38.269,,,,
0.359,-0.67,0.749,27.283,-15.808,-38.574,,,,
0.349,-0.678,0.865,33.691,-11.902,-39.673,,,,
0.354,-0.702,1.018,41.321,-9.521,-40.771,,,,
0.369,-0.748,1.186,49.072,-8.972,-41.87,,,,
0.395,-0.846,1.408,59.448,-9.827,-43.274,,,,
0.453,-0.952,1.648,66.65,-12.939,-46.143,,,,
0.495,-1.048,1.869,69.824,-21.118,-50.476,,,,
0.538,-1.169,2.105,67.566,-32.288,-55.786,,,,
0.595,-1.287,2.318,57.068,-46.57,-62.073,,,,
0.666,-1.403,2.479,42.725,-64.819,-69.763,,,,
0.719,-1.524,2.57,26.733,-85.999,-78.552,,,,
0.781,-1.621,2.634,14.282,-107.3,-88.623,,,,
0.882,-1.7,2.667,7.385,-127.136,-100.098,,,,
0.997,-1.72,2.644,6.531,-147.034,-113.098,,,,
1.101,-1.704,2.545,16.602,-167.664,-127.38,,,,
1.2,-1.611,2.391,31.372,-186.279,-141.907,,,,
1.286,-1.498,2.263,43.396,-202.332,-156.738,,,,
1.408,-1.344,2.138,47.424,-216.736,-169.983,,,,
1.499,-1.144,1.934,41.199,-233.093,-181.824,,,,
1.51,-0.925,1.72,21.301,-250.244,-190.796,,,,
1.502,-0.742,1.491,0.977,-265.747,-196.106,,,,
1.483,-0.544,1.23,-12.024,-277.954,-198.12,,,,
1.404,-0.405,0.904,-17.578,-288.879,-198.486,,,,
1.293,-0.288,0.703,-20.325,-294.312,-197.205,,,,
1.213,-0.209,0.625,-20.142,-293.518,-193.97,,,,
1.117,-0.197,0.573,-12.756,-291.87,-189.636,,,,
1.059,-0.216,0.543,-3.723,-289.246,-185.974,,,,
1.001,-0.186,0.464,-0.305,-287.842,-183.777,,,,
0.902,-0.132,0.392,-2.502,-287.292,-182.922,,,,
0.823,-0.133,0.36,-2.747,-284.485,-179.687,,,,
0.777,-0.129,0.31,-3.967,-280.823,-175.659,,,,
0.691,-0.141,0.133,2.258,-280.029,-172.424,,,,
0.624,-0.109,0.037,5.859,-275.024,-169.739,,,,
0.56,-0.079,-0.035,5.737,-268.433,-166.504,,,,
0.479,-0.086,-0.194,10.742,-264.404,-164.124,,,,
0.38,-0.076,-0.345,11.169,-259.399,-161.804,,,,
0.288,-0.039,-0.444,-0.061,-252.197,-159.18,,,,
0.209,0.027,-0.522,-10.986,-244.08,-155.273,,,,
0.112,0.106,-0.626,-15.503,-235.352,-150.818,,,,
0.009,0.194,-0.764,-14.526,-226.196,-145.63,,,,
-0.089,0.311,-0.907,-13.977,-215.271,-140.564,,,,
-0.192,0.443,-1.069,-12.939,-202.393,-133.911,,,,
-0.323,0.602,-1.261,-10.315,-187.622,-126.404,,,,
-0.454,0.781,-1.465,-5.92,-169.8,-116.516,,,,
-0.585,0.962,-1.655,-3.174,-148.987,-104.126,,,,
-0.705,1.175,-1.813,-5.188,-126.099,-89.294,,,,
-0.804,1.371,-1.953,-6.653,-101.563,-72.144,,,,
-0.894,1.511,-2.055,-7.874,-76.416,-52.429,,,,
-0.929,1.568,-2.014,-12.329,-50.354,-31.433,,,,
-0.922,1.471,-1.751,-15.808,-27.466,-10.986,,,,
-0.889,1.162,-1.305,-10.315,-10.254,6.104,,,,
-0.843,0.704,-0.899,10.071,2.38,18.188,,,,
-0.778,0.292,-0.663,36.499,16.052,27.161,,,,
-0.744,0.042,-0.578,51.025,27.527,33.02,,,,
-0.717,-0.142,-0.46,51.941,36.255,35.828,,,,
-0.692,-0.266,-0.361,49.744,42.786,36.011,,,,
-0.674,-0.344,-0.268,45.837,47.607,34.79,,,,
-0.67,-0.37,-0.198,38.391,50.537,32.104,,,,
-0.676,-0.358,-0.138,28.992,52.551,28.809,,,,
-0.68,-0.314,-0.098,17.517,53.345,25.818,,,,
-0.685,-0.241,-0.093,7.019,53.772,23.437,,,,
-0.703,-0.139,-0.103,-2.686,54.138,21.912,,,,
-0.716,-0.013,-0.126,-9.766,54.688,21.423,,,,
-0.738,0.117,-0.161,-14.282,55.969,22.095,,,,
-0.752,0.239,-0.208,-16.968,57.983,24.414,,,,
-0.761,0.341,-0.249,-16.541,61.279,28.137,,,,
-0.765,0.405,-0.22,-13.855,65.125,33.142,,,,
-0.757,0.404,-0.248,-6.775,68.848,38.879,,,,
-0.748,0.409,-0.286,-4.517,72.998,45.776,,,,
-0.739,0.434,-0.31,-3.174,78.003,52.673,,,,
-0.705,0.435,-0.415,-5.737,84.656,60.852,,,,
-0.673,0.447,-0.507,-11.902,92.407,68.787,,,,
-0.643,0.54,-0.553,-27.466,99.365,77.515,,,,
-0.582,0.558,-0.605,-32.837,109.619,86.487,,,,
-0.528,0.631,-0.702,-35.767,120.728,96.802,,,,
-0.441,0.664,-0.805,-41.26,133.301,107.3,,,,
-0.346,0.715,-0.914,-46.936,148.499,118.713,,,,
-0.224,0.761,-0.999,-54.321,165.833,130.127,,,,
-0.069,0.782,-1.038,-53.467,185.242,142.273,,,,
0.122,0.767,-1.031,-49.988,205.994,155.151,,,,
0.334,0.706,-0.971,-45.41,226.929,168.396,,,,
0.564,0.63,-0.885,-37.598,247.131,180.664,,,,
0.787,0.558,-0.806,-32.532,266.602,191.711,,,,
1.001,0.495,-0.693,-31.799,284.851,202.271,,,,
1.263,0.429,-0.637,-25.513,301.575,211.853,,,,
1.526,0.337,-0.634,-19.775,315.735,221.313,,,,
1.73,0.215,-0.673,-18.86,329.102,230.225,,,,
1.913,0.107,-0.612,-21.057,345.276,236.572,,,,
2.105,0.006,-0.401,-32.471,365.967,241.577,,,,
2.395,-0.124,-0.017,-48.035,388.123,245.178,,,,
2.52,-0.302,0.354,-56.519,401.55,247.192,,,,
2.647,-0.451,0.808,-59.204,409.424,245.605,,,,
2.709,-0.632,1.285,-46.753,413.452,241.699,,,,
2.649,-0.786,1.639,-21.301,407.41,234.619,,,,
2.525,-0.822,1.858,-3.845,393.555,226.868,,,,
2.367,-0.869,2.15,6.531,376.343,220.154,,,,
2.218,-1.063,2.759,10.803,357.178,213.989,,,,
2.004,-1.346,3.51,11.292,333.496,207.336,,,,
1.748,-1.706,4,16.541,298.645,195.801,,,,
1.54,-2.073,4,16.174,253.479,179.565,,,,
1.322,-2.35,4,4.333,195.74,157.593,,,,
1.169,-2.5,4,-13.977,136.719,130.493,,,,
1.06,-2.502,4,-38.147,83.618,101.807,,,,
0.995,-2.37,3.561,-61.462,36.194,71.533,,,,
0.933,-2.138,2.947,-76.416,-0.732,43.213,,,,
0.909,-1.9,2.446,-82.458,-25.635,19.958,,,,
0.887,-1.703,2.047,-77.942,-43.518,1.404,,,,
0.845,-1.559,1.734,-67.383,-55.054,-14.343,,,,
0.797,-1.426,1.49,-56.702,-58.533,-28.137,,,,
0.753,-1.285,1.337,-45.105,-57.312,-39.429,,,,
0.677,-1.126,1.212,-31.494,-54.565,-48.279,,,,
0.598,-0.916,1.099,-18.982,-49.866,-54.016,,,,
0.532,-0.732,1.035,-7.751,-43.396,-56.702,,,,
0.469,-0.638,1.045,3.418,-38.452,-57.434,,,,
0.432,-0.6,1.12,11.719,-35.278,-56.58,,,,
0.385,-0.563,1.238,12.39,-33.997,-54.321,,,,
0.352,-0.487,1.376,7.629,-34.363,-50.903,,,,
0.337,-0.405,1.477,4.089,-36.743,-46.692,,,,
0.329,-0.351,1.532,5.371,-41.809,-42.236,,,,
0.325,-0.348,1.544,11.658,-47.607,-38.147,,,,
0.326,-0.391,1.533,20.447,-53.101,-34.607,,,,
0.339,-0.454,1.499,29.297,-58.044,-32.104,,,,
0.354,-0.536,1.462,41.626,-62.256,-31.25,,,,
0.363,-0.63,1.437,56.274,-65.369,-31.86,,,,
0.385,-0.739,1.463,73.364,-67.383,-34.18,,,,
0.43,-0.838,1.544,87.463,-68.848,-38.025,,,,
0.468,-0.934,1.639,97.656,-73.059,-43.762,,,,
0.515,-1.02,1.736,103.638,-79.59,-50.72,,,,
0.559,-1.114,1.826,104.492,-88.379,-58.899,,,,
0.61,-1.19,1.913,101.563,-98.938,-68.298,,,,
0.68,-1.25,1.957,95.581,-111.328,-78.796,,,,
0.749,-1.332,1.937,88.196,-125.549,-89.417,,,,
0.794,-1.413,1.887,77.087,-139.893,-100.586,,,,
0.854,-1.472,1.805,64.88,-153.931,-112.793,,,,
0.901,-1.512,1.71,53.772,-167.114,-125.305,,,,
0.943,-1.5,1.647,43.335,-178.589,-137.817,,,,
0.994,-1.429,1.576,35.4,-188.66,-149.719,,,,
1.056,-1.282,1.472,32.227,-197.876,-160.645,,,,
1.079,-1.104,1.355,31.189,-206.604,-170.288,,,,
1.068,-0.886,1.274,28.625,-214.172,-177.734,,,,
1.046,-0.677,1.18,26.123,-221.68,-182.739,,,,
1.004,-0.498,1.077,21.851,-229.98,-184.692,,,,
0.981,-0.353,0.976,15.93,-236.267,-184.326,,,,
0.942,-0.271,0.824,6.287,-241.577,-181.335,,,,
0.858,-0.202,0.734,-9.46,-245.85,-177.49,,,,
0.798,-0.182,0.633,-19.409,-248.352,-172.302,,,,
0.727,-0.153,0.519,-23.682,-250.793,-167.969,,,,
0.657,-0.127,0.428,-23.132,-251.648,-164.062,,,,
0.613,-0.11,0.35,-16.846,-250.488,-159.668,,,,
0.568,-0.141,0.23,-10.986,-248.962,-154.846,,,,
0.47,-0.14,0.113,-9.338,-247.131,-151.245,,,,
0.399,-0.11,0.045,-9.521,-242.981,-148.376,,,,
0.344,-0.059,-0.025,-5.371,-237.305,-145.569,,,,
0.278,-0.03,-0.105,-0.916,-231.934,-142.273,,,,
0.214,-0.004,-0.167,-1.16,-225.769,-138.306,,,,
0.131,0.035,-0.244,-5.127,-220.276,-134.094,,,,
0.047,0.065,-0.359,-5.92,-214.905,-129.944,,,,
-0.027,0.076,-0.452,-7.324,-207.947,-125.061,,,,
-0.119,0.098,-0.545,-13.245,-199.768,-120.056,,,,
-0.207,0.118,-0.634,-14.893,-191.101,-114.746,,,,
-0.283,0.141,-0.704,-12.268,-180.298,-109.192,,,,
-0.371,0.156,-0.77,-6.165,-168.64,-103.516,,,,
-0.458,0.169,-0.825,-0.977,-156.128,-97.778,,,,
-0.531,0.196,-0.866,1.648,-142.822,-91.98,,,,
-0.6,0.24,-0.891,2.625,-129.395,-86.548,,,,
-0.667,0.275,-0.91,2.563,-115.845,-80.505,,,,
-0.714,0.309,-0.891,-0.366,-101.868,-73.669,,,,
-0.755,0.35,-0.872,-2.319,-88.562,-66.345,,,,
-0.795,0.388,-0.86,-2.563,-76.416,-58.899,,,,
-0.828,0.429,-0.86,-2.502,-64.575,-51.147,,,,
-0.858,0.456,-0.873,-0.854,-52.917,-43.03,,,,
-0.882,0.468,-0.893,2.075,-40.894,-34.363,,,,
-0.891,0.465,-0.919,4.15,-29.053,-25.757,,,,
-0.899,0.463,-0.942,5.31,-17.212,-17.578,,,,
-0.904,0.473,-0.975,7.568,-6.104,-9.888,,,,
-0.898,0.483,-0.991,8.789,5.859,-2.747,,,,
-0.879,0.46,-0.98,8.484,18.555,5.249,,,,
-0.847,0.415,-0.918,7.08,31.555,13.611,,,,
-0.806,0.37,-0.841,6.592,43.945,21.301,,,,
-0.778,0.317,-0.766,7.629,54.504,27.771,,,,
-0.74,0.3,-0.695,3.967,63.477,33.264,,,,
-0.71,0.282,-0.618,-1.831,70.923,38.635,,,,
-0.687,0.283,-0.549,-6.958,77.515,43.823,,,,
-0.657,0.295,-0.472,-12.268,83.679,48.767,,,,
-0.638,0.313,-0.402,-17.273,89.233,53.711,,,,
-0.626,0.333,-0.348,-21.423,94.055,58.899,,,,
-0.61,0.358,-0.324,-24.475,98.206,63.965,,,,
-0.594,0.373,-0.334,-26.611,102.234,69.214,,,,
-0.567,0.388,-0.372,-28.748,107.117,74.89,,,,
-0.524,0.408,-0.422,-30.212,112.915,80.872,,,,
-0.476,0.419,-0.479,-29.907,120.239,87.463,,,,
-0.409,0.43,-0.52,-30.64,129.456,94.543,,,,
-0.332,0.437,-0.553,-33.447,139.954,102.295,,,,
-0.248,0.437,-0.581,-35.4,151.001,110.046,,,,
-0.141,0.452,-0.624,-40.1,162.659,117.432,,,,
-0.036,0.478,-0.673,-48.828,174.316,124.817,,,,
0.086,0.507,-0.736,-56.885,187.073,132.812,,,,
0.213,0.516,-0.821,-59.814,201.172,141.052,,,,
0.388,0.517,-0.887,-63.11,217.773,149.597,,,,
0.582,0.528,-0.914,-66.711,235.962,157.715,,,,
0.802,0.517,-0.902,-68.115,255.737,166.382,,,,
1.046,0.461,-0.868,-66.284,276.672,176.025,,,,
1.288,0.357,-0.824,-65.857,297.424,185.303,,,,
1.514,0.237,-0.75,-67.383,318.115,192.871,,,,
1.746,0.12,-0.598,-71.96,338.135,197.754,,,,
1.986,0.065,-0.431,-81.055,357.239,199.646,,,,
2.194,-0.005,-0.233,-85.327,374.39,200.623,,,,
2.347,-0.067,-0.101,-82.703,386.414,199.951,,,,
2.452,-0.14,0.033,-79.956,397.034,198.303,,,,
2.536,-0.154,0.311,-80.2,409.607,195.19,,,,
2.586,-0.152,0.75,-73.425,423.645,192.993,,,,
2.588,-0.127,1.331,-52.307,434.448,192.505,,,,
2.579,-0.2,2.079,-9.094,438.782,195.618,,,,
2.456,-0.255,2.636,49.316,427.185,200.867,,,,
2.339,-0.174,2.559,97.595,410.278,212.28,,,,
2.262,0.339,2.361,99.304,386.475,225.037,,,,
2.29,0.143,3.232,100.83,352.417,237.366,,,,
2.134,-1.217,4,143.066,291.992,228.577,,,,
1.87,-2.306,4,192.932,237.488,213.806,,,,
1.752,-2.806,4,181.091,194.824,204.773,,,,
1.555,-3.349,4,159.912,137.573,177.246,,,,
1.396,-3.666,4,148.499,84.229,141.235,,,,
1.338,-3.799,3.781,112.549,39.429,102.478,,,,
1.27,-3.714,3.458,64.087,1.648,61.707,,,,
1.223,-3.407,3.013,23.071,-33.02,20.813,,,,
1.209,-2.992,2.557,-7.69,-59.021,-13.977,,,,
1.188,-2.523,2.101,-27.649,-78.613,-42.725,,,,
1.145,-2.09,1.685,-36.56,-91.431,-65.735,,,,
1.071,-1.699,1.335,-38.025,-98.328,-82.275,,,,
0.985,-1.373,1.066,-33.875,-100.098,-93.323,,,,
0.887,-1.095,0.899,-28.442,-97.717,-99.609,,,,
0.776,-0.875,0.797,-21.057,-93.506,-101.99,,,,
0.678,-0.695,0.751,-11.719,-87.83,-101.379,,,,
0.591,-0.548,0.739,-2.38,-81.848,-98.572,,,,
0.535,-0.462,0.759,6.47,-76.172,-93.201,,,,
0.495,-0.438,0.79,14.648,-71.838,-86.609,,,,
0.455,-0.455,0.822,20.325,-68.97,-79.956,,,,
0.438,-0.481,0.844,22.888,-67.444,-73.792,,,,
0.409,-0.507,0.863,22.827,-67.2,-68.665,,,,
0.386,-0.534,0.897,23.621,-67.078,-64.392,,,,
0.388,-0.603,0.953,27.344,-66.345,-60.608,,,,
0.416,-0.666,0.997,29.724,-66.956,-57.739,,,,
0.437,-0.739,0.975,30.151,-69.092,-56.274,,,,
0.416,-0.835,0.956,30.701,-72.266,-56.58,,,,
0.433,-0.934,1.01,29.968,-72.571,-58.105,,,,
0.453,-1.005,1.09,27.1,-72.693,-60.791,,,,
0.47,-1.074,1.179,27.283,-74.036,-64.88,,,,
0.489,-1.139,1.287,29.907,-75.867,-70.068,,,,
0.537,-1.242,1.482,33.63,-77.881,-75.928,,,,
0.576,-1.324,1.724,33.325,-81.116,-82.642,,,,
0.625,-1.416,1.853,43.518,-89.966,-91.492,,,,
0.681,-1.443,1.936,49.133,-103.21,-102.539,,,,
0.757,-1.499,1.961,41.321,-119.324,-113.953,,,,
0.798,-1.515,1.904,31.738,-137.512,-125.61,,,,
0.872,-1.505,1.821,24.231,-153.809,-137.268,,,,
0.923,-1.492,1.709,22.034,-168.091,-148.621,,,,
1,-1.475,1.666,22.766,-178.955,-159.851,,,,
1.05,-1.385,1.547,24.841,-188.843,-170.776,,,,
1.078,-1.269,1.452,30.029,-198.914,-182.556,,,,
1.126,-1.132,1.369,29.724,-206.177,-191.833,,,,
1.111,-0.939,1.223,26.672,-214.844,-200.562,,,,
1.067,-0.726,1.084,22.278,-223.206,-207.153,,,,
1.044,-0.529,0.97,15.503,-228.882,-210.205,,,,
0.998,-0.368,0.82,5.371,-234.619,-209.534,,,,
0.902,-0.298,0.718,-2.502,-238.77,-205.994,,,,
0.856,-0.26,0.701,-6.226,-238.647,-200.5,,,,
0.787,-0.226,0.601,-3.113,-239.929,-195.435,,,,
0.716,-0.186,0.511,2.869,-240.906,-191.284,,,,
0.66,-0.175,0.445,7.812,-239.319,-187.073,,,,
0.599,-0.141,0.374,7.324,-238.037,-182.861,,,,
0.528,-0.104,0.254,3.052,-237.915,-179.382,,,,
0.441,-0.048,0.133,-6.042,-237.488,-175.72,,,,
0.381,0.014,0.073,-19.165,-234.863,-170.776,,,,
0.321,0.063,-0.036,-25.208,-232.666,-164.429,,,,
0.26,0.077,-0.158,-21.912,-229.736,-157.532,,,,
0.182,0.092,-0.27,-21.301,-224.976,-150.94,,,,
0.13,0.129,-0.388,-18.738,-219.543,-145.935,,,,
0.059,0.193,-0.509,-16.296,-212.708,-141.296,,,,
-0.015,0.266,-0.623,-13.916,-204.834,-136.108,,,,
-0.093,0.33,-0.725,-11.353,-195.312,-129.944,,,,
-0.196,0.388,-0.854,-4.395,-185.364,-123.047,,,,
-0.293,0.446,-0.977,1.831,-173.523,-115.906,,,,
-0.384,0.522,-1.084,4.822,-160.339,-108.215,,,,
-0.482,0.587,-1.197,6.47,-145.813,-99.609,,,,
-0.575,0.651,-1.281,5.493,-130.371,-90.027,,,,
-0.66,0.705,-1.356,5.554,-113.586,-79.102,,,,
-0.738,0.729,-1.427,7.812,-95.764,-67.2,,,,
-0.794,0.746,-1.454,6.775,-76.904,-55.115,,,,
-0.839,0.755,-1.452,4.639,-57.8,-43.457,,,,
-0.877,0.753,-1.426,4.028,-39.246,-31.555,,,,
-0.892,0.739,-1.355,3.052,-21.301,-20.02,,,,
-0.898,0.712,-1.271,4.517,-5.127,-9.094,,,,
-0.897,0.667,-1.179,6.104,9.705,1.038,,,,
-0.882,0.604,-1.081,5.981,23.01,11.108,,,,
-0.863,0.525,-0.985,5.798,34.973,20.508,,,,
-0.833,0.436,-0.867,6.287,46.387,29.114,,,,
-0.801,0.331,-0.731,7.507,57.129,36.804,,,,
-0.769,0.223,-0.582,9.705,67.078,43.335,,,,
-0.736,0.122,-0.448,11.047,75.256,48.706,,,,
-0.703,0.036,-0.333,12.634,82.031,52.734,,,,
-0.677,-0.018,-0.232,12.146,86.731,55.481,,,,
-0.654,-0.053,-0.157,11.047,90.088,57.678,,,,
-0.641,-0.064,-0.103,8.85,92.407,59.082,,,,
-0.624,-0.061,-0.066,3.723,94.299,60.669,,,,
-0.602,-0.047,-0.045,-2.014,95.703,62.378,,,,
-0.586,-0.029,-0.036,-7.874,96.802,64.087,,,,
