aX,aY,aZ,gX,gY,gZ
-0.88,0.002,0.701,-49.194,0.916,-22.4
-0.871,0.064,0.723,-46.143,-0.977,-23.01
-0.87,0.053,0.708,-36.926,-3.418,-21.79
-0.855,0.062,0.704,-33.875,-5.066,-20.874
-0.852,0.04,0.677,-29.724,-7.568,-19.958
-0.85,0.023,0.679,-24.963,-8.789,-19.287
-0.84,0.009,0.686,-19.043,-9.583,-18.921
-0.829,0.006,0.692,-13.794,-10.742,-19.287
-0.829,0.019,0.679,-9.521,-12.451,-19.531
-0.826,0.058,0.659,-5.859,-14.282,-20.142
-0.829,0.092,0.645,-3.052,-15.808,-19.958
-0.828,0.096,0.618,-0.732,-17.639,-18.799
-0.827,0.102,0.595,2.441,-19.104,-17.761
-0.818,0.074,0.569,4.211,-19.836,-16.602
-0.829,0.042,0.537,3.906,-21.179,-15.381
-0.831,0.005,0.501,4.211,-21.912,-14.954
-0.833,-0.005,0.48,4.761,-22.095,-15.32
-0.832,-0.013,0.45,8.362,-21.851,-15.93
-0.831,-0.012,0.431,12.512,-20.996,-16.663
-0.831,-0.01,0.404,16.357,-20.325,-17.578
-0.833,-0.01,0.385,20.325,-19.043,-18.25
-0.832,0.002,0.372,24.719,-17.212,-19.043
-0.83,0.023,0.37,29.846,-15.259,-19.836
-0.822,0.039,0.356,33.752,-13.794,-20.325
-0.822,0.047,0.351,34.241,-12.512,-20.203
-0.817,0.065,0.354,33.386,-10.986,-20.203
-0.818,0.091,0.373,31.25,-9.216,-20.081
-0.82,0.118,0.394,28.442,-7.996,-19.409
-0.825,0.134,0.39,27.039,-7.507,-18.311
-0.821,0.154,0.411,26.306,-6.592,-16.968
-0.813,0.185,0.439,26.306,-5.371,-15.564
-0.79,0.223,0.468,24.597,-4.761,-13.916
-0.775,0.293,0.498,23.56,-5.066,-12.207
-0.815,0.346,0.521,20.081,-5.493,-9.521
-0.891,0.305,0.55,7.08,-7.08,-4.333
-0.932,0.199,0.483,-4.272,-9.155,2.136
-0.909,0.177,0.342,8.606,-9.46,3.723
-0.929,0.185,0.339,11.047,-6.836,3.418
-0.942,0.13,0.325,10.193,-4.578,5.432
-0.948,0.122,0.303,10.315,-3.296,6.104
-0.959,0.115,0.307,10.803,-0.671,6.104
-0.945,0.097,0.3,15.381,2.075,6.897
-0.937,0.102,0.288,20.142,4.578,6.653
-0.936,0.059,0.265,21.24,6.714,7.08
-0.876,0.219,0.436,-4.272,8.179,6.836
-0.908,0.218,0.363,-23.193,8.179,6.714
-0.963,0.272,0.293,-10.193,4.089,12.085
-0.915,0.153,0.444,6.287,13.184,15.442
-0.912,0.085,0.374,22.949,13.672,18.616
-0.934,0.067,0.392,28.381,15.015,17.7
-0.945,0.094,0.389,29.968,16.785,17.029
-0.931,0.075,0.386,36.316,18.005,17.029
-0.929,0.048,0.425,37.598,20.02,17.883
-0.918,0.037,0.459,36.377,20.874,17.578
-0.905,0.013,0.479,36.072,21.057,17.517
-0.892,-0.009,0.505,35.217,21.24,17.151
-0.878,-0.054,0.53,34.241,20.874,16.663
-0.864,-0.097,0.579,28.687,19.653,15.686
-0.846,-0.118,0.621,26.917,18.127,13.855
-0.837,-0.138,0.648,31.738,16.479,11.902
-0.835,-0.175,0.654,39.246,14.648,9.338
-0.828,-0.223,0.631,43.274,12.085,6.653
-0.822,-0.288,0.583,43.03,8.972,3.54
-0.808,-0.332,0.553,36.56,6.775,-0.244
-0.827,-0.285,0.549,25.574,4.639,-5.676
-0.819,-0.331,0.56,21.973,3.357,-8.728
-0.791,-0.326,0.611,22.461,2.563,-12.939
-0.762,-0.35,0.689,33.325,2.625,-17.578
-0.743,-0.326,0.75,43.823,1.282,-23.071
-0.754,-0.297,0.792,52.124,-1.831,-28.442
-0.748,-0.228,0.843,53.772,-5.31,-33.508
-0.746,-0.184,0.834,55.847,-9.521,-36.987
-0.78,-0.187,0.762,50.781,-14.893,-39.246
-0.764,-0.169,0.729,30.518,-20.691,-41.016
-0.853,-0.09,0.723,0.305,-25.024,-43.396
-0.864,-0.006,0.738,-15.259,-27.893,-44.067
-0.817,0.047,0.721,-32.043,-31.189,-42.847
-0.832,0.061,0.649,-52.185,-36.743,-40.833
-0.812,0.162,0.663,-64.27,-39.856,-39.124
-0.853,0.235,0.589,-51.147,-42.603,-36.499
-0.826,0.246,0.517,-19.165,-42.114,-32.593
-0.786,0.22,0.395,14.709,-40.527,-28.198
-0.859,0.339,0.463,19.348,-38.025,-24.536
-0.895,0.384,0.478,29.419,-35.156,-18.921
-0.896,0.721,0.632,31.799,-31.311,-13.916
-0.885,0.464,0.487,50.537,-31.921,-1.16
-0.916,0.559,0.561,59.021,-30.579,5.371
-0.924,0.592,0.531,75.745,-29.968,14.465
-0.878,0.573,0.567,89.111,-27.893,21.79
-0.884,0.486,0.543,125.305,-25.146,30.518
-0.907,0.33,0.512,160.034,-21.79,37.231
-0.908,0.23,0.441,181.152,-20.996,39.734
-0.958,0.132,0.374,201.843,-19.47,41.321
-0.918,-0.012,0.324,204.346,-17.334,43.152
-0.85,-0.198,0.237,208.313,-14.526,44.189
-0.849,-0.324,0.21,188.904,-11.963,42.786
-0.814,-0.383,0.165,151.978,-11.414,40.283
-0.707,-0.419,0.151,113.525,-10.254,38.452
-0.828,-0.458,0.081,79.102,-10.559,34.973
-0.802,-0.427,0.069,51.331,-7.751,31.006
-0.79,-0.414,0.056,33.386,-2.38,28.748
-0.807,-0.382,0.058,24.353,3.418,26.245
-0.833,-0.367,0.042,21.057,9.766,24.414
-0.835,-0.322,0.11,19.714,17.151,22.644
-0.839,-0.358,0.156,22.339,24.597,22.705
-0.855,-0.397,0.244,14.282,30.334,22.583
-0.819,-0.405,0.379,-5.127,35.034,21.79
-0.68,-0.395,0.521,-25.696,36.804,20.142
-0.663,-0.339,0.583,-43.701,33.02,17.456
-0.646,-0.29,0.609,-43.274,29.541,15.32
-0.701,-0.259,0.54,-30.457,25.635,13.428
-0.697,-0.188,0.391,-16.846,22.339,10.864
-0.776,-0.154,0.198,-13.123,20.081,9.705
-0.816,-0.138,0.044,-16.174,22.156,10.315
-0.837,-0.2,-0.045,-20.508,28.564,12.085
-0.82,-0.233,-0.031,-25.757,37.903,13
-0.798,-0.237,0.02,-28.87,47.852,12.634
-0.762,-0.24,0.117,-37.231,55.847,12.085
-0.74,-0.279,0.242,-49.072,62.012,11.536
-0.718,-0.293,0.39,-53.772,66.223,9.277
-0.694,-0.294,0.484,-46.204,67.81,5.432
-0.696,-0.258,0.565,-40.894,67.261,0.671
-0.726,-0.196,0.624,-36.499,65.063,-4.395
-0.72,-0.163,0.651,-29.846,61.768,-7.08
-0.738,-0.159,0.681,-31.799,57.434,-8.911
-0.777,-0.084,0.679,-34.79,52.795,-11.719
-0.77,0.022,0.695,-46.387,47.607,-13.367
-0.718,0.101,0.844,-52.002,45.593,-13.55
-0.92,0.192,0.869,-33.508,42.725,-11.902
-0.787,0.105,0.831,10.437,38.208,-7.812
-0.728,0.162,0.886,36.072,38.208,-6.165
-0.764,0.135,0.907,62.927,34.729,-4.028
-0.74,0.117,0.945,72.205,31.555,-1.526
-0.797,0.115,0.926,68.298,25.085,1.404
-0.758,0.108,0.855,61.157,18.127,3.174
-0.787,0.09,0.847,45.898,12.268,6.042
-0.81,0.017,0.828,27.832,7.324,9.094
-0.811,0.059,0.775,26.855,2.808,10.742
-0.848,0.023,0.682,35.095,-0.61,11.536
-0.835,0.028,0.635,43.152,-1.77,13.489
-0.826,-0.033,0.566,54.81,-2.563,15.564
-0.865,-0.079,0.536,65.063,-1.587,16.968
-0.884,-0.129,0.511,68.115,-0.061,17.883
-0.845,-0.147,0.497,66.162,1.404,18.555
-0.873,-0.155,0.487,62.927,2.136,18.982
-0.883,-0.2,0.468,59.875,2.747,19.775
-0.857,-0.25,0.486,48.279,3.296,21.179
-0.876,-0.291,0.52,34.912,3.845,21.79
-0.963,-0.351,0.497,26.855,3.418,22.278
-0.931,-0.386,0.451,27.1,3.479,21.912
-0.902,-0.45,0.433,30.457,5.066,21.301
-0.911,-0.592,0.413,37.537,7.446,21.118
-0.841,-0.685,0.485,39.429,11.78,18.127
-0.834,-0.72,0.56,31.616,14.526,13.489
-0.834,-0.752,0.603,18.005,14.16,9.155
-0.842,-0.802,0.582,2.747,11.414,4.517
-0.836,-0.808,0.554,-13.489,8.179,-1.16
-0.844,-0.819,0.525,-24.475,5.859,-6.531
-0.846,-0.831,0.525,-27.954,5.493,-11.963
-0.848,-0.845,0.561,-28.931,6.653,-17.09
-0.84,-0.779,0.675,-31.494,8.545,-23.254
-0.825,-0.672,0.823,-35.278,8.911,-28.564
-0.835,-0.591,0.896,-32.715,5.249,-31.555
-0.858,-0.45,0.924,-25.696,-0.916,-35.034
-0.866,-0.336,0.92,-16.296,-7.568,-36.621
-0.864,-0.268,0.903,-9.521,-14.282,-36.072
-0.872,-0.243,0.826,-2.441,-21.24,-33.997
-0.86,-0.24,0.755,4.333,-26.428,-31.677
-0.858,-0.256,0.647,14.709,-30.273,-28.992
-0.845,-0.25,0.537,28.259,-32.288,-27.71
-0.858,-0.262,0.435,41.321,-32.959,-26.55
-0.844,-0.316,0.382,45.776,-31.921,-25.085
-0.842,-0.379,0.359,44.25,-30.029,-24.78
-0.835,-0.392,0.401,39.978,-27.405,-26.001
-0.818,-0.431,0.462,32.166,-25.146,-27.161
-0.811,-0.439,0.485,26.489,-24.902,-29.053
-0.81,-0.448,0.499,22.949,-25.879,-31.982
-0.799,-0.46,0.526,21.179,-26.55,-34.546
-0.787,-0.459,0.567,22.522,-27.039,-37.842
-0.78,-0.413,0.595,26.489,-27.649,-41.199
-0.771,-0.319,0.6,32.349,-28.931,-45.471
-0.77,-0.24,0.596,36.255,-31.006,-48.035
-0.754,-0.182,0.582,36.804,-33.508,-49.316
-0.768,-0.189,0.522,37.781,-36.438,-49.133
-0.782,-0.157,0.499,37.109,-37.842,-49.988
-0.787,-0.136,0.487,34.607,-38.452,-50.171
-0.794,-0.141,0.438,30.762,-39.612,-49.438
-0.803,-0.146,0.374,27.222,-40.71,-48.95
-0.795,-0.159,0.343,23.987,-40.222,-48.767
-0.792,-0.161,0.347,22.156,-38.452,-48.584
-0.781,-0.154,0.361,23.193,-36.499,-48.95
-0.782,-0.11,0.378,26.611,-35.034,-49.561
-0.793,-0.06,0.401,30.579,-33.875,-49.927
-0.782,-0.026,0.463,30.09,-33.203,-49.5
-0.786,0.029,0.5,26.672,-34.485,-49.072
-0.794,0.097,0.512,25.024,-37.292,-48.401
-0.801,0.149,0.499,24.963,-40.344,-46.997
-0.802,0.185,0.453,25.391,-43.884,-44.678
-0.802,0.205,0.361,25.146,-47.424,-42.297
-0.796,0.243,0.252,23.743,-50.354,-40.161
-0.785,0.251,0.134,20.935,-52.124,-37.598
-0.783,0.28,0.022,17.822,-52.063,-34.973
-0.763,0.329,-0.06,15.442,-49.683,-32.776
-0.747,0.371,-0.128,9.827,-46.021,-29.724
-0.746,0.407,-0.222,2.441,-42.542,-26.306
-0.743,0.456,-0.287,-6.531,-37.903,-23.071
-0.736,0.541,-0.329,-16.296,-32.043,-19.714
-0.728,0.627,-0.368,-23.926,-25.696,-15.747
-0.712,0.726,-0.381,-28.809,-18.311,-10.742
-0.696,0.87,-0.41,-29.419,-11.475,-5.31
-0.709,0.999,-0.487,-25.513,-4.761,2.014
-0.719,1.152,-0.624,-22.522,3.723,12.085
-0.701,1.256,-0.747,-24.536,13.733,24.78
-0.683,1.337,-0.886,-29.785,24.475,39.49
-0.658,1.387,-1.053,-34.607,37.659,55.725
-0.597,1.366,-1.153,-37.354,52.673,72.693
-0.525,1.333,-1.324,-39.612,70.496,90.149
-0.411,1.293,-1.515,-42.114,92.407,107.3
-0.277,1.238,-1.623,-44.373,115.173,122.925
-0.131,1.141,-1.708,-44.739,141.296,138.367
0.062,1.05,-1.672,-49.133,170.044,152.344
0.293,1.033,-1.576,-57.739,200.073,163.33
0.502,1.061,-1.515,-69.885,227.295,173.828
0.754,1.119,-1.404,-83.191,252.991,184.326
1.02,1.178,-1.282,-94.91,278.137,195.435
1.235,1.219,-1.182,-102.661,301.392,207.153
1.489,1.196,-0.924,-108.521,325.867,219.543
1.733,1.151,-0.491,-107.422,350.098,232.361
1.927,0.993,0.02,-91.736,369.385,245.361
2.121,0.769,0.696,-77.515,383.606,258.179
2.185,0.505,1.297,-59.753,387.329,269.287
2.202,0.159,1.98,-38.391,380.737,278.015
2.125,-0.223,2.248,-21.179,365.234,284.424
2.156,-0.674,2.739,-2.93,345.276,287.231
2.073,-1.177,2.88,11.902,311.951,285.217
1.898,-1.649,2.924,12.451,280.151,276.855
1.726,-2.01,3.028,3.723,250.61,260.62
1.567,-2.261,3.035,-6.653,225.464,239.197
1.38,-2.372,2.839,-10.925,199.402,213.013
1.232,-2.439,2.585,-12.451,177.551,186.951
1.121,-2.451,2.343,-10.742,159.485,161.133
1.028,-2.35,2.519,-7.996,139.099,134.766
0.875,-2.16,2.908,-7.202,115.479,109.558
0.744,-1.86,3.247,-14.587,92.285,86.731
0.652,-1.559,3.351,-25.024,67.078,68.298
0.572,-1.357,3.338,-31.555,37.292,53.467
0.537,-1.238,3.203,-35.767,7.629,41.382
0.532,-1.137,2.937,-43.518,-17.639,32.288
0.512,-1.091,2.546,-49.255,-40.222,24.597
0.497,-1.079,2.126,-52.612,-57.068,17.395
0.47,-1.061,1.705,-54.626,-67.566,10.803
0.429,-1.001,1.386,-50.232,-72.144,3.296
0.375,-0.929,1.19,-40.527,-71.045,-3.113
0.323,-0.816,1.128,-29.236,-67.078,-7.568
0.268,-0.669,1.161,-14.648,-62.927,-10.864
0.226,-0.534,1.279,4.089,-59.265,-12.512
0.256,-0.46,1.41,25.024,-56.946,-11.658
0.338,-0.596,1.405,33.264,-60.181,-8.362
0.345,-0.891,1.214,26.184,-69.946,-5.371
0.438,-1.146,1.038,14.16,-75.012,-7.507
0.517,-1.408,0.761,-5.005,-77.148,-11.597
0.531,-1.57,0.434,-26.123,-79.529,-20.691
0.532,-1.738,0.193,-36.987,-75.012,-32.104
0.549,-1.903,0.08,-36.438,-63.171,-45.349
0.6,-1.976,0.128,-32.349,-48.035,-61.34
0.668,-1.994,0.223,-24.719,-34.668,-79.346
0.72,-1.983,0.277,-17.09,-26.794,-98.145
0.775,-1.987,0.319,-13.062,-20.386,-115.967
0.822,-1.964,0.349,-19.592,-14.526,-132.507
0.843,-1.872,0.366,-24.902,-10.254,-148.987
0.857,-1.753,0.407,-22.949,-5.249,-164.49
0.89,-1.61,0.502,-18.982,0.305,-178.04
0.915,-1.451,0.619,-15.808,3.845,-190.491
0.923,-1.285,0.711,-13,4.883,-201.599
0.928,-1.124,0.798,-8.667,4.333,-211.06
0.963,-0.995,0.885,-5.127,3.54,-218.75
0.999,-0.888,0.907,-5.798,0.61,-225.281
1.002,-0.785,0.847,-5.554,-3.54,-231.628
1.013,-0.655,0.77,-2.991,-5.066,-238.281
1.004,-0.503,0.727,1.038,-4.089,-244.69
0.991,-0.32,0.739,9.399,-0.61,-249.695
0.954,-0.103,0.811,19.775,5.127,-253.662
0.873,0.171,0.963,32.41,11.108,-256.409
0.818,0.453,1.206,46.387,17.639,-256.287
0.737,0.689,1.421,60.242,21.423,-251.77
0.625,0.904,1.546,73.425,21.179,-244.263
0.502,1.059,1.619,81.421,19.104,-234.07
0.398,1.202,1.684,82.886,16.296,-221.375
0.293,1.287,1.693,83.13,12.207,-206.543
0.215,1.317,1.672,78.552,7.202,-190.247
0.12,1.291,1.568,72.449,1.16,-172.791
0.048,1.219,1.444,68.115,-3.723,-156.433
-0.003,1.101,1.332,62.134,-6.47,-140.259
-0.054,0.998,1.214,54.382,-8.423,-126.648
-0.104,0.915,1.124,46.021,-9.644,-114.807
-0.142,0.876,1.064,38.879,-9.644,-104.431
-0.179,0.856,1.014,33.997,-9.399,-94.971
-0.203,0.802,0.938,32.471,-9.46,-85.327
-0.245,0.751,0.844,30.212,-8.911,-76.172
-0.283,0.709,0.761,27.039,-7.629,-67.81
-0.302,0.68,0.701,22.339,-4.7,-59.57
-0.332,0.638,0.638,18.677,-1.587,-51.697
-0.36,0.579,0.588,16.296,1.953,-44.25
-0.382,0.55,0.517,16.418,7.324,-37.659
-0.387,0.547,0.509,16.357,13.489,-31.799
-0.393,0.547,0.539,17.517,19.043,-26.245
-0.45,0.609,0.339,20.203,23.926,-20.569
-0.374,0.678,0.558,18.494,32.227,-12.695
-0.366,0.568,0.685,20.508,29.053,-7.446
-0.39,0.536,0.673,18.188,29.297,-1.343
-0.366,0.499,0.84,12.939,31.738,5.615
-0.334,0.359,1.078,9.888,29.663,11.414
-0.318,0.26,1.237,5.981,26.978,17.334
-0.307,0.208,1.28,0.122,23.743,22.766
-0.28,0.198,1.316,-6.531,19.836,27.588
-0.282,0.199,1.303,-8.423,14.648,32.043
-0.287,0.179,1.324,-7.629,11.23,35.828
-0.274,0.148,1.42,-4.272,9.155,39.124
-0.256,0.107,1.496,2.563,7.507,42.48
-0.256,0.064,1.545,11.108,4.211,45.166
-0.244,0.024,1.627,18.188,0,47.302
-0.235,-0.03,1.715,23.499,-4.639,49.316
-0.249,-0.085,1.828,29.175,-9.644,50.537
-0.244,-0.141,2.009,35.828,-14.465,51.636
-0.203,-0.195,2.244,41.626,-21.118,52.612
-0.172,-0.254,2.447,47.302,-32.471,53.162
-0.156,-0.315,2.634,57.434,-47.363,51.941
-0.079,-0.41,2.841,65.491,-63.416,50.659
-0.005,-0.507,2.934,66.04,-83.374,49.683
0.032,-0.56,2.929,63.599,-107.3,46.082
0.12,-0.623,2.917,56.824,-130.676,42.053
0.209,-0.66,2.759,47.729,-154.114,37.659
0.273,-0.724,2.5,39.795,-179.199,32.288
