aX,aY,aZ,gX,gY,gZ
-0.098,0.639,0.244,-64.697,48.706,67.505
-0.084,0.933,0.175,-73.608,52.307,86.060
0.160,1.670,0.014,-104.614,66.345,102.356
0.075,1.886,-0.014,-117.737,90.088,144.897
0.528,2.595,0.018,-132.690,104.980,174.988
0.733,2.891,0.354,-122.375,133.911,249.207
1.675,2.644,0.265,-79.224,156.067,293.579
2.041,2.067,0.698,-10.193,194.519,374.512
2.711,0.462,0.994,20.996,200.806,403.198
2.969,-0.550,1.474,24.719,177.673,427.124
2.961,-2.267,3.008,19.104,142.334,414.368
2.759,-3.100,3.565,65.552,109.314,392.456
2.085,-4.000,2.506,68.420,26.550,319.885
1.808,-4.000,1.685,43.579,-3.418,271.362
1.403,-3.795,1.428,-54.260,-14.160,179.810
1.146,-3.448,1.443,-74.768,-22.278,143.127
1.063,-2.617,1.615,-88.440,-33.020,78.735
0.911,-2.248,1.625,-74.829,-47.607,52.795
0.847,-1.651,0.852,-63.538,-49.438,20.813
0.778,-1.362,0.539,-42.419,-32.471,2.380
0.737,-1.206,0.194,-11.902,-21.790,-4.700
0.715,-1.250,0.339,11.047,-7.263,-16.968
0.731,-1.171,0.624,17.700,-7.324,-22.034
0.662,-0.992,0.616,13.062,-9.644,-29.602
0.667,-0.937,0.304,-7.629,-7.141,-30.396
0.723,-0.872,-0.179,-31.860,5.432,-33.447
0.656,-0.927,-0.143,-27.771,20.325,-39.856
0.708,-0.830,-0.143,-18.005,32.715,-43.640
0.745,-0.579,0.238,-8.972,35.217,-42.786
0.721,-0.533,0.102,-9.216,35.950,-36.560
0.767,-0.457,-0.684,2.136,47.607,-35.645
0.832,-0.729,-1.001,43.335,88.013,-30.273
0.945,-0.783,-0.924,27.588,107.300,-32.166
1.084,-0.990,-0.503,-6.104,148.437,-36.560
1.140,-1.044,-0.286,-13.916,162.964,-42.297
1.197,-1.099,0.056,13.916,183.167,-55.237
1.230,-1.270,0.266,65.430,200.684,-68.726
1.352,-1.277,0.382,73.425,207.581,-78.308
1.387,-1.021,0.651,40.344,215.210,-100.464
1.396,-0.675,0.953,8.240,217.285,-111.328
1.279,0.030,1.663,-20.386,210.266,-121.094
1.219,0.256,1.981,-16.296,200.073,-117.676
1.017,0.469,2.268,-1.465,163.757,-99.976
0.951,0.484,2.027,7.019,125.854,-77.026
0.849,0.191,1.101,40.710,117.981,-65.063
0.957,-0.117,1.050,49.927,107.239,-50.781
0.885,-0.192,1.833,25.208,90.576,-46.265
0.790,0.037,2.047,4.883,51.575,-31.799
0.774,0.004,1.983,9.094,33.447,-22.461
0.758,-0.195,1.715,3.235,-4.211,-5.249
0.747,-0.318,1.555,0.854,-16.418,-0.122
0.748,-0.528,1.235,-12.573,-37.659,6.470
0.733,-0.616,1.094,-15.686,-45.044,7.812
0.749,-0.944,0.931,-3.113,-50.720,7.324
0.769,-1.113,0.867,-2.625,-53.772,4.272
0.722,-1.278,0.743,-5.432,-59.570,-6.714
0.740,-1.362,0.772,1.404,-57.312,-21.606
0.753,-1.460,0.884,4.517,-55.969,-30.579
0.823,-1.499,1.312,22.400,-55.603,-51.208
0.877,-1.474,1.549,29.724,-61.157,-61.646
1.002,-1.358,1.849,47.852,-84.167,-80.688
1.043,-1.328,1.886,51.453,-100.220,-87.952
1.144,-1.381,1.879,53.955,-129.883,-100.220
1.259,-1.479,1.851,58.533,-143.188,-115.112
1.388,-1.560,1.474,31.128,-177.368,-126.465
1.374,-1.559,0.937,-4.944,-203.003,-145.630
1.327,-1.353,0.723,-16.113,-210.510,-155.457
1.262,-1.121,0.422,-12.207,-212.769,-169.189
1.213,-0.987,0.272,-11.047,-212.646,-174.988
1.062,-0.711,0.078,-6.958,-205.994,-181.091
0.999,-0.586,0.024,-9.216,-200.806,-180.847
0.851,-0.309,-0.145,-28.564,-192.627,-174.072
0.716,-0.044,-0.551,-56.030,-188.232,-159.424
0.455,0.008,-0.771,-62.378,-179.626,-148.682
0.274,0.129,-0.934,-65.979,-153.015,-125.061
0.006,0.167,-0.812,-47.668,-119.812,-99.792
-0.014,0.162,-0.746,-28.381,-102.112,-87.158
-0.154,0.066,-0.617,-1.526,-72.021,-63.049
-0.220,0.005,-0.459,0.366,-47.119,-43.945
-0.243,-0.026,-0.401,-4.578,-36.499,-35.217
-0.282,-0.024,-0.293,-14.648,-20.752,-20.752
-0.286,-0.013,-0.199,-18.921,-7.080,-6.958
-0.292,-0.078,-0.143,-18.127,-0.183,-0.183
-0.274,-0.213,-0.018,-11.536,9.460,9.949
-0.266,-0.260,0.032,-7.019,12.512,13.184
-0.238,-0.279,0.140,-4.211,17.334,13.855
-0.228,-0.192,0.169,-22.156,19.531,14.954
-0.206,-0.133,0.229,-32.715,20.508,15.625
-0.189,0.157,0.218,-48.584,24.902,17.578
-0.202,0.398,0.247,-54.260,29.297,19.897
-0.207,1.148,0.350,-76.294,38.269,31.433
-0.170,1.608,0.358,-84.839,41.626,43.640
-0.011,2.485,0.139,-101.440,49.500,87.097
0.029,2.917,0.028,-105.042,56.274,116.516
0.643,3.249,0.025,-86.914,86.853,197.021
1.028,2.977,0.243,-65.308,103.210,242.432
1.759,1.811,0.964,-20.630,117.676,327.209
2.063,1.074,1.294,3.174,115.173,359.009
2.400,-0.482,1.690,48.645,90.210,396.973
2.480,-1.333,1.792,68.298,73.181,402.710
2.281,-2.944,1.686,102.661,31.311,381.409
2.250,-3.740,1.497,121.582,13.916,353.577
1.720,-4.000,1.128,71.106,-14.343,271.362
1.548,-4.000,0.836,22.339,-18.921,217.346
1.084,-4.000,-0.259,-63.599,-9.460,103.027
1.005,-4.000,-1.450,-78.003,11.841,46.387
0.815,-3.020,1.806,-102.051,10.132,-35.339
0.805,-2.119,1.206,-117.737,13.428,-75.073
0.713,-1.078,1.143,-111.511,-1.404,-79.285
0.600,-0.204,1.085,-113.159,-4.211,-78.552
0.590,0.192,1.104,-93.811,-8.789,-72.266
0.487,0.186,1.067,-33.447,-17.395,-45.776
0.491,0.109,0.916,-20.325,-19.470,-30.396
0.503,-0.302,0.564,9.277,-21.362,-5.127
0.514,-0.516,0.333,14.038,-19.409,5.676
0.542,-0.865,0.020,5.493,-11.841,7.080
0.539,-1.037,-0.293,-2.014,6.775,1.404
0.593,-0.980,-0.147,-9.094,9.949,-1.587
0.647,-0.746,-0.083,-24.231,16.663,-4.639
0.662,-0.753,-0.383,-26.794,22.644,-3.052
0.775,-1.140,-1.053,14.526,45.654,-2.075
0.881,-1.620,-1.436,52.490,89.844,-12.512
1.012,-1.760,-1.407,38.635,114.441,-23.437
1.228,-1.784,-1.330,-16.846,165.039,-51.331
1.328,-1.652,-1.114,-36.316,188.110,-81.421
1.541,-1.417,-0.318,-20.325,231.445,-92.957
1.665,-1.255,0.551,9.277,251.343,-112.732
1.625,-1.042,0.978,11.658,252.808,-122.925
1.529,-0.453,1.913,11.230,242.798,-135.315
1.431,-0.122,2.231,2.930,203.247,-131.897
1.086,0.345,2.568,-14.221,179.016,-124.756
1.001,0.704,2.435,-14.771,129.700,-100.342
0.845,0.805,2.130,-6.592,109.314,-83.740
0.707,0.698,0.817,17.517,90.637,-49.072
0.813,0.133,0.347,33.813,92.896,-33.630
0.704,-0.513,1.690,40.466,75.867,-23.499
0.699,-0.470,2.048,27.954,65.247,-19.104
0.665,-0.639,2.106,19.836,35.583,-12.268
0.691,-0.661,1.984,3.967,18.127,-10.803
0.608,-0.517,1.529,-14.832,-14.282,-10.803
0.623,-0.599,1.417,-9.033,-24.658,-6.165
0.652,-0.825,1.337,-7.141,-30.273,-6.409
0.674,-1.193,1.518,14.709,-34.668,-10.071
0.750,-1.452,1.754,27.039,-37.720,-14.526
0.869,-1.744,2.310,30.090,-59.082,-32.166
0.978,-1.779,2.511,30.762,-75.928,-44.067
1.172,-1.775,2.659,15.076,-126.343,-68.909
1.297,-1.735,2.599,3.174,-154.236,-92.896
1.406,-1.653,1.756,-30.151,-210.693,-105.713
1.370,-1.587,0.865,-46.570,-236.816,-124.390
1.335,-1.413,0.553,-40.344,-237.122,-133.362
1.197,-0.973,0.107,-22.461,-232.544,-152.161
1.092,-0.648,-0.052,-35.583,-228.149,-157.166
0.822,-0.137,-0.315,-68.848,-218.567,-154.175
0.557,0.054,-0.533,-96.436,-206.177,-134.094
0.452,0.080,-0.640,-99.243,-198.364,-123.474
0.231,0.006,-0.906,-79.773,-170.959,-97.595
0.035,-0.052,-0.861,-39.795,-132.874,-78.186
0.030,-0.091,-0.799,-22.095,-113.464,-70.068
-0.089,-0.121,-0.607,-10.254,-78.125,-54.932
-0.156,-0.152,-0.366,-21.912,-53.101,-41.809
-0.170,-0.151,-0.273,-26.062,-43.945,-36.316
-0.187,-0.154,-0.099,-31.250,-28.259,-25.452
-0.186,-0.220,0.140,-23.926,-14.771,-14.954
-0.183,-0.282,0.263,-14.404,-9.033,-10.498
-0.175,-0.360,0.422,-4.944,-5.615,-6.592
-0.165,-0.267,0.366,-18.555,-8.545,-8.484
-0.148,-0.123,0.251,-32.166,-10.803,-9.766
-0.131,0.318,-0.065,-59.570,-9.644,-10.864
-0.251,1.146,-0.291,-90.271,0.610,-6.287
-0.224,1.963,-0.435,-143.555,3.296,-2.319
-0.063,3.839,-0.844,-216.187,24.170,43.396
0.487,4.000,-1.715,-159.851,79.041,150.269
1.174,4.000,-1.840,-47.607,130.920,221.863
2.301,2.188,-0.367,104.736,222.717,351.807
2.679,0.999,0.442,179.138,231.628,391.907
2.987,-1.199,1.562,198.242,190.552,435.486
2.860,-2.338,1.702,185.242,156.372,434.631
2.477,-3.994,1.820,122.375,97.595,383.301
2.146,-4.000,1.826,99.670,72.998,338.135
1.874,-4.000,1.917,18.494,33.081,234.863
1.380,-4.000,1.743,-22.705,15.198,179.871
1.177,-4.000,1.641,-57.434,1.099,80.688
0.949,-3.286,0.948,-81.482,-16.357,42.603
0.979,-2.925,0.919,-58.716,-24.719,-13.245
0.806,-2.133,0.720,-62.195,-30.457,-35.095
0.787,-1.141,0.385,-86.609,-24.475,-57.861
0.726,-0.687,0.183,-94.238,-18.799,-60.425
0.661,0.009,-0.037,-74.158,-1.404,-46.936
0.679,0.040,-0.001,0.854,13.428,-25.757
0.652,-0.281,-0.169,16.968,20.996,-15.381
0.721,-0.608,-0.614,22.095,40.955,2.136
0.711,-0.936,-1.104,28.320,52.551,7.202
0.894,-1.231,-0.777,37.292,74.646,9.033
0.972,-1.513,-0.937,36.621,86.792,6.897
1.110,-1.820,-1.253,28.992,115.295,-6.531
1.226,-1.912,-1.278,17.029,138.062,-17.944
1.417,-1.852,-1.304,-16.296,187.927,-51.514
1.598,-1.307,-0.413,-26.611,240.906,-83.618
1.667,-1.116,0.217,-8.972,260.254,-93.079
1.656,-1.129,1.231,35.278,270.325,-103.760
1.623,-1.051,1.541,39.612,263.489,-111.267
1.511,-0.551,1.394,35.034,237.793,-124.023
1.491,-0.281,1.435,20.264,209.167,-122.070
1.334,0.400,2.309,7.019,185.791,-114.014
1.060,0.678,2.652,-1.587,130.798,-84.595
1.072,0.915,2.577,-3.479,103.760,-61.951
0.770,0.787,2.362,-36.682,54.260,-19.104
0.771,0.490,2.103,-37.720,32.715,0.732
0.732,-0.040,1.528,-29.846,-0.122,25.208
0.750,-0.336,1.323,-20.935,-7.629,32.227
0.759,-0.917,1.220,3.479,-12.634,35.339
0.772,-1.204,1.324,18.127,-12.573,31.799
0.865,-1.751,1.795,51.147,-15.198,12.939
0.932,-2.001,2.206,61.768,-32.471,-15.076
1.213,-2.250,2.954,53.589,-53.406,-33.813
1.521,-2.440,3.434,39.124,-111.267,-70.251
1.723,-2.494,3.359,25.208,-147.949,-90.393
2.008,-2.384,2.374,-29.907,-225.891,-131.470
2.023,-2.251,1.770,-55.298,-254.700,-150.085
2.047,-2.001,0.942,-45.410,-274.780,-179.138
2.061,-1.886,0.669,-19.897,-270.813,-208.374
1.944,-1.316,0.299,12.268,-266.296,-223.022
1.799,-0.609,0.116,4.456,-256.836,-238.708
1.745,-0.324,-0.020,-20.508,-256.226,-238.708
1.330,0.226,-0.680,-98.511,-264.709,-226.318
1.080,0.399,-1.069,-121.277,-250.122,-194.763
0.617,0.569,-1.561,-106.384,-228.516,-176.270
0.255,0.621,-1.514,-52.185,-176.270,-138.611
0.052,0.673,-1.479,6.531,-121.582,-104.370
-0.056,0.431,-0.982,28.748,-96.008,-85.754
-0.174,0.040,-0.646,26.062,-63.660,-60.181
-0.237,-0.013,-0.580,12.024,-54.504,-53.833
-0.265,0.051,-0.478,-18.311,-36.743,-41.443
-0.283,0.061,-0.445,-29.114,-28.015,-17.700
-0.295,0.014,-0.334,-32.532,-9.583,-17.456
-0.278,-0.039,-0.016,-9.705,6.531,-7.568
-0.268,-0.103,0.145,3.357,11.475,-4.761
-0.253,-0.192,0.309,3.174,11.536,-1.709
-0.263,-0.110,0.292,-21.301,5.432,-1.404
-0.251,0.207,0.145,-30.151,5.981,1.648
-0.242,0.594,0.159,-38.269,16.602,14.282
-0.236,0.843,0.232,-41.687,23.376,23.560
-0.193,1.734,0.364,-63.354,34.485,47.424
-0.156,2.374,0.344,-79.224,38.086,66.833
0.121,3.744,0.017,-90.149,45.593,131.836
0.453,4.000,-0.445,-91.187,54.260,181.030
1.630,4.000,-1.385,-66.345,96.375,305.420
2.310,3.435,-1.290,-44.373,172.791,429.199
3.465,0.578,0.428,112.488,198.669,472.473
3.738,-1.289,1.474,197.571,159.546,507.324
3.345,-4.000,2.186,227.478,106.018,481.689
2.813,-4.000,1.736,210.571,57.617,436.157
1.934,-4.000,1.382,46.204,0.793,298.767
1.521,-4.000,1.266,-32.288,-7.996,226.685
1.095,-4.000,1.351,-91.309,-24.048,105.591
1.002,-3.839,0.982,-99.060,-33.447,62.561
0.842,-2.618,-0.044,-95.581,-36.072,-0.244
0.776,-2.043,-0.524,-63.843,-7.751,-36.499
0.685,-1.109,-0.605,-49.866,11.597,-42.664
0.617,-0.257,-0.982,-27.649,54.871,-35.583
0.704,-0.116,-0.153,25.208,69.519,-16.357
0.601,-0.384,1.327,50.720,63.721,-7.324
0.677,-1.100,1.244,58.533,48.462,9.949
0.704,-1.429,1.242,43.274,36.865,8.728
0.692,-1.619,1.160,-4.456,6.836,-7.080
0.733,-1.415,1.211,-22.949,-3.967,-17.517
0.647,-1.109,0.669,-57.007,-36.438,-29.602
0.683,-1.006,0.148,-71.228,-39.490,-33.203
0.647,-0.573,-0.481,-94.482,-44.373,-31.372
0.685,-0.573,-1.158,-80.566,-13.184,-23.132
0.794,-1.025,-2.315,-66.895,11.414,-20.569
0.997,-1.591,-2.805,-1.099,88.135,-27.161
1.194,-1.890,-2.754,16.724,136.963,-49.011
1.700,-2.183,-2.155,0.244,225.037,-65.308
2.107,-1.788,-1.085,-28.076,289.978,-107.117
2.224,-1.417,-0.467,-37.842,309.937,-125.366
2.211,-0.787,1.100,-14.587,330.811,-144.897
2.124,-0.590,1.946,20.813,311.340,-148.193
1.701,-0.177,3.254,26.917,283.325,-145.203
1.235,0.258,3.563,-10.620,199.036,-131.226
1.048,0.559,3.303,-30.273,151.489,-121.948
0.803,1.045,2.081,-51.147,80.872,-89.172
0.717,1.109,1.287,-52.795,63.171,-67.749
0.788,0.255,0.391,-15.381,57.617,-30.640
0.765,-0.387,0.798,7.263,54.016,-24.109
0.726,-0.892,1.523,18.066,47.546,-23.071
0.693,-0.928,1.734,-6.165,30.090,-27.100
0.614,-0.758,1.768,-10.315,15.869,-30.762
0.566,-0.521,1.423,-18.738,-9.766,-32.532
0.548,-0.446,1.211,-21.973,-19.531,-30.273
0.506,-0.344,0.670,-16.724,-31.067,-25.635
0.478,-0.324,0.455,-12.390,-31.189,-22.217
0.428,-0.321,0.330,-9.399,-21.851,-12.024
0.413,-0.382,0.405,-5.066,-13.977,-1.831
0.439,-0.661,0.771,2.258,-5.127,1.709
0.454,-0.814,1.001,19.409,-9.521,3.235
0.509,-1.176,1.456,30.090,-15.320,1.038
0.611,-1.671,1.977,53.040,-33.752,-8.301
0.737,-1.903,2.105,50.842,-50.659,-17.578
0.848,-1.922,1.831,12.329,-99.915,-46.509
0.898,-1.824,1.575,-10.681,-119.934,-59.692
0.928,-1.696,1.415,-32.227,-140.442,-79.041
0.995,-1.733,1.458,-20.935,-151.794,-93.689
1.095,-1.828,1.667,27.771,-159.302,-103.638
1.330,-1.897,1.699,60.059,-184.509,-130.920
1.349,-1.823,1.649,55.786,-201.538,-148.987
1.384,-1.220,1.153,-0.366,-238.342,-181.641
1.368,-0.910,0.768,-36.682,-253.784,-188.782
1.208,-0.505,-0.264,-96.863,-272.827,-185.425
1.068,-0.402,-0.666,-117.920,-261.169,-168.091
0.705,-0.189,-1.325,-102.356,-244.141,-159.241
0.356,-0.037,-1.552,-49.744,-189.819,-138.611
0.214,0.126,-1.416,-27.100,-136.169,-117.065
-0.021,0.241,-1.111,-27.344,-115.234,-103.821
-0.161,0.267,-0.813,-27.222,-78.857,-73.425
-0.220,0.218,-0.591,-18.677,-50.354,-44.922
-0.275,0.135,-0.428,-13.184,-38.940,-32.715
-0.290,-0.020,-0.197,-4.761,-20.142,-9.705
-0.253,-0.252,-0.022,-2.686,-8.301,8.728
-0.275,-0.375,0.041,0.000,-5.920,14.587
-0.266,-0.566,0.094,0.916,-1.648,19.043
-0.252,-0.615,0.148,1.587,0.244,17.700
-0.238,-0.711,0.323,-6.226,3.052,16.968
-0.240,-0.732,0.338,-8.423,3.357,16.663
-0.254,-0.708,0.317,-17.273,3.540,15.076
-0.256,-0.692,0.307,-21.484,4.883,12.817
-0.276,-0.571,0.293,-27.954,5.737,11.230
-0.276,-0.417,0.254,-28.564,9.277,10.559
-0.286,-0.327,0.287,-30.396,12.573,11.047
-0.266,-0.171,0.435,-36.743,20.569,15.564
-0.275,-0.062,0.523,-41.260,22.339,18.250
-0.249,0.094,0.753,-40.527,24.658,28.015
-0.246,0.142,0.876,-42.419,22.705,35.156
-0.265,0.031,0.881,-31.616,7.812,47.791
-0.177,0.034,0.945,-33.081,2.991,52.307
-0.170,0.334,0.372,-57.861,-6.470,60.425
-0.141,0.663,-0.007,-75.928,-4.395,73.425
-0.106,1.523,-0.184,-84.656,3.357,86.182
0.201,2.349,-0.456,-124.756,28.992,134.216
0.262,2.414,-0.492,-118.774,48.218,168.457
1.066,2.628,-0.678,-103.577,92.529,242.920
1.489,2.409,-0.420,-55.969,147.705,325.989
2.264,1.115,0.611,-27.710,165.100,358.887
2.496,-0.059,1.202,0.793,160.828,392.334
2.756,-0.635,1.346,23.560,153.137,399.841
2.792,-1.279,1.387,73.853,130.127,393.005
2.651,-2.385,0.840,90.393,117.615,376.099
2.526,-2.972,0.576,117.798,114.563,355.774
2.237,-3.699,0.950,128.906,99.060,299.316
1.997,-3.911,1.347,107.056,83.374,262.329
1.771,-4.000,1.645,61.523,55.664,180.786
1.520,-3.868,2.672,47.241,23.743,138.733
1.383,-3.294,2.089,-7.385,-20.569,67.810
1.344,-3.102,1.788,-28.320,-42.419,41.321
1.287,-2.436,1.222,-76.355,-68.176,-7.935
1.279,-2.067,0.978,-85.205,-75.867,-26.794
1.165,-1.672,0.395,-78.552,-83.130,-52.612
1.111,-1.498,0.091,-76.965,-80.261,-60.791
1.066,-1.305,-0.013,-60.852,-68.359,-70.862
0.916,-1.110,-0.052,-56.458,-56.213,-78.064
0.908,-0.902,-0.188,-66.406,-45.837,-81.848
0.836,-0.863,-0.544,-73.120,-20.325,-82.336
0.857,-0.688,-0.617,-62.988,5.310,-85.083
0.859,-0.708,-0.657,-50.415,18.921,-83.557
0.829,-0.756,-0.418,-18.188,41.016,-84.412
0.770,-0.802,-0.331,-11.780,68.481,-85.815
0.851,-0.863,-0.298,-10.315,76.904,-88.196
0.892,-0.854,-0.111,-13.245,96.497,-98.145
0.922,-0.776,0.039,-19.531,109.619,-106.567
0.947,-0.772,0.075,-20.752,114.563,-109.070
0.986,-0.707,0.057,-31.189,120.789,-114.258
1.014,-0.597,-0.025,-35.217,125.488,-116.821
1.090,-0.437,-0.294,-45.532,132.996,-117.249
1.176,-0.364,-0.543,-49.133,148.743,-117.188
1.223,-0.272,-0.570,-43.091,161.438,-117.920
1.301,-0.053,-0.388,-20.813,191.162,-118.530
1.371,0.112,0.099,14.832,221.191,-112.061
1.393,0.202,0.488,36.194,234.314,-106.323
1.396,0.214,1.371,77.515,243.286,-88.440
1.350,0.168,1.729,85.266,236.877,-78.918
1.197,0.114,2.340,89.966,211.853,-61.523
1.126,0.054,2.653,88.135,195.862,-52.612
0.977,-0.068,3.153,51.819,147.034,-35.950
0.910,-0.101,3.302,35.767,117.126,-29.236
0.816,-0.300,3.243,15.808,50.537,-15.991
0.796,-0.414,2.943,2.808,15.625,-10.864
0.776,-0.534,2.145,-9.338,-39.917,-6.958
0.782,-0.581,1.776,-24.963,-72.693,-4.517
0.776,-0.727,1.187,-24.780,-81.116,-3.174
0.769,-0.844,0.671,-21.851,-90.576,-4.150
0.731,-0.902,0.502,-16.357,-89.355,-5.554
0.744,-1.080,0.425,5.188,-75.684,-9.644
0.743,-1.204,0.543,14.160,-67.444,-12.878
0.800,-1.421,0.864,29.724,-57.922,-23.865
0.823,-1.450,1.067,35.889,-57.556,-32.654
0.928,-1.483,1.464,34.119,-67.078,-48.279
0.948,-1.476,1.616,20.020,-90.698,-62.866
1.028,-1.566,1.731,18.311,-105.103,-69.336
1.111,-1.649,1.686,17.212,-131.958,-85.754
1.181,-1.706,1.607,13.489,-144.836,-93.994
1.215,-1.690,1.533,7.935,-170.166,-114.746
1.259,-1.744,1.521,11.902,-180.054,-123.901
1.383,-1.708,1.287,19.958,-205.688,-148.071
1.398,-1.604,1.087,17.090,-218.750,-161.255
1.469,-1.211,0.580,-9.338,-239.563,-184.753
1.418,-1.007,0.298,-56.274,-254.700,-195.068
1.299,-0.643,-0.290,-80.383,-257.385,-195.618
1.040,-0.286,-0.792,-108.215,-252.502,-187.073
0.910,-0.103,-1.006,-109.741,-243.652,-169.861
0.584,0.119,-1.213,-84.595,-212.463,-159.302
0.304,0.228,-1.158,-51.575,-171.082,-135.132
0.191,0.218,-1.087,-32.898,-129.517,-110.718
0.036,0.214,-1.024,-24.475,-112.183,-99.121
-0.207,0.375,-1.057,-39.673,-80.139,-78.186
-0.260,0.501,-0.976,-44.434,-49.683,-52.979
-0.337,0.507,-0.772,-37.842,-34.973,-39.001
-0.357,0.344,-0.497,-32.288,-12.390,-14.282
-0.355,0.277,-0.375,-21.362,2.014,0.061
-0.325,0.216,-0.112,-20.264,6.714,5.798
-0.301,0.259,0.034,-20.508,11.902,14.954
-0.272,0.293,0.085,-23.743,13.916,19.653
-0.226,0.359,0.166,-35.034,20.630,31.921
-0.190,0.372,0.238,-47.119,24.597,38.635
-0.165,0.529,0.302,-58.167,29.785,50.964
-0.125,0.626,0.249,-61.829,31.372,57.190
-0.055,0.977,0.155,-81.787,34.973,73.242
0.015,1.302,0.015,-101.379,45.654,100.037
0.044,1.842,-0.173,-108.459,53.467,117.004
0.258,2.147,-0.321,-116.882,82.031,164.673
0.643,2.526,-0.320,-105.713,105.042,198.425
1.458,2.595,0.411,-68.054,150.146,273.987
1.794,2.038,0.262,-37.415,163.940,312.805
2.500,0.842,0.736,46.265,179.077,377.075
2.776,-0.019,1.261,100.647,177.856,401.245
2.928,-1.086,1.899,147.949,150.208,427.368
3.031,-3.611,3.307,128.357,121.399,415.588
2.798,-4.000,3.600,102.722,81.604,387.573
2.004,-4.000,2.374,7.568,-10.376,264.465
1.602,-4.000,1.083,-31.738,-31.860,193.665
1.255,-4.000,0.371,-78.735,-32.410,66.040
0.989,-3.398,0.655,-91.675,-36.377,-3.784
0.832,-1.706,0.378,-78.796,-9.949,-17.639
0.716,-0.622,0.255,-45.288,9.399,-23.621
0.662,-0.491,0.446,-16.846,16.907,-19.287
0.622,-0.782,0.893,34.485,24.658,-6.470
0.651,-0.937,0.897,35.950,23.865,-1.587
0.699,-1.402,0.796,22.461,17.029,2.197
0.738,-1.613,0.774,16.052,12.451,-2.563
0.767,-1.801,0.555,0.183,-4.150,-21.362
0.760,-1.779,0.181,-6.348,-9.827,-34.180
0.833,-1.565,-0.616,-30.090,0.061,-59.509
0.828,-0.935,-0.749,-53.528,7.507,-70.435
0.822,-0.715,-1.190,-54.260,18.066,-69.580
0.936,-0.881,-1.952,-38.818,58.716,-63.477
1.143,-1.431,-1.915,-3.052,122.681,-67.139
1.334,-1.690,-1.774,3.845,159.607,-73.975
1.617,-1.829,-1.018,2.747,218.628,-102.295
1.715,-1.593,-0.385,2.930,256.409,-133.362
1.763,-1.071,0.833,9.277,256.775,-143.250
1.674,-0.697,1.321,16.968,245.300,-156.494
1.483,0.107,2.169,24.414,233.154,-155.090
1.368,0.593,2.469,6.042,188.110,-136.353
1.025,0.710,2.419,-6.836,161.987,-123.596
0.822,0.909,2.233,-10.254,121.704,-95.032
0.717,0.925,2.113,-13.428,104.980,-78.064
0.635,0.610,2.023,-9.216,80.627,-42.603
0.601,0.321,1.880,-6.592,68.787,-28.137
0.554,-0.387,0.974,3.967,52.124,-12.695
0.593,-0.962,0.458,16.846,57.495,-13.977
0.722,-1.568,1.133,34.119,67.932,-35.156
0.634,-1.142,2.022,16.541,45.166,-46.448
0.625,-0.646,2.950,7.568,30.334,-45.532
0.627,-0.894,2.820,-6.104,-14.832,-42.786
0.670,-0.999,2.583,-16.357,-39.856,-43.640
0.676,-0.962,1.855,-45.471,-86.487,-48.096
0.695,-0.848,1.685,-56.030,-100.830,-47.119
0.710,-0.886,1.777,-46.631,-117.920,-40.222
0.720,-1.128,1.833,-10.254,-132.690,-45.471
0.805,-1.594,1.566,16.785,-136.780,-53.406
0.906,-1.785,1.373,26.184,-150.452,-76.721
0.950,-1.712,1.359,18.616,-158.875,-90.088
0.946,-1.218,1.434,-18.311,-177.368,-111.694
0.981,-1.028,1.493,-25.757,-185.974,-115.356
0.996,-0.991,1.243,-29.602,-210.327,-115.601
0.981,-1.061,0.932,-24.719,-221.191,-116.638
0.894,-1.006,0.282,-21.423,-228.821,-124.207
0.835,-0.888,0.073,-13.184,-218.018,-131.775
0.708,-0.670,-0.214,-8.911,-210.632,-133.728
0.540,-0.464,-0.367,-8.240,-191.162,-135.498
0.511,-0.396,-0.445,-9.705,-180.847,-133.057
0.290,-0.192,-0.655,-17.517,-160.339,-125.183
0.122,0.026,-0.686,-18.738,-132.141,-111.023
0.037,0.125,-0.652,-21.606,-119.324,-94.543
-0.098,0.297,-0.594,-23.132,-97.900,-84.717
-0.226,0.422,-0.514,-28.564,-79.956,-61.768
-0.246,0.438,-0.502,-30.457,-63.965,-38.269
-0.274,0.342,-0.393,-17.700,-55.237,-27.832
-0.262,0.188,-0.255,-9.644,-38.574,-10.498
-0.262,0.170,-0.220,-8.850,-27.893,-1.099
-0.242,0.205,-0.224,-13.916,-23.804,2.747
-0.029,0.942,-0.890,-66.284,11.108,22.949
-0.286,0.570,0.002,-39.429,-2.991,25.757
-0.182,0.484,0.152,-36.499,10.925,40.527
-0.154,0.818,0.065,-71.533,16.968,56.213
-0.074,1.301,-0.005,-81.299,20.203,69.946
0.031,1.848,-0.252,-81.299,35.522,104.736
0.185,2.176,-0.406,-87.463,45.593,125.061
0.527,2.621,-0.755,-98.022,74.646,180.603
0.874,2.587,-0.851,-85.876,98.755,216.980
1.578,1.746,-0.205,-30.273,146.790,290.344
1.901,1.148,0.364,10.193,160.645,321.350
2.306,0.193,1.189,48.584,155.334,364.197
2.451,-0.280,1.419,60.059,143.127,377.625
2.567,-1.249,1.844,42.664,116.882,387.146
2.518,-1.843,2.110,33.508,100.098,385.010
2.374,-2.940,2.354,9.583,59.570,356.995
2.177,-3.424,2.260,9.705,37.537,331.909
