aX,aY,aZ,gX,gY,gZ
0.094,0.166,-0.582,-4.024,-11.951,-4.817
0.09,0.166,-0.586,-2.988,-10.854,-5
0.091,0.172,-0.589,-2.012,-8.841,-5.244
0.078,0.173,-0.59,-1.037,-6.829,-5.427
0.075,0.174,-0.591,0.366,-5.61,-5.549
0.079,0.173,-0.592,1.341,-4.939,-5.549
0.072,0.169,-0.597,2.439,-4.024,-5.732
0.067,0.174,-0.592,3.293,-3.293,-5.732
0.07,0.172,-0.587,4.329,-2.317,-5.671
0.068,0.167,-0.59,5.244,-1.098,-5.854
0.057,0.166,-0.591,5.854,-0.122,-5.732
0.04,0.164,-0.593,6.098,0.427,-5.915
0.039,0.166,-0.595,6.646,0.61,-5.854
0.043,0.164,-0.603,7.317,0.671,-5.793
0.028,0.163,-0.604,7.744,0.61,-5.732
0.015,0.172,-0.598,8.232,0.305,-5.854
0.012,0.176,-0.606,8.841,0.549,-5.976
0.013,0.181,-0.62,9.451,0.793,-6.22
0.009,0.177,-0.625,10.183,0.854,-6.646
-0.002,0.172,-0.629,11.22,0.976,-7.012
0.001,0.17,-0.637,12.256,0.976,-7.195
0.001,0.165,-0.646,12.988,0.732,-7.439
0,0.166,-0.648,13.293,1.159,-7.866
-0.002,0.164,-0.653,13.841,1.159,-8.049
0,0.164,-0.655,14.268,0.854,-8.11
0.004,0.161,-0.663,14.695,0.549,-8.232
0.007,0.165,-0.672,15.061,0.549,-8.476
0.008,0.161,-0.675,15.671,1.037,-8.78
0.003,0.156,-0.684,16.098,1.951,-9.268
0.007,0.16,-0.687,16.524,3.049,-9.878
0.009,0.162,-0.693,17.256,4.268,-10.427
0.015,0.163,-0.694,17.988,4.634,-10.61
0.017,0.167,-0.694,18.598,4.39,-11.098
0.018,0.165,-0.702,18.841,3.659,-11.28
0.018,0.164,-0.702,19.695,3.049,-11.585
0.027,0.163,-0.705,20.488,2.622,-12.012
0.032,0.162,-0.711,21.28,1.951,-12.317
0.031,0.149,-0.721,22.134,1.585,-12.622
0.028,0.145,-0.725,23.171,1.28,-13.171
0.031,0.151,-0.734,23.78,0.793,-13.354
0.03,0.148,-0.735,24.573,0.61,-13.841
0.03,0.158,-0.731,25.183,0.854,-14.268
0.029,0.159,-0.728,25.915,0.854,-14.695
0.037,0.161,-0.727,26.707,0.976,-14.939
0.04,0.165,-0.724,27.317,1.28,-15.488
0.045,0.162,-0.722,27.927,1.037,-15.793
0.049,0.162,-0.722,28.841,0.671,-16.037
0.054,0.164,-0.717,29.573,0.671,-16.341
0.05,0.161,-0.717,30.488,1.22,-16.707
0.048,0.165,-0.723,31.463,2.317,-17.073
0.047,0.167,-0.723,32.378,3.476,-17.439
0.053,0.166,-0.727,32.744,3.841,-17.927
0.054,0.163,-0.723,33.841,4.268,-17.866
0.041,0.154,-0.733,34.817,5,-18.11
0.044,0.156,-0.729,35.61,5.427,-18.537
0.046,0.153,-0.731,36.28,5.793,-18.415
0.047,0.15,-0.733,37.378,6.341,-18.537
0.048,0.15,-0.732,38.171,7.012,-18.841
0.041,0.153,-0.733,38.841,7.195,-18.963
0.042,0.154,-0.74,39.695,7.073,-19.085
0.041,0.153,-0.739,40.549,6.829,-19.268
0.036,0.151,-0.733,41.463,6.707,-19.512
0.036,0.152,-0.732,42.195,7.317,-19.878
0.028,0.15,-0.735,42.622,8.415,-20.122
0.033,0.149,-0.744,43.232,9.329,-20.366
0.037,0.148,-0.747,43.659,9.634,-20.549
0.034,0.146,-0.745,44.512,9.634,-20.671
0.037,0.146,-0.748,45.183,9.573,-20.976
0.033,0.148,-0.751,45.915,8.78,-21.28
0.037,0.148,-0.753,46.585,8.293,-21.829
0.042,0.146,-0.757,47.256,7.927,-22.073
0.044,0.146,-0.765,47.561,7.317,-22.683
0.053,0.148,-0.775,48.476,6.707,-23.171
0.054,0.146,-0.77,49.146,5.671,-23.415
0.058,0.144,-0.777,49.329,4.451,-23.902
0.065,0.136,-0.785,49.756,3.598,-24.329
0.063,0.134,-0.788,49.756,2.622,-24.817
0.067,0.129,-0.796,49.634,2.012,-25.366
0.077,0.126,-0.799,49.695,1.646,-25.915
0.085,0.127,-0.803,49.512,1.951,-26.646
0.094,0.128,-0.818,49.634,2.622,-27.317
0.112,0.128,-0.827,49.39,3.293,-27.927
0.124,0.126,-0.834,49.207,4.085,-28.841
0.128,0.122,-0.843,49.207,4.878,-29.634
0.135,0.119,-0.854,49.146,5.671,-30.61
0.145,0.111,-0.877,48.902,6.524,-31.524
0.153,0.107,-0.889,48.841,7.378,-32.744
0.163,0.105,-0.901,48.841,8.415,-33.841
0.171,0.097,-0.916,48.902,9.085,-35
0.175,0.087,-0.926,48.841,9.756,-36.159
0.187,0.081,-0.94,48.72,10.244,-37.378
0.195,0.072,-0.954,48.72,10.488,-38.659
0.192,0.07,-0.958,48.78,10.427,-39.756
0.204,0.065,-0.965,49.024,9.817,-40.793
0.206,0.067,-0.978,48.963,9.024,-42.012
0.22,0.067,-0.981,49.146,8.11,-43.232
0.229,0.068,-0.987,49.329,7.561,-44.39
0.239,0.072,-1.004,49.085,7.073,-45.854
0.25,0.071,-1.003,49.146,6.341,-47.195
0.26,0.075,-1.002,49.329,5.671,-48.659
0.266,0.077,-1.011,49.268,4.451,-50.122
0.271,0.077,-1.005,49.756,2.866,-51.463
0.28,0.075,-1.006,50,0.915,-52.805
0.29,0.074,-1.016,50.244,-0.854,-54.024
0.295,0.073,-1.008,50.549,-2.195,-55.488
0.302,0.072,-1.009,50.732,-2.622,-56.829
0.31,0.073,-1.018,50.915,-3.293,-57.927
0.317,0.071,-1.023,51.098,-4.756,-59.329
0.32,0.07,-1.017,51.402,-6.646,-60.244
0.323,0.067,-1.015,51.829,-8.72,-61.524
0.33,0.058,-1.017,52.195,-10.244,-62.927
0.333,0.058,-1.019,52.256,-11.707,-63.902
0.337,0.055,-1.013,52.073,-13.293,-64.756
0.338,0.052,-1.023,52.134,-14.207,-65.854
0.342,0.051,-1.027,52.073,-14.756,-66.829
0.34,0.05,-1.029,51.524,-15.061,-67.988
0.336,0.048,-1.031,50.854,-15.061,-69.207
0.326,0.042,-1.038,50.427,-15.244,-70.061
0.315,0.035,-1.035,49.634,-15.366,-70.854
0.315,0.033,-1.045,48.659,-15.427,-71.585
0.309,0.023,-1.051,47.744,-15,-71.951
0.3,0.021,-1.057,46.951,-14.329,-72.5
0.295,0.021,-1.068,46.159,-13.841,-73.049
0.279,0.03,-1.091,44.756,-13.171,-73.476
0.269,0.021,-1.109,43.902,-12.134,-73.902
0.263,0.014,-1.12,42.683,-11.22,-74.268
0.251,0.014,-1.145,41.829,-10.366,-74.634
0.237,0.012,-1.162,40.549,-9.634,-74.939
0.225,0.012,-1.18,39.329,-9.085,-75.061
0.206,0.007,-1.2,37.927,-8.963,-75.427
0.183,0,-1.22,36.646,-9.024,-75.61
0.167,-0.005,-1.237,35.732,-9.024,-75.854
0.15,-0.007,-1.25,34.39,-8.78,-75.915
0.133,-0.012,-1.262,32.988,-8.598,-75.976
0.121,-0.013,-1.278,32.134,-8.049,-75.976
0.107,-0.01,-1.289,31.22,-7.073,-75.671
0.087,-0.007,-1.305,30,-5.61,-75.732
0.072,-0.008,-1.317,28.963,-4.329,-75.61
0.064,-0.009,-1.329,27.805,-3.78,-75.549
0.054,-0.008,-1.34,26.524,-3.476,-75.427
0.051,-0.006,-1.346,25.793,-3.476,-75.366
0.042,-0.008,-1.357,24.878,-2.744,-75.732
0.041,-0.007,-1.362,24.451,-1.524,-76.28
0.027,-0.005,-1.369,24.024,-0.976,-76.646
0.017,-0.002,-1.379,23.476,-1.28,-76.951
0.009,-0.005,-1.383,22.622,-2.012,-77.256
0,-0.005,-1.381,21.89,-2.561,-77.378
-0.008,-0.017,-1.391,20.915,-3.232,-77.683
-0.016,-0.02,-1.389,20.061,-3.902,-78.232
-0.029,-0.024,-1.385,18.841,-5.061,-78.415
-0.028,-0.029,-1.385,17.5,-5.854,-78.537
-0.028,-0.03,-1.393,15.976,-6.28,-78.72
-0.024,-0.029,-1.393,14.634,-6.829,-78.902
-0.019,-0.028,-1.395,12.988,-7.561,-78.537
-0.016,-0.014,-1.396,11.098,-7.988,-78.232
-0.014,-0.011,-1.395,9.878,-7.866,-77.988
-0.016,-0.01,-1.402,7.988,-7.561,-77.5
-0.015,-0.003,-1.417,6.22,-6.585,-77.195
-0.024,-0.002,-1.428,4.451,-5.61,-76.768
-0.026,-0.009,-1.439,2.683,-4.39,-76.402
-0.031,-0.01,-1.449,0.732,-2.5,-75.671
-0.047,-0.004,-1.458,-0.854,-0.854,-75.122
-0.053,-0.01,-1.482,-2.256,0.061,-74.207
-0.063,-0.009,-1.497,-3.902,0.427,-73.232
-0.079,-0.007,-1.516,-5.488,0.549,-72.195
-0.099,-0.012,-1.527,-7.378,0.732,-71.28
-0.114,-0.009,-1.534,-8.598,0.854,-70.488
-0.13,-0.012,-1.539,-10.061,0.793,-69.573
-0.145,-0.012,-1.558,-11.768,0.488,-68.78
-0.159,-0.003,-1.567,-13.537,0.122,-68.049
-0.174,-0.004,-1.573,-15.366,-0.244,-67.439
-0.187,-0.011,-1.584,-17.073,-0.549,-66.89
-0.201,-0.017,-1.586,-18.963,-1.22,-66.707
-0.219,-0.011,-1.592,-20.793,-2.012,-66.402
-0.23,-0.011,-1.597,-22.561,-2.622,-66.098
-0.236,-0.014,-1.599,-24.024,-3.232,-66.037
-0.244,-0.012,-1.606,-25.732,-3.78,-65.915
-0.244,-0.01,-1.61,-27.317,-4.817,-65.915
-0.243,-0.013,-1.613,-28.902,-5,-65.915
-0.241,-0.021,-1.616,-30.61,-4.878,-65.915
-0.235,-0.021,-1.616,-32.195,-4.329,-65.915
-0.228,-0.022,-1.62,-33.841,-3.78,-66.037
-0.222,-0.02,-1.628,-35.854,-3.72,-65.854
-0.217,-0.021,-1.632,-38.049,-3.72,-65.305
-0.21,-0.022,-1.627,-39.878,-2.805,-65.061
-0.193,-0.022,-1.631,-41.585,-0.976,-65.488
-0.186,-0.021,-1.629,-43.415,0.793,-65.671
-0.182,-0.023,-1.63,-45.061,1.585,-65.366
-0.174,-0.022,-1.629,-46.646,2.012,-64.939
-0.167,-0.023,-1.623,-48.171,2.683,-64.634
-0.17,-0.021,-1.625,-49.634,3.476,-64.268
-0.17,-0.016,-1.627,-50.854,4.39,-63.902
-0.176,-0.015,-1.625,-52.134,4.817,-63.354
-0.18,-0.02,-1.629,-53.659,4.634,-62.744
-0.189,-0.025,-1.624,-54.573,4.085,-62.073
-0.194,-0.032,-1.624,-55.793,3.415,-61.768
-0.2,-0.038,-1.629,-56.89,2.5,-61.159
-0.208,-0.035,-1.609,-58.049,1.341,-60.732
-0.212,-0.019,-1.6,-58.963,0.61,-60.183
-0.218,-0.017,-1.596,-59.939,-0.305,-59.817
-0.229,-0.02,-1.589,-60.854,-0.976,-59.451
-0.24,-0.019,-1.577,-61.524,-1.28,-59.207
-0.244,-0.02,-1.569,-62.744,-1.768,-58.841
-0.253,-0.021,-1.553,-63.598,-2.439,-58.11
-0.261,-0.021,-1.538,-64.207,-3.354,-57.744
-0.27,-0.021,-1.53,-65.061,-4.207,-57.439
-0.259,-0.021,-1.516,-65.976,-4.817,-57.317
-0.262,-0.017,-1.506,-67.073,-5.122,-57.256
-0.259,-0.014,-1.504,-67.988,-4.939,-57.195
-0.258,-0.017,-1.491,-68.963,-4.817,-56.951
-0.25,-0.021,-1.478,-70,-4.817,-56.829
-0.248,-0.027,-1.473,-70.854,-5.061,-56.707
-0.253,-0.024,-1.457,-71.707,-5.427,-56.585
-0.245,-0.026,-1.446,-72.561,-5.61,-56.524
-0.247,-0.027,-1.436,-73.293,-5.61,-56.463
-0.245,-0.026,-1.423,-73.598,-5.915,-56.402
-0.246,-0.025,-1.414,-74.573,-6.22,-56.402
-0.244,-0.026,-1.412,-75.244,-6.524,-55.793
-0.241,-0.028,-1.408,-75.854,-8.049,-55.061
-0.247,-0.036,-1.41,-76.585,-9.634,-54.085
-0.244,-0.036,-1.401,-77.195,-11.159,-53.049
-0.245,-0.039,-1.401,-78.171,-12.195,-52.012
-0.248,-0.038,-1.396,-79.268,-12.744,-50.915
-0.251,-0.032,-1.389,-80.122,-13.293,-49.573
-0.248,-0.029,-1.381,-81.159,-13.476,-48.171
-0.252,-0.021,-1.371,-82.317,-12.805,-46.707
-0.266,-0.012,-1.364,-83.049,-11.707,-45.183
-0.269,-0.006,-1.354,-83.659,-10.915,-43.659
-0.29,0,-1.35,-84.329,-10,-42.195
-0.304,-0.001,-1.35,-84.939,-8.659,-40.671
-0.319,-0.005,-1.337,-85.61,-7.744,-39.268
-0.34,-0.004,-1.333,-86.159,-6.22,-37.683
-0.363,-0.006,-1.337,-86.463,-4.268,-36.341
-0.39,-0.003,-1.331,-86.768,-2.927,-35.183
-0.407,-0.009,-1.326,-87.134,-1.768,-33.963
-0.424,-0.014,-1.323,-87.744,-1.098,-32.866
-0.44,-0.021,-1.32,-88.049,-1.341,-31.829
-0.459,-0.024,-1.309,-88.78,-1.28,-30.488
-0.478,-0.023,-1.298,-89.512,-0.427,-29.451
-0.492,-0.023,-1.29,-90.061,0.305,-28.415
-0.498,-0.022,-1.285,-90.61,0.183,-27.744
-0.496,-0.021,-1.271,-91.402,-0.61,-26.89
-0.498,-0.019,-1.257,-92.317,-1.22,-25.915
-0.5,-0.016,-1.256,-93.171,-1.524,-25.183
-0.5,-0.01,-1.246,-93.902,-1.524,-24.817
-0.497,-0.002,-1.243,-94.634,-1.646,-24.146
-0.484,-0.001,-1.241,-95.305,-1.707,-23.415
-0.474,-0.001,-1.234,-96.037,-2.195,-22.378
-0.467,-0.002,-1.233,-96.646,-2.866,-21.768
-0.45,0.004,-1.229,-96.768,-3.902,-21.28
-0.442,0.01,-1.23,-97.317,-4.268,-20.732
-0.44,0.01,-1.224,-97.988,-4.39,-20.244
-0.433,0.004,-1.223,-98.354,-4.39,-19.634
-0.42,0.011,-1.225,-98.293,-5,-18.78
-0.405,0.011,-1.221,-98.354,-6.037,-18.232
-0.391,0.013,-1.207,-98.232,-7.378,-17.5
-0.387,0.015,-1.192,-98.354,-8.476,-16.707
-0.39,0.011,-1.182,-98.476,-9.573,-16.159
-0.381,0.017,-1.177,-98.659,-10.671,-15.732
-0.379,0.02,-1.165,-99.024,-11.341,-15
-0.372,0.02,-1.155,-99.451,-11.28,-14.146
-0.362,0.016,-1.145,-99.756,-10.915,-13.476
-0.359,0.018,-1.14,-100.061,-9.634,-12.866
-0.35,0.019,-1.125,-100.549,-8.354,-12.317
-0.351,0.017,-1.111,-100.671,-7.439,-11.829
-0.354,0.02,-1.097,-100.915,-6.829,-10.976
-0.348,0.025,-1.086,-100.976,-6.037,-10.61
-0.341,0.029,-1.079,-101.22,-4.634,-10.244
-0.337,0.033,-1.074,-101.341,-3.293,-9.573
-0.332,0.036,-1.066,-101.646,-1.89,-9.268
-0.329,0.038,-1.054,-101.768,0,-8.902
-0.322,0.042,-1.057,-101.768,1.646,-8.476
-0.328,0.04,-1.046,-101.951,2.439,-8.049
-0.334,0.034,-1.039,-101.89,2.683,-7.439
-0.34,0.036,-1.034,-101.768,2.439,-6.707
-0.333,0.041,-1.025,-101.524,2.439,-6.341
-0.337,0.041,-1.02,-101.524,2.561,-5.915
-0.332,0.044,-1.005,-101.159,3.049,-5.366
-0.331,0.042,-0.997,-100.671,3.354,-5
-0.331,0.053,-0.986,-100.427,2.988,-4.634
-0.331,0.058,-0.965,-100.061,2.012,-4.024
-0.332,0.065,-0.959,-99.451,0.793,-3.415
-0.329,0.064,-0.95,-98.659,-0.122,-2.988
-0.323,0.072,-0.942,-97.866,-1.646,-2.5
-0.329,0.079,-0.924,-97.256,-3.232,-2.012
-0.326,0.08,-0.916,-96.463,-5.122,-1.402
-0.32,0.083,-0.905,-95.671,-6.89,-0.976
-0.318,0.089,-0.892,-94.878,-8.11,-0.793
-0.312,0.09,-0.884,-94.146,-8.72,-0.427
-0.308,0.099,-0.861,-93.476,-9.085,-0.305
-0.301,0.108,-0.846,-92.927,-9.329,-0.061
-0.298,0.107,-0.837,-92.561,-9.878,0.366
-0.293,0.116,-0.832,-91.89,-10.61,0.61
-0.282,0.122,-0.818,-91.22,-11.159,0.61
-0.273,0.119,-0.814,-90.915,-11.768,0.732
-0.261,0.128,-0.802,-90.305,-12.317,0.854
-0.259,0.132,-0.791,-89.451,-12.317,0.732
-0.251,0.139,-0.778,-88.78,-12.256,0.488
-0.238,0.143,-0.771,-88.293,-11.951,0.305
-0.236,0.15,-0.771,-87.927,-11.707,-0.061
-0.236,0.155,-0.763,-87.439,-11.28,-0.183
-0.229,0.153,-0.762,-86.951,-10.549,-0.427
-0.226,0.155,-0.751,-86.402,-9.451,-1.037
-0.221,0.15,-0.752,-85.854,-8.476,-1.28
-0.209,0.146,-0.751,-85.549,-7.622,-1.341
-0.202,0.15,-0.742,-84.939,-6.829,-1.951
-0.193,0.158,-0.734,-84.085,-6.707,-2.317
-0.181,0.157,-0.734,-83.476,-6.89,-2.195
-0.175,0.166,-0.729,-82.744,-6.28,-2.256
-0.171,0.177,-0.722,-81.951,-5.305,-2.744
-0.165,0.179,-0.719,-80.549,-4.634,-3.415
-0.157,0.182,-0.708,-79.329,-4.146,-3.72
-0.155,0.185,-0.713,-78.171,-3.537,-4.024
-0.146,0.191,-0.704,-76.951,-2.927,-3.963
-0.15,0.189,-0.698,-75.793,-2.744,-4.268
-0.146,0.197,-0.692,-74.573,-2.561,-4.695
-0.142,0.204,-0.683,-73.354,-2.561,-5.183
-0.14,0.209,-0.672,-71.89,-2.927,-5.488
-0.14,0.215,-0.663,-70.915,-3.293,-5.732
-0.137,0.218,-0.647,-69.573,-4.146,-5.976
-0.128,0.231,-0.644,-67.988,-5.305,-6.402
-0.135,0.25,-0.638,-66.768,-6.402,-6.646
-0.129,0.26,-0.615,-65.427,-7.744,-6.951
-0.124,0.263,-0.607,-64.268,-9.39,-7.195
-0.121,0.266,-0.598,-63.11,-10.732,-7.378
-0.123,0.265,-0.592,-62.317,-11.829,-7.439
-0.119,0.273,-0.582,-60.976,-13.049,-7.805
-0.114,0.273,-0.579,-60,-14.085,-8.11
-0.106,0.278,-0.564,-59.512,-15.244,-8.232
-0.101,0.284,-0.562,-58.598,-15.793,-8.232
-0.095,0.292,-0.557,-57.561,-15.305,-8.598
-0.09,0.297,-0.548,-57.012,-14.39,-8.902
-0.088,0.295,-0.546,-55.976,-13.232,-9.085
-0.084,0.302,-0.545,-54.817,-12.561,-9.146
-0.081,0.306,-0.545,-53.902,-12.622,-9.085
-0.08,0.31,-0.551,-52.805,-13.049,-8.841
-0.081,0.312,-0.55,-51.524,-12.988,-8.659
-0.078,0.312,-0.548,-50.366,-12.073,-8.78
-0.09,0.311,-0.55,-49.146,-11.037,-8.841
-0.083,0.31,-0.557,-47.378,-10.122,-9.024
-0.093,0.307,-0.558,-46.037,-9.146,-8.841
-0.102,0.304,-0.554,-44.878,-8.049,-8.78
-0.107,0.306,-0.553,-43.476,-6.463,-8.598
-0.117,0.312,-0.54,-41.951,-4.939,-8.293
-0.124,0.32,-0.536,-40.366,-4.024,-7.744
-0.135,0.321,-0.528,-38.841,-3.415,-7.134
-0.142,0.32,-0.514,-37.073,-2.561,-6.89
-0.149,0.331,-0.508,-35.732,-1.28,-6.585
-0.152,0.337,-0.503,-34.146,0.305,-6.402
-0.155,0.34,-0.495,-32.5,1.463,-6.22
-0.161,0.343,-0.482,-31.22,2.195,-5.732
-0.172,0.353,-0.471,-29.878,2.622,-5.305
-0.175,0.358,-0.47,-28.72,2.5,-4.939
-0.18,0.365,-0.469,-27.561,2.134,-4.695
-0.191,0.368,-0.456,-26.402,2.195,-4.268
-0.199,0.375,-0.45,-25.488,2.805,-4.085
-0.201,0.376,-0.445,-24.573,3.537,-4.207
-0.21,0.38,-0.438,-23.659,3.537,-3.963
-0.205,0.383,-0.44,-22.988,3.232,-3.598
-0.205,0.384,-0.443,-22.256,2.805,-3.415
-0.211,0.393,-0.439,-21.524,2.378,-3.354
-0.207,0.392,-0.444,-20.549,1.829,-3.11
-0.205,0.396,-0.448,-19.878,1.524,-3.11
-0.198,0.4,-0.456,-18.902,0.854,-3.293
-0.193,0.398,-0.464,-18.659,0.061,-3.354
-0.189,0.396,-0.467,-18.293,-0.427,-3.415
-0.184,0.394,-0.479,-17.561,-1.037,-3.415
-0.182,0.396,-0.487,-16.951,-1.159,-3.354
-0.183,0.396,-0.493,-16.585,-0.732,-3.415
-0.186,0.395,-0.496,-16.037,-0.183,-3.354
-0.18,0.392,-0.496,-15.61,-0.122,-3.354
-0.173,0.393,-0.508,-14.817,-0.183,-3.171
-0.163,0.391,-0.512,-13.963,-0.061,-3.049
-0.162,0.392,-0.513,-13.11,0,-3.171
-0.152,0.402,-0.519,-12.134,0,-3.232
-0.15,0.405,-0.522,-11.159,0.366,-3.293
-0.143,0.401,-0.52,-10.244,1.159,-3.354
-0.143,0.398,-0.52,-9.573,1.463,-3.415
-0.14,0.403,-0.524,-8.293,1.585,-3.476
-0.144,0.4,-0.527,-7.317,1.829,-3.598
-0.145,0.403,-0.52,-6.037,2.134,-3.78
-0.148,0.405,-0.509,-4.878,2.683,-4.085
-0.149,0.4,-0.51,-3.841,3.293,-4.207
-0.155,0.401,-0.502,-2.622,3.659,-4.451
-0.149,0.403,-0.499,-1.402,3.598,-4.512
-0.147,0.406,-0.495,-0.061,3.841,-4.573
-0.148,0.41,-0.482,1.28,4.329,-4.817
-0.137,0.414,-0.471,2.622,4.451,-4.878
-0.138,0.42,-0.46,3.963,4.695,-5
-0.14,0.423,-0.457,5.488,4.939,-5
-0.14,0.421,-0.446,6.951,5.183,-5
-0.137,0.425,-0.43,8.72,5.305,-5
-0.13,0.424,-0.42,10.305,5.183,-5
-0.127,0.427,-0.412,12.012,5.122,-4.817
-0.131,0.431,-0.408,13.72,5.061,-4.756
-0.131,0.435,-0.396,15.488,5.244,-4.939
-0.127,0.433,-0.393,17.073,4.939,-4.695
-0.126,0.431,-0.385,18.659,4.268,-4.512
-0.128,0.433,-0.376,20.366,3.841,-4.451
-0.124,0.434,-0.373,21.951,3.415,-4.39
-0.129,0.438,-0.365,23.476,2.988,-4.085
-0.131,0.439,-0.356,25.183,2.866,-3.963
-0.132,0.44,-0.357,26.89,2.805,-3.72
-0.139,0.439,-0.353,27.927,2.805,-3.659
-0.136,0.434,-0.346,29.573,2.622,-3.72
-0.143,0.434,-0.338,31.159,2.378,-3.537
-0.146,0.431,-0.34,32.195,1.768,-3.476
-0.146,0.434,-0.34,34.024,1.646,-3.598
-0.147,0.432,-0.344,35.488,0,-3.293
-0.149,0.428,-0.349,36.463,-0.122,-3.232
-0.146,0.423,-0.347,37.683,0.854,-3.902
-0.147,0.424,-0.351,39.329,0.122,-3.963
-0.146,0.42,-0.351,40.976,-1.707,-3.78
-0.145,0.423,-0.36,42.073,-3.354,-3.72
-0.141,0.421,-0.359,42.927,-4.939,-3.841
-0.141,0.428,-0.367,44.024,-5.488,-4.146
-0.146,0.425,-0.374,45.671,-4.756,-4.817
-0.145,0.419,-0.38,46.829,-3.11,-5.366
-0.139,0.418,-0.388,48.171,-1.524,-5.976
-0.126,0.416,-0.385,49.329,-0.366,-6.463
-0.124,0.417,-0.396,50.244,0.61,-7.012
-0.113,0.418,-0.396,51.28,1.22,-7.561
-0.122,0.414,-0.396,52.317,1.463,-8.049
-0.125,0.417,-0.413,53.11,1.28,-8.659
-0.1,0.416,-0.412,53.902,1.22,-9.085
-0.093,0.416,-0.416,54.695,1.037,-9.451
-0.095,0.409,-0.427,55.793,1.22,-9.634
-0.092,0.406,-0.436,56.707,0.854,-9.878
-0.096,0.409,-0.439,57.683,0.183,-10
-0.1,0.407,-0.445,58.659,0.183,-10.244
-0.097,0.405,-0.447,59.756,0.183,-10.427
-0.095,0.4,-0.445,60.976,-0.061,-10.793
-0.085,0.394,-0.454,61.707,-0.427,-10.976
-0.082,0.387,-0.462,62.5,-0.915,-11.098
-0.075,0.385,-0.467,63.72,-1.28,-10.976
-0.07,0.384,-0.481,64.634,-1.341,-10.732
-0.073,0.375,-0.493,65.732,-1.402,-10.61
-0.074,0.366,-0.5,66.585,-1.829,-10.488
-0.075,0.36,-0.504,67.378,-1.951,-10.427
-0.078,0.355,-0.503,68.293,-1.402,-10.244
-0.086,0.348,-0.505,69.329,-0.732,-10.122
-0.097,0.344,-0.514,70.305,0.671,-9.878
-0.099,0.341,-0.517,71.341,1.951,-9.634
-0.106,0.343,-0.523,72.439,3.049,-9.695
-0.111,0.341,-0.531,73.354,3.476,-9.634
-0.118,0.328,-0.543,74.207,3.78,-9.512
-0.117,0.323,-0.544,75.122,4.146,-9.634
-0.124,0.312,-0.544,75.793,5.366,-9.817
-0.135,0.306,-0.547,76.768,6.585,-10.122
-0.136,0.293,-0.546,77.622,7.439,-10.488
-0.139,0.283,-0.55,78.354,7.317,-10.671
-0.14,0.276,-0.554,79.207,6.768,-10.793
-0.147,0.278,-0.563,79.878,6.463,-11.037
-0.15,0.274,-0.556,80.732,5.793,-11.524
-0.15,0.272,-0.555,81.951,4.634,-12.134
-0.152,0.27,-0.564,82.622,3.72,-12.561
-0.144,0.269,-0.575,83.232,2.622,-13.049
-0.134,0.268,-0.577,83.963,1.829,-13.476
-0.125,0.266,-0.581,84.695,1.037,-13.963
-0.115,0.255,-0.582,85.366,-0.061,-14.39
-0.116,0.252,-0.583,85.671,-1.28,-14.695
-0.111,0.25,-0.587,86.463,-1.768,-15.244
-0.105,0.247,-0.594,86.89,-2.134,-15.732
-0.102,0.24,-0.595,87.561,-2.134,-15.793
-0.086,0.235,-0.604,88.11,-1.707,-15.976
-0.083,0.237,-0.607,88.598,-0.976,-15.976
-0.075,0.237,-0.607,89.024,-0.427,-15.793
-0.076,0.233,-0.611,89.451,-0.061,-15.61
-0.075,0.23,-0.622,89.695,0.061,-15.183
-0.075,0.227,-0.628,90.183,1.22,-14.573
-0.083,0.223,-0.634,90.671,3.537,-14.573
-0.09,0.216,-0.648,91.098,6.037,-14.39
-0.09,0.207,-0.658,91.28,8.537,-13.963
-0.103,0.202,-0.659,91.707,10.915,-13.232
-0.107,0.196,-0.665,92.134,13.476,-12.683
-0.125,0.184,-0.67,92.927,15.366,-12.134
-0.144,0.179,-0.678,93.841,16.28,-11.646
-0.156,0.175,-0.68,94.756,16.89,-11.098
-0.174,0.163,-0.688,95.854,17.256,-10.488
-0.188,0.152,-0.692,97.195,17.439,-10.183
-0.196,0.146,-0.696,98.415,17.317,-9.695
-0.214,0.139,-0.703,99.634,17.195,-9.39
-0.225,0.137,-0.705,101.22,16.402,-8.963
-0.241,0.129,-0.703,102.073,12.622,-8.11
-0.249,0.123,-0.704,102.805,14.207,-8.232
-0.257,0.119,-0.708,104.268,14.817,-7.988
-0.268,0.112,-0.704,106.159,10.122,-7.378
-0.271,0.11,-0.69,107.439,7.988,-7.5
-0.272,0.107,-0.69,108.11,8.476,-7.744
-0.271,0.11,-0.687,108.78,6.524,-7.256
-0.257,0.106,-0.684,109.756,2.744,-6.524
-0.247,0.113,-0.684,110.732,0.366,-6.159
-0.24,0.118,-0.676,111.707,-0.488,-5.976
-0.238,0.119,-0.679,112.439,-1.098,-5.732
-0.226,0.113,-0.68,112.683,-0.793,-5.427
-0.222,0.11,-0.683,113.171,-0.183,-5.122
-0.198,0.089,-0.696,113.293,-0.244,-4.512
-0.214,0.109,-0.697,113.537,-0.793,-3.963
-0.223,0.137,-0.692,113.78,-0.488,-3.476
-0.182,0.101,-0.711,113.78,0.61,-3.049
-0.188,0.067,-0.727,113.78,1.768,-2.622
-0.211,0.076,-0.721,113.72,2.866,-1.829
