,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,beat_change,beat,dynamic,x,y,z,dist
15157,-0.606,-0.17300000000000001,-1.308,-109.512,-3.659,-20.0,None,2,n,-0.10779374397780898,-0.11540497787417416,0.988312916283529,1.2085733284543883
15158,-0.613,-0.16899999999999998,-1.288,-110.0,-2.805,-19.207,None,2,n,-0.10787439010336336,-0.11672067039807295,1.0004141945383795,1.2172858580314165
15159,-0.615,-0.163,-1.284,-110.671,-2.012,-18.476,None,2,n,-0.10792580477011272,-0.11805615944740765,1.0126009956263409,1.2259865220563615
15160,-0.608,-0.159,-1.274,-111.402,-1.585,-17.683,None,2,n,-0.10794808026125,-0.11941156418135633,1.0248724977558938,1.2346148496836533
15161,-0.614,-0.158,-1.264,-111.76799999999999,-1.341,-16.951,None,2,n,-0.10794073219836575,-0.1207872214005398,1.0372287566012375,1.2432603083499956
15162,-0.599,-0.151,-1.264,-112.31700000000001,-1.159,-16.098,None,2,n,-0.10790415557334897,-0.12218316059349035,1.049668373153596,1.2517749160676885
15163,-0.585,-0.14300000000000002,-1.253,-112.927,-0.7929999999999999,-15.183,None,2,n,-0.10783869372029797,-0.12359943461035426,1.0621900673205007,1.2601703938537125
15164,-0.581,-0.15,-1.244,-113.23200000000001,-0.366,-14.695,None,2,n,-0.10774456507919285,-0.12503594538097265,1.0747932247890837,1.2685109442692164
15165,-0.5770000000000001,-0.14300000000000002,-1.232,-113.65899999999999,-0.183,-14.329,None,2,n,-0.10762164132613694,-0.1264929414571197,1.0874772511469026,1.2768025393960463
15166,-0.565,-0.124,-1.225,-113.963,-0.122,-13.841,None,2,n,-0.10746987659179133,-0.12797080422809048,1.1002409916286127,1.28499098046973
15167,-0.563,-0.121,-1.215,-114.26799999999999,0.366,-13.475999999999999,None,2,n,-0.10728914045428717,-0.12946972698702489,1.1130839831067112,1.2931429352363293
15168,-0.555,-0.121,-1.208,-114.329,1.0979999999999999,-12.927,None,2,n,-0.10707967137895578,-0.13098969467537802,1.1260053452232708,1.3012139640136784
15169,-0.541,-0.11699999999999999,-1.197,-114.39,0.6709999999999999,-12.073,None,2,n,-0.10684192198959541,-0.13253064035878537,1.1390038273832037,1.3091660583495424
15170,-0.535,-0.121,-1.189,-114.20700000000001,0.061,-11.22,None,2,n,-0.10657614079315998,-0.13409248190283585,1.1520787018182932,1.3170509866609457
15171,-0.528,-0.11,-1.177,-114.39,-0.061,-10.305,None,2,n,-0.10628225956503402,-0.13567548067248345,1.165229207651744,1.324870012327914
15172,-0.521,-0.10400000000000001,-1.173,-114.45100000000001,0.061,-9.817,None,2,n,-0.10596030922440586,-0.13727979489453235,1.1784545293174173,1.3326162587385209
15173,-0.515,-0.10400000000000001,-1.163,-114.329,0.122,-9.329,None,2,n,-0.10561044937781124,-0.1389054283488795,1.1917539688124128,1.3402991342278667
15174,-0.511,-0.10300000000000001,-1.1540000000000001,-114.87799999999999,0.305,-8.597999999999999,None,2,n,-0.1052327110582383,-0.1405524576378241,1.2051269574143264,1.347932549735432
15175,-0.506,-0.098,-1.14,-115.244,0.732,-7.805,None,2,n,-0.10482709640921989,-0.14222101574217777,1.2185729062646886,1.3555152152508636
15176,-0.498,-0.09300000000000001,-1.119,-115.427,1.341,-6.829,None,2,n,-0.10439379293178766,-0.14391113229973418,1.232091095942092,1.3630322741444503
15177,-0.493,-0.086,-1.099,-115.73200000000001,1.9509999999999998,-5.732,None,2,n,-0.10393278710032343,-0.14562295504547418,1.245681009171432,1.3705057645645538
15178,-0.488,-0.077,-1.09,-115.976,2.439,-4.756,None,2,n,-0.10344396578173094,-0.1473567248601168,1.2593420347689628,1.377927880652921
15179,-0.48200000000000004,-0.069,-1.077,-115.915,2.866,-4.085,None,2,n,-0.10292731430162846,-0.14911261187572306,1.2730735395936288,1.385295249083359
