aX,aY,aZ,gX,gY,gZ,beat_change,beat,dynamic
0.132,0.115,-0.659,-36.951,-0.244,14.512,None,2,f
0.131,0.118,-0.6629999999999999,-35.488,-0.305,13.902,None,2,f
0.134,0.119,-0.659,-34.329,-0.5489999999999999,13.232,None,2,f
0.136,0.117,-0.6559999999999999,-33.11,-1.037,12.622,None,2,f
0.135,0.123,-0.647,-32.073,-1.585,11.951,None,2,f
0.139,0.122,-0.64,-31.402,-1.28,11.22,None,2,f
0.13699999999999998,0.126,-0.635,-30.0,-0.61,10.305,None,2,f
0.133,0.13,-0.629,-28.902,-0.61,9.695,None,2,f
0.132,0.139,-0.625,-27.866,-1.037,9.573,None,2,f
0.135,0.13699999999999998,-0.625,-26.646,-1.22,9.207,None,2,f
0.127,0.142,-0.617,-25.488000000000003,-1.28,8.72,None,2,f
0.129,0.14400000000000002,-0.625,-24.268,-1.646,8.354,None,2,f
0.125,0.14400000000000002,-0.611,-23.293000000000006,-2.378,8.049,None,2,f
0.122,0.153,-0.599,-22.317,-3.415,7.866,None,2,f
0.125,0.16,-0.601,-21.098000000000006,-4.085,7.439,None,2,f
0.125,0.165,-0.601,-20.061,-4.817,6.9510000000000005,None,2,f
0.12,0.165,-0.6,-18.78,-5.122000000000001,6.524,None,2,f
0.111,0.168,-0.599,-17.805,-5.061,6.28,None,2,f
0.1,0.16899999999999998,-0.602,-17.073,-5.244,6.037000000000001,None,2,f
0.097,0.17,-0.595,-15.976,-5.305,5.732,None,2,f
0.09,0.16899999999999998,-0.602,-15.061,-5.305,5.61,None,2,f
0.081,0.16899999999999998,-0.607,-14.268,-5.122000000000001,5.183,None,2,f
0.081,0.177,-0.606,-13.841,-4.939,5.0,None,2,f
0.077,0.182,-0.606,-13.293,-4.756,4.756,None,2,f
0.07400000000000001,0.183,-0.598,-12.561,-5.061,4.39,None,2,f
0.078,0.187,-0.601,-11.646,-5.122000000000001,4.085,None,2,f
0.07400000000000001,0.189,-0.607,-10.976,-4.634,3.5980000000000003,None,2,f
0.07200000000000001,0.188,-0.617,-9.939,-4.39,3.293,None,2,f
0.064,0.194,-0.623,-9.024,-4.573,3.11,None,2,f
0.06,0.19,-0.631,-8.415,-4.634,2.866,None,2,f
